"plh0215","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","8","","","","1"
"1 Strongly disagree","2005","inadequately","30","0.0713432821471092","0.0382219158599068","0.104464648434312","1"
"1 Strongly disagree","2005","general elemantary","147","0.0685425965233583","0.0583934348923727","0.0786917581543438","1"
"1 Strongly disagree","2005","middle vocational","326","0.0355848050368852","0.0319912789108828","0.0391783311628875","1"
"1 Strongly disagree","2005","vocational + Abi","22","","","","1"
"1 Strongly disagree","2005","higher vocational","29","","","","1"
"1 Strongly disagree","2005","higher education","33","0.00974882684245943","0.00676345732414741","0.0127341963607714","1"
"2 on scale 1-7 ","2005","higher education","124","0.0345009311593004","0.0289554329288602","0.0400464293897406","2"
"2 on scale 1-7 ","2005","middle vocational","567","0.056395984096687","0.0519211651413947","0.0608708030519793","2"
"2 on scale 1-7 ","2005","vocational + Abi","45","0.0381353630906518","0.0269734738043975","0.049297252376906","2"
"2 on scale 1-7 ","2005","higher vocational","59","0.0436545495882267","0.0334858750817948","0.0538232240946586","2"
"2 on scale 1-7 ","2005","general elemantary","211","0.0913095081919876","0.0797394808034838","0.102879535580491","2"
"2 on scale 1-7 ","2005","inadequately","35","0.148551024459204","0.102787313094349","0.19431473582406","2"
"2 on scale 1-7 ","2005","in school","23","","","","2"
"3 on scale 1-7 ","2005","higher education","388","0.0983595834910846","0.0893111320699902","0.107408034912179","3"
"3 on scale 1-7 ","2005","higher vocational","150","0.107020564235112","0.0916355982942723","0.122405530175952","3"
"3 on scale 1-7 ","2005","vocational + Abi","117","0.124703198966592","0.10544865414259","0.143957743790594","3"
"3 on scale 1-7 ","2005","middle vocational","1387","0.138607402523615","0.131904694998165","0.145310110049066","3"
"3 on scale 1-7 ","2005","in school","56","0.0821582045063278","0.0610475937795832","0.103268815233072","3"
"3 on scale 1-7 ","2005","inadequately","44","0.216021878439288","0.163067126351928","0.268976630526649","3"
"3 on scale 1-7 ","2005","general elemantary","377","0.150922608536022","0.136543923081423","0.165301293990621","3"
"4 on scale 1-7","2005","middle vocational","2806","0.281585333359927","0.272860661551166","0.290310005168689","4"
"4 on scale 1-7","2005","general elemantary","662","0.279233028894326","0.261213259641218","0.297252798147434","4"
"4 on scale 1-7","2005","vocational + Abi","292","0.266071254077561","0.24031737122267","0.291825136932451","4"
"4 on scale 1-7","2005","higher education","1050","0.259935820461227","0.246609293233442","0.273262347689012","4"
