"plh0215","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","1-pers.-HH","85","0.0763403060132832","0.0614641636225107","0.0912164484040557"
"1 Strongly disagree","2005","lower secondary degree","(Married) couple without C. ","159","0.058877513607458","0.0504074411854017","0.0673475860295143"
"1 Strongly disagree","2005","lower secondary degree","Single parent ","17","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. LE 16 ","11","","",""
"1 Strongly disagree","2005","lower secondary degree","Couple + C. GT 16 ","31","0.0290746796181635","0.0184958752733972","0.0396534839629299"
"1 Strongly disagree","2005","lower secondary degree","Couple + C. LE and GT 16","13","","",""
"1 Strongly disagree","2005","secondary school degree","1-pers.-HH","20","","",""
"1 Strongly disagree","2005","secondary school degree","(Married) couple without C. ","41","0.023790133483014","0.0167303462700199","0.0308499206960081"
"1 Strongly disagree","2005","secondary school degree","Single parent ","3","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. LE 16 ","15","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. GT 16 ","17","","",""
"1 Strongly disagree","2005","secondary school degree","Couple + C. LE and GT 16","6","","",""
"1 Strongly disagree","2005","college entrance qualification","1-pers.-HH","8","","",""
"1 Strongly disagree","2005","college entrance qualification","(Married) couple without C. ","19","","",""
"1 Strongly disagree","2005","college entrance qualification","Single parent ","2","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. LE 16 ","4","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. GT 16 ","4","","",""
"1 Strongly disagree","2005","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"1 Strongly disagree","2005","Other degree","1-pers.-HH","13","","",""
"1 Strongly disagree","2005","Other degree","(Married) couple without C. ","36","0.0939179357743299","0.0630012398787475","0.124834631669912"
"1 Strongly disagree","2005","Other degree","Single parent ","3","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. LE 16 ","14","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. GT 16 ","13","","",""
"1 Strongly disagree","2005","Other degree","Couple + C. LE and GT 16","6","","",""
"1 Strongly disagree","2005","no degree/no degree yet","1-pers.-HH","2","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(Married) couple without C. ","7","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Single parent ","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
