"plh0215","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Not Employed","26","","","","1"
"1 Strongly disagree","2005","16-34 y.","Employed","41","0.0117176397973936","0.00825114560077104","0.0151841339940163","1"
"1 Strongly disagree","2005","35-65 y.","Not Employed","108","0.0448877002528325","0.037052886961321","0.0527225135443441","1"
"1 Strongly disagree","2005","35-65 y.","Employed","153","0.0202207715994118","0.0172945376543428","0.0231470055444808","1"
"1 Strongly disagree","2005","66 and older","Not Employed","271","0.0791600684903023","0.0702206103551243","0.0880995266254803","1"
"1 Strongly disagree","2005","66 and older","Employed","5","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","179","0.0750405453767867","0.0650716487280194","0.085009442025554","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","75","0.0506622247871654","0.0399730152380797","0.061351434336251","2"
"2 on scale 1-7 ","2005","66 and older","Employed","10","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Employed","144","0.0337508128031754","0.0279335782817867","0.0395680473245641","2"
"2 on scale 1-7 ","2005","35-65 y.","Employed","325","0.0363387001501093","0.0324483116627204","0.0402290886374983","2"
"2 on scale 1-7 ","2005","66 and older","Not Employed","353","0.109519436906087","0.0991793576988486","0.119859516113326","2"
"3 on scale 1-7 ","2005","66 and older","Not Employed","598","0.170601850711424","0.158146973729687","0.183056727693161","3"
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","183","0.110780910235371","0.0954830765710952","0.126078743899647","3"
"3 on scale 1-7 ","2005","35-65 y.","Employed","987","0.122584484520444","0.115766335713233","0.129402633327655","3"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","385","0.138195902949675","0.125137513527905","0.151254292371445","3"
"3 on scale 1-7 ","2005","16-34 y.","Employed","366","0.10172268758944","0.0919852651308952","0.111460110047984","3"
"3 on scale 1-7 ","2005","66 and older","Employed","29","","","","3"
"4 on scale 1-7","2005","66 and older","Employed","60","0.231366355936339","0.17601790663029","0.286714805242388","4"
"4 on scale 1-7","2005","16-34 y.","Employed","931","0.269203249857172","0.254915352003435","0.283491147710909","4"
"4 on scale 1-7","2005","35-65 y.","Not Employed","768","0.292579347701144","0.275364687463816","0.309794007938472","4"
"4 on scale 1-7","2005","66 and older","Not Employed","955","0.273336942766271","0.258580497564459","0.288093387968083","4"
"4 on scale 1-7","2005","16-34 y.","Not Employed","385","0.218067417013397","0.197940691395341","0.238194142631452","4"
"4 on scale 1-7","2005","35-65 y.","Employed","2405","0.274064969218845","0.264791938272573","0.283338000165118","4"
"5 on scale 1-7","2005","66 and older","Employed","56","0.251481474564314","0.194537216967317","0.30842573216131","5"
"5 on scale 1-7","2005","35-65 y.","Employed","2367","0.254259694091966","0.2452069835029","0.263312404681031","5"
