"plh0215","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","159","0.0582434818850776","0.050045210307523","0.0664417534626323","1"
"1 Strongly disagree","2005","Not Employed","Female","246","0.0571721772993268","0.0505126298904181","0.0638317247082355","1"
"1 Strongly disagree","2005","Employed","Male","92","0.0166115960556949","0.0135571118637182","0.0196660802476716","1"
"1 Strongly disagree","2005","Employed","Female","107","0.0196381465661846","0.0161524474946685","0.0231238456377006","1"
"2 on scale 1-7 ","2005","Not Employed","Female","390","0.0961259241919922","0.0876709870450304","0.104580861338954","2"
"2 on scale 1-7 ","2005","Employed","Male","217","0.031653173649591","0.0274691536050572","0.0358371936941247","2"
"2 on scale 1-7 ","2005","Employed","Female","262","0.0406369979881894","0.035676803198959","0.0455971927774199","2"
"2 on scale 1-7 ","2005","Not Employed","Male","217","0.076564024497409","0.0672562663476907","0.0858717826471273","2"
"3 on scale 1-7 ","2005","Not Employed","Female","721","0.157787372131245","0.147330948977362","0.168243795285128","3"
"3 on scale 1-7 ","2005","Employed","Male","635","0.101409293955548","0.0941950719931708","0.108623515917926","3"
"3 on scale 1-7 ","2005","Employed","Female","747","0.134937039373238","0.126354103112568","0.143519975633908","3"
"3 on scale 1-7 ","2005","Not Employed","Male","445","0.138010081299781","0.125936508152808","0.150083654446754","3"
"4 on scale 1-7","2005","Employed","Female","1689","0.280574085343476","0.269287482145613","0.291860688541339","4"
"4 on scale 1-7","2005","Not Employed","Female","1319","0.284347236334267","0.271407904930634","0.2972865677379","4"
"4 on scale 1-7","2005","Employed","Male","1707","0.264295675533449","0.253757477816223","0.274833873250676","4"
"4 on scale 1-7","2005","Not Employed","Male","789","0.24792098270631","0.232805650489757","0.263036314922862","4"
"5 on scale 1-7","2005","Employed","Male","1925","0.279026310785972","0.268307368165855","0.289745253406088","5"
"5 on scale 1-7","2005","Not Employed","Female","997","0.195635354824232","0.184256820813206","0.207013888835258","5"
"5 on scale 1-7","2005","Not Employed","Male","746","0.241998172858871","0.227005796077495","0.256990549640247","5"
"5 on scale 1-7","2005","Employed","Female","1588","0.259333695498249","0.248323698304111","0.270343692692388","5"
"6 on scale 1-7","2005","Employed","Male","1476","0.204310276593733","0.19467450182751","0.213946051359955","6"
"6 on scale 1-7","2005","Employed","Female","1111","0.170316724322572","0.160873261911483","0.179760186733661","6"
"6 on scale 1-7","2005","Not Employed","Female","645","0.130965285528053","0.121288462165077","0.140642108891029","6"
"6 on scale 1-7","2005","Not Employed","Male","515","0.14936808027944","0.136890537835592","0.161845622723289","6"
"7 Strongly agree","2005","Employed","Female","583","0.0945633109080909","0.0872124734590239","0.101914148357158","7"
"7 Strongly agree","2005","Not Employed","Female","351","0.0779666496908843","0.0702759844945458","0.0856573148872228","7"
"7 Strongly agree","2005","Employed","Male","674","0.102693673426012","0.0954391001952657","0.109948246656759","7"
"7 Strongly agree","2005","Not Employed","Male","264","0.0878951764731108","0.0779837944495705","0.0978065584966511","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
