"plh0215","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","no migration background","44","0.0141597763008519","0.0105551327975866","0.0177644198041173"
"1 Strongly disagree","2005","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2005","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2005","35-65 y.","no migration background","175","0.0223629386474977","0.0194591053128874","0.025266771982108"
"1 Strongly disagree","2005","35-65 y.","direct migration background","83","0.0501161847368859","0.0389091259967205","0.0613232434770514"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2005","66 and older","no migration background","236","0.0737226908780103","0.0648841851629199","0.0825611965931008"
"1 Strongly disagree","2005","66 and older","direct migration background","38","0.105518289064653","0.0736941853879874","0.137342392741318"
"1 Strongly disagree","2005","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no migration background","164","0.0385901981523018","0.0327136319417345","0.0444667643628692"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2005","35-65 y.","no migration background","402","0.0409393395550552","0.0370478857759116","0.0448307933341988"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","100","0.0741809766439843","0.060719995153898","0.0876419581340707"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2005","66 and older","no migration background","312","0.10165608128961","0.0914350258642533","0.111877136714967"
"2 on scale 1-7 ","2005","66 and older","direct migration background","50","0.145710682019591","0.109163427208615","0.182257936830567"
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no migration background","435","0.110050392256205","0.100502459273887","0.119598325238523"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","60","0.0902790156417418","0.0658114761890977","0.114746555094386"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","54","0.0831813836466035","0.0621923690257885","0.104170398267418"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1140","0.12305610374448","0.116604674973019","0.129507532515941"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","216","0.145308258805949","0.127206644518641","0.163409873093257"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2005","66 and older","no migration background","547","0.165935220772729","0.153352431454531","0.178518010090926"
"3 on scale 1-7 ","2005","66 and older","direct migration background","78","0.195670220469245","0.154575501101269","0.236764939837221"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2005","16-34 y.","no migration background","1003","0.249459779068267","0.236258436265505","0.26266112187103"
"4 on scale 1-7","2005","16-34 y.","direct migration background","138","0.275069220999509","0.236944027913912","0.313194414085105"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","175","0.270326543589392","0.236570939216679","0.304082147962105"
"4 on scale 1-7","2005","35-65 y.","no migration background","2704","0.274847328665449","0.266079765416977","0.283614891913921"
"4 on scale 1-7","2005","35-65 y.","direct migration background","429","0.306504224834919","0.282822815430575","0.330185634239263"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","40","0.200590918854337","0.13755001742605","0.263631820282623"
"4 on scale 1-7","2005","66 and older","no migration background","921","0.275499082421589","0.260388288130537","0.290609876712641"
"4 on scale 1-7","2005","66 and older","direct migration background","92","0.233410457260188","0.189592898501178","0.277228016019197"
"4 on scale 1-7","2005","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2005","16-34 y.","no migration background","1202","0.292537144117866","0.278657664396904","0.306416623838829"
"5 on scale 1-7","2005","16-34 y.","direct migration background","144","0.301476995871784","0.262297374971823","0.340656616771746"
"5 on scale 1-7","2005","16-34 y.","indirect migration background","178","0.287820311623338","0.253409669290448","0.322230953956227"
"5 on scale 1-7","2005","35-65 y.","no migration background","2631","0.25252191617884","0.243989595066243","0.261054237291438"
"5 on scale 1-7","2005","35-65 y.","direct migration background","329","0.212161069173672","0.191161084877592","0.233161053469752"
"5 on scale 1-7","2005","35-65 y.","indirect migration background","42","0.294245269602372","0.222504854434317","0.365985684770427"
"5 on scale 1-7","2005","66 and older","no migration background","688","0.20193305886235","0.188355205388147","0.215510912336552"
"5 on scale 1-7","2005","66 and older","direct migration background","41","0.133124426232854","0.0979348663509843","0.168313986114723"
"5 on scale 1-7","2005","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2005","16-34 y.","no migration background","900","0.204261532091707","0.191961412732313","0.216561651451101"
"6 on scale 1-7","2005","16-34 y.","direct migration background","93","0.184478316642819","0.151362672788123","0.217593960497516"
"6 on scale 1-7","2005","16-34 y.","indirect migration background","138","0.200150165325","0.169739951443423","0.230560379206577"
"6 on scale 1-7","2005","35-65 y.","no migration background","1955","0.184524758507336","0.176906580176991","0.192142936837681"
"6 on scale 1-7","2005","35-65 y.","direct migration background","178","0.125184424003953","0.108186307374895","0.142182540633011"
"6 on scale 1-7","2005","35-65 y.","indirect migration background","36","0.250272235521642","0.182079144633591","0.318465326409692"
