"plh0215","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","110","0.045797350886049","0.0378231602274406","0.0537715415446574","1"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","18","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","209","0.0399044257002434","0.0350212438401309","0.044787607560356","1"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","56","0.0721325478522052","0.0528011847385474","0.091463910965863","1"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","2","","","","1"
"1 Strongly disagree","2005","Single parent ","no migration background","23","","","","1"
"1 Strongly disagree","2005","Single parent ","direct migration background","4","","","","1"
"1 Strongly disagree","2005","Single parent ","indirect migration background","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","25","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","19","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","2","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","49","0.0199440411488434","0.0149676385284186","0.0249204437692682","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","20","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","7","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","24","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","10","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","10","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","187","0.0741589372900188","0.0641636312574334","0.0841542433226043","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","4","","","","2"
