"plh0215","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","Male","5","","","","1"
"1 Strongly disagree","2005","in school","Female","3","","","","1"
"1 Strongly disagree","2005","inadequately","Male","10","","","","1"
"1 Strongly disagree","2005","inadequately","Female","20","","","","1"
"1 Strongly disagree","2005","general elemantary","Male","37","0.0610419273459488","0.0441867060576356","0.077897148634262","1"
"1 Strongly disagree","2005","general elemantary","Female","110","0.0721440130017908","0.0594903648037901","0.0847976611997916","1"
"1 Strongly disagree","2005","middle vocational","Male","154","0.0356951477002871","0.0304785612474234","0.0409117341531507","1"
"1 Strongly disagree","2005","middle vocational","Female","172","0.0354783903454806","0.0305215020172266","0.0404352786737346","1"
"1 Strongly disagree","2005","vocational + Abi","Male","5","","","","1"
"1 Strongly disagree","2005","vocational + Abi","Female","17","","","","1"
"1 Strongly disagree","2005","higher vocational","Male","17","","","","1"
"1 Strongly disagree","2005","higher vocational","Female","12","","","","1"
"1 Strongly disagree","2005","higher education","Male","16","","","","1"
"1 Strongly disagree","2005","higher education","Female","17","","","","1"
"2 on scale 1-7 ","2005","general elemantary","Female","156","0.104496108606368","0.0895351604447109","0.119457056768024","2"
"2 on scale 1-7 ","2005","middle vocational","Male","247","0.0494749890726353","0.0433775247285667","0.055572453416704","2"
"2 on scale 1-7 ","2005","middle vocational","Female","320","0.0630706059246405","0.0565567502208103","0.0695844616284707","2"
"2 on scale 1-7 ","2005","vocational + Abi","Male","15","","","","2"
"2 on scale 1-7 ","2005","higher vocational","Male","24","","","","2"
"2 on scale 1-7 ","2005","higher vocational","Female","35","0.0652551570256779","0.0464272814450611","0.0840830326062948","2"
"2 on scale 1-7 ","2005","higher education","Male","55","0.0303746108883785","0.0233686134030832","0.0373806083736739","2"
"2 on scale 1-7 ","2005","higher education","Female","69","0.0398263953282364","0.030929889107857","0.0487229015486157","2"
"2 on scale 1-7 ","2005","in school","Male","11","","","","2"
"2 on scale 1-7 ","2005","in school","Female","12","","","","2"
"2 on scale 1-7 ","2005","inadequately","Male","14","","","","2"
"2 on scale 1-7 ","2005","inadequately","Female","21","","","","2"
"2 on scale 1-7 ","2005","general elemantary","Male","55","0.063845778885678","0.0466335530983715","0.0810580046729845","2"
"2 on scale 1-7 ","2005","vocational + Abi","Female","30","0.0420555152249743","0.0267887966129287","0.0573222338370198","2"
"3 on scale 1-7 ","2005","general elemantary","Male","109","0.115743959180279","0.0932204826964446","0.138267435664113","3"
"3 on scale 1-7 ","2005","general elemantary","Female","268","0.167813497133049","0.149536741786787","0.186090252479311","3"
"3 on scale 1-7 ","2005","middle vocational","Male","612","0.126349114840437","0.117007333364709","0.135690896316165","3"
"3 on scale 1-7 ","2005","in school","Male","30","0.103549077689013","0.0696331562368209","0.137464999141204","3"
"3 on scale 1-7 ","2005","in school","Female","26","","","","3"
"3 on scale 1-7 ","2005","inadequately","Male","15","","","","3"
"3 on scale 1-7 ","2005","inadequately","Female","29","","","","3"
"3 on scale 1-7 ","2005","middle vocational","Female","775","0.150429320363339","0.140849944706709","0.160008696019969","3"
"3 on scale 1-7 ","2005","vocational + Abi","Male","46","0.134788983456054","0.103816368749632","0.165761598162475","3"
"3 on scale 1-7 ","2005","vocational + Abi","Female","71","0.116863921170711","0.0924285977207595","0.141299244620663","3"
"3 on scale 1-7 ","2005","higher vocational","Male","77","0.0917182545894357","0.0727559433183401","0.110680565860531","3"
"3 on scale 1-7 ","2005","higher vocational","Female","73","0.129987215594172","0.104350611361417","0.155623819826927","3"
"3 on scale 1-7 ","2005","higher education","Male","180","0.0807246077331649","0.069603746664077","0.0918454688022528","3"
"3 on scale 1-7 ","2005","higher education","Female","208","0.121119433757839","0.106276117126963","0.135962750388714","3"
"4 on scale 1-7","2005","middle vocational","Male","1272","0.271665115768547","0.25915800101563","0.284172230521463","4"
"4 on scale 1-7","2005","general elemantary","Female","450","0.281489942712545","0.259494982148859","0.303484903276232","4"
"4 on scale 1-7","2005","higher education","Female","497","0.268437598629481","0.248276858760139","0.288598338498823","4"
"4 on scale 1-7","2005","middle vocational","Female","1534","0.291152411596997","0.278979125500022","0.303325697693972","4"
"4 on scale 1-7","2005","vocational + Abi","Male","106","0.240423891638276","0.201665646068717","0.279182137207836","4"
"4 on scale 1-7","2005","in school","Male","78","0.189850765510483","0.146193559975019","0.233507971045946","4"
"4 on scale 1-7","2005","in school","Female","68","0.185055418154377","0.14377694988794","0.226333886420813","4"
"4 on scale 1-7","2005","vocational + Abi","Female","186","0.286005925406623","0.251634394933082","0.320377455880164","4"
"4 on scale 1-7","2005","higher vocational","Male","215","0.225809608304124","0.198340270827645","0.253278945780603","4"
"4 on scale 1-7","2005","higher vocational","Female","198","0.284735206696093","0.250331806250335","0.31913860714185","4"
"4 on scale 1-7","2005","higher education","Male","553","0.253348402260354","0.235592992050438","0.27110381247027","4"
"4 on scale 1-7","2005","inadequately","Male","17","","","","4"
"4 on scale 1-7","2005","inadequately","Female","33","0.253644885946595","0.179700010421142","0.327589761472047","4"
"4 on scale 1-7","2005","general elemantary","Male","212","0.274532555063054","0.24311277577214","0.305952334353967","4"
"5 on scale 1-7","2005","higher vocational","Male","251","0.289416206433246","0.259622662867588","0.319209749998904","5"
"5 on scale 1-7","2005","higher vocational","Female","174","0.252400676545305","0.219285500477524","0.285515852613085","5"
"5 on scale 1-7","2005","higher education","Male","688","0.299247391596979","0.280553049989064","0.317941733204894","5"
"5 on scale 1-7","2005","higher education","Female","477","0.250246761191452","0.230540578123616","0.269952944259288","5"
"5 on scale 1-7","2005","in school","Male","80","0.276142795207062","0.226373607439221","0.325911982974903","5"
"5 on scale 1-7","2005","in school","Female","102","0.287397657893202","0.23929446904525","0.335500846741155","5"
"5 on scale 1-7","2005","inadequately","Male","19","","","","5"
"5 on scale 1-7","2005","inadequately","Female","19","","","","5"
"5 on scale 1-7","2005","general elemantary","Male","193","0.256082359976368","0.225353284086569","0.286811435866167","5"
"5 on scale 1-7","2005","general elemantary","Female","316","0.192640534161932","0.173352737087815","0.211928331236049","5"
"5 on scale 1-7","2005","middle vocational","Male","1248","0.250094111953901","0.237917407735039","0.262270816172762","5"
"5 on scale 1-7","2005","middle vocational","Female","1294","0.229390499852816","0.218124335221432","0.2406566644842","5"
"5 on scale 1-7","2005","vocational + Abi","Male","157","0.311797991136872","0.26978493492791","0.353811047345834","5"
"5 on scale 1-7","2005","vocational + Abi","Female","170","0.264838325754144","0.23127647535074","0.298400176157548","5"
"6 on scale 1-7","2005","higher education","Male","572","0.221999799399078","0.205033826393996","0.23896577240416","6"
"6 on scale 1-7","2005","higher education","Female","408","0.210722260390205","0.192168615488015","0.229275905292396","6"
"6 on scale 1-7","2005","in school","Male","79","0.254519221810747","0.206029938804409","0.303008504817086","6"
"6 on scale 1-7","2005","in school","Female","83","0.26853188550273","0.221422844557212","0.315640926448247","6"
"6 on scale 1-7","2005","inadequately","Male","13","","","","6"
"6 on scale 1-7","2005","inadequately","Female","5","","","","6"
"6 on scale 1-7","2005","general elemantary","Male","109","0.149334298248131","0.12424107306925","0.174427523427012","6"
"6 on scale 1-7","2005","general elemantary","Female","181","0.103110675285074","0.0882377442714043","0.117983606298743","6"
"6 on scale 1-7","2005","middle vocational","Male","852","0.166115521523193","0.15565067909175","0.176580363954636","6"
