"plh0215","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","37","0.109872004201346","0.0781776400474155","0.141566368355277"
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","57","0.0678083680954859","0.0511402479966882","0.0844764881942837"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","18","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","4","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","55","0.0903919483266174","0.0672741552426984","0.113509741410536"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","132","0.0588514911673828","0.0495870838149327","0.0681158985198328"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","35","0.0230806686020293","0.0152705529801079","0.0308907842239507"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","11","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","8","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","9","","",""
"1 Strongly disagree","2005","Single parent ","(0) in school","2","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","10","","",""
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","9","","",""
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","3","","",""
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","12","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
