"plh0215","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","8","","",""
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","20","","",""
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","99","0.0904374686846766","0.0738249367982798","0.107050000571073"
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","181","0.0717450220515755","0.0621588988626504","0.0813311452405007"
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","48","0.0433952455896784","0.0315210518299917","0.0552694393493651"
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","7","","",""
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","13","","",""
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","10","","",""
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","11","","",""
"1 Strongly disagree","2005","Employed","(0) in school","","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","7","","",""
"1 Strongly disagree","2005","Employed","(1b) general elementary school","43","0.0694155265467877","0.0504926269101771","0.0883384261833982"
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","71","0.0255597456239748","0.0198109128087901","0.0313085784391595"
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","6","","",""
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","39","0.010036807469738","0.00680436670261623","0.0132692482368598"
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","2","","",""
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","15","","",""
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","11","","",""
"2 on scale 1-7 ","2005","Not Employed","(0) in school","20","","",""
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","25","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","143","0.127163485056235","0.107866342204024","0.146460627908447"
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","262","0.10440189754907","0.0930433119817701","0.11576048311637"
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","12","","",""
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","60","0.066355635204955","0.0518496765881561","0.0808615938217538"
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","14","","",""
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","19","","",""
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","26","","",""
"2 on scale 1-7 ","2005","Employed","(0) in school","3","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","9","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","44","0.0668348954038715","0.0482413437274556","0.0854284470802874"
"2 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","116","0.0352873848571318","0.028566406098417","0.0420083636158466"
"2 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","15","","",""
"2 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","138","0.0295929620114182","0.02409762360072","0.0350883004221165"
"2 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","19","","",""
"2 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","43","0.0292689722743654","0.0194670305172609","0.0390709140314698"
"2 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","28","","",""
"2 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","51","0.0301448710142425","0.0226153733718784","0.0376743686566065"
"3 on scale 1-7 ","2005","Not Employed","(0) in school","50","0.0886367220727337","0.0649052380257174","0.11236820611975"
"3 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","33","0.222999979861014","0.157042310307353","0.288957649414675"
"3 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","238","0.192937786266006","0.170081403496528","0.215794169035483"
"3 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","461","0.152613164126563","0.139254890647658","0.165971437605467"
"3 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","26","","",""
