"plh0215","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","in school","7","","","","1"
"1 Strongly disagree","2005","no migration background","inadequately","8","","","","1"
"1 Strongly disagree","2005","no migration background","general elemantary","96","0.0717647033750695","0.0592618759211596","0.0842675308289794","1"
"1 Strongly disagree","2005","no migration background","middle vocational","276","0.0348017976549893","0.0310172072100896","0.038586388099889","1"
"1 Strongly disagree","2005","no migration background","vocational + Abi","15","","","","1"
"1 Strongly disagree","2005","no migration background","higher vocational","26","","","","1"
"1 Strongly disagree","2005","no migration background","higher education","23","","","","1"
"1 Strongly disagree","2005","direct migration background","in school","1","","","","1"
"1 Strongly disagree","2005","direct migration background","inadequately","19","","","","1"
"1 Strongly disagree","2005","direct migration background","general elemantary","44","0.0734583345113934","0.0518891885734197","0.0950274804493671","1"
"1 Strongly disagree","2005","direct migration background","middle vocational","45","0.0531858842500176","0.0382141107863678","0.0681576577136673","1"
"1 Strongly disagree","2005","direct migration background","vocational + Abi","5","","","","1"
"1 Strongly disagree","2005","direct migration background","higher vocational","3","","","","1"
"1 Strongly disagree","2005","direct migration background","higher education","10","","","","1"
"1 Strongly disagree","2005","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2005","indirect migration background","inadequately","3","","","","1"
"1 Strongly disagree","2005","indirect migration background","general elemantary","7","","","","1"
"1 Strongly disagree","2005","indirect migration background","middle vocational","5","","","","1"
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2005","indirect migration background","higher education","","","","","1"
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","in school","3","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","10","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","13","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2005","direct migration background","in school","2","","","","2"
"2 on scale 1-7 ","2005","direct migration background","inadequately","25","","","","2"
"2 on scale 1-7 ","2005","direct migration background","general elemantary","57","0.103246442889359","0.0780897217155141","0.128403164063205","2"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","60","0.0631190328665361","0.0468947664493763","0.0793432992836959","2"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","13","","","","2"
"2 on scale 1-7 ","2005","no migration background","in school","18","","","","2"
"2 on scale 1-7 ","2005","no migration background","inadequately","10","","","","2"
"2 on scale 1-7 ","2005","no migration background","general elemantary","141","0.0878412683178574","0.074129032921691","0.101553503714024","2"
"2 on scale 1-7 ","2005","direct migration background","higher vocational","7","","","","2"
"2 on scale 1-7 ","2005","direct migration background","higher education","9","","","","2"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","32","0.032266123151543","0.0205241838656943","0.0440080624373917","2"
"2 on scale 1-7 ","2005","no migration background","higher vocational","52","0.0439908101280035","0.0331591971385491","0.0548224231174578","2"
"2 on scale 1-7 ","2005","no migration background","higher education","115","0.0349441980307858","0.0290729090698504","0.0408154869917212","2"
"2 on scale 1-7 ","2005","no migration background","middle vocational","497","0.0566030116769391","0.0518312712603108","0.0613747520935675","2"
"3 on scale 1-7 ","2005","indirect migration background","in school","9","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","13","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","inadequately","2","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","34","0.130376934230271","0.0944269215375774","0.166326946922964","3"
"3 on scale 1-7 ","2005","direct migration background","in school","4","","","","3"
"3 on scale 1-7 ","2005","direct migration background","inadequately","26","","","","3"
"3 on scale 1-7 ","2005","direct migration background","general elemantary","118","0.180888621910855","0.149064455435049","0.212712788386661","3"
"3 on scale 1-7 ","2005","direct migration background","higher education","34","0.0930886773117685","0.061928085352749","0.124249269270788","3"
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","3","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","2","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","higher education","2","","","","3"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","130","0.13339727323838","0.110712930788174","0.156081615688586","3"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","28","","","","3"
"3 on scale 1-7 ","2005","direct migration background","higher vocational","10","","","","3"
"3 on scale 1-7 ","2005","no migration background","in school","43","0.0864541929522889","0.0619432173998222","0.110965168504756","3"
"3 on scale 1-7 ","2005","no migration background","inadequately","16","","","","3"
"3 on scale 1-7 ","2005","no migration background","general elemantary","246","0.151718601234605","0.134340067219781","0.16909713524943","3"
"3 on scale 1-7 ","2005","no migration background","middle vocational","1223","0.139434516188947","0.132281537911493","0.1465874944664","3"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","86","0.123305166726042","0.101457587362904","0.14515274608918","3"
"3 on scale 1-7 ","2005","no migration background","higher vocational","138","0.106746407983387","0.0904367391990756","0.123056076767699","3"
"3 on scale 1-7 ","2005","no migration background","higher education","352","0.100470533103906","0.0908589095333782","0.110082156674435","3"
"4 on scale 1-7","2005","no migration background","inadequately","15","","","","4"
"4 on scale 1-7","2005","indirect migration background","in school","17","","","","4"
