"plh0215","year","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","455","0.0325061019001099","0.0298745062026494","0.0351376975975704","1"
"1 Strongly disagree","2005","direct migration background","129","0.0489244141156988","0.0401862998874505","0.0576625283439471","1"
"1 Strongly disagree","2005","indirect migration background","20","","","","1"
"2 on scale 1-7 ","2005","no migration background","878","0.0546177119298257","0.0512457467125443","0.0579896771471072","2"
"2 on scale 1-7 ","2005","indirect migration background","31","0.0428292006362246","0.0290630574006334","0.0565953438718159","2"
"2 on scale 1-7 ","2005","direct migration background","177","0.0751265704036745","0.0644486834840309","0.0858044573233181","2"
"3 on scale 1-7 ","2005","no migration background","2122","0.130110695426565","0.125118390558893","0.135103000294237","3"
"3 on scale 1-7 ","2005","direct migration background","354","0.139424272734001","0.125392545804002","0.153455999664","3"
"3 on scale 1-7 ","2005","indirect migration background","72","0.0953464670879491","0.0753781702653565","0.115314763910542","3"
"4 on scale 1-7","2005","no migration background","4628","0.269170775231851","0.262589129382779","0.275752421080923","4"
"4 on scale 1-7","2005","indirect migration background","217","0.256531057058776","0.226838406301862","0.286223707815691","4"
"4 on scale 1-7","2005","direct migration background","659","0.286763655768896","0.268443626171059","0.305083685366733","4"
"5 on scale 1-7","2005","no migration background","4521","0.249863558274823","0.2434391342671","0.256287982282546","5"
"5 on scale 1-7","2005","direct migration background","514","0.222145947798722","0.20530697322289","0.238984922374554","5"
"5 on scale 1-7","2005","indirect migration background","221","0.285019094997402","0.254326629300255","0.31571156069455","5"
"6 on scale 1-7","2005","indirect migration background","177","0.208733958143746","0.181102398609554","0.236365517677938","6"
"6 on scale 1-7","2005","direct migration background","304","0.135415591426038","0.121554883270532","0.149276299581543","6"
"6 on scale 1-7","2005","no migration background","3266","0.171929923160244","0.166330775970961","0.177529070349528","6"
"7 Strongly agree","2005","indirect migration background","93","0.0994068536670602","0.0790636165124003","0.11975009082172","7"
"7 Strongly agree","2005","no migration background","1575","0.0918012340765814","0.0875164660206946","0.0960860021324682","7"
"7 Strongly agree","2005","direct migration background","204","0.0921995477529708","0.0804801045945882","0.103918990911353","7"
"1 Strongly disagree","2006","no migration background","","","","","1"
"1 Strongly disagree","2006","direct migration background","","","","","1"
"1 Strongly disagree","2006","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","no migration background","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","no migration background","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","","","","","3"
"4 on scale 1-7","2006","indirect migration background","","","","","4"
"4 on scale 1-7","2006","no migration background","","","","","4"
"4 on scale 1-7","2006","direct migration background","","","","","4"
"5 on scale 1-7","2006","indirect migration background","","","","","5"
"5 on scale 1-7","2006","no migration background","","","","","5"
"5 on scale 1-7","2006","direct migration background","","","","","5"
"6 on scale 1-7","2006","indirect migration background","","","","","6"
"6 on scale 1-7","2006","direct migration background","","","","","6"
"6 on scale 1-7","2006","no migration background","","","","","6"
"7 Strongly agree","2006","indirect migration background","","","","","7"
"7 Strongly agree","2006","no migration background","","","","","7"
"7 Strongly agree","2006","direct migration background","","","","","7"
"1 Strongly disagree","2007","direct migration background","","","","","1"
"1 Strongly disagree","2007","indirect migration background","","","","","1"
"1 Strongly disagree","2007","no migration background","","","","","1"
"2 on scale 1-7 ","2007","no migration background","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","no migration background","","","","","3"
"4 on scale 1-7","2007","indirect migration background","","","","","4"
"4 on scale 1-7","2007","no migration background","","","","","4"
"4 on scale 1-7","2007","direct migration background","","","","","4"
"5 on scale 1-7","2007","indirect migration background","","","","","5"
"5 on scale 1-7","2007","direct migration background","","","","","5"
"5 on scale 1-7","2007","no migration background","","","","","5"
"6 on scale 1-7","2007","indirect migration background","","","","","6"
"6 on scale 1-7","2007","direct migration background","","","","","6"
"6 on scale 1-7","2007","no migration background","","","","","6"
"7 Strongly agree","2007","indirect migration background","","","","","7"
"7 Strongly agree","2007","no migration background","","","","","7"
"7 Strongly agree","2007","direct migration background","","","","","7"
"1 Strongly disagree","2008","direct migration background","","","","","1"
"1 Strongly disagree","2008","indirect migration background","","","","","1"
"1 Strongly disagree","2008","no migration background","","","","","1"
"2 on scale 1-7 ","2008","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","no migration background","","","","","2"
"2 on scale 1-7 ","2008","direct migration background","","","","","2"
"3 on scale 1-7 ","2008","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","no migration background","","","","","3"
"4 on scale 1-7","2008","indirect migration background","","","","","4"
"4 on scale 1-7","2008","direct migration background","","","","","4"
"4 on scale 1-7","2008","no migration background","","","","","4"
"5 on scale 1-7","2008","indirect migration background","","","","","5"
"5 on scale 1-7","2008","direct migration background","","","","","5"
"5 on scale 1-7","2008","no migration background","","","","","5"
"6 on scale 1-7","2008","indirect migration background","","","","","6"
"6 on scale 1-7","2008","direct migration background","","","","","6"
"6 on scale 1-7","2008","no migration background","","","","","6"
"7 Strongly agree","2008","indirect migration background","","","","","7"
"7 Strongly agree","2008","no migration background","","","","","7"
"7 Strongly agree","2008","direct migration background","","","","","7"
"1 Strongly disagree","2009","direct migration background","83","0.0494547178824471","0.0389645105900097","0.0599449251748845","1"
"1 Strongly disagree","2009","indirect migration background","10","","","","1"
"1 Strongly disagree","2009","no migration background","378","0.0303511855088569","0.0276589769660244","0.0330433940516894","1"
"2 on scale 1-7 ","2009","indirect migration background","26","","","","2"
"2 on scale 1-7 ","2009","no migration background","941","0.0615596667225282","0.0577877239458736","0.0653316094991829","2"
"2 on scale 1-7 ","2009","direct migration background","118","0.0576920017968976","0.0464109902601241","0.0689730133336711","2"
"3 on scale 1-7 ","2009","indirect migration background","83","0.0956875382763706","0.074080509870258","0.117294566682483","3"
"3 on scale 1-7 ","2009","direct migration background","261","0.16319593688158","0.14531623136633","0.18107564239683","3"
"3 on scale 1-7 ","2009","no migration background","2228","0.144327813948021","0.138812854066718","0.149842773829324","3"
"4 on scale 1-7","2009","indirect migration background","171","0.290559309387907","0.257210253879719","0.323908364896095","4"
"4 on scale 1-7","2009","direct migration background","429","0.241607502083961","0.220896742738647","0.262318261429275","4"
"4 on scale 1-7","2009","no migration background","4261","0.271930702275072","0.264947910142978","0.278913494407166","4"
"5 on scale 1-7","2009","indirect migration background","182","0.244345452796145","0.212782917951851","0.275907987640439","5"
"5 on scale 1-7","2009","direct migration background","369","0.236771474089637","0.216203771373061","0.257339176806213","5"
"5 on scale 1-7","2009","no migration background","3874","0.242291664801061","0.235567568845081","0.249015760757042","5"
"6 on scale 1-7","2009","direct migration background","241","0.162508063075265","0.144658747219628","0.180357378930901","6"
"6 on scale 1-7","2009","indirect migration background","150","0.215183084651069","0.184997726296089","0.245368443006049","6"
"6 on scale 1-7","2009","no migration background","2682","0.167507814577707","0.161647495644646","0.173368133510768","6"
"7 Strongly agree","2009","indirect migration background","90","0.115420720598163","0.0919504354530587","0.138891005743268","7"
"7 Strongly agree","2009","no migration background","1234","0.0820311521667535","0.0777247259534615","0.0863375783800454","7"
"7 Strongly agree","2009","direct migration background","140","0.0887703041902131","0.0750095706060752","0.102531037774351","7"
"1 Strongly disagree","2010","direct migration background","","","","","1"
"1 Strongly disagree","2010","indirect migration background","","","","","1"
"1 Strongly disagree","2010","no migration background","","","","","1"
"2 on scale 1-7 ","2010","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","direct migration background","","","","","2"
"2 on scale 1-7 ","2010","no migration background","","","","","2"
"3 on scale 1-7 ","2010","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","direct migration background","","","","","3"
"3 on scale 1-7 ","2010","no migration background","","","","","3"
"4 on scale 1-7","2010","indirect migration background","","","","","4"
"4 on scale 1-7","2010","no migration background","","","","","4"
"4 on scale 1-7","2010","direct migration background","","","","","4"
"5 on scale 1-7","2010","indirect migration background","","","","","5"
"5 on scale 1-7","2010","direct migration background","","","","","5"
"5 on scale 1-7","2010","no migration background","","","","","5"
"6 on scale 1-7","2010","direct migration background","","","","","6"
"6 on scale 1-7","2010","indirect migration background","","","","","6"
"6 on scale 1-7","2010","no migration background","","","","","6"
"7 Strongly agree","2010","indirect migration background","","","","","7"
"7 Strongly agree","2010","no migration background","","","","","7"
"7 Strongly agree","2010","direct migration background","","","","","7"
"1 Strongly disagree","2011","direct migration background","","","","","1"
"1 Strongly disagree","2011","indirect migration background","","","","","1"
"1 Strongly disagree","2011","no migration background","","","","","1"
"2 on scale 1-7 ","2011","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","no migration background","","","","","2"
"3 on scale 1-7 ","2011","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","no migration background","","","","","3"
"4 on scale 1-7","2011","indirect migration background","","","","","4"
"4 on scale 1-7","2011","direct migration background","","","","","4"
"4 on scale 1-7","2011","no migration background","","","","","4"
"5 on scale 1-7","2011","indirect migration background","","","","","5"
