"plh0215","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Full Time","","","","","1"
"1 Strongly disagree","2005","Not Employed","Part Time","","","","","1"
"1 Strongly disagree","2005","Not Employed","Not Working","405","0.0575963693360255","0.0524273817407742","0.0627653569312769","1"
"1 Strongly disagree","2005","Employed","Full Time","111","0.0162121031927182","0.0134474564014656","0.0189767499839707","1"
"1 Strongly disagree","2005","Employed","Part Time","88","0.0209352605311351","0.0168838325641378","0.0249866884981324","1"
"1 Strongly disagree","2005","Employed","Not Working","","","","","1"
"2 on scale 1-7 ","2005","Not Employed","Not Working","607","0.0883802259251209","0.0820826431748381","0.0946778086754037","2"
"2 on scale 1-7 ","2005","Not Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2005","Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2005","Not Employed","Part Time","","","","","2"
"2 on scale 1-7 ","2005","Employed","Full Time","263","0.0313117551917742","0.0274992103715729","0.0351243000119756","2"
"2 on scale 1-7 ","2005","Employed","Part Time","216","0.0430833063110027","0.0373374493593448","0.0488291632626606","2"
"3 on scale 1-7 ","2005","Employed","Part Time","583","0.125781893067466","0.116398018503078","0.135165767631853","3"
"3 on scale 1-7 ","2005","Not Employed","Full Time","","","","","3"
"3 on scale 1-7 ","2005","Employed","Full Time","799","0.111132470997518","0.104252157249376","0.11801278474566","3"
"3 on scale 1-7 ","2005","Not Employed","Not Working","1166","0.149956387937051","0.14203515927752","0.157877616596583","3"
"3 on scale 1-7 ","2005","Not Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2005","Employed","Not Working","","","","","3"
"4 on scale 1-7","2005","Employed","Not Working","","","","","4"
"4 on scale 1-7","2005","Not Employed","Part Time","","","","","4"
"4 on scale 1-7","2005","Not Employed","Not Working","2108","0.269923955671356","0.260074908335682","0.27977300300703","4"
"4 on scale 1-7","2005","Employed","Part Time","1304","0.278073031022538","0.265393905534236","0.29075215651084","4"
"4 on scale 1-7","2005","Not Employed","Full Time","","","","","4"
"4 on scale 1-7","2005","Employed","Full Time","2092","0.267847288719813","0.258153050188398","0.277541527251229","4"
"5 on scale 1-7","2005","Employed","Not Working","","","","","5"
"5 on scale 1-7","2005","Employed","Full Time","2260","0.277689248607147","0.267885079150322","0.287493418063972","5"
"5 on scale 1-7","2005","Employed","Part Time","1253","0.2574387573519","0.245066004556042","0.269811510147759","5"
"5 on scale 1-7","2005","Not Employed","Full Time","","","","","5"
"5 on scale 1-7","2005","Not Employed","Part Time","","","","","5"
"5 on scale 1-7","2005","Not Employed","Not Working","1743","0.213993101510645","0.204893915857982","0.223092287163308","5"
"6 on scale 1-7","2005","Employed","Not Working","","","","","6"
"6 on scale 1-7","2005","Not Employed","Not Working","1160","0.138252026470237","0.130594026700165","0.145910026240309","6"
"6 on scale 1-7","2005","Employed","Part Time","894","0.179918218088067","0.169048222083208","0.190788214092925","6"
"6 on scale 1-7","2005","Not Employed","Full Time","","","","","6"
"6 on scale 1-7","2005","Employed","Full Time","1693","0.194260059590171","0.185599250977759","0.202920868202583","6"
"6 on scale 1-7","2005","Not Employed","Part Time","","","","","6"
"7 Strongly agree","2005","Employed","Not Working","","","","","7"
"7 Strongly agree","2005","Employed","Part Time","459","0.0947695336278911","0.0864810099101468","0.103058057345635","7"
"7 Strongly agree","2005","Not Employed","Not Working","615","0.0818979331495646","0.0758141823822568","0.0879816839168724","7"
"7 Strongly agree","2005","Employed","Full Time","798","0.101547073700858","0.0949348032740207","0.108159344127696","7"
"7 Strongly agree","2005","Not Employed","Full Time","","","","","7"
"7 Strongly agree","2005","Not Employed","Part Time","","","","","7"
"1 Strongly disagree","2006","Not Employed","Part Time","","","","","1"
"1 Strongly disagree","2006","Not Employed","Not Working","","","","","1"
"1 Strongly disagree","2006","Employed","Full Time","","","","","1"
"1 Strongly disagree","2006","Employed","Part Time","","","","","1"
"1 Strongly disagree","2006","Employed","Not Working","","","","","1"
"1 Strongly disagree","2006","Not Employed","Full Time","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Employed","Part Time","","","","","2"
"3 on scale 1-7 ","2006","Employed","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Employed","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Full Time","","","","","3"
"4 on scale 1-7","2006","Not Employed","Part Time","","","","","4"
"4 on scale 1-7","2006","Not Employed","Full Time","","","","","4"
"4 on scale 1-7","2006","Employed","Not Working","","","","","4"
"4 on scale 1-7","2006","Employed","Part Time","","","","","4"
"4 on scale 1-7","2006","Employed","Full Time","","","","","4"
"4 on scale 1-7","2006","Not Employed","Not Working","","","","","4"
"5 on scale 1-7","2006","Employed","Not Working","","","","","5"
"5 on scale 1-7","2006","Employed","Part Time","","","","","5"
"5 on scale 1-7","2006","Not Employed","Not Working","","","","","5"
"5 on scale 1-7","2006","Employed","Full Time","","","","","5"
