"plh0215","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","142","0.0823442625796933","0.0697772542784882","0.0949112708808983"
"1 Strongly disagree","2005","(1c) basic vocational qualification","252","0.0482085322661202","0.0426373801718938","0.0537796843603466"
"1 Strongly disagree","2005","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","87","0.0185536225210954","0.0147297786464722","0.0223774663957186"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","(0) in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","34","0.13066070444925","0.0881100030971664","0.173211405801333"
"2 on scale 1-7 ","2005","(1b) general elementary school","187","0.103937671433642","0.0899858490522143","0.11788949381507"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","378","0.0691804341775011","0.0625805464130971","0.0757803219419052"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","198","0.0389789196889657","0.0334944598352326","0.0444633795426988"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","33","0.0477381341138002","0.0329265171048315","0.0625497511227689"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","58","0.0347201412817358","0.0254894713271188","0.0439508112363529"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","47","0.0378937318174284","0.0286667354309791","0.0471207282038777"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","77","0.0320582033214542","0.0251750572847417","0.0389413493581667"
"3 on scale 1-7 ","2005","(0) in school","56","0.0817764429186314","0.0607750770947749","0.102777808742488"
