"plh0215","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","in school","8","","","","1"
"1 Strongly disagree","2005","Not Employed","inadequately","22","","","","1"
"1 Strongly disagree","2005","Not Employed","general elemantary","99","0.0794475586010021","0.064929867169497","0.0939652500325072","1"
"1 Strongly disagree","2005","Not Employed","middle vocational","220","0.0632148468563774","0.0555833186069921","0.0708463751057627","1"
"1 Strongly disagree","2005","Not Employed","vocational + Abi","8","","","","1"
"1 Strongly disagree","2005","Not Employed","higher vocational","22","","","","1"
"1 Strongly disagree","2005","Not Employed","higher education","21","","","","1"
"1 Strongly disagree","2005","Employed","in school","","","","","1"
"1 Strongly disagree","2005","Employed","inadequately","8","","","","1"
"1 Strongly disagree","2005","Employed","general elemantary","48","0.0547829653728881","0.0410059231956496","0.0685600075501266","1"
"1 Strongly disagree","2005","Employed","middle vocational","106","0.0173252416339467","0.0141040320099096","0.0205464512579839","1"
"1 Strongly disagree","2005","Employed","vocational + Abi","14","","","","1"
"1 Strongly disagree","2005","Employed","higher vocational","7","","","","1"
"1 Strongly disagree","2005","Employed","higher education","12","","","","1"
"2 on scale 1-7 ","2005","Not Employed","higher vocational","28","","","","2"
"2 on scale 1-7 ","2005","Not Employed","higher education","45","0.0482572967431364","0.0349277697097157","0.0615868237765571","2"
"2 on scale 1-7 ","2005","Employed","in school","3","","","","2"
"2 on scale 1-7 ","2005","Employed","inadequately","10","","","","2"
"2 on scale 1-7 ","2005","Employed","middle vocational","256","0.035078663821908","0.0305367183773053","0.0396206092665106","2"
"2 on scale 1-7 ","2005","Employed","vocational + Abi","32","0.0298960254657785","0.018433876873646","0.041358174057911","2"
"2 on scale 1-7 ","2005","Employed","higher vocational","31","0.0201562232194232","0.0118437564922172","0.0284686899466292","2"
"2 on scale 1-7 ","2005","Employed","higher education","79","0.0293270479971754","0.0234518008054185","0.0352022951889324","2"
"2 on scale 1-7 ","2005","Not Employed","in school","20","","","","2"
"2 on scale 1-7 ","2005","Not Employed","inadequately","25","","","","2"
"2 on scale 1-7 ","2005","Not Employed","general elemantary","154","0.11780578807895","0.100499719005153","0.135111857152747","2"
"2 on scale 1-7 ","2005","Not Employed","middle vocational","311","0.0886529684327346","0.0797390120599961","0.0975669248054731","2"
"2 on scale 1-7 ","2005","Not Employed","vocational + Abi","13","","","","2"
"2 on scale 1-7 ","2005","Employed","general elemantary","57","0.0578771096647481","0.0437395436803279","0.0720146756491683","2"
"3 on scale 1-7 ","2005","Not Employed","vocational + Abi","36","0.171909130348729","0.127950581915514","0.215867678781945","3"
"3 on scale 1-7 ","2005","Not Employed","higher vocational","61","0.137518366201321","0.105804129015356","0.169232603387286","3"
"3 on scale 1-7 ","2005","Not Employed","higher education","105","0.103935453667309","0.0849541965554264","0.122916710779191","3"
"3 on scale 1-7 ","2005","Not Employed","in school","50","0.0886367220727337","0.0649052380257174","0.11236820611975","3"
"3 on scale 1-7 ","2005","Not Employed","inadequately","32","0.238503286671587","0.169610996151489","0.307395577191685","3"
"3 on scale 1-7 ","2005","Not Employed","general elemantary","261","0.188742014101172","0.167735847703089","0.209748180499256","3"
"3 on scale 1-7 ","2005","Not Employed","middle vocational","605","0.149351633728893","0.138173688005566","0.160529579452219","3"
"3 on scale 1-7 ","2005","Employed","in school","6","","","","3"
"3 on scale 1-7 ","2005","Employed","inadequately","12","","","","3"
"3 on scale 1-7 ","2005","Employed","general elemantary","116","0.103202949613655","0.0847841810782547","0.121621718149056","3"
"3 on scale 1-7 ","2005","Employed","middle vocational","782","0.131506980012847","0.123163792471493","0.139850167554201","3"
"3 on scale 1-7 ","2005","Employed","vocational + Abi","81","0.107203520754068","0.0863811141083506","0.128025927399785","3"
"3 on scale 1-7 ","2005","Employed","higher vocational","89","0.0928313613553808","0.0756665792541373","0.109996143456624","3"
"3 on scale 1-7 ","2005","Employed","higher education","283","0.0962624524833962","0.0859916322329349","0.106533272733858","3"
"4 on scale 1-7","2005","Not Employed","higher education","272","0.29222257103691","0.263936104507362","0.320509037566457","4"
"4 on scale 1-7","2005","Not Employed","higher vocational","128","0.2907922581111","0.248972921051505","0.332611595170695","4"
"4 on scale 1-7","2005","Employed","higher education","778","0.247792505852059","0.232758718038918","0.262826293665199","4"
"4 on scale 1-7","2005","Employed","in school","19","","","","4"
"4 on scale 1-7","2005","Employed","inadequately","24","","","","4"
"4 on scale 1-7","2005","Not Employed","in school","127","0.191641885569027","0.158777962119363","0.22450580901869","4"
"4 on scale 1-7","2005","Not Employed","inadequately","26","","","","4"
"4 on scale 1-7","2005","Employed","general elemantary","298","0.274903502600871","0.247872914792904","0.301934090408838","4"
"4 on scale 1-7","2005","Employed","middle vocational","1723","0.286687817383093","0.275523841817633","0.297851792948554","4"
"4 on scale 1-7","2005","Employed","vocational + Abi","220","0.286560767618116","0.256128310082605","0.316993225153628","4"
"4 on scale 1-7","2005","Employed","higher vocational","285","0.230100686513661","0.205205072363944","0.254996300663378","4"
"4 on scale 1-7","2005","Not Employed","general elemantary","364","0.282664321457912","0.258491367239563","0.306837275676261","4"
"4 on scale 1-7","2005","Not Employed","middle vocational","1083","0.273864346618224","0.259879471243949","0.2878492219925","4"
"4 on scale 1-7","2005","Not Employed","vocational + Abi","72","0.210800148031929","0.16327933891607","0.258320957147789","4"
"5 on scale 1-7","2005","Employed","middle vocational","1685","0.255985550013417","0.24521165230159","0.266759447725245","5"
"5 on scale 1-7","2005","Employed","vocational + Abi","253","0.296753052312884","0.266006127194673","0.327499977431094","5"
"5 on scale 1-7","2005","Employed","higher vocational","317","0.301545441569673","0.274400283006328","0.328690600133017","5"
"5 on scale 1-7","2005","Employed","higher education","905","0.28581015742569","0.270077533232417","0.301542781618962","5"
"5 on scale 1-7","2005","Not Employed","in school","156","0.261799187153766","0.225092626134951","0.29850574817258","5"
"5 on scale 1-7","2005","Not Employed","inadequately","21","","","","5"
"5 on scale 1-7","2005","Not Employed","general elemantary","242","0.178186981672077","0.157644282314457","0.198729681029697","5"
"5 on scale 1-7","2005","Not Employed","middle vocational","857","0.214691873179772","0.201815017743533","0.227568728616011","5"
"5 on scale 1-7","2005","Not Employed","vocational + Abi","74","0.254684140693902","0.20392362734201","0.305444654045794","5"
"5 on scale 1-7","2005","Not Employed","higher vocational","108","0.216731906079921","0.178790306766927","0.254673505392916","5"
"5 on scale 1-7","2005","Not Employed","higher education","260","0.256705298669682","0.229536439554265","0.283874157785098","5"
"5 on scale 1-7","2005","Employed","in school","26","","","","5"
"5 on scale 1-7","2005","Employed","inadequately","17","","","","5"
"5 on scale 1-7","2005","Employed","general elemantary","267","0.257424968552711","0.230954419165781","0.28389551793964","5"
"6 on scale 1-7","2005","Employed","higher vocational","266","0.238774948023943","0.213557691472521","0.263992204575364","6"
"6 on scale 1-7","2005","Employed","higher education","782","0.229904849395601","0.215252685604493","0.24455701318671","6"
"6 on scale 1-7","2005","Not Employed","in school","130","0.265992319846943","0.229098201016366","0.30288643867752","6"
"6 on scale 1-7","2005","Not Employed","inadequately","11","","","","6"
"6 on scale 1-7","2005","Not Employed","general elemantary","125","0.0846763855100358","0.0697311932782637","0.0996215777418078","6"
"6 on scale 1-7","2005","Not Employed","middle vocational","544","0.133706305186648","0.123033207308596","0.1443794030647","6"
"6 on scale 1-7","2005","Not Employed","vocational + Abi","54","0.168581846834499","0.124963416967625","0.212200276701372","6"
"6 on scale 1-7","2005","Not Employed","higher vocational","72","0.133103415392458","0.101822659746872","0.164384171038044","6"
"6 on scale 1-7","2005","Not Employed","higher education","198","0.182968073677526","0.158919980923527","0.207016166431525","6"
"6 on scale 1-7","2005","Employed","in school","32","0.238300486593535","0.154376752827458","0.322224220359611","6"
"6 on scale 1-7","2005","Employed","inadequately","7","","","","6"
"6 on scale 1-7","2005","Employed","general elemantary","165","0.160284915768104","0.138073320377357","0.182496511158851","6"
"6 on scale 1-7","2005","Employed","middle vocational","1125","0.17312703116318","0.163786398873564","0.182467663452797","6"
"6 on scale 1-7","2005","Employed","vocational + Abi","179","0.190269067199182","0.16385078198672","0.216687352411645","6"
"7 Strongly agree","2005","Employed","middle vocational","626","0.100288715971607","0.0928730176044669","0.107704414338747","7"
"7 Strongly agree","2005","Employed","higher education","329","0.106411154927372","0.0956732896119595","0.117149020242784","7"
"7 Strongly agree","2005","Employed","higher vocational","103","0.107021019821443","0.0887357201765726","0.125306319466313","7"
"7 Strongly agree","2005","Employed","vocational + Abi","69","0.0747458509818033","0.0570458116730164","0.0924458902905902","7"
"7 Strongly agree","2005","Not Employed","higher vocational","34","0.08351670031632","0.0580397211771563","0.108993679455484","7"
"7 Strongly agree","2005","Not Employed","higher education","92","0.0921851355039397","0.0741921777297578","0.110178093278122","7"
"7 Strongly agree","2005","Employed","in school","13","","","","7"
"7 Strongly agree","2005","Employed","inadequately","7","","","","7"
"7 Strongly agree","2005","Employed","general elemantary","97","0.0915235884270231","0.0740657368403639","0.108981440013682","7"
