"plh0215","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","188","0.0293882511036784","0.0257667843141895","0.0330097178931673"
"1 Strongly disagree","2005","no migration background","Female","267","0.0354737457217375","0.0316711802487234","0.0392763111947517"
"1 Strongly disagree","2005","direct migration background","Male","53","0.0409867217289943","0.0292758740204259","0.0526975694375626"
"1 Strongly disagree","2005","direct migration background","Female","76","0.055968383117455","0.0431745141454134","0.0687622520894966"
"1 Strongly disagree","2005","indirect migration background","Male","10","","",""
"1 Strongly disagree","2005","indirect migration background","Female","10","","",""
"2 on scale 1-7 ","2005","no migration background","Male","338","0.0432772158104175","0.0389140915789269","0.0476403400419082"
"2 on scale 1-7 ","2005","no migration background","Female","540","0.0654118632347801","0.060329045443287","0.0704946810262731"
"2 on scale 1-7 ","2005","direct migration background","Male","83","0.071792053622753","0.0565439701464721","0.0870401370990339"
"2 on scale 1-7 ","2005","direct migration background","Female","94","0.0780856461269904","0.0631519214253993","0.0930193708285815"
"2 on scale 1-7 ","2005","indirect migration background","Male","13","","",""
"2 on scale 1-7 ","2005","indirect migration background","Female","18","","",""
"3 on scale 1-7 ","2005","no migration background","Male","888","0.111717426519691","0.104962651378763","0.118472201660619"
"3 on scale 1-7 ","2005","no migration background","Female","1234","0.147617841981973","0.140325739714929","0.154909944249016"
"3 on scale 1-7 ","2005","direct migration background","Male","163","0.132926576015033","0.112873163938555","0.152979988091511"
"3 on scale 1-7 ","2005","direct migration background","Female","191","0.145190378554363","0.12558203677816","0.164798720330566"
"3 on scale 1-7 ","2005","indirect migration background","Male","29","","",""
"3 on scale 1-7 ","2005","indirect migration background","Female","43","0.10497755766717","0.0758698177104626","0.134085297623878"
"4 on scale 1-7","2005","no migration background","Male","2100","0.257545148860876","0.248168739161151","0.266921558560602"
"4 on scale 1-7","2005","no migration background","Female","2528","0.280236320225813","0.271003735025039","0.289468905426587"
"4 on scale 1-7","2005","direct migration background","Male","285","0.26993484343218","0.243712909671664","0.296156777192697"
"4 on scale 1-7","2005","direct migration background","Female","374","0.301697672692347","0.276150374735336","0.327244970649358"
"4 on scale 1-7","2005","indirect migration background","Male","111","0.253368928936516","0.211009481452006","0.295728376421027"
"4 on scale 1-7","2005","indirect migration background","Female","106","0.259671125048911","0.218035272151269","0.301306977946552"
"5 on scale 1-7","2005","no migration background","Male","2301","0.269797857841328","0.260280516102158","0.279315199580498"
"5 on scale 1-7","2005","no migration background","Female","2220","0.230889622442255","0.222226734596266","0.239552510288244"
"5 on scale 1-7","2005","direct migration background","Male","255","0.234160293855009","0.209146475118899","0.259174112591118"
