"plh0215","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","West Germany","321","0.0308843803883714","0.0278577027417912","0.0339110580349517"
"1 Strongly disagree","2005","no migration background","East Germany","134","0.0384000581215572","0.0330163778045545","0.04378373843856"
"1 Strongly disagree","2005","direct migration background","West Germany","124","0.049162664522502","0.0402131164239846","0.0581122126210193"
"1 Strongly disagree","2005","direct migration background","East Germany","5","","",""
"1 Strongly disagree","2005","indirect migration background","West Germany","20","","",""
"1 Strongly disagree","2005","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2005","no migration background","West Germany","640","0.0551084354891335","0.0511162661666645","0.0591006048116025"
"2 on scale 1-7 ","2005","no migration background","East Germany","238","0.0528342348319037","0.0465668434548012","0.0591016262090063"
"2 on scale 1-7 ","2005","direct migration background","West Germany","173","0.076748655174419","0.0657300746843148","0.0877672356645231"
"2 on scale 1-7 ","2005","direct migration background","East Germany","4","","",""
"2 on scale 1-7 ","2005","indirect migration background","West Germany","31","0.0441211658174129","0.029854697724616","0.0583876339102097"
"2 on scale 1-7 ","2005","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2005","no migration background","West Germany","1530","0.131090455890302","0.125185974652689","0.136994937127915"
"3 on scale 1-7 ","2005","no migration background","East Germany","592","0.126549871179633","0.117235232375476","0.13586450998379"
"3 on scale 1-7 ","2005","direct migration background","West Germany","335","0.138084361014911","0.12380414047592","0.152364581553901"
"3 on scale 1-7 ","2005","direct migration background","East Germany","19","","",""
"3 on scale 1-7 ","2005","indirect migration background","West Germany","68","0.0954470068671542","0.0750348112537006","0.115859202480608"
"3 on scale 1-7 ","2005","indirect migration background","East Germany","4","","",""
"4 on scale 1-7","2005","no migration background","West Germany","3234","0.265123952170028","0.257401762667575","0.272846141672481"
"4 on scale 1-7","2005","no migration background","East Germany","1394","0.283878477996895","0.271246373618204","0.296510582375587"
"4 on scale 1-7","2005","direct migration background","West Germany","630","0.28615766452062","0.267449373000104","0.304865956041135"
"4 on scale 1-7","2005","direct migration background","East Germany","29","","",""
"4 on scale 1-7","2005","indirect migration background","West Germany","204","0.254243602480284","0.223994320679826","0.284492884280742"
"4 on scale 1-7","2005","indirect migration background","East Germany","13","","",""
"5 on scale 1-7","2005","no migration background","West Germany","3275","0.249562715564428","0.241991667920328","0.257133763208527"
"5 on scale 1-7","2005","no migration background","East Germany","1246","0.250956935745479","0.238809933732435","0.263103937758522"
"5 on scale 1-7","2005","direct migration background","West Germany","496","0.222370899957857","0.205157941689787","0.239583858225926"
"5 on scale 1-7","2005","direct migration background","East Germany","18","","",""
"5 on scale 1-7","2005","indirect migration background","West Germany","213","0.286394623371334","0.254989316299013","0.317799930443654"
"5 on scale 1-7","2005","indirect migration background","East Germany","8","","",""
"6 on scale 1-7","2005","no migration background","West Germany","2353","0.171443566331001","0.1648498452945","0.178037287367503"
"6 on scale 1-7","2005","no migration background","East Germany","913","0.173697529890999","0.163083447480789","0.18431161230121"
"6 on scale 1-7","2005","direct migration background","West Germany","290","0.135217962112737","0.121063257514423","0.149372666711051"
"6 on scale 1-7","2005","direct migration background","East Germany","14","","",""
"6 on scale 1-7","2005","indirect migration background","West Germany","170","0.209389453428271","0.181124370727477","0.237654536129065"
"6 on scale 1-7","2005","indirect migration background","East Germany","7","","",""
"7 Strongly agree","2005","no migration background","West Germany","1198","0.0967864941667366","0.0916138629406676","0.101959125392806"
