"plh0215","year","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","465","0.032854875513666","0.0300566371985839","0.035653113828748"
"1 Strongly disagree","2005","East Germany","139","0.0383029651114409","0.0329979601735582","0.0436079700493235"
"2 on scale 1-7 ","2005","West Germany","844","0.0579334061567229","0.0542661242479235","0.0616006880655222"
"2 on scale 1-7 ","2005","East Germany","242","0.0520475218015512","0.0459078696343301","0.0581871739687724"
"3 on scale 1-7 ","2005","West Germany","1933","0.130538537488005","0.125250025385894","0.135827049590117"
"3 on scale 1-7 ","2005","East Germany","615","0.127605720719326","0.118383363644024","0.136828077794627"
"4 on scale 1-7","2005","West Germany","4068","0.267860571916895","0.260908884173298","0.274812259660493"
"4 on scale 1-7","2005","East Germany","1436","0.284660583158412","0.272187603845742","0.297133562471083"
"5 on scale 1-7","2005","West Germany","3984","0.247064088032668","0.240293556268508","0.253834619796829"
"5 on scale 1-7","2005","East Germany","1272","0.249927201026352","0.237959549707855","0.261894852344849"
"6 on scale 1-7","2005","West Germany","2813","0.167607126757193","0.16174372868776","0.173470524826625"
"6 on scale 1-7","2005","East Germany","934","0.172836840168935","0.162385687130755","0.183287993207116"
"7 Strongly agree","2005","West Germany","1482","0.0961413941348497","0.0915139155355922","0.100768872734107"
"7 Strongly agree","2005","East Germany","390","0.0746191680139832","0.0673558358190991","0.0818825002088672"
"1 Strongly disagree","2006","West Germany","","","",""
"1 Strongly disagree","2006","East Germany","","","",""
"2 on scale 1-7 ","2006","West Germany","","","",""
"2 on scale 1-7 ","2006","East Germany","","","",""
"3 on scale 1-7 ","2006","West Germany","","","",""
"3 on scale 1-7 ","2006","East Germany","","","",""
"4 on scale 1-7","2006","West Germany","","","",""
"4 on scale 1-7","2006","East Germany","","","",""
"5 on scale 1-7","2006","West Germany","","","",""
"5 on scale 1-7","2006","East Germany","","","",""
"6 on scale 1-7","2006","West Germany","","","",""
"6 on scale 1-7","2006","East Germany","","","",""
"7 Strongly agree","2006","West Germany","","","",""
"7 Strongly agree","2006","East Germany","","","",""
"1 Strongly disagree","2007","West Germany","","","",""
"1 Strongly disagree","2007","East Germany","","","",""
"2 on scale 1-7 ","2007","West Germany","","","",""
"2 on scale 1-7 ","2007","East Germany","","","",""
"3 on scale 1-7 ","2007","West Germany","","","",""
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
"7 Strongly agree","2007","West Germany","","","",""
"7 Strongly agree","2007","East Germany","","","",""
"1 Strongly disagree","2008","West Germany","","","",""
"1 Strongly disagree","2008","East Germany","","","",""
"2 on scale 1-7 ","2008","West Germany","","","",""
"2 on scale 1-7 ","2008","East Germany","","","",""
"3 on scale 1-7 ","2008","West Germany","","","",""
"3 on scale 1-7 ","2008","East Germany","","","",""
"4 on scale 1-7","2008","West Germany","","","",""
"4 on scale 1-7","2008","East Germany","","","",""
"5 on scale 1-7","2008","West Germany","","","",""
"5 on scale 1-7","2008","East Germany","","","",""
"6 on scale 1-7","2008","West Germany","","","",""
"6 on scale 1-7","2008","East Germany","","","",""
"7 Strongly agree","2008","West Germany","","","",""
"7 Strongly agree","2008","East Germany","","","",""
"1 Strongly disagree","2009","West Germany","371","0.0336069837469864","0.0305581683209586","0.0366557991730141"
"1 Strongly disagree","2009","East Germany","100","0.0230269637028457","0.0186587230355375","0.027395204370154"
"2 on scale 1-7 ","2009","West Germany","801","0.058185631243026","0.0542253137428147","0.0621459487432374"
"2 on scale 1-7 ","2009","East Germany","284","0.0649254035006807","0.0577494868011054","0.072101320200256"
"3 on scale 1-7 ","2009","West Germany","1903","0.144915332048163","0.1389600655405","0.150870598555826"
"3 on scale 1-7 ","2009","East Germany","669","0.140862831303558","0.130731269652612","0.150994392954504"
"4 on scale 1-7","2009","West Germany","3576","0.263609508213876","0.256155770690827","0.271063245736924"
"4 on scale 1-7","2009","East Germany","1285","0.293475157570369","0.280213545451101","0.306736769689636"
"5 on scale 1-7","2009","West Germany","3327","0.242680542499338","0.235427896002803","0.249933188995874"
"5 on scale 1-7","2009","East Germany","1098","0.237578697857991","0.225183650496692","0.249973745219291"
"6 on scale 1-7","2009","West Germany","2279","0.170573347747633","0.164210023498654","0.176936671996613"
"6 on scale 1-7","2009","East Germany","794","0.163823828242202","0.153044682112586","0.174602974371817"
"7 Strongly agree","2009","West Germany","1165","0.0864286545009777","0.0816748689698709","0.0911824400320844"
"7 Strongly agree","2009","East Germany","299","0.0763071178223541","0.0685750927378387","0.0840391429068694"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","65","0.0102103529805348","0.00761892921134861","0.012801776749721"
"1 Strongly disagree","2012","East Germany","","","",""
"2 on scale 1-7 ","2012","West Germany","218","0.037572071484952","0.0326701846046012","0.0424739583653028"
"2 on scale 1-7 ","2012","East Germany","55","0.0450450358328307","0.0339277876480697","0.0561622840175917"
"3 on scale 1-7 ","2012","West Germany","535","0.0871761000888769","0.0799043519941436","0.0944478481836101"
"3 on scale 1-7 ","2012","East Germany","120","0.0869438935260658","0.0718413303014935","0.102046456750638"
"4 on scale 1-7","2012","West Germany","1312","0.224097150721275","0.213348141213035","0.234846160229515"
"4 on scale 1-7","2012","East Germany","272","0.210872230835491","0.18900641193563","0.232738049735351"
"5 on scale 1-7","2012","West Germany","1638","0.279308323666267","0.267742853342475","0.290873793990058"
"5 on scale 1-7","2012","East Germany","410","0.298621209447563","0.27408999625252","0.323152422642606"
"6 on scale 1-7","2012","West Germany","1370","0.23775235333718","0.226778552735283","0.248726153939078"
"6 on scale 1-7","2012","East Germany","328","0.255740342988463","0.232354972846947","0.279125713129979"
"7 Strongly agree","2012","West Germany","643","0.123883647720914","0.115391168522782","0.132376126919046"
"7 Strongly agree","2012","East Germany","132","0.0861698187899815","0.0711282641400869","0.101211373439876"
"1 Strongly disagree","2013","West Germany","317","0.0259080022790066","0.023310163311373","0.0285058412466402"
"1 Strongly disagree","2013","East Germany","81","0.0176267077925904","0.0137604397346991","0.0214929758504817"
"2 on scale 1-7 ","2013","West Germany","671","0.0484972070200682","0.0449843645590526","0.0520100494810839"
"2 on scale 1-7 ","2013","East Germany","211","0.0466997533384893","0.040500487909752","0.0528990187672266"
"3 on scale 1-7 ","2013","West Germany","1627","0.113753688789655","0.108561443027583","0.118945934551727"
"3 on scale 1-7 ","2013","East Germany","534","0.127533974115611","0.117733314766956","0.137334633464267"
"4 on scale 1-7","2013","West Germany","3627","0.250764260699601","0.243676038247092","0.257852483152111"
"4 on scale 1-7","2013","East Germany","1213","0.265489487810314","0.252514983991272","0.278463991629355"
"5 on scale 1-7","2013","West Germany","3886","0.26284017689094","0.255642008869737","0.270038344912144"
"5 on scale 1-7","2013","East Germany","1216","0.268274531520802","0.255256902409287","0.281292160632316"
"6 on scale 1-7","2013","West Germany","2874","0.201653847099783","0.195092482817237","0.208215211382328"
"6 on scale 1-7","2013","East Germany","851","0.190220845918584","0.178689488427559","0.201752203409609"
"7 Strongly agree","2013","West Germany","1363","0.0965828172209458","0.0917523472827122","0.101413287159179"
"7 Strongly agree","2013","East Germany","344","0.0841546995036094","0.0759979273164912","0.0923114716907276"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","476","0.0204365839404769","0.0186123213939683","0.0222608464869856"
"1 Strongly disagree","2017","East Germany","132","0.0206999943972755","0.0171232374234799","0.0242767513710712"
"2 on scale 1-7 ","2017","West Germany","1047","0.0497878034678677","0.0469834116255051","0.0525921953102303"
"2 on scale 1-7 ","2017","East Germany","265","0.0480987974367746","0.0427234135265172","0.053474181347032"
"3 on scale 1-7 ","2017","West Germany","2265","0.10766810356653","0.103671660301497","0.111664546831564"
"3 on scale 1-7 ","2017","East Germany","630","0.116018681484639","0.107973572227852","0.124063790741426"
"4 on scale 1-7","2017","West Germany","5254","0.240072490668843","0.234565375057313","0.245579606280373"
"4 on scale 1-7","2017","East Germany","1474","0.246984211521793","0.236150355064041","0.257818067979544"
"5 on scale 1-7","2017","West Germany","6085","0.264800381409644","0.259111474185304","0.270489288633984"
