"plh0215","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","329","0.0521911106419539","0.0469942169393501","0.0573880043445577"
"1 Strongly disagree","2005","secondary school degree","104","0.0186278351423221","0.0152072677118146","0.0220484025728296"
"1 Strongly disagree","2005","college entrance qualification","40","0.0088755705100867","0.00632413376238761","0.0114270072577858"
"1 Strongly disagree","2005","Other degree","87","0.0733727447208912","0.0579917836803537","0.0887537057614286"
"1 Strongly disagree","2005","no degree/no degree yet","35","0.0345651961000543","0.0226106564280258","0.0465197357720828"
"2 on scale 1-7 ","2005","lower secondary degree","504","0.0755727790782469","0.0693968224870046","0.0817487356694892"
"2 on scale 1-7 ","2005","secondary school degree","238","0.0385537711656677","0.03368301904509","0.0434245232862453"
"2 on scale 1-7 ","2005","college entrance qualification","174","0.0335045256805553","0.0286092830082787","0.0383997683528319"
"2 on scale 1-7 ","2005","Other degree","88","0.083275320509912","0.0669770631083772","0.0995735779114468"
"2 on scale 1-7 ","2005","no degree/no degree yet","57","0.0715434801185329","0.0546772630425662","0.0884096971944996"
"3 on scale 1-7 ","2005","lower secondary degree","1038","0.143382175753669","0.13519326171566","0.151571089791679"
"3 on scale 1-7 ","2005","secondary school degree","701","0.127874598310118","0.119426057529599","0.136323139090637"
"3 on scale 1-7 ","2005","college entrance qualification","479","0.102427913137821","0.0941795759201983","0.110676250355444"
"3 on scale 1-7 ","2005","Other degree","183","0.146248524227477","0.125404813649452","0.167092234805503"
"3 on scale 1-7 ","2005","no degree/no degree yet","109","0.144102349938333","0.121119794412783","0.167084905463884"
"4 on scale 1-7","2005","lower secondary degree","1981","0.283130666606547","0.272603811809295","0.293657521403799"
"4 on scale 1-7","2005","secondary school degree","1605","0.269296502963593","0.258074095183731","0.280518910743454"
"4 on scale 1-7","2005","college entrance qualification","1280","0.252517200652456","0.240698529158915","0.264335872145998"
"4 on scale 1-7","2005","Other degree","322","0.296336337331332","0.269399998215046","0.323272676447618"
"4 on scale 1-7","2005","no degree/no degree yet","197","0.196622867726057","0.17061357064354","0.222632164808573"
"5 on scale 1-7","2005","lower secondary degree","1587","0.222809012696401","0.213085673627952","0.232532351764851"
"5 on scale 1-7","2005","secondary school degree","1662","0.263781213732613","0.252632481771947","0.274929945693279"
"5 on scale 1-7","2005","college entrance qualification","1484","0.287426333794619","0.275115123818821","0.299737543770417"
"5 on scale 1-7","2005","Other degree","219","0.217064177241653","0.192746577002874","0.241381777480432"
"5 on scale 1-7","2005","no degree/no degree yet","224","0.245019444817382","0.216873228026773","0.273165661607992"
"6 on scale 1-7","2005","lower secondary degree","995","0.133493395106779","0.125546435535893","0.141440354677665"
"6 on scale 1-7","2005","secondary school degree","1149","0.191862923117262","0.181901115735317","0.201824730499208"
"6 on scale 1-7","2005","college entrance qualification","1227","0.215280056490132","0.204099026275617","0.226461086704646"
"6 on scale 1-7","2005","Other degree","120","0.106687104238712","0.088476627321053","0.124897581156371"
"6 on scale 1-7","2005","no degree/no degree yet","180","0.196795506488493","0.17077758953564","0.222813423441346"
"7 Strongly agree","2005","lower secondary degree","602","0.0894208601164023","0.0827533536495689","0.0960883665832356"
"7 Strongly agree","2005","secondary school degree","543","0.0900031555684242","0.0827629831808259","0.0972433279560224"
"7 Strongly agree","2005","college entrance qualification","507","0.0999683997343298","0.0918085375171948","0.108128261951465"
"7 Strongly agree","2005","Other degree","85","0.0770157917300228","0.0612886217102009","0.0927429617498447"
"7 Strongly agree","2005","no degree/no degree yet","95","0.111351154811147","0.0907655172269987","0.131936792395296"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","lower secondary degree","","","",""
"4 on scale 1-7","2006","secondary school degree","","","",""
"4 on scale 1-7","2006","college entrance qualification","","","",""
"4 on scale 1-7","2006","Other degree","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","lower secondary degree","","","",""
"5 on scale 1-7","2006","secondary school degree","","","",""
"5 on scale 1-7","2006","college entrance qualification","","","",""
"5 on scale 1-7","2006","Other degree","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","lower secondary degree","","","",""
"6 on scale 1-7","2006","secondary school degree","","","",""
"6 on scale 1-7","2006","college entrance qualification","","","",""
"6 on scale 1-7","2006","Other degree","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","","","",""
"7 Strongly agree","2006","lower secondary degree","","","",""
"7 Strongly agree","2006","secondary school degree","","","",""
"7 Strongly agree","2006","college entrance qualification","","","",""
"7 Strongly agree","2006","Other degree","","","",""
"7 Strongly agree","2006","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","lower secondary degree","","","",""
"1 Strongly disagree","2007","secondary school degree","","","",""
"1 Strongly disagree","2007","college entrance qualification","","","",""
"1 Strongly disagree","2007","Other degree","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","secondary school degree","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Other degree","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","secondary school degree","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Other degree","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","lower secondary degree","","","",""
"4 on scale 1-7","2007","secondary school degree","","","",""
"4 on scale 1-7","2007","college entrance qualification","","","",""
"4 on scale 1-7","2007","Other degree","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","lower secondary degree","","","",""
"5 on scale 1-7","2007","secondary school degree","","","",""
"5 on scale 1-7","2007","college entrance qualification","","","",""
"5 on scale 1-7","2007","Other degree","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","","","",""
