"plh0215","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","West Germany","359","0.0331865081441971","0.0299868394339924","0.0363861768544018"
"1 Strongly disagree","2005","Urban Area","East Germany","48","0.0353049241478646","0.0266657982062203","0.043944050089509"
"1 Strongly disagree","2005","Rural Area","West Germany","106","0.0317838121513331","0.0260131841755803","0.037554440127086"
"1 Strongly disagree","2005","Rural Area","East Germany","91","0.0399716377909185","0.0332625968463414","0.0466806787354955"
"2 on scale 1-7 ","2005","Urban Area","West Germany","659","0.0591718254429728","0.0549571365300861","0.0633865143558595"
"2 on scale 1-7 ","2005","Urban Area","East Germany","64","0.0434344832491101","0.0338926499942076","0.0529763165040127"
"2 on scale 1-7 ","2005","Rural Area","West Germany","185","0.0539337227643361","0.0465031054565991","0.0613643400720731"
"2 on scale 1-7 ","2005","Rural Area","East Germany","178","0.0568414329903435","0.048911540400171","0.064771325580516"
"3 on scale 1-7 ","2005","Urban Area","West Germany","1501","0.13433305333049","0.128241616503726","0.140424490157255"
"3 on scale 1-7 ","2005","Urban Area","East Germany","206","0.121556108206452","0.106259239463375","0.136852976949528"
"3 on scale 1-7 ","2005","Rural Area","West Germany","432","0.11828351032084","0.107660184581329","0.128906836060352"
"3 on scale 1-7 ","2005","Rural Area","East Germany","409","0.130972860543065","0.119418397572781","0.142527323513348"
"4 on scale 1-7","2005","Urban Area","West Germany","3101","0.263779046497565","0.255907190919461","0.271650902075669"
"4 on scale 1-7","2005","Urban Area","East Germany","520","0.308282637093435","0.286665608142067","0.329899666044804"
"4 on scale 1-7","2005","Rural Area","West Germany","967","0.281042544788726","0.26625583515048","0.295829254426972"
"4 on scale 1-7","2005","Rural Area","East Germany","916","0.271512838843571","0.256281131903406","0.286744545783736"
"5 on scale 1-7","2005","Urban Area","West Germany","3096","0.246936083897504","0.239233062908199","0.254639104886808"
"5 on scale 1-7","2005","Urban Area","East Germany","426","0.231987291355335","0.212227905897908","0.251746676812762"
"5 on scale 1-7","2005","Rural Area","West Germany","888","0.247477498918027","0.233281645093492","0.261673352742563"
"5 on scale 1-7","2005","Rural Area","East Germany","846","0.259912333819405","0.244891381532706","0.274933286106104"
"6 on scale 1-7","2005","Urban Area","West Germany","2175","0.166989450573373","0.160327174081757","0.173651727064989"
"6 on scale 1-7","2005","Urban Area","East Germany","336","0.178213719516993","0.160299118366853","0.196128320667133"
"6 on scale 1-7","2005","Rural Area","West Germany","638","0.169602015888624","0.157256974151132","0.181947057626116"
"6 on scale 1-7","2005","Rural Area","East Germany","598","0.169844135340029","0.15698394084751","0.182704329832548"
"7 Strongly agree","2005","Urban Area","West Germany","1148","0.095604032113898","0.090351480882276","0.10085658334552"
"7 Strongly agree","2005","Urban Area","East Germany","153","0.0812208364308099","0.0684330189041292","0.0940086539574906"
"7 Strongly agree","2005","Rural Area","West Germany","334","0.097876895168113","0.0881021170124213","0.107651673323805"
"7 Strongly agree","2005","Rural Area","East Germany","237","0.0709447606726677","0.0621520380854343","0.0797374832599011"
"1 Strongly disagree","2006","Urban Area","West Germany","","","",""
"1 Strongly disagree","2006","Urban Area","East Germany","","","",""
"1 Strongly disagree","2006","Rural Area","West Germany","","","",""
"1 Strongly disagree","2006","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"4 on scale 1-7","2006","Urban Area","West Germany","","","",""
"4 on scale 1-7","2006","Urban Area","East Germany","","","",""
"4 on scale 1-7","2006","Rural Area","West Germany","","","",""
"4 on scale 1-7","2006","Rural Area","East Germany","","","",""
"5 on scale 1-7","2006","Urban Area","West Germany","","","",""
"5 on scale 1-7","2006","Urban Area","East Germany","","","",""
"5 on scale 1-7","2006","Rural Area","West Germany","","","",""
"5 on scale 1-7","2006","Rural Area","East Germany","","","",""
"6 on scale 1-7","2006","Urban Area","West Germany","","","",""
"6 on scale 1-7","2006","Urban Area","East Germany","","","",""
"6 on scale 1-7","2006","Rural Area","West Germany","","","",""
"6 on scale 1-7","2006","Rural Area","East Germany","","","",""
"7 Strongly agree","2006","Urban Area","West Germany","","","",""
"7 Strongly agree","2006","Urban Area","East Germany","","","",""
"7 Strongly agree","2006","Rural Area","West Germany","","","",""
"7 Strongly agree","2006","Rural Area","East Germany","","","",""
"1 Strongly disagree","2007","Urban Area","West Germany","","","",""
"1 Strongly disagree","2007","Urban Area","East Germany","","","",""
"1 Strongly disagree","2007","Rural Area","West Germany","","","",""
"1 Strongly disagree","2007","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"4 on scale 1-7","2007","Urban Area","West Germany","","","",""
"4 on scale 1-7","2007","Urban Area","East Germany","","","",""
"4 on scale 1-7","2007","Rural Area","West Germany","","","",""
"4 on scale 1-7","2007","Rural Area","East Germany","","","",""
"5 on scale 1-7","2007","Urban Area","West Germany","","","",""
