"plh0215","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","1-pers.-HH","8","","","","1"
"1 Strongly disagree","2005","16-34 y.","(Married) couple without C. ","10","","","","1"
"1 Strongly disagree","2005","16-34 y.","Single parent ","5","","","","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE 16 ","14","","","","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. GT 16 ","16","","","","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE and GT 16","8","","","","1"
"1 Strongly disagree","2005","35-65 y.","1-pers.-HH","39","0.0345056326249854","0.0241177839163785","0.0448934813335922","1"
"1 Strongly disagree","2005","35-65 y.","(Married) couple without C. ","93","0.0288877800974964","0.0235018529304327","0.0342737072645601","1"
"1 Strongly disagree","2005","35-65 y.","Single parent ","16","","","","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE 16 ","32","0.015944347451326","0.0111388202223904","0.0207498746802616","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. GT 16 ","49","0.0254224524300558","0.0187456876889061","0.0320992171712055","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE and GT 16","27","","","","1"
"1 Strongly disagree","2005","66 and older","1-pers.-HH","81","0.0794177090460165","0.0631632902832713","0.0956721278087617","1"
"1 Strongly disagree","2005","66 and older","(Married) couple without C. ","164","0.0746135191959841","0.0639049705965072","0.085322067795461","1"
"1 Strongly disagree","2005","66 and older","Single parent ","9","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. GT 16 ","11","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2005","66 and older","Single parent ","5","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","22","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","26","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","46","0.0399423670163104","0.0274702937647058","0.0524144402679151","2"
"2 on scale 1-7 ","2005","16-34 y.","Single parent ","15","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","54","0.040604789882276","0.0288930040405263","0.0523165757240257","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","52","0.0386879451267937","0.0283623351269319","0.0490135551266555","2"
"2 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","57","0.0492708878724908","0.0369531959713111","0.0615885797736704","2"
"2 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","180","0.0489478356625331","0.0420097829082407","0.0558858884168255","2"
"2 on scale 1-7 ","2005","35-65 y.","Single parent ","25","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE 16 ","96","0.0384724520170439","0.0310936877427054","0.0458512162913824","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","16","","","","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. GT 16 ","75","0.0396539238098919","0.0313762917454285","0.0479315558743553","2"
