"plh0215","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","in school","","","","","1"
"1 Strongly disagree","2005","Full Time","inadequately","5","","","","1"
"1 Strongly disagree","2005","Full Time","general elemantary","21","","","","1"
"1 Strongly disagree","2005","Full Time","middle vocational","64","0.0166978809654817","0.0126275397218259","0.0207682222091374","1"
"1 Strongly disagree","2005","Full Time","vocational + Abi","9","","","","1"
"1 Strongly disagree","2005","Full Time","higher vocational","3","","","","1"
"1 Strongly disagree","2005","Full Time","higher education","6","","","","1"
"1 Strongly disagree","2005","Part Time","in school","","","","","1"
"1 Strongly disagree","2005","Part Time","inadequately","3","","","","1"
"1 Strongly disagree","2005","Part Time","general elemantary","27","","","","1"
"1 Strongly disagree","2005","Part Time","middle vocational","42","0.0183716960856888","0.0131033540498236","0.023640038121554","1"
"1 Strongly disagree","2005","Part Time","vocational + Abi","5","","","","1"
"1 Strongly disagree","2005","Part Time","higher vocational","4","","","","1"
"1 Strongly disagree","2005","Part Time","higher education","6","","","","1"
"1 Strongly disagree","2005","Not Working","in school","8","","","","1"
"1 Strongly disagree","2005","Not Working","inadequately","22","","","","1"
"1 Strongly disagree","2005","Not Working","general elemantary","99","0.0794475586010021","0.064929867169497","0.0939652500325072","1"
"1 Strongly disagree","2005","Not Working","middle vocational","220","0.0632148468563774","0.0555833186069921","0.0708463751057627","1"
"1 Strongly disagree","2005","Not Working","vocational + Abi","8","","","","1"
"1 Strongly disagree","2005","Not Working","higher vocational","22","","","","1"
"1 Strongly disagree","2005","Not Working","higher education","21","","","","1"
"2 on scale 1-7 ","2005","Not Working","inadequately","25","","","","2"
"2 on scale 1-7 ","2005","Not Working","in school","20","","","","2"
"2 on scale 1-7 ","2005","Not Working","middle vocational","311","0.0886529684327346","0.0797390120599961","0.0975669248054731","2"
"2 on scale 1-7 ","2005","Not Working","general elemantary","154","0.11780578807895","0.100499719005153","0.135111857152747","2"
"2 on scale 1-7 ","2005","Not Working","higher education","45","0.0482572967431364","0.0349277697097157","0.0615868237765571","2"
"2 on scale 1-7 ","2005","Not Working","vocational + Abi","13","","","","2"
"2 on scale 1-7 ","2005","Not Working","higher vocational","28","","","","2"
"2 on scale 1-7 ","2005","Part Time","in school","3","","","","2"
"2 on scale 1-7 ","2005","Part Time","inadequately","6","","","","2"
"2 on scale 1-7 ","2005","Part Time","general elemantary","32","0.0756072582235878","0.0523180083976573","0.0988965080495182","2"
"2 on scale 1-7 ","2005","Part Time","middle vocational","116","0.0412438530397116","0.0334426874479745","0.0490450186314486","2"
"2 on scale 1-7 ","2005","Part Time","vocational + Abi","16","","","","2"
"2 on scale 1-7 ","2005","Full Time","in school","","","","","2"
"2 on scale 1-7 ","2005","Full Time","inadequately","4","","","","2"
"2 on scale 1-7 ","2005","Full Time","general elemantary","25","","","","2"
"2 on scale 1-7 ","2005","Part Time","higher vocational","14","","","","2"
"2 on scale 1-7 ","2005","Part Time","higher education","24","","","","2"
"2 on scale 1-7 ","2005","Full Time","vocational + Abi","16","","","","2"
"2 on scale 1-7 ","2005","Full Time","higher vocational","17","","","","2"
