"plh0215","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","192","0.0289103463192626","0.0251048288081937","0.0327158638303314"
"1 Strongly disagree","2005","West Germany","Female","273","0.0365571700965012","0.0324807230869075","0.0406336171060949"
"1 Strongly disagree","2005","East Germany","Male","59","0.0358414429559852","0.028425840646175","0.0432570452657954"
"1 Strongly disagree","2005","East Germany","Female","80","0.0406955725708388","0.0331211922930713","0.0482699528486064"
"2 on scale 1-7 ","2005","West Germany","Male","339","0.0468045185038465","0.0420072691558328","0.0516017678518603"
"2 on scale 1-7 ","2005","West Germany","Female","505","0.0683788657894426","0.0628965612785465","0.0738611703003387"
"2 on scale 1-7 ","2005","East Germany","Male","95","0.0442837731512328","0.0360771168233774","0.0524904294790882"
"2 on scale 1-7 ","2005","East Germany","Female","147","0.0595939104832342","0.0505187574364164","0.0686690635300519"
"3 on scale 1-7 ","2005","West Germany","Male","818","0.114141506823317","0.106919441845189","0.121363571801446"
"3 on scale 1-7 ","2005","West Germany","Female","1115","0.145928622036141","0.138260308411222","0.153596935661059"
"3 on scale 1-7 ","2005","East Germany","Male","262","0.110047279836272","0.0975633137100121","0.122531245962531"
"3 on scale 1-7 ","2005","East Germany","Female","353","0.144672581782949","0.131187468092307","0.158157695473591"
"4 on scale 1-7","2005","West Germany","Male","1826","0.253008851484883","0.243135081644149","0.262882621325618"
"4 on scale 1-7","2005","West Germany","Female","2242","0.281800244154392","0.272028415321507","0.291572072987277"
"4 on scale 1-7","2005","East Germany","Male","670","0.284509019991103","0.266510799847803","0.302507240134403"
"4 on scale 1-7","2005","East Germany","Female","766","0.284807903044959","0.267506446316935","0.302109359772983"
"5 on scale 1-7","2005","West Germany","Male","2026","0.266944286892098","0.256897291090361","0.276991282693835"
"5 on scale 1-7","2005","West Germany","Female","1958","0.228404737596783","0.219286101757372","0.237523373436194"
"5 on scale 1-7","2005","East Germany","Male","645","0.266846945326291","0.249202504476506","0.284491386176076"
"5 on scale 1-7","2005","East Germany","Female","627","0.23348115509765","0.217263702610173","0.249698607585127"
"6 on scale 1-7","2005","West Germany","Male","1510","0.187184978227123","0.178325895210891","0.196044061243355"
"6 on scale 1-7","2005","West Germany","Female","1303","0.149231556475315","0.141491955641492","0.156971157309139"
"6 on scale 1-7","2005","East Germany","Male","481","0.18278467694524","0.167367047568317","0.198202306322164"
"6 on scale 1-7","2005","East Germany","Female","453","0.163167510797632","0.149002027056526","0.177332994538738"
"7 Strongly agree","2005","West Germany","Male","736","0.103005511749469","0.0961018018538539","0.109909221645084"
"7 Strongly agree","2005","West Germany","Female","746","0.0896988038514251","0.0834919942318928","0.0959056134709574"
