"plh0215","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","247","0.0727583332127112","0.0644206002927624","0.0810960661326599"
"1 Strongly disagree","2005","Not Employed","secondary school degree","58","0.0399921686789668","0.0301320948614305","0.049852242496503"
"1 Strongly disagree","2005","Not Employed","college entrance qualification","19","","",""
"1 Strongly disagree","2005","Not Employed","Other degree","48","0.102482348569562","0.0750928758591851","0.12987182127994"
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","28","","",""
"1 Strongly disagree","2005","Employed","lower secondary degree","82","0.0288466362007598","0.0231429340464356","0.034550338355084"
"1 Strongly disagree","2005","Employed","secondary school degree","46","0.010674768488182","0.00766719919239676","0.0136823377839671"
"1 Strongly disagree","2005","Employed","college entrance qualification","21","","",""
"1 Strongly disagree","2005","Employed","Other degree","39","0.0535021409425338","0.0359717486599061","0.0710325332251615"
"1 Strongly disagree","2005","Employed","no degree/no degree yet","7","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","368","0.107831266653854","0.0978747828397948","0.117787750467914"
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","76","0.0598285724923701","0.0478938274642407","0.0717633175204996"
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","54","0.0427720487734725","0.0314915950524846","0.0540525024944605"
"2 on scale 1-7 ","2005","Not Employed","Other degree","53","0.125418883707654","0.0955086951467181","0.155329072268589"
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","45","0.0727265165348313","0.0535573228282486","0.091895710241414"
"2 on scale 1-7 ","2005","Employed","lower secondary degree","136","0.0389583341219768","0.0323645209463325","0.0455521472976212"
"2 on scale 1-7 ","2005","Employed","secondary school degree","162","0.0306340336875648","0.0255907564341619","0.0356773109409678"
"2 on scale 1-7 ","2005","Employed","college entrance qualification","120","0.0302532564799472","0.0249151150406184","0.0355913979192759"
"2 on scale 1-7 ","2005","Employed","Other degree","35","0.0545075622654551","0.0368226200305175","0.0721925045003927"
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","12","","",""
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","632","0.16076780135239","0.148976798501077","0.172558804203703"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","209","0.152125683828755","0.134053014093169","0.170198353564342"
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","128","0.110194440454079","0.0927375753851831","0.127651305522974"
"3 on scale 1-7 ","2005","Not Employed","Other degree","97","0.177531712272496","0.143022488617442","0.21204093592755"
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","83","0.130177205541392","0.105338074591998","0.155016336490786"
"3 on scale 1-7 ","2005","Employed","lower secondary degree","406","0.123648918575301","0.112431328507371","0.134866508643231"
"3 on scale 1-7 ","2005","Employed","secondary school degree","492","0.118846912085591","0.1093761156461","0.128317708525082"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","351","0.0997032292275833","0.0903659078769067","0.10904055057826"
"3 on scale 1-7 ","2005","Employed","Other degree","86","0.124894202890851","0.0991400270430869","0.150648378738615"
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","26","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","1077","0.287364729685606","0.272838245113595","0.301891214257617"
"4 on scale 1-7","2005","Not Employed","secondary school degree","392","0.266341746604244","0.2440972887191","0.288586204489389"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","319","0.255522292838492","0.231207022503954","0.279837563173031"
"4 on scale 1-7","2005","Not Employed","Other degree","125","0.259013851214861","0.219449488286816","0.298578214142906"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","156","0.195417721156845","0.166147855021167","0.224687587292523"
"4 on scale 1-7","2005","Employed","lower secondary degree","904","0.278324865677839","0.263052292471777","0.293597438883901"
"4 on scale 1-7","2005","Employed","secondary school degree","1213","0.270396437779361","0.257397411458308","0.283395464100414"
"4 on scale 1-7","2005","Employed","college entrance qualification","961","0.251462942295451","0.237941640810339","0.264984243780563"
"4 on scale 1-7","2005","Employed","Other degree","197","0.321813164068618","0.285419748510062","0.358206579627175"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","41","0.200228175556453","0.143624696960858","0.256831654152049"
"5 on scale 1-7","2005","Not Employed","lower secondary degree","729","0.196407401247098","0.183654557812578","0.209160244681619"
"5 on scale 1-7","2005","Not Employed","secondary school degree","395","0.227007179128245","0.205927556738644","0.248086801517846"
"5 on scale 1-7","2005","Not Employed","college entrance qualification","333","0.2790205643204","0.254016051298022","0.304025077342779"
"5 on scale 1-7","2005","Not Employed","Other degree","74","0.171794732706746","0.137729484817187","0.205859980596304"
"5 on scale 1-7","2005","Not Employed","no degree/no degree yet","184","0.242993664757231","0.211334404353327","0.274652925161136"
"5 on scale 1-7","2005","Employed","lower secondary degree","858","0.252775710512026","0.237965593123598","0.267585827900455"
"5 on scale 1-7","2005","Employed","secondary school degree","1267","0.27747068117369","0.264366703188432","0.290574659158948"
"5 on scale 1-7","2005","Employed","college entrance qualification","1151","0.290375279173544","0.276228126660156","0.304522431686932"
"5 on scale 1-7","2005","Employed","Other degree","145","0.247965703772064","0.214325325685264","0.281606081858864"
"5 on scale 1-7","2005","Employed","no degree/no degree yet","40","0.251079753911823","0.189742954643585","0.312416553180061"
"6 on scale 1-7","2005","Not Employed","lower secondary degree","422","0.104744019521169","0.0949141359817014","0.114573903060636"
"6 on scale 1-7","2005","Not Employed","secondary school degree","258","0.163771264023837","0.145148819256232","0.182393708791442"
"6 on scale 1-7","2005","Not Employed","college entrance qualification","270","0.199530354396621","0.177250324128289","0.221810384664952"
"6 on scale 1-7","2005","Not Employed","Other degree","44","0.0926586540775421","0.0664728459158586","0.118844462239226"
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","139","0.210259851421936","0.180180129454413","0.240339573389458"
"6 on scale 1-7","2005","Employed","lower secondary degree","573","0.166124882477019","0.153441555423095","0.178808209530942"
"6 on scale 1-7","2005","Employed","secondary school degree","891","0.202320297638784","0.190563179948902","0.214077415328666"
"6 on scale 1-7","2005","Employed","college entrance qualification","957","0.220805429431961","0.207878282650608","0.233732576213315"
"6 on scale 1-7","2005","Employed","Other degree","76","0.116263111395187","0.0912925274616252","0.141233695328749"
"6 on scale 1-7","2005","Employed","no degree/no degree yet","41","0.15651566878255","0.105121375674651","0.207909961890449"
"7 Strongly agree","2005","Not Employed","lower secondary degree","253","0.0701264483271716","0.0619292959409555","0.0783236007133878"
"7 Strongly agree","2005","Not Employed","secondary school degree","129","0.0909333852435815","0.0764651742163957","0.105401596270767"
"7 Strongly agree","2005","Not Employed","college entrance qualification","113","0.09578474869278","0.079377983915377","0.112191513470183"
"7 Strongly agree","2005","Not Employed","Other degree","30","0.0710998174511394","0.0478908187400987","0.0943088161621801"
"7 Strongly agree","2005","Not Employed","no degree/no degree yet","70","0.108873867898935","0.0858814339094258","0.131866301888445"
"7 Strongly agree","2005","Employed","lower secondary degree","349","0.111320652435078","0.100602356204364","0.122038948665793"
"7 Strongly agree","2005","Employed","secondary school degree","414","0.0896568691468282","0.081295811618339","0.0980179266753175"
"7 Strongly agree","2005","Employed","college entrance qualification","394","0.101436124782447","0.0920270775399002","0.110845172024995"
"7 Strongly agree","2005","Employed","Other degree","55","0.0810541146652905","0.059793356967421","0.10231487236316"
"7 Strongly agree","2005","Employed","no degree/no degree yet","25","","",""
"1 Strongly disagree","2006","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Employed","Other degree","","","",""
"1 Strongly disagree","2006","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Employed","Other degree","","","",""
"1 Strongly disagree","2006","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Employed","Other degree","","","",""
"4 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Employed","Other degree","","","",""
"4 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Not Employed","Other degree","","","",""
"5 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Employed","Other degree","","","",""
"5 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Not Employed","Other degree","","","",""
"6 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Employed","Other degree","","","",""
"6 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Not Employed","Other degree","","","",""
"7 Strongly agree","2006","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Employed","Other degree","","","",""
"7 Strongly agree","2006","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Not Employed","Other degree","","","",""
"1 Strongly disagree","2007","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Employed","Other degree","","","",""
"1 Strongly disagree","2007","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Employed","Other degree","","","",""
