"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","direct migration background","Female","3.02","3","2625","2","2","4","4","6","2.98","3.06","1","6","3","3"
"2016","direct migration background","Male","2.7","3","2168","1","2","3","4","6","2.65","2.75","1","6","3","3"
"2016","indirect migration background","Female","3.3","3","837","2","3","4","5","6","3.22","3.38","1","6","3","3"
"2016","indirect migration background","Male","2.57","3","708","1","2","3","4","5","2.49","2.65","1","6","3","3"
"2016","no migration background","Female","3.1","3","9647","2","3","4","4","6","3.08","3.12","1","6","3","3"
"2016","no migration background","Male","2.62","3","8204","1","2","3","4","6","2.6","2.64","1","6","3","3"
"2017","direct migration background","Female","","","","","","","","","","","","","",""
"2017","direct migration background","Male","","","","","","","","","","","","","",""
"2017","indirect migration background","Female","","","","","","","","","","","","","",""
"2017","indirect migration background","Male","","","","","","","","","","","","","",""
"2017","no migration background","Female","","","","","","","","","","","","","",""
"2017","no migration background","Male","","","","","","","","","","","","","",""
"2018","direct migration background","Female","3.08","3","2442","2","2","4","5","6","3.04","3.12","1","6","3","3"
"2018","direct migration background","Male","2.69","3","1986","1","2","3","4","6","2.64","2.74","1","6","3","3"
"2018","indirect migration background","Female","3.27","3","931","2","3","4","5","6","3.19","3.35","1","6","3","3"
"2018","indirect migration background","Male","2.46","2","773","1","2","3","4","5","2.38","2.54","1","6","2","3"
"2018","no migration background","Female","3.15","3","10447","2","3","4","4","6","3.13","3.17","1","6","3","3"
"2018","no migration background","Male","2.6","3","9057","1","2","3","4","6","2.58","2.62","1","6","3","3"
