"ple0018","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","1-pers.-HH","131","0.143243166125594","0.121508720619184","0.164977611632004"
"Yes","2009","Full Time","(Married) couple without C. ","435","0.178868960546961","0.162843637658156","0.194894283435765"
"Yes","2009","Full Time","Single parent ","35","0.0980830539995556","0.0672733985793852","0.128892709419726"
"Yes","2009","Full Time","Couple + C. LE 16 ","139","0.107532420206041","0.0913626268704709","0.123702213541611"
"Yes","2009","Full Time","Couple + C. GT 16 ","278","0.163492316823753","0.144464102869086","0.18252053077842"
"Yes","2009","Full Time","Couple + C. LE and GT 16","69","0.122279361175778","0.0933312470928959","0.15122747525866"
"Yes","2009","Part Time","1-pers.-HH","87","0.197703889720196","0.160575004780412","0.234832774659981"
"Yes","2009","Part Time","(Married) couple without C. ","277","0.25260502556794","0.22683393176176","0.27837611937412"
"Yes","2009","Part Time","Single parent ","31","0.0878760557836246","0.0580015486065897","0.11775056296066"
"Yes","2009","Part Time","Couple + C. LE 16 ","71","0.0858152155654456","0.0686347723592015","0.10299565877169"
"Yes","2009","Part Time","Couple + C. GT 16 ","140","0.152108272141239","0.128299390813036","0.175917153469443"
"Yes","2009","Part Time","Couple + C. LE and GT 16","48","0.105254847286914","0.0746800674545357","0.135829627119292"
"Yes","2009","Not Working","1-pers.-HH","655","0.440947322820945","0.415566298544162","0.466328347097728"
"Yes","2009","Not Working","(Married) couple without C. ","1510","0.445791381452272","0.429064204900006","0.462518558004539"
"Yes","2009","Not Working","Single parent ","52","0.170151624279161","0.127125551786451","0.213177696771871"
"Yes","2009","Not Working","Couple + C. LE 16 ","34","0.0626239169522877","0.0396969559032207","0.0855508780013547"
"Yes","2009","Not Working","Couple + C. GT 16 ","159","0.167453386048986","0.142203484199225","0.192703287898748"
"Yes","2009","Not Working","Couple + C. LE and GT 16","19","","",""
"No","2009","Full Time","1-pers.-HH","867","0.856756833874406","0.835022388367995","0.878491279380816"
"No","2009","Full Time","(Married) couple without C. ","1762","0.821131039453039","0.805105716564235","0.837156362341844"
"No","2009","Full Time","Single parent ","323","0.901916946000444","0.871107290580274","0.932726601420615"
"No","2009","Full Time","Couple + C. LE 16 ","1271","0.892467579793959","0.876297786458389","0.908637373129529"
"No","2009","Full Time","Couple + C. GT 16 ","1173","0.836507683176247","0.81747946922158","0.855535897130914"
"No","2009","Full Time","Couple + C. LE and GT 16","423","0.877720638824222","0.84877252474134","0.906668752907104"
"No","2009","Part Time","1-pers.-HH","355","0.802296110279804","0.765167225340019","0.839424995219588"
"No","2009","Part Time","(Married) couple without C. ","815","0.74739497443206","0.72162388062588","0.77316606823824"
"No","2009","Part Time","Single parent ","314","0.912123944216375","0.882249437039341","0.94199845139341"
"No","2009","Part Time","Couple + C. LE 16 ","950","0.914184784434554","0.89700434122831","0.931365227640798"
"No","2009","Part Time","Couple + C. GT 16 ","734","0.847891727858761","0.824082846530557","0.871700609186964"
"No","2009","Part Time","Couple + C. LE and GT 16","339","0.894745152713086","0.864170372880708","0.925319932545464"
"No","2009","Not Working","1-pers.-HH","815","0.559052677179055","0.533671652902272","0.584433701455838"
"No","2009","Not Working","(Married) couple without C. ","1882","0.554208618547728","0.537481441995461","0.570935795099994"
"No","2009","Not Working","Single parent ","241","0.829848375720839","0.786822303228129","0.872874448213549"
"No","2009","Not Working","Couple + C. LE 16 ","395","0.937376083047712","0.914449121998645","0.960303044096779"
"No","2009","Not Working","Couple + C. GT 16 ","681","0.832546613951013","0.807296712101252","0.857796515800775"
"No","2009","Not Working","Couple + C. LE and GT 16","283","0.916518350329624","0.885321502599468","0.947715198059781"
"Yes","2010","Full Time","1-pers.-HH","","","",""
"Yes","2010","Full Time","(Married) couple without C. ","","","",""
"Yes","2010","Full Time","Single parent ","","","",""
"Yes","2010","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Part Time","1-pers.-HH","","","",""
"Yes","2010","Part Time","(Married) couple without C. ","","","",""
"Yes","2010","Part Time","Single parent ","","","",""
"Yes","2010","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Not Working","1-pers.-HH","","","",""
"Yes","2010","Not Working","(Married) couple without C. ","","","",""
"Yes","2010","Not Working","Single parent ","","","",""
"Yes","2010","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","",""
"No","2010","Full Time","1-pers.-HH","","","",""
"No","2010","Full Time","(Married) couple without C. ","","","",""
"No","2010","Full Time","Single parent ","","","",""
"No","2010","Full Time","Couple + C. LE 16 ","","","",""
"No","2010","Full Time","Couple + C. GT 16 ","","","",""
"No","2010","Full Time","Couple + C. LE and GT 16","","","",""
"No","2010","Part Time","1-pers.-HH","","","",""
"No","2010","Part Time","(Married) couple without C. ","","","",""
"No","2010","Part Time","Single parent ","","","",""
"No","2010","Part Time","Couple + C. LE 16 ","","","",""
"No","2010","Part Time","Couple + C. GT 16 ","","","",""
"No","2010","Part Time","Couple + C. LE and GT 16","","","",""
"No","2010","Not Working","1-pers.-HH","","","",""
"No","2010","Not Working","(Married) couple without C. ","","","",""
"No","2010","Not Working","Single parent ","","","",""
"No","2010","Not Working","Couple + C. LE 16 ","","","",""
"No","2010","Not Working","Couple + C. GT 16 ","","","",""
"No","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2011","Full Time","1-pers.-HH","190","0.159135499947182","0.13792887668899","0.180342123205374"
"Yes","2011","Full Time","(Married) couple without C. ","566","0.198005504669143","0.182658538536624","0.213352470801663"
"Yes","2011","Full Time","Single parent ","45","0.113378804813464","0.0829478867014498","0.143809722925477"
"Yes","2011","Full Time","Couple + C. LE 16 ","183","0.143154718561264","0.125679638808206","0.160629798314321"
"Yes","2011","Full Time","Couple + C. GT 16 ","269","0.166196723133303","0.14708884969135","0.185304596575255"
"Yes","2011","Full Time","Couple + C. LE and GT 16","66","0.112602040393194","0.0853276166714568","0.139876464114931"
"Yes","2011","Part Time","1-pers.-HH","103","0.155773126727778","0.126054691992512","0.185491561463044"
"Yes","2011","Part Time","(Married) couple without C. ","410","0.281451931908259","0.257937203939674","0.304966659876844"
"Yes","2011","Part Time","Single parent ","39","0.0839293729601823","0.0563036229932627","0.111555122927102"
"Yes","2011","Part Time","Couple + C. LE 16 ","80","0.0758847325379443","0.0604583124365605","0.0913111526393281"
"Yes","2011","Part Time","Couple + C. GT 16 ","137","0.140999689183005","0.118199297301193","0.163800081064818"
"Yes","2011","Part Time","Couple + C. LE and GT 16","50","0.114417842143052","0.0839387248626264","0.144896959423477"
"Yes","2011","Not Working","1-pers.-HH","823","0.444550626076708","0.421961925429966","0.46713932672345"
"Yes","2011","Not Working","(Married) couple without C. ","1834","0.450557441695813","0.435419728451932","0.465695154939695"
"Yes","2011","Not Working","Single parent ","63","0.152558927667759","0.11592185236761","0.189196002967908"
"Yes","2011","Not Working","Couple + C. LE 16 ","48","0.129922841927756","0.0985785404445228","0.16126714341099"
"Yes","2011","Not Working","Couple + C. GT 16 ","179","0.225004757343122","0.196898984395343","0.253110530290902"
"Yes","2011","Not Working","Couple + C. LE and GT 16","19","","",""
"No","2011","Full Time","1-pers.-HH","953","0.840864500052818","0.819657876794626","0.86207112331101"
"No","2011","Full Time","(Married) couple without C. ","2024","0.801994495330857","0.786647529198337","0.817341461463376"
"No","2011","Full Time","Single parent ","372","0.886621195186536","0.856190277074523","0.91705211329855"
"No","2011","Full Time","Couple + C. LE 16 ","1360","0.856845281438736","0.839370201685679","0.874320361191794"
"No","2011","Full Time","Couple + C. GT 16 ","1189","0.833803276866697","0.814695403424745","0.85291115030865"
"No","2011","Full Time","Couple + C. LE and GT 16","450","0.887397959606806","0.860123535885069","0.914672383328543"
"No","2011","Part Time","1-pers.-HH","469","0.844226873272222","0.814508438536956","0.873945308007488"
"No","2011","Part Time","(Married) couple without C. ","995","0.718548068091741","0.695033340123156","0.742062796060326"
"No","2011","Part Time","Single parent ","348","0.916070627039818","0.888444877072898","0.943696377006737"
"No","2011","Part Time","Couple + C. LE 16 ","1052","0.924115267462056","0.908688847360672","0.939541687563439"
"No","2011","Part Time","Couple + C. GT 16 ","758","0.859000310816995","0.836199918935182","0.881800702698807"
"No","2011","Part Time","Couple + C. LE and GT 16","369","0.885582157856948","0.855103040576523","0.916061275137374"
"No","2011","Not Working","1-pers.-HH","1036","0.555449373923292","0.53286067327655","0.578038074570034"
"No","2011","Not Working","(Married) couple without C. ","2316","0.549442558304187","0.534304845060305","0.564580271548068"
"No","2011","Not Working","Single parent ","307","0.847441072332241","0.810803997032092","0.88407814763239"
"No","2011","Not Working","Couple + C. LE 16 ","394","0.870077158072244","0.83873285658901","0.901421459555477"
"No","2011","Not Working","Couple + C. GT 16 ","669","0.774995242656878","0.746889469709098","0.803101015604657"
"No","2011","Not Working","Couple + C. LE and GT 16","280","0.930251692364188","0.901379512906684","0.959123871821692"
"Yes","2012","Full Time","1-pers.-HH","","","",""
"Yes","2012","Full Time","(Married) couple without C. ","","","",""
"Yes","2012","Full Time","Single parent ","","","",""
"Yes","2012","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2012","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2012","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2012","Part Time","1-pers.-HH","","","",""
"Yes","2012","Part Time","(Married) couple without C. ","","","",""
"Yes","2012","Part Time","Single parent ","","","",""
"Yes","2012","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2012","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2012","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2012","Not Working","1-pers.-HH","","","",""
"Yes","2012","Not Working","(Married) couple without C. ","","","",""
"Yes","2012","Not Working","Single parent ","","","",""
"Yes","2012","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2012","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2012","Not Working","Couple + C. LE and GT 16","","","",""
"No","2012","Full Time","1-pers.-HH","","","",""
"No","2012","Full Time","(Married) couple without C. ","","","",""
"No","2012","Full Time","Single parent ","","","",""
"No","2012","Full Time","Couple + C. LE 16 ","","","",""
"No","2012","Full Time","Couple + C. GT 16 ","","","",""
"No","2012","Full Time","Couple + C. LE and GT 16","","","",""
"No","2012","Part Time","1-pers.-HH","","","",""
"No","2012","Part Time","(Married) couple without C. ","","","",""
"No","2012","Part Time","Single parent ","","","",""
"No","2012","Part Time","Couple + C. LE 16 ","","","",""
"No","2012","Part Time","Couple + C. GT 16 ","","","",""
"No","2012","Part Time","Couple + C. LE and GT 16","","","",""
"No","2012","Not Working","1-pers.-HH","","","",""
"No","2012","Not Working","(Married) couple without C. ","","","",""
"No","2012","Not Working","Single parent ","","","",""
"No","2012","Not Working","Couple + C. LE 16 ","","","",""
"No","2012","Not Working","Couple + C. GT 16 ","","","",""
"No","2012","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2013","Full Time","1-pers.-HH","211","0.194529046253429","0.171601239196869","0.21745685330999"
"Yes","2013","Full Time","(Married) couple without C. ","583","0.223026923614491","0.206260560256518","0.239793286972464"
"Yes","2013","Full Time","Single parent ","51","0.111894330808581","0.0814918216461827","0.142296839970979"
"Yes","2013","Full Time","Couple + C. LE 16 ","175","0.127450054220657","0.109804463753752","0.145095644687561"
"Yes","2013","Full Time","Couple + C. GT 16 ","239","0.182691962646189","0.160700285450848","0.204683639841529"
"Yes","2013","Full Time","Couple + C. LE and GT 16","69","0.220638301321711","0.179430136647686","0.261846465995737"
"Yes","2013","Part Time","1-pers.-HH","155","0.264708106306786","0.228490130624744","0.300926081988827"
"Yes","2013","Part Time","(Married) couple without C. ","438","0.328746928202949","0.303604472311043","0.353889384094855"
"Yes","2013","Part Time","Single parent ","52","0.122903489519742","0.0903598957026561","0.155447083336827"
"Yes","2013","Part Time","Couple + C. LE 16 ","90","0.094684309551754","0.0766903538675901","0.112678265235918"
"Yes","2013","Part Time","Couple + C. GT 16 ","159","0.179399135012207","0.153312159128705","0.20548611089571"
"Yes","2013","Part Time","Couple + C. LE and GT 16","46","0.0932446643999555","0.0625172565638166","0.123972072236094"
"Yes","2013","Not Working","1-pers.-HH","835","0.479470500334119","0.456117522061947","0.502823478606291"
"Yes","2013","Not Working","(Married) couple without C. ","1964","0.499718692652284","0.484118157868149","0.515319227436418"
"Yes","2013","Not Working","Single parent ","73","0.268642192960195","0.219458304958058","0.317826080962331"
"Yes","2013","Not Working","Couple + C. LE 16 ","39","0.117432745324534","0.0852331072077958","0.149632383441272"
"Yes","2013","Not Working","Couple + C. GT 16 ","146","0.234571077492952","0.201136551184066","0.268005603801839"
"Yes","2013","Not Working","Couple + C. LE and GT 16","21","","",""
"No","2013","Full Time","1-pers.-HH","934","0.80547095374657","0.78254314669001","0.828398760803131"
"No","2013","Full Time","(Married) couple without C. ","1785","0.776973076385509","0.760206713027536","0.793739439743482"
"No","2013","Full Time","Single parent ","362","0.888105669191419","0.857703160029021","0.918508178353817"
"No","2013","Full Time","Couple + C. LE 16 ","1197","0.872549945779343","0.854904355312439","0.890195536246248"
"No","2013","Full Time","Couple + C. GT 16 ","947","0.817308037353811","0.795316360158471","0.839299714549152"
"No","2013","Full Time","Couple + C. LE and GT 16","320","0.779361698678289","0.738153534004263","0.820569863352314"
"No","2013","Part Time","1-pers.-HH","415","0.735291893693214","0.699073918011173","0.771509869375256"
"No","2013","Part Time","(Married) couple without C. ","903","0.671253071797051","0.646110615905145","0.696395527688957"
"No","2013","Part Time","Single parent ","339","0.877096510480258","0.844552916663173","0.909640104297344"
"No","2013","Part Time","Couple + C. LE 16 ","927","0.905315690448246","0.887321734764082","0.92330964613241"
"No","2013","Part Time","Couple + C. GT 16 ","672","0.820600864987793","0.79451388910429","0.846687840871295"
"No","2013","Part Time","Couple + C. LE and GT 16","298","0.906755335600044","0.876027927763905","0.937482743436183"
"No","2013","Not Working","1-pers.-HH","923","0.520529499665881","0.497176521393709","0.543882477938053"
"No","2013","Not Working","(Married) couple without C. ","1982","0.500281307347716","0.484680772563582","0.515881842131851"
"No","2013","Not Working","Single parent ","239","0.731357807039805","0.682173919037669","0.780541695041942"
"No","2013","Not Working","Couple + C. LE 16 ","345","0.882567254675466","0.850367616558728","0.914766892792204"
"No","2013","Not Working","Couple + C. GT 16 ","471","0.765428922507048","0.731994396198161","0.798863448815934"
"No","2013","Not Working","Couple + C. LE and GT 16","188","0.90311922427455","0.863017200027802","0.943221248521299"
"Yes","2014","Full Time","1-pers.-HH","","","",""
"Yes","2014","Full Time","(Married) couple without C. ","","","",""
"Yes","2014","Full Time","Single parent ","","","",""
"Yes","2014","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2014","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2014","Part Time","1-pers.-HH","","","",""
"Yes","2014","Part Time","(Married) couple without C. ","","","",""
"Yes","2014","Part Time","Single parent ","","","",""
"Yes","2014","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2014","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2014","Not Working","1-pers.-HH","","","",""
"Yes","2014","Not Working","(Married) couple without C. ","","","",""
"Yes","2014","Not Working","Single parent ","","","",""
"Yes","2014","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2014","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2014","Not Working","Couple + C. LE and GT 16","","","",""
"No","2014","Full Time","1-pers.-HH","","","",""
"No","2014","Full Time","(Married) couple without C. ","","","",""
"No","2014","Full Time","Single parent ","","","",""
"No","2014","Full Time","Couple + C. LE 16 ","","","",""
"No","2014","Full Time","Couple + C. GT 16 ","","","",""
"No","2014","Full Time","Couple + C. LE and GT 16","","","",""
"No","2014","Part Time","1-pers.-HH","","","",""
"No","2014","Part Time","(Married) couple without C. ","","","",""
"No","2014","Part Time","Single parent ","","","",""
"No","2014","Part Time","Couple + C. LE 16 ","","","",""
"No","2014","Part Time","Couple + C. GT 16 ","","","",""
"No","2014","Part Time","Couple + C. LE and GT 16","","","",""
"No","2014","Not Working","1-pers.-HH","","","",""
"No","2014","Not Working","(Married) couple without C. ","","","",""
"No","2014","Not Working","Single parent ","","","",""
"No","2014","Not Working","Couple + C. LE 16 ","","","",""
"No","2014","Not Working","Couple + C. GT 16 ","","","",""
"No","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2015","Full Time","1-pers.-HH","208","0.195876036502016","0.172888231537585","0.218863841466447"
"Yes","2015","Full Time","(Married) couple without C. ","552","0.224020486996373","0.207241731522597","0.240799242470148"
"Yes","2015","Full Time","Single parent ","100","0.124496578588032","0.100773597904938","0.148219559271125"
"Yes","2015","Full Time","Couple + C. LE 16 ","351","0.12819963282148","0.116082180451123","0.140317085191837"
"Yes","2015","Full Time","Couple + C. GT 16 ","236","0.182467231698572","0.16105617455094","0.203878288846204"
"Yes","2015","Full Time","Couple + C. LE and GT 16","139","0.155439523335528","0.131252046700349","0.179626999970707"
"Yes","2015","Part Time","1-pers.-HH","179","0.257233497720961","0.224307141458457","0.290159853983465"
"Yes","2015","Part Time","(Married) couple without C. ","454","0.314473055857023","0.290558198485153","0.338387913228894"
"Yes","2015","Part Time","Single parent ","125","0.132062326622977","0.109794627218963","0.154330026026991"
"Yes","2015","Part Time","Couple + C. LE 16 ","176","0.0780006357023249","0.0669198332120116","0.0890814381926381"
"Yes","2015","Part Time","Couple + C. GT 16 ","167","0.161418430408738","0.137708709531709","0.185128151285767"
"Yes","2015","Part Time","Couple + C. LE and GT 16","69","0.0910816147469772","0.0707589555965469","0.111404273897408"
"Yes","2015","Not Working","1-pers.-HH","848","0.51024289466179","0.486479828023969","0.534005961299611"
"Yes","2015","Not Working","(Married) couple without C. ","1847","0.499454035340026","0.483303908246442","0.515604162433609"
"Yes","2015","Not Working","Single parent ","94","0.125217986800792","0.100665037863383","0.149770935738201"
"Yes","2015","Not Working","Couple + C. LE 16 ","84","0.0871255441648039","0.0688021605480216","0.105448927781586"
"Yes","2015","Not Working","Couple + C. GT 16 ","160","0.213462129549403","0.183717773936486","0.24320648516232"
"Yes","2015","Not Working","Couple + C. LE and GT 16","47","0.0658142426322088","0.0446242022778187","0.087004282986599"
"No","2015","Full Time","1-pers.-HH","937","0.804123963497984","0.781136158533552","0.827111768462415"
"No","2015","Full Time","(Married) couple without C. ","1820","0.775979513003627","0.759200757529852","0.792758268477403"
"No","2015","Full Time","Single parent ","644","0.875503421411968","0.851780440728875","0.899226402095062"
"No","2015","Full Time","Couple + C. LE 16 ","2573","0.87180036717852","0.859682914808163","0.883917819548877"
"No","2015","Full Time","Couple + C. GT 16 ","1014","0.817532768301428","0.796121711153795","0.83894382544906"
"No","2015","Full Time","Couple + C. LE and GT 16","723","0.844560476664472","0.820373000029293","0.868747953299651"
"No","2015","Part Time","1-pers.-HH","498","0.742766502279039","0.709840146016535","0.775692858541543"
"No","2015","Part Time","(Married) couple without C. ","994","0.685526944142977","0.661612086771106","0.709441801514847"
"No","2015","Part Time","Single parent ","763","0.867937673377023","0.845669973973009","0.890205372781037"
"No","2015","Part Time","Couple + C. LE 16 ","2074","0.921999364297675","0.910918561807362","0.933080166787988"
"No","2015","Part Time","Couple + C. GT 16 ","758","0.838581569591262","0.814871848714233","0.862291290468291"
"No","2015","Part Time","Couple + C. LE and GT 16","701","0.908918385253023","0.888595726102592","0.929241044403453"
"No","2015","Not Working","1-pers.-HH","852","0.48975710533821","0.465994038700389","0.513520171976031"
"No","2015","Not Working","(Married) couple without C. ","1835","0.500545964659975","0.484395837566391","0.516696091753558"
"No","2015","Not Working","Single parent ","604","0.874782013199208","0.850229064261799","0.899334962136617"
"No","2015","Not Working","Couple + C. LE 16 ","826","0.912874455835196","0.894551072218414","0.931197839451978"
"No","2015","Not Working","Couple + C. GT 16 ","569","0.786537870450597","0.75679351483768","0.816282226063514"
"No","2015","Not Working","Couple + C. LE and GT 16","479","0.934185757367791","0.912995717013401","0.955375797722181"
"Yes","2016","Full Time","1-pers.-HH","","","",""
"Yes","2016","Full Time","(Married) couple without C. ","","","",""
"Yes","2016","Full Time","Single parent ","","","",""
"Yes","2016","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2016","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2016","Part Time","1-pers.-HH","","","",""
"Yes","2016","Part Time","(Married) couple without C. ","","","",""
"Yes","2016","Part Time","Single parent ","","","",""
"Yes","2016","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2016","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2016","Not Working","1-pers.-HH","","","",""
"Yes","2016","Not Working","(Married) couple without C. ","","","",""
"Yes","2016","Not Working","Single parent ","","","",""
"Yes","2016","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2016","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2016","Not Working","Couple + C. LE and GT 16","","","",""
"No","2016","Full Time","1-pers.-HH","","","",""
"No","2016","Full Time","(Married) couple without C. ","","","",""
"No","2016","Full Time","Single parent ","","","",""
"No","2016","Full Time","Couple + C. LE 16 ","","","",""
"No","2016","Full Time","Couple + C. GT 16 ","","","",""
"No","2016","Full Time","Couple + C. LE and GT 16","","","",""
"No","2016","Part Time","1-pers.-HH","","","",""
"No","2016","Part Time","(Married) couple without C. ","","","",""
"No","2016","Part Time","Single parent ","","","",""
