"ple0018","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"No","2009","16-34 y.","3896","0.968207067325095","0.962774038140573","0.973640096509616","2"
"No","2009","35-65 y.","7739","0.780190836770222","0.772033810144723","0.788347863395721","2"
"No","2009","66 and older","2237","0.528810083587967","0.513747787302959","0.543872379872974","2"
"Yes","2009","16-34 y.","110","0.0317929326749054","0.0263599034903841","0.0372259618594267","1"
"Yes","2009","35-65 y.","2162","0.219809163229778","0.211652136604279","0.227966189855277","1"
"Yes","2009","66 and older","1982","0.471189916412033","0.456127620127026","0.486252212697041","1"
"No","2010","16-34 y.","","","","","2"
"No","2010","35-65 y.","","","","","2"
"No","2010","66 and older","","","","","2"
"Yes","2010","16-34 y.","","","","","1"
"Yes","2010","35-65 y.","","","","","1"
"Yes","2010","66 and older","","","","","1"
"No","2011","16-34 y.","4175","0.97069169049308","0.96565440349128","0.97572897749488","2"
"No","2011","35-65 y.","8734","0.75871473909544","0.750847791722637","0.766581686468243","2"
"No","2011","66 and older","2742","0.520835162453127","0.5072439866312","0.534426338275054","2"
"Yes","2011","16-34 y.","132","0.0293083095069198","0.0242710225051199","0.0343455965087197","1"
"Yes","2011","35-65 y.","2629","0.24128526090456","0.233418313531757","0.249152208277363","1"
"Yes","2011","66 and older","2448","0.479164837546873","0.465573661724946","0.4927560133688","1"
"No","2012","16-34 y.","","","","","2"
"No","2012","35-65 y.","","","","","2"
"No","2012","66 and older","","","","","2"
"Yes","2012","16-34 y.","","","","","1"
"Yes","2012","35-65 y.","","","","","1"
"Yes","2012","66 and older","","","","","1"
"No","2013","16-34 y.","3551","0.954550145334394","0.947846897171758","0.96125339349703","2"
"No","2013","35-65 y.","7529","0.720922010063404","0.712242777087608","0.729601243039201","2"
"No","2013","66 and older","2444","0.488941251002016","0.475088373279648","0.502794128724384","2"
"Yes","2013","16-34 y.","158","0.0454498546656065","0.0387466065029704","0.0521531028282425","1"
"Yes","2013","35-65 y.","2731","0.279077989936596","0.270398756960799","0.287757222912392","1"
"Yes","2013","66 and older","2558","0.511058748997984","0.497205871275615","0.524911626720352","1"
"No","2014","16-34 y.","","","","","2"
"No","2014","35-65 y.","","","","","2"
"No","2014","66 and older","","","","","2"
"Yes","2014","16-34 y.","","","","","1"
"Yes","2014","35-65 y.","","","","","1"
"Yes","2014","66 and older","","","","","1"
"No","2015","16-34 y.","5537","0.960415064812329","0.955384061127912","0.965446068496746","2"
"No","2015","35-65 y.","11277","0.740933474245996","0.733789753751789","0.748077194740202","2"
"No","2015","66 and older","2380","0.484487726539901","0.470566980120341","0.498408472959461","2"
"Yes","2015","16-34 y.","233","0.0395849351876709","0.0345539315032536","0.0446159388720883","1"
"Yes","2015","35-65 y.","3172","0.259066525754005","0.251922805259798","0.266210246248211","1"
"Yes","2015","66 and older","2571","0.515512273460099","0.501591527040539","0.529433019879659","1"
"No","2016","16-34 y.","","","","","2"
"No","2016","35-65 y.","","","","","2"
"No","2016","66 and older","","","","","2"
"Yes","2016","16-34 y.","","","","","1"
"Yes","2016","35-65 y.","","","","","1"
"Yes","2016","66 and older","","","","","1"
"No","2017","16-34 y.","6019","0.963612218277809","0.958968019400632","0.968256417154986","2"
"No","2017","35-65 y.","11828","0.737612961623199","0.730674876987972","0.744551046258426","2"
"No","2017","66 and older","2406","0.475987898167225","0.462190308032807","0.489785488301643","2"
"Yes","2017","16-34 y.","226","0.0363877817221908","0.0317435828450139","0.0410319805993676","1"
"Yes","2017","35-65 y.","3617","0.262387038376801","0.255448953741573","0.269325123012028","1"
"Yes","2017","66 and older","2627","0.524012101832775","0.510214511698357","0.537809691967193","1"
"No","2018","16-34 y.","","","","","2"
"No","2018","35-65 y.","","","","","2"
"No","2018","66 and older","","","","","2"
"Yes","2018","16-34 y.","","","","","1"
"Yes","2018","35-65 y.","","","","","1"
"Yes","2018","66 and older","","","","","1"
"No","2019","16-34 y.","5238","0.958520098964544","0.953229188917967","0.963811009011121","2"
"No","2019","35-65 y.","11501","0.733787817704437","0.726756214823006","0.740819420585868","2"
"No","2019","66 and older","2463","0.476530422584127","0.463016432425576","0.490044412742677","2"
"Yes","2019","16-34 y.","218","0.0414799010354555","0.0361889909888786","0.0467708110820325","1"
"Yes","2019","35-65 y.","3676","0.266212182295563","0.259180579414132","0.273243785176994","1"
"Yes","2019","66 and older","2784","0.523469577415874","0.509955587257323","0.536983567574424","1"
