"ple0018","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","Male","1781","0.633580817600393","0.615977569624894","0.651184065575893","2"
"No","2009","Full Time","Male","3814","0.842899807747608","0.832372481458067","0.85342713403715","2"
"No","2009","Full Time","Female","2094","0.871988412903399","0.858688102358646","0.885288723448151","2"
"No","2009","Not Working","Female","2618","0.632597585329566","0.617661240998954","0.647533929660177","2"
"No","2009","Part Time","Male","955","0.815286586234571","0.79310723716882","0.837465935300321","2"
"No","2009","Part Time","Female","2610","0.849649132627126","0.836977160931207","0.862321104323045","2"
"Yes","2009","Full Time","Male","776","0.157100192252392","0.14657286596285","0.167627518541933","1"
"Yes","2009","Full Time","Female","330","0.128011587096601","0.114711276551849","0.141311897641354","1"
"Yes","2009","Part Time","Male","221","0.18471341376543","0.162534064699679","0.20689276283118","1"
"Yes","2009","Part Time","Female","446","0.150350867372874","0.137678895676955","0.163022839068793","1"
"Yes","2009","Not Working","Male","1097","0.366419182399607","0.348815934424107","0.384022430375106","1"
"Yes","2009","Not Working","Female","1384","0.367402414670434","0.352466070339823","0.382338759001046","1"
"No","2010","Not Working","Male","","","","","2"
"No","2010","Full Time","Male","","","","","2"
"No","2010","Not Working","Female","","","","","2"
"No","2010","Full Time","Female","","","","","2"
"No","2010","Part Time","Male","","","","","2"
"No","2010","Part Time","Female","","","","","2"
"Yes","2010","Full Time","Male","","","","","1"
"Yes","2010","Full Time","Female","","","","","1"
"Yes","2010","Part Time","Male","","","","","1"
"Yes","2010","Part Time","Female","","","","","1"
"Yes","2010","Not Working","Male","","","","","1"
"Yes","2010","Not Working","Female","","","","","1"
"No","2011","Full Time","Male","4074","0.810491570048062","0.79965558054128","0.821327559554844","2"
"No","2011","Not Working","Male","2076","0.603888723506904","0.58751145479709","0.620265992216717","2"
"No","2011","Not Working","Female","3036","0.601697723808938","0.587731703471124","0.615663744146751","2"
"No","2011","Full Time","Female","2398","0.872549224676645","0.860164062419429","0.88493438693386","2"
"No","2011","Part Time","Male","1096","0.801337829713032","0.780347523777382","0.822328135648683","2"
"No","2011","Part Time","Female","2971","0.842536113194932","0.830496614502441","0.854575611887423","2"
"Yes","2011","Full Time","Male","951","0.189508429951938","0.178672440445156","0.20034441945872","1"
"Yes","2011","Full Time","Female","387","0.127450775323355","0.11506561306614","0.139835937580571","1"
"Yes","2011","Part Time","Male","292","0.198662170286968","0.177671864351317","0.219652476222618","1"
"Yes","2011","Part Time","Female","545","0.157463886805068","0.145424388112577","0.169503385497559","1"
"Yes","2011","Not Working","Male","1350","0.396111276493096","0.379734007783283","0.41248854520291","1"
"Yes","2011","Not Working","Female","1684","0.398302276191062","0.384336255853249","0.412268296528876","1"
"No","2012","Full Time","Male","","","","","2"
"No","2012","Full Time","Female","","","","","2"
"No","2012","Not Working","Male","","","","","2"
"No","2012","Not Working","Female","","","","","2"
"No","2012","Part Time","Male","","","","","2"
"No","2012","Part Time","Female","","","","","2"
"Yes","2012","Full Time","Male","","","","","1"
"Yes","2012","Full Time","Female","","","","","1"
"Yes","2012","Part Time","Male","","","","","1"
"Yes","2012","Part Time","Female","","","","","1"
"Yes","2012","Not Working","Male","","","","","1"
"Yes","2012","Not Working","Female","","","","","1"
"No","2013","Full Time","Male","3469","0.780581682316697","0.76838104338784","0.792782321245555","2"
"No","2013","Full Time","Female","2181","0.861542533674317","0.848207705212824","0.874877362135811","2"
"No","2013","Part Time","Male","952","0.750678371226732","0.726828750155213","0.774527992298252","2"
"No","2013","Part Time","Female","2680","0.790557785992756","0.776745542892259","0.804370029093253","2"
"No","2013","Not Working","Male","1777","0.560299970817939","0.543075682099787","0.577524259536092","2"
"No","2013","Not Working","Female","2465","0.554034318589951","0.538976310284661","0.569092326895241","2"
"Yes","2013","Full Time","Male","951","0.219418317683303","0.207217678754445","0.23161895661216","1"
"Yes","2013","Full Time","Female","396","0.138457466325683","0.125122637864189","0.151792294787176","1"
"Yes","2013","Part Time","Male","312","0.249321628773268","0.225472007701748","0.273171249844787","1"
"Yes","2013","Part Time","Female","654","0.209442214007244","0.195629970906747","0.223254457107741","1"
"Yes","2013","Not Working","Male","1413","0.439700029182061","0.422475740463908","0.456924317900213","1"
"Yes","2013","Not Working","Female","1721","0.445965681410049","0.430907673104759","0.461023689715339","1"
"No","2014","Full Time","Male","","","","","2"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"No","2015","Full Time","Male","5113","0.798464269592474","0.78853102056202","0.808397518622929","2"
"No","2015","Full Time","Female","2793","0.852188486204319","0.840003420529088","0.864373551879549","2"
"No","2015","Part Time","Male","1424","0.763385535654891","0.743811450463788","0.782959620845995","2"
"No","2015","Part Time","Female","4519","0.821025383395155","0.810732430258525","0.831318336531784","2"
"No","2015","Not Working","Male","2033","0.563148496104197","0.546576144585458","0.579720847622936","2"
"No","2015","Not Working","Female","3312","0.58893072655741","0.575381793008445","0.602479660106375","2"
"Yes","2015","Full Time","Male","1152","0.201535730407526","0.191602481377071","0.21146897943798","1"
"Yes","2015","Full Time","Female","466","0.147811513795681","0.135626448120451","0.159996579470912","1"
"Yes","2015","Part Time","Male","387","0.236614464345109","0.217040379154005","0.256188549536212","1"
"Yes","2015","Part Time","Female","809","0.178974616604845","0.168681663468216","0.189267569741475","1"
"Yes","2015","Not Working","Male","1408","0.436851503895803","0.420279152377064","0.453423855414542","1"
"Yes","2015","Not Working","Female","1754","0.41106927344259","0.397520339893625","0.424618206991555","1"
"No","2016","Full Time","Male","","","","","2"
"No","2016","Full Time","Female","","","","","2"
"No","2016","Part Time","Male","","","","","2"
"No","2016","Part Time","Female","","","","","2"
"No","2016","Not Working","Male","","","","","2"
"No","2016","Not Working","Female","","","","","2"
"Yes","2016","Part Time","Male","","","","","1"
"Yes","2016","Part Time","Female","","","","","1"
"Yes","2016","Full Time","Male","","","","","1"
"Yes","2016","Full Time","Female","","","","","1"
"Yes","2016","Not Working","Male","","","","","1"
"Yes","2016","Not Working","Female","","","","","1"
"No","2017","Full Time","Male","5331","0.789963444366615","0.780194597303703","0.799732291429528","2"
"No","2017","Full Time","Female","3147","0.852045307552478","0.840650961858957","0.863439653245998","2"
"No","2017","Part Time","Male","1636","0.777673876481118","0.759782941246737","0.795564811715498","2"
"No","2017","Part Time","Female","4700","0.805481558313792","0.79511896452586","0.815844152101723","2"
"No","2017","Not Working","Male","2139","0.580973600951844","0.564822489917242","0.597124711986446","2"
"No","2017","Not Working","Female","3300","0.586618948214987","0.573035853404918","0.600202043025056","2"
"Yes","2017","Part Time","Male","439","0.222326123518882","0.204435188284502","0.240217058753263","1"
"Yes","2017","Part Time","Female","905","0.194518441686208","0.184155847898277","0.20488103547414","1"
"Yes","2017","Not Working","Male","1446","0.419026399048156","0.402875288013554","0.435177510082758","1"
"Yes","2017","Full Time","Male","1348","0.210036555633385","0.200267708570472","0.219805402696297","1"
"Yes","2017","Full Time","Female","583","0.147954692447522","0.136560346754002","0.159349038141043","1"
"Yes","2017","Not Working","Female","1749","0.413381051785013","0.399797956974944","0.426964146595082","1"
"No","2018","Full Time","Male","","","","","2"
"No","2018","Full Time","Female","","","","","2"
"No","2018","Part Time","Male","","","","","2"
"No","2018","Part Time","Female","","","","","2"
"No","2018","Not Working","Male","","","","","2"
"No","2018","Not Working","Female","","","","","2"
"Yes","2018","Part Time","Male","","","","","1"
"Yes","2018","Part Time","Female","","","","","1"
"Yes","2018","Not Working","Male","","","","","1"
"Yes","2018","Full Time","Male","","","","","1"
"Yes","2018","Not Working","Female","","","","","1"
"Yes","2018","Full Time","Female","","","","","1"
"No","2019","Full Time","Male","5326","0.783559514620506","0.773781464247366","0.793337564993645","2"
"No","2019","Full Time","Female","3114","0.834557920862453","0.82259312712324","0.846522714601666","2"
"No","2019","Part Time","Male","1523","0.756145379216431","0.737414934992135","0.774875823440728","2"
"No","2019","Part Time","Female","4309","0.818479740199341","0.808019399769589","0.828940080629092","2"
"No","2019","Not Working","Male","2057","0.571603596511328","0.55525625469271","0.587950938329946","2"
"No","2019","Not Working","Female","2865","0.580283922924984","0.566017703127561","0.594550142722407","2"
"Yes","2019","Part Time","Male","496","0.243854620783569","0.225124176559272","0.262585065007865","1"
"Yes","2019","Part Time","Female","907","0.181520259800659","0.171059919370908","0.191980600230411","1"
"Yes","2019","Full Time","Male","1488","0.216440485379494","0.206662435006355","0.226218535752634","1"
"Yes","2019","Not Working","Male","1463","0.428396403488672","0.412049061670054","0.44474374530729","1"
"Yes","2019","Not Working","Female","1732","0.419716077075016","0.405449857277593","0.433982296872439","1"
"Yes","2019","Full Time","Female","591","0.165442079137547","0.153477285398334","0.17740687287676","1"
