"ple0018","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","16-34 y.","1-pers.-HH","535","0.954367647395779","0.936958687041467","0.971776607750091","2"
"No","2009","16-34 y.","Couple + C. GT 16 ","1059","0.986084770842713","0.979101843050367","0.99306769863506","2"
"No","2009","35-65 y.","Couple + C. GT 16 ","1422","0.74927110989049","0.729802439078073","0.768739780702907","2"
"No","2009","16-34 y.","Single parent ","389","0.966450406552482","0.948869997112404","0.984030815992559","2"
"No","2009","16-34 y.","Couple + C. LE 16 ","733","0.960116464123624","0.946194965510207","0.974037962737042","2"
"No","2009","66 and older","1-pers.-HH","595","0.512785168485115","0.484254025756513","0.541316311213717","2"
"No","2009","66 and older","(Married) couple without C. ","1454","0.532655548659396","0.513888112502339","0.551422984816454","2"
"No","2009","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2009","66 and older","Couple + C. GT 16 ","107","0.662414710511209","0.593332125595084","0.731497295427334","2"
"No","2009","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2009","35-65 y.","Couple + C. LE and GT 16","677","0.847639846251921","0.822845497431792","0.87243419507205","2"
"No","2009","16-34 y.","(Married) couple without C. ","720","0.968075271206769","0.955443047887057","0.980707494526481","2"
"No","2009","66 and older","Single parent ","33","0.509299783624957","0.38486347572589","0.633736091524025","2"
"No","2009","16-34 y.","Couple + C. LE and GT 16","367","0.973657164317734","0.957382542162334","0.989931786473133","2"
"No","2009","35-65 y.","1-pers.-HH","907","0.762598684589028","0.738311298602565","0.78688607057549","2"
"No","2009","35-65 y.","(Married) couple without C. ","2285","0.718494179364035","0.702965281282547","0.734023077445524","2"
"No","2009","35-65 y.","Single parent ","456","0.838563778052946","0.807269180374931","0.869858375730961","2"
"No","2009","35-65 y.","Couple + C. LE 16 ","1878","0.885470290158789","0.871837067455543","0.899103512862036","2"
"Yes","2009","16-34 y.","1-pers.-HH","17","","","","1"
"Yes","2009","16-34 y.","(Married) couple without C. ","24","","","","1"
"Yes","2009","16-34 y.","Single parent ","14","","","","1"
"Yes","2009","16-34 y.","Couple + C. LE 16 ","26","","","","1"
"Yes","2009","16-34 y.","Couple + C. GT 16 ","22","","","","1"
"Yes","2009","16-34 y.","Couple + C. LE and GT 16","5","","","","1"
"Yes","2009","35-65 y.","1-pers.-HH","272","0.237401315410972","0.21311392942451","0.261688701397435","1"
"Yes","2009","35-65 y.","(Married) couple without C. ","937","0.281505820635965","0.265976922554476","0.297034718717453","1"
"Yes","2009","35-65 y.","Single parent ","75","0.161436221947054","0.130141624269039","0.192730819625069","1"
"Yes","2009","35-65 y.","Couple + C. LE 16 ","218","0.114529709841211","0.100896487137964","0.128162932544457","1"
"Yes","2009","35-65 y.","Couple + C. GT 16 ","482","0.25072889010951","0.231260219297093","0.270197560921927","1"
"Yes","2009","35-65 y.","Couple + C. LE and GT 16","130","0.152360153748079","0.12756580492795","0.177154502568208","1"
"Yes","2009","66 and older","1-pers.-HH","584","0.487214831514885","0.458683688786283","0.515745974243487","1"
"Yes","2009","66 and older","(Married) couple without C. ","1261","0.467344451340604","0.448577015183546","0.486111887497661","1"
"Yes","2009","66 and older","Single parent ","29","","","","1"
"Yes","2009","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2009","66 and older","Couple + C. GT 16 ","73","0.337585289488791","0.268502704572667","0.406667874404916","1"
"Yes","2009","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2010","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2010","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2010","66 and older","1-pers.-HH","","","","","2"
"No","2010","66 and older","(Married) couple without C. ","","","","","2"
