"ple0018","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","Male","64","1","1","1"
"Yes","2009","Schleswig-Holstein","Female","64","1","1","1"
"Yes","2009","Hamburg","Male","25","","",""
"Yes","2009","Hamburg","Female","35","1","1","1"
"Yes","2009","Lower Saxony","Male","208","1","1","1"
"Yes","2009","Lower Saxony","Female","211","1","1","1"
"Yes","2009","Bremen","Male","15","","",""
"Yes","2009","Bremen","Female","11","","",""
"Yes","2009","North Rhine-Westphalia","Male","387","1","1","1"
"Yes","2009","North Rhine-Westphalia","Female","419","1","1","1"
"Yes","2009","Hesse","Male","148","1","1","1"
"Yes","2009","Hesse","Female","126","1","1","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Male","99","1","1","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Female","127","1","1","1"
"Yes","2009","Baden-Württemberg","Male","185","1","1","1"
"Yes","2009","Baden-Württemberg","Female","212","1","1","1"
"Yes","2009","Bavaria","Male","294","1","1","1"
"Yes","2009","Bavaria","Female","273","1","1","1"
"Yes","2009","Berlin","Male","93","1","1","1"
"Yes","2009","Berlin","Female","77","1","1","1"
"Yes","2009","Brandenburg","Male","106","1","1","1"
"Yes","2009","Brandenburg","Female","119","1","1","1"
"Yes","2009","Mecklenburg-Western Pomerania","Male","72","1","1","1"
"Yes","2009","Mecklenburg-Western Pomerania","Female","63","1","1","1"
"Yes","2009","Saxony","Male","182","1","1","1"
"Yes","2009","Saxony","Female","202","1","1","1"
"Yes","2009","Saxony-Anhalt","Male","110","1","1","1"
"Yes","2009","Saxony-Anhalt","Female","120","1","1","1"
"Yes","2009","Thuringia","Male","106","1","1","1"
"Yes","2009","Thuringia","Female","101","1","1","1"
"Yes","2010","Schleswig-Holstein","Male","","","",""
"Yes","2010","Schleswig-Holstein","Female","","","",""
"Yes","2010","Hamburg","Male","","","",""
"Yes","2010","Hamburg","Female","","","",""
"Yes","2010","Lower Saxony","Male","","","",""
"Yes","2010","Lower Saxony","Female","","","",""
"Yes","2010","Bremen","Male","","","",""
"Yes","2010","Bremen","Female","","","",""
"Yes","2010","North Rhine-Westphalia","Male","","","",""
"Yes","2010","North Rhine-Westphalia","Female","","","",""
"Yes","2010","Hesse","Male","","","",""
"Yes","2010","Hesse","Female","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2010","Baden-Württemberg","Male","","","",""
"Yes","2010","Baden-Württemberg","Female","","","",""
"Yes","2010","Bavaria","Male","","","",""
"Yes","2010","Bavaria","Female","","","",""
"Yes","2010","Berlin","Male","","","",""
"Yes","2010","Berlin","Female","","","",""
"Yes","2010","Brandenburg","Male","","","",""
"Yes","2010","Brandenburg","Female","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2010","Saxony","Male","","","",""
"Yes","2010","Saxony","Female","","","",""
"Yes","2010","Saxony-Anhalt","Male","","","",""
"Yes","2010","Saxony-Anhalt","Female","","","",""
"Yes","2010","Thuringia","Male","","","",""
"Yes","2010","Thuringia","Female","","","",""
"Yes","2011","Schleswig-Holstein","Male","78","1","1","1"
"Yes","2011","Schleswig-Holstein","Female","80","1","1","1"
"Yes","2011","Hamburg","Male","31","1","1","1"
"Yes","2011","Hamburg","Female","33","1","1","1"
"Yes","2011","Lower Saxony","Male","235","1","1","1"
"Yes","2011","Lower Saxony","Female","268","1","1","1"
"Yes","2011","Bremen","Male","12","","",""
