"ple0018","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","lower secondary degree","no migration background","1886","1","1","1"
"Yes","2009","lower secondary degree","direct migration background","83","1","1","1"
"Yes","2009","lower secondary degree","indirect migration background","14","","",""
"Yes","2009","secondary school degree","no migration background","1087","1","1","1"
"Yes","2009","secondary school degree","direct migration background","35","1","1","1"
"Yes","2009","secondary school degree","indirect migration background","6","","",""
"Yes","2009","college entrance qualification","no migration background","828","1","1","1"
"Yes","2009","college entrance qualification","direct migration background","23","","",""
"Yes","2009","college entrance qualification","indirect migration background","11","","",""
"Yes","2009","Other degree","no migration background","30","1","1","1"
"Yes","2009","Other degree","direct migration background","174","1","1","1"
"Yes","2009","Other degree","indirect migration background","1","","",""
"Yes","2009","no degree/no degree yet","no migration background","17","","",""
"Yes","2009","no degree/no degree yet","direct migration background","36","1","1","1"
"Yes","2009","no degree/no degree yet","indirect migration background","","","",""
"Yes","2010","lower secondary degree","no migration background","","","",""
"Yes","2010","lower secondary degree","direct migration background","","","",""
"Yes","2010","lower secondary degree","indirect migration background","","","",""
"Yes","2010","secondary school degree","no migration background","","","",""
"Yes","2010","secondary school degree","direct migration background","","","",""
"Yes","2010","secondary school degree","indirect migration background","","","",""
"Yes","2010","college entrance qualification","no migration background","","","",""
"Yes","2010","college entrance qualification","direct migration background","","","",""
"Yes","2010","college entrance qualification","indirect migration background","","","",""
"Yes","2010","Other degree","no migration background","","","",""
"Yes","2010","Other degree","direct migration background","","","",""
"Yes","2010","Other degree","indirect migration background","","","",""
"Yes","2010","no degree/no degree yet","no migration background","","","",""
"Yes","2010","no degree/no degree yet","direct migration background","","","",""
"Yes","2010","no degree/no degree yet","indirect migration background","","","",""
"Yes","2011","lower secondary degree","no migration background","2229","1","1","1"
"Yes","2011","lower secondary degree","direct migration background","95","1","1","1"
"Yes","2011","lower secondary degree","indirect migration background","17","","",""
"Yes","2011","secondary school degree","no migration background","1379","1","1","1"
"Yes","2011","secondary school degree","direct migration background","39","1","1","1"
"Yes","2011","secondary school degree","indirect migration background","10","","",""
"Yes","2011","college entrance qualification","no migration background","994","1","1","1"
"Yes","2011","college entrance qualification","direct migration background","26","","",""
"Yes","2011","college entrance qualification","indirect migration background","14","","",""
"Yes","2011","Other degree","no migration background","42","1","1","1"
"Yes","2011","Other degree","direct migration background","252","1","1","1"
"Yes","2011","Other degree","indirect migration background","2","","",""
"Yes","2011","no degree/no degree yet","no migration background","36","1","1","1"
"Yes","2011","no degree/no degree yet","direct migration background","37","1","1","1"
"Yes","2011","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2012","lower secondary degree","no migration background","","","",""
"Yes","2012","lower secondary degree","direct migration background","","","",""
"Yes","2012","lower secondary degree","indirect migration background","","","",""
"Yes","2012","secondary school degree","no migration background","","","",""
"Yes","2012","secondary school degree","direct migration background","","","",""
"Yes","2012","secondary school degree","indirect migration background","","","",""
"Yes","2012","college entrance qualification","no migration background","","","",""
"Yes","2012","college entrance qualification","direct migration background","","","",""
"Yes","2012","college entrance qualification","indirect migration background","","","",""
"Yes","2012","Other degree","no migration background","","","",""
"Yes","2012","Other degree","direct migration background","","","",""
"Yes","2012","Other degree","indirect migration background","","","",""
"Yes","2012","no degree/no degree yet","no migration background","","","",""
"Yes","2012","no degree/no degree yet","direct migration background","","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","","","",""
"Yes","2013","lower secondary degree","no migration background","2206","1","1","1"
"Yes","2013","lower secondary degree","direct migration background","71","1","1","1"
"Yes","2013","lower secondary degree","indirect migration background","18","","",""
"Yes","2013","secondary school degree","no migration background","1526","1","1","1"
"Yes","2013","secondary school degree","direct migration background","38","1","1","1"
"Yes","2013","secondary school degree","indirect migration background","22","","",""
"Yes","2013","college entrance qualification","no migration background","1117","1","1","1"
"Yes","2013","college entrance qualification","direct migration background","26","","",""
"Yes","2013","college entrance qualification","indirect migration background","19","","",""
"Yes","2013","Other degree","no migration background","49","1","1","1"
"Yes","2013","Other degree","direct migration background","245","1","1","1"
"Yes","2013","Other degree","indirect migration background","2","","",""
"Yes","2013","no degree/no degree yet","no migration background","44","1","1","1"
"Yes","2013","no degree/no degree yet","direct migration background","22","","",""
"Yes","2013","no degree/no degree yet","indirect migration background","","","",""
"Yes","2014","lower secondary degree","no migration background","","","",""
"Yes","2014","lower secondary degree","direct migration background","","","",""
"Yes","2014","lower secondary degree","indirect migration background","","","",""
"Yes","2014","secondary school degree","no migration background","","","",""
"Yes","2014","secondary school degree","direct migration background","","","",""
"Yes","2014","secondary school degree","indirect migration background","","","",""
"Yes","2014","college entrance qualification","no migration background","","","",""
"Yes","2014","college entrance qualification","direct migration background","","","",""
"Yes","2014","college entrance qualification","indirect migration background","","","",""
"Yes","2014","Other degree","no migration background","","","",""
"Yes","2014","Other degree","direct migration background","","","",""
"Yes","2014","Other degree","indirect migration background","","","",""
"Yes","2014","no degree/no degree yet","no migration background","","","",""
"Yes","2014","no degree/no degree yet","direct migration background","","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes","2015","lower secondary degree","no migration background","2119","1","1","1"
"Yes","2015","lower secondary degree","direct migration background","86","1","1","1"
"Yes","2015","lower secondary degree","indirect migration background","34","1","1","1"
"Yes","2015","secondary school degree","no migration background","1705","1","1","1"
