"ple0018","year","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","3866","0.249275717115634","0.242518240331368","0.2560331938999"
"Yes","2009","direct migration background","355","0.212009196413325","0.192394210872615","0.231624181954034"
"Yes","2009","indirect migration background","33","0.0483341294620752","0.0326137050078032","0.0640545539163471"
"No","2009","no migration background","11877","0.750724282884366","0.7439668061001","0.757481759668632"
"No","2009","direct migration background","1313","0.787990803586675","0.768375818045966","0.807605789127385"
"No","2009","indirect migration background","682","0.951665870537925","0.935945446083653","0.967386294992197"
"Yes","2010","no migration background","","","",""
"Yes","2010","direct migration background","","","",""
"Yes","2010","indirect migration background","","","",""
"No","2010","no migration background","","","",""
"No","2010","direct migration background","","","",""
"No","2010","indirect migration background","","","",""
"Yes","2011","no migration background","4701","0.270310933314884","0.263830284118769","0.276791582510998"
"Yes","2011","direct migration background","462","0.235618036243329","0.217111212543457","0.254124859943201"
"Yes","2011","indirect migration background","46","0.0536058588673311","0.0379881669237447","0.0692235508109176"
"No","2011","no migration background","13340","0.729689066685116","0.723208417489002","0.736169715881231"
"No","2011","direct migration background","1558","0.764381963756671","0.745875140056799","0.782888787456543"
"No","2011","indirect migration background","753","0.946394141132669","0.930776449189082","0.962011833076255"
"Yes","2012","no migration background","","","",""
"Yes","2012","direct migration background","","","",""
"Yes","2012","indirect migration background","","","",""
"No","2012","no migration background","","","",""
"No","2012","direct migration background","","","",""
"No","2012","indirect migration background","","","",""
"Yes","2013","no migration background","4974","0.309116795138873","0.302078059461779","0.316155530815966"
"Yes","2013","direct migration background","411","0.252006371032659","0.231343537510211","0.272669204555108"
"Yes","2013","indirect migration background","62","0.109519378505814","0.0866450000824315","0.132393756929196"
"No","2013","no migration background","11585","0.690883204861128","0.683844469184034","0.697921940538221"
"No","2013","direct migration background","1285","0.74799362896734","0.727330795444892","0.768656462489789"
"No","2013","indirect migration background","654","0.890480621494186","0.867606243070804","0.913354999917569"
"Yes","2014","no migration background","","","",""
"Yes","2014","direct migration background","","","",""
"Yes","2014","indirect migration background","","","",""
"No","2014","no migration background","","","",""
"No","2014","direct migration background","","","",""
"No","2014","indirect migration background","","","",""
"Yes","2015","no migration background","5150","0.299303129753476","0.29282816641269","0.305778093094262"
"Yes","2015","direct migration background","710","0.203530301066902","0.191525495668505","0.215535106465299"
"Yes","2015","indirect migration background","116","0.0641957506853948","0.052307973786473","0.0760835275843165"
"No","2015","no migration background","14066","0.700696870246524","0.694221906905738","0.70717183358731"
"No","2015","direct migration background","3611","0.796469698933098","0.784464893534701","0.808474504331494"
"No","2015","indirect migration background","1517","0.935804249314605","0.923916472415684","0.947692026213527"
"Yes","2016","no migration background","","","",""
"Yes","2016","direct migration background","","","",""
"Yes","2016","indirect migration background","","","",""
"No","2016","no migration background","","","",""
"No","2016","direct migration background","","","",""
"No","2016","indirect migration background","","","",""
"Yes","2017","no migration background","5552","0.300093652198877","0.293795386361327","0.306391918036427"
"Yes","2017","direct migration background","780","0.208415294428243","0.196763410285419","0.220067178571067"
"Yes","2017","indirect migration background","138","0.0740662756760366","0.0616721403532648","0.0864604109988084"
"No","2017","no migration background","14788","0.699906347801123","0.693608081963573","0.706204613638673"
"No","2017","direct migration background","3888","0.791584705571757","0.779932821428932","0.803236589714581"
"No","2017","indirect migration background","1577","0.925933724323963","0.913539589001192","0.938327859646735"
"Yes","2018","no migration background","","","",""
"Yes","2018","direct migration background","","","",""
"Yes","2018","indirect migration background","","","",""
"No","2018","no migration background","","","",""
"No","2018","direct migration background","","","",""
"No","2018","indirect migration background","","","",""
"Yes","2019","no migration background","5748","0.303072332306782","0.296751705802439","0.309392958811126"
"Yes","2019","direct migration background","736","0.223580211459508","0.210434754702678","0.236725668216337"
"Yes","2019","indirect migration background","194","0.0993221720535484","0.085150179143485","0.113494164963612"
"No","2019","no migration background","14562","0.696927667693218","0.690607041188874","0.703248294197562"
"No","2019","direct migration background","3123","0.776419788540492","0.763274331783663","0.789565245297322"
"No","2019","indirect migration background","1517","0.900677827946452","0.886505835036388","0.914849820856515"
