"ple0018","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Employed","vocational + Abi","179","0.737162652603099","0.681932228550489","0.792393076655708","2"
"No","2009","Employed","inadequately","66","0.92558199283635","0.864960265177147","0.986203720495552","2"
"No","2009","Employed","higher vocational","738","0.820501250674326","0.795594274287974","0.845408227060679","2"
"No","2009","Not Employed","in school","250","0.98268112687071","0.966574153391271","0.998788100350148","2"
"No","2009","Not Employed","inadequately","61","0.645248858619439","0.550037722579458","0.74045999465942","2"
"No","2009","Not Employed","higher vocational","247","0.579693735159566","0.532820435528359","0.626567034790772","2"
"No","2009","Employed","general elemantary","668","0.869500160004068","0.84545640794685","0.893543912061287","2"
"No","2009","Employed","higher education","2446","0.860508969101773","0.847989739643645","0.8730281985599","2"
"No","2009","Not Employed","general elemantary","655","0.592542370482222","0.562934566996702","0.622150173967743","2"
"No","2009","Not Employed","middle vocational","2210","0.617396360285869","0.601417494081174","0.633375226490565","2"
"No","2009","Not Employed","higher education","657","0.592714592824819","0.563771394838945","0.621657790810694","2"
"No","2009","Employed","in school","61","1","1","1","2"
"No","2009","Employed","middle vocational","4636","0.828501709223326","0.818591005460242","0.838412412986409","2"
"No","2009","Employed","vocational + Abi","673","0.893544514536749","0.87160286257621","0.915486166497289","2"
"Yes","2009","Not Employed","in school","2","","","","1"
"Yes","2009","Not Employed","inadequately","36","0.354751141380561","0.25954000534058","0.449962277420542","1"
"Yes","2009","Not Employed","general elemantary","403","0.407457629517778","0.377849826032257","0.437065433003298","1"
"Yes","2009","Not Employed","middle vocational","1344","0.382603639714131","0.366624773509435","0.398582505918826","1"
"Yes","2009","Not Employed","vocational + Abi","65","0.262837347396901","0.207606923344292","0.318067771449511","1"
"Yes","2009","Not Employed","higher vocational","179","0.420306264840434","0.373432965209228","0.467179564471641","1"
"Yes","2009","Not Employed","higher education","450","0.407285407175181","0.378342209189306","0.436228605161055","1"
"Yes","2009","Employed","in school","","","","","1"
"Yes","2009","Employed","inadequately","6","","","","1"
"Yes","2009","Employed","general elemantary","86","0.130499839995932","0.106456087938713","0.15454359205315","1"
"Yes","2009","Employed","middle vocational","921","0.171498290776674","0.161587587013591","0.181408994539758","1"
"Yes","2009","Employed","vocational + Abi","86","0.10645548546325","0.0845138335027114","0.12839713742379","1"
"Yes","2009","Employed","higher vocational","174","0.179498749325674","0.154591772939322","0.204405725712026","1"
"Yes","2009","Employed","higher education","496","0.139491030898227","0.1269718014401","0.152010260356355","1"
"No","2010","Not Employed","in school","","","","","2"
"No","2010","Not Employed","inadequately","","","","","2"
"No","2010","Not Employed","vocational + Abi","","","","","2"
"No","2010","Not Employed","higher vocational","","","","","2"
"No","2010","Employed","inadequately","","","","","2"
"No","2010","Employed","general elemantary","","","","","2"
"No","2010","Employed","higher vocational","","","","","2"
"No","2010","Employed","higher education","","","","","2"
"No","2010","Not Employed","general elemantary","","","","","2"
"No","2010","Not Employed","middle vocational","","","","","2"
"No","2010","Not Employed","higher education","","","","","2"
"No","2010","Employed","in school","","","","","2"
"No","2010","Employed","middle vocational","","","","","2"
"No","2010","Employed","vocational + Abi","","","","","2"
"Yes","2010","Not Employed","in school","","","","","1"
"Yes","2010","Not Employed","inadequately","","","","","1"
"Yes","2010","Not Employed","general elemantary","","","","","1"
"Yes","2010","Not Employed","middle vocational","","","","","1"
"Yes","2010","Not Employed","vocational + Abi","","","","","1"
"Yes","2010","Not Employed","higher vocational","","","","","1"
"Yes","2010","Not Employed","higher education","","","","","1"
"Yes","2010","Employed","in school","","","","","1"
"Yes","2010","Employed","inadequately","","","","","1"
"Yes","2010","Employed","general elemantary","","","","","1"
"Yes","2010","Employed","middle vocational","","","","","1"
"Yes","2010","Employed","vocational + Abi","","","","","1"
"Yes","2010","Employed","higher vocational","","","","","1"
"Yes","2010","Employed","higher education","","","","","1"
"No","2011","Not Employed","in school","247","0.991325365817319","0.979807232219304","1.00284349941533","2"
"No","2011","Not Employed","vocational + Abi","189","0.655639600076759","0.599378010311124","0.711901189842394","2"
"No","2011","Employed","inadequately","81","0.840004027676634","0.765893590793252","0.914114464560016","2"
"No","2011","Not Employed","inadequately","93","0.682014287491133","0.604596415279903","0.759432159702362","2"
"No","2011","Not Employed","higher vocational","274","0.559538748513017","0.514894016129252","0.604183480896783","2"
"No","2011","Employed","general elemantary","797","0.862212929834562","0.83983085203579","0.884595007633334","2"
"No","2011","Not Employed","general elemantary","782","0.581587515687303","0.554531583781909","0.608643447592697","2"
"No","2011","Not Employed","middle vocational","2615","0.591388115992141","0.57663165487015","0.606144577114132","2"
"No","2011","Not Employed","higher education","791","0.559735057216101","0.533135871543159","0.586334242889043","2"
"No","2011","Employed","in school","64","1","1","1","2"
"No","2011","Employed","middle vocational","5132","0.81443025268691","0.804819088707617","0.824041416666203","2"
"No","2011","Employed","vocational + Abi","828","0.878662228417342","0.857733093786153","0.89959136304853","2"
"No","2011","Employed","higher vocational","761","0.764713848730331","0.738143062487471","0.79128463497319","2"
"No","2011","Employed","higher education","2695","0.848949782682469","0.836661030375741","0.861238534989198","2"
"Yes","2011","Not Employed","in school","2","","","","1"
"Yes","2011","Not Employed","inadequately","46","0.317985712508867","0.240567840297638","0.395403584720097","1"
"Yes","2011","Not Employed","general elemantary","495","0.418412484312697","0.391356552407303","0.445468416218091","1"
