"ple0018","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","in school","2","","",""
"Yes","2009","no migration background","inadequately","11","","",""
"Yes","2009","no migration background","general elemantary","383","0.31542884944782","0.290197766835465","0.340659932060175"
"Yes","2009","no migration background","middle vocational","2134","0.269192242388401","0.259595691310396","0.278788793466406"
"Yes","2009","no migration background","vocational + Abi","118","0.137668983242029","0.11373325676988","0.161604709714178"
"Yes","2009","no migration background","higher vocational","325","0.262227484949347","0.237464834800263","0.286990135098431"
"Yes","2009","no migration background","higher education","889","0.223993482590553","0.210499410951248","0.237487554229859"
"Yes","2009","direct migration background","in school","","","",""
"Yes","2009","direct migration background","inadequately","31","0.347238995423645","0.24995407590269","0.4445239149446"
"Yes","2009","direct migration background","general elemantary","102","0.304887231759381","0.257529376043085","0.352245087475677"
"Yes","2009","direct migration background","middle vocational","116","0.183810799383485","0.153248470636103","0.214373128130867"
"Yes","2009","direct migration background","vocational + Abi","31","0.210831830796157","0.149515451751308","0.272148209841007"
"Yes","2009","direct migration background","higher vocational","23","","",""
"Yes","2009","direct migration background","higher education","51","0.146333520395413","0.105932675227796","0.18673436556303"
"Yes","2009","indirect migration background","in school","","","",""
"Yes","2009","indirect migration background","inadequately","","","",""
"Yes","2009","indirect migration background","general elemantary","4","","",""
"Yes","2009","indirect migration background","middle vocational","15","","",""
"Yes","2009","indirect migration background","vocational + Abi","2","","",""
"Yes","2009","indirect migration background","higher vocational","5","","",""
"Yes","2009","indirect migration background","higher education","6","","",""
"No","2009","no migration background","in school","251","0.98069137665986","0.963735132401877","0.997647620917844"
"No","2009","no migration background","inadequately","57","0.902922749049224","0.832554350575673","0.973291147522774"
"No","2009","no migration background","general elemantary","920","0.68457115055218","0.659340067939825","0.709802233164535"
"No","2009","no migration background","middle vocational","6072","0.730807757611599","0.721211206533594","0.740404308689604"
"No","2009","no migration background","vocational + Abi","678","0.862331016757971","0.838395290285822","0.88626674323012"
"No","2009","no migration background","higher vocational","887","0.737772515050653","0.713009864901569","0.762535165199737"
"No","2009","no migration background","higher education","2778","0.776006517409447","0.762512445770141","0.789500589048753"
"No","2009","direct migration background","in school","11","","",""
"No","2009","direct migration background","inadequately","61","0.652761004576355","0.5554760850554","0.75004592409731"
"No","2009","direct migration background","general elemantary","261","0.695112768240619","0.647754912524323","0.742470623956915"
"No","2009","direct migration background","middle vocational","501","0.816189200616515","0.785626871869133","0.846751529363897"
"No","2009","direct migration background","vocational + Abi","139","0.789168169203843","0.727851790158993","0.850484548248692"
"No","2009","direct migration background","higher vocational","73","0.775528746027663","0.692066168832209","0.858991323223118"
"No","2009","direct migration background","higher education","243","0.853666479604587","0.81326563443697","0.894067324772204"
"No","2009","indirect migration background","in school","49","1","1","1"
"No","2009","indirect migration background","inadequately","9","","",""
"No","2009","indirect migration background","general elemantary","142","0.943053280229441","0.905463123658256","0.980643436800626"
"No","2009","indirect migration background","middle vocational","273","0.946839833507885","0.920928887249396","0.972750779766373"
"No","2009","indirect migration background","vocational + Abi","35","0.987910451219657","0.952696799469377","1.02312410296994"
"No","2009","indirect migration background","higher vocational","25","","",""
"No","2009","indirect migration background","higher education","82","0.952521147760103","0.908089320486983","0.996952975033223"
"Yes","2010","no migration background","in school","","","",""
"Yes","2010","no migration background","inadequately","","","",""
"Yes","2010","no migration background","general elemantary","","","",""
"Yes","2010","no migration background","middle vocational","","","",""
"Yes","2010","no migration background","vocational + Abi","","","",""
"Yes","2010","no migration background","higher vocational","","","",""
"Yes","2010","no migration background","higher education","","","",""
"Yes","2010","direct migration background","in school","","","",""
"Yes","2010","direct migration background","inadequately","","","",""
"Yes","2010","direct migration background","general elemantary","","","",""
"Yes","2010","direct migration background","middle vocational","","","",""
"Yes","2010","direct migration background","vocational + Abi","","","",""
"Yes","2010","direct migration background","higher vocational","","","",""
"Yes","2010","direct migration background","higher education","","","",""
"Yes","2010","indirect migration background","in school","","","",""
"Yes","2010","indirect migration background","inadequately","","","",""
"Yes","2010","indirect migration background","general elemantary","","","",""
"Yes","2010","indirect migration background","middle vocational","","","",""
"Yes","2010","indirect migration background","vocational + Abi","","","",""
"Yes","2010","indirect migration background","higher vocational","","","",""
"Yes","2010","indirect migration background","higher education","","","",""
"No","2010","no migration background","in school","","","",""
"No","2010","no migration background","inadequately","","","",""
"No","2010","no migration background","general elemantary","","","",""
"No","2010","no migration background","middle vocational","","","",""
"No","2010","no migration background","vocational + Abi","","","",""
"No","2010","no migration background","higher vocational","","","",""
"No","2010","no migration background","higher education","","","",""
"No","2010","direct migration background","in school","","","",""
"No","2010","direct migration background","inadequately","","","",""
"No","2010","direct migration background","general elemantary","","","",""
"No","2010","direct migration background","middle vocational","","","",""
"No","2010","direct migration background","vocational + Abi","","","",""
"No","2010","direct migration background","higher vocational","","","",""
"No","2010","direct migration background","higher education","","","",""
"No","2010","indirect migration background","in school","","","",""
"No","2010","indirect migration background","inadequately","","","",""
"No","2010","indirect migration background","general elemantary","","","",""
"No","2010","indirect migration background","middle vocational","","","",""
"No","2010","indirect migration background","vocational + Abi","","","",""
"No","2010","indirect migration background","higher vocational","","","",""
"No","2010","indirect migration background","higher education","","","",""
