"ple0018","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2009","in school","West Germany","2","","",""
"Yes","2009","in school","East Germany","","","",""
"Yes","2009","inadequately","West Germany","41","0.246221399833177","0.17795811614157","0.314484683524783"
"Yes","2009","inadequately","East Germany","1","","",""
"Yes","2009","general elemantary","West Germany","420","0.29315397182955","0.270462971163703","0.315844972495397"
"Yes","2009","general elemantary","East Germany","69","0.292661057868927","0.237984202876861","0.347337912860994"
"Yes","2009","middle vocational","West Germany","1597","0.247612744399303","0.23727911002104","0.257946378777566"
"Yes","2009","middle vocational","East Germany","668","0.271356246523287","0.253599752244921","0.289112740801652"
"Yes","2009","vocational + Abi","West Germany","126","0.14006853580011","0.11673713348895","0.16339993811127"
"Yes","2009","vocational + Abi","East Germany","25","","",""
"Yes","2009","higher vocational","West Germany","222","0.231566765445142","0.204951817633403","0.258181713256881"
"Yes","2009","higher vocational","East Germany","131","0.350114919900806","0.30170690566958","0.398522934132033"
"Yes","2009","higher education","West Germany","574","0.182481937170586","0.168276731016483","0.196687143324689"
"Yes","2009","higher education","East Germany","372","0.304379641504005","0.278442095572786","0.330317187435224"
"No","2009","in school","West Germany","256","0.98308541671711","0.967350497547695","0.998820335886524"
"No","2009","in school","East Germany","55","1","1","1"
"No","2009","inadequately","West Germany","112","0.753778600166823","0.685515316475217","0.82204188385843"
"No","2009","inadequately","East Germany","15","","",""
"No","2009","general elemantary","West Germany","1126","0.70684602817045","0.684155027504603","0.729537028836297"
"No","2009","general elemantary","East Germany","197","0.707338942131073","0.652662087139007","0.762015797123139"
"No","2009","middle vocational","West Germany","5105","0.752387255600697","0.742053621222434","0.76272088997896"
"No","2009","middle vocational","East Germany","1741","0.728643753476713","0.710887259198348","0.746400247755079"
"No","2009","vocational + Abi","West Germany","724","0.85993146419989","0.836600061888729","0.88326286651105"
"No","2009","vocational + Abi","East Germany","128","0.801168376039361","0.737926170895124","0.864410581183598"
"No","2009","higher vocational","West Germany","743","0.768433234554858","0.741818286743119","0.795048182366597"
"No","2009","higher vocational","East Germany","242","0.649885080099193","0.601477065867967","0.69829309433042"
"No","2009","higher education","West Germany","2266","0.817518062829414","0.803312856675311","0.831723268983517"
"No","2009","higher education","East Germany","837","0.695620358495995","0.669682812564776","0.721557904427214"
"Yes","2010","in school","West Germany","","","",""
"Yes","2010","in school","East Germany","","","",""
"Yes","2010","inadequately","West Germany","","","",""
"Yes","2010","inadequately","East Germany","","","",""
"Yes","2010","general elemantary","West Germany","","","",""
"Yes","2010","general elemantary","East Germany","","","",""
"Yes","2010","middle vocational","West Germany","","","",""
"Yes","2010","middle vocational","East Germany","","","",""
"Yes","2010","vocational + Abi","West Germany","","","",""
"Yes","2010","vocational + Abi","East Germany","","","",""
"Yes","2010","higher vocational","West Germany","","","",""
"Yes","2010","higher vocational","East Germany","","","",""
"Yes","2010","higher education","West Germany","","","",""
"Yes","2010","higher education","East Germany","","","",""
"No","2010","in school","West Germany","","","",""
"No","2010","in school","East Germany","","","",""
"No","2010","inadequately","West Germany","","","",""
"No","2010","inadequately","East Germany","","","",""
"No","2010","general elemantary","West Germany","","","",""
"No","2010","general elemantary","East Germany","","","",""
"No","2010","middle vocational","West Germany","","","",""
"No","2010","middle vocational","East Germany","","","",""
"No","2010","vocational + Abi","West Germany","","","",""
"No","2010","vocational + Abi","East Germany","","","",""
"No","2010","higher vocational","West Germany","","","",""
"No","2010","higher vocational","East Germany","","","",""
"No","2010","higher education","West Germany","","","",""
"No","2010","higher education","East Germany","","","",""
"Yes","2011","in school","West Germany","2","","",""
"Yes","2011","in school","East Germany","","","",""
"Yes","2011","inadequately","West Germany","54","0.273276303155382","0.212123178117088","0.334429428193676"
"Yes","2011","inadequately","East Germany","5","","",""
"Yes","2011","general elemantary","West Germany","532","0.307403117271305","0.286595300642708","0.328210933899902"
"Yes","2011","general elemantary","East Germany","77","0.256807563188865","0.207289113152602","0.306326013225128"
"Yes","2011","middle vocational","West Germany","2003","0.266373487836615","0.256627292586664","0.276119683086567"
"Yes","2011","middle vocational","East Germany","798","0.307428203563503","0.289843319579946","0.325013087547061"
"Yes","2011","vocational + Abi","West Germany","165","0.171353136751856","0.14835198765176","0.194354285851952"
"Yes","2011","vocational + Abi","East Germany","27","","",""
"Yes","2011","higher vocational","West Germany","278","0.288885607045607","0.261470740991003","0.316300473100211"
"Yes","2011","higher vocational","East Germany","141","0.347469340443719","0.301037476897756","0.393901203989682"
"Yes","2011","higher education","West Germany","675","0.197139525894815","0.183582256272394","0.210696795517235"
"Yes","2011","higher education","East Germany","439","0.357724078259929","0.331587318777821","0.383860837742036"
"No","2011","in school","West Germany","276","0.992776521343764","0.982821902429537","1.00273114025799"
"No","2011","in school","East Germany","35","1","1","1"
"No","2011","inadequately","West Germany","150","0.726723696844618","0.665570571806324","0.787876821882912"
"No","2011","inadequately","East Germany","24","","",""
"No","2011","general elemantary","West Germany","1357","0.692596882728695","0.671789066100098","0.713404699357292"
"No","2011","general elemantary","East Germany","222","0.743192436811135","0.693673986774872","0.792710886847398"
"No","2011","middle vocational","West Germany","5900","0.733626512163385","0.723880316913433","0.743372707413336"
"No","2011","middle vocational","East Germany","1847","0.692571796436497","0.674986912452939","0.710156680420054"
"No","2011","vocational + Abi","West Germany","866","0.828646863248144","0.805645714148048","0.85164801234824"
"No","2011","vocational + Abi","East Germany","151","0.827478167679516","0.771972364297372","0.882983971061659"
"No","2011","higher vocational","West Germany","772","0.711114392954393","0.683699526899789","0.738529259008997"
"No","2011","higher vocational","East Germany","263","0.652530659556281","0.606098796010318","0.698962523102244"
"No","2011","higher education","West Germany","2633","0.802860474105185","0.789303204482765","0.816417743727605"
"No","2011","higher education","East Germany","853","0.642275921740071","0.616139162257964","0.668412681222179"
"Yes","2012","in school","West Germany","","","",""
"Yes","2012","in school","East Germany","","","",""
"Yes","2012","inadequately","West Germany","","","",""
"Yes","2012","inadequately","East Germany","","","",""
"Yes","2012","general elemantary","West Germany","","","",""
"Yes","2012","general elemantary","East Germany","","","",""
"Yes","2012","middle vocational","West Germany","","","",""
"Yes","2012","middle vocational","East Germany","","","",""
"Yes","2012","vocational + Abi","West Germany","","","",""
"Yes","2012","vocational + Abi","East Germany","","","",""
"Yes","2012","higher vocational","West Germany","","","",""
"Yes","2012","higher vocational","East Germany","","","",""
"Yes","2012","higher education","West Germany","","","",""
"Yes","2012","higher education","East Germany","","","",""
"No","2012","in school","West Germany","","","",""
"No","2012","in school","East Germany","","","",""
"No","2012","inadequately","West Germany","","","",""
"No","2012","inadequately","East Germany","","","",""
"No","2012","general elemantary","West Germany","","","",""
"No","2012","general elemantary","East Germany","","","",""
"No","2012","middle vocational","West Germany","","","",""
"No","2012","middle vocational","East Germany","","","",""
"No","2012","vocational + Abi","West Germany","","","",""
"No","2012","vocational + Abi","East Germany","","","",""
"No","2012","higher vocational","West Germany","","","",""
"No","2012","higher vocational","East Germany","","","",""
"No","2012","higher education","West Germany","","","",""
"No","2012","higher education","East Germany","","","",""
"Yes","2013","in school","West Germany","5","","",""
"Yes","2013","in school","East Germany","1","","",""
"Yes","2013","inadequately","West Germany","39","0.27711123127765","0.208611483928223","0.345610978627077"
"Yes","2013","inadequately","East Germany","5","","",""
"Yes","2013","general elemantary","West Germany","509","0.354218191158933","0.330913831916481","0.377522550401385"
"Yes","2013","general elemantary","East Germany","64","0.236256086817293","0.183388725488546","0.28912344814604"
"Yes","2013","middle vocational","West Germany","2057","0.306460920728813","0.295728214149482","0.317193627308144"
"Yes","2013","middle vocational","East Germany","877","0.374906993110053","0.355421275478359","0.394392710741748"
"Yes","2013","vocational + Abi","West Germany","197","0.205941213591887","0.17997921652553","0.231903210658244"
"Yes","2013","vocational + Abi","East Germany","30","0.230268512235633","0.167167410833945","0.293369613637321"
"Yes","2013","higher vocational","West Germany","283","0.31238126971988","0.28301772619391","0.341744813245849"
"Yes","2013","higher vocational","East Germany","145","0.388572493719387","0.33930474905002","0.437840238388753"
"Yes","2013","higher education","West Germany","759","0.235990450694962","0.221430157105847","0.250550744284077"
"Yes","2013","higher education","East Germany","460","0.387902449252563","0.36045843721173","0.415346461293395"
"No","2013","in school","West Germany","222","0.969569580170458","0.947224669382213","0.991914490958703"
"No","2013","in school","East Germany","32","0.985219703234637","0.944047961252204","1.02639144521707"
"No","2013","inadequately","West Germany","125","0.72288876872235","0.654389021372923","0.791388516071777"
"No","2013","inadequately","East Germany","26","","",""
"No","2013","general elemantary","West Germany","1109","0.645781808841067","0.622477449598615","0.669086168083519"
"No","2013","general elemantary","East Germany","184","0.763743913182707","0.71087655185396","0.816611274511455"
"No","2013","middle vocational","West Germany","5031","0.693539079271187","0.682806372691856","0.704271785850518"
"No","2013","middle vocational","East Germany","1494","0.625093006889947","0.605607289258252","0.644578724521641"
"No","2013","vocational + Abi","West Germany","735","0.794058786408113","0.768096789341756","0.82002078347447"
"No","2013","vocational + Abi","East Germany","141","0.769731487764367","0.706630386362679","0.832832589166055"
"No","2013","higher vocational","West Germany","674","0.68761873028012","0.658255186754151","0.716982273806089"
"No","2013","higher vocational","East Germany","231","0.611427506280613","0.562159761611247","0.66069525094998"
"No","2013","higher education","West Germany","2508","0.764009549305038","0.749449255715924","0.778569842894153"
"No","2013","higher education","East Germany","751","0.612097550747437","0.584653538706605","0.63954156278827"
"Yes","2014","in school","West Germany","","","",""
"Yes","2014","in school","East Germany","","","",""
"Yes","2014","inadequately","West Germany","","","",""
"Yes","2014","inadequately","East Germany","","","",""
"Yes","2014","general elemantary","West Germany","","","",""
"Yes","2014","general elemantary","East Germany","","","",""
"Yes","2014","middle vocational","West Germany","","","",""
"Yes","2014","middle vocational","East Germany","","","",""
"Yes","2014","vocational + Abi","West Germany","","","",""
"Yes","2014","vocational + Abi","East Germany","","","",""
"Yes","2014","higher vocational","West Germany","","","",""
"Yes","2014","higher vocational","East Germany","","","",""
"Yes","2014","higher education","West Germany","","","",""
"Yes","2014","higher education","East Germany","","","",""
"No","2014","in school","West Germany","","","",""
"No","2014","in school","East Germany","","","",""
"No","2014","inadequately","West Germany","","","",""
"No","2014","inadequately","East Germany","","","",""
"No","2014","general elemantary","West Germany","","","",""
"No","2014","general elemantary","East Germany","","","",""
"No","2014","middle vocational","West Germany","","","",""
"No","2014","middle vocational","East Germany","","","",""
"No","2014","vocational + Abi","West Germany","","","",""
"No","2014","vocational + Abi","East Germany","","","",""
"No","2014","higher vocational","West Germany","","","",""
"No","2014","higher vocational","East Germany","","","",""
"No","2014","higher education","West Germany","","","",""
"No","2014","higher education","East Germany","","","",""
"Yes","2015","in school","West Germany","4","","",""
"Yes","2015","in school","East Germany","","","",""
"Yes","2015","inadequately","West Germany","78","0.253597393349213","0.208902658463417","0.298292128235009"
"Yes","2015","inadequately","East Germany","7","","",""
"Yes","2015","general elemantary","West Germany","541","0.292539241986018","0.274126438805105","0.310952045166931"
"Yes","2015","general elemantary","East Germany","90","0.278729833235345","0.231279229437299","0.326180437033391"
"Yes","2015","middle vocational","West Germany","2199","0.285698915451023","0.27636797756372","0.295029853338326"
"Yes","2015","middle vocational","East Germany","909","0.367575474104356","0.349412725236582","0.385738222972131"
"Yes","2015","vocational + Abi","West Germany","266","0.190382307631075","0.171631052806335","0.209133562455816"
"Yes","2015","vocational + Abi","East Germany","52","0.212374281500497","0.164210662506331","0.260537900494663"
"Yes","2015","higher vocational","West Germany","323","0.338098538406148","0.310552988122569","0.365644088689727"
"Yes","2015","higher vocational","East Germany","147","0.347804469601307","0.301072064615353","0.39453687458726"
"Yes","2015","higher education","West Germany","859","0.21973832595529","0.207665749520133","0.231810902390447"
"Yes","2015","higher education","East Germany","463","0.367677169372923","0.342182024285827","0.393172314460018"
"No","2015","in school","West Germany","292","0.993145286493045","0.983745818303412","1.00254475468268"
"No","2015","in school","East Germany","56","1","1","1"
"No","2015","inadequately","West Germany","286","0.746402606650787","0.701707871764991","0.791097341536583"
"No","2015","inadequately","East Germany","41","0.748499301464371","0.625757421780555","0.871241181148187"
"No","2015","general elemantary","West Germany","1804","0.707460758013982","0.689047954833069","0.725873561194895"
"No","2015","general elemantary","East Germany","253","0.721270166764655","0.673819562966609","0.768720770562701"
"No","2015","middle vocational","West Germany","6805","0.714301084548977","0.704970146661674","0.72363202243628"
"No","2015","middle vocational","East Germany","1798","0.632424525895644","0.614261777027869","0.650587274763418"
"No","2015","vocational + Abi","West Germany","1418","0.809617692368925","0.790866437544184","0.828368947193665"
"No","2015","vocational + Abi","East Germany","225","0.787625718499503","0.739462099505337","0.835789337493669"
"No","2015","higher vocational","West Germany","810","0.661901461593852","0.634355911310273","0.689447011877431"
"No","2015","higher vocational","East Germany","252","0.652195530398693","0.605463125412739","0.698927935384647"
"No","2015","higher education","West Germany","3660","0.78026167404471","0.768189097609553","0.792334250479867"
"No","2015","higher education","East Germany","911","0.632322830627077","0.606827685539982","0.657817975714173"
"Yes","2016","in school","West Germany","","","",""
"Yes","2016","in school","East Germany","","","",""
"Yes","2016","inadequately","West Germany","","","",""
"Yes","2016","inadequately","East Germany","","","",""
"Yes","2016","general elemantary","West Germany","","","",""
"Yes","2016","general elemantary","East Germany","","","",""
"Yes","2016","middle vocational","West Germany","","","",""
"Yes","2016","middle vocational","East Germany","","","",""
"Yes","2016","vocational + Abi","West Germany","","","",""
"Yes","2016","vocational + Abi","East Germany","","","",""
"Yes","2016","higher vocational","West Germany","","","",""
"Yes","2016","higher vocational","East Germany","","","",""
"Yes","2016","higher education","West Germany","","","",""
"Yes","2016","higher education","East Germany","","","",""
"No","2016","in school","West Germany","","","",""
"No","2016","in school","East Germany","","","",""
"No","2016","inadequately","West Germany","","","",""
"No","2016","inadequately","East Germany","","","",""
"No","2016","general elemantary","West Germany","","","",""
"No","2016","general elemantary","East Germany","","","",""
"No","2016","middle vocational","West Germany","","","",""
"No","2016","middle vocational","East Germany","","","",""
"No","2016","vocational + Abi","West Germany","","","",""
"No","2016","vocational + Abi","East Germany","","","",""
"No","2016","higher vocational","West Germany","","","",""
"No","2016","higher vocational","East Germany","","","",""
"No","2016","higher education","West Germany","","","",""
"No","2016","higher education","East Germany","","","",""
"Yes","2017","in school","West Germany","3","","",""
"Yes","2017","in school","East Germany","","","",""
"Yes","2017","inadequately","West Germany","82","0.227354184256863","0.186585492215128","0.268122876298597"
"Yes","2017","inadequately","East Germany","12","","",""
"Yes","2017","general elemantary","West Germany","570","0.303200106411543","0.284757105663015","0.321643107160071"
"Yes","2017","general elemantary","East Germany","96","0.269690707590134","0.225069358427601","0.314312056752667"
"Yes","2017","middle vocational","West Germany","2364","0.299798635397388","0.290474309717445","0.309122961077331"
"Yes","2017","middle vocational","East Germany","966","0.358239361362901","0.340672811785586","0.375805910940216"
"Yes","2017","vocational + Abi","West Germany","333","0.209659568068307","0.191341533723992","0.227977602412622"
"Yes","2017","vocational + Abi","East Germany","58","0.184809054999634","0.142867798352897","0.226750311646372"
"Yes","2017","higher vocational","West Germany","345","0.305677884517501","0.278993459055032","0.332362309979969"
"Yes","2017","higher vocational","East Germany","135","0.351506547018735","0.304776586738339","0.398236507299132"
"Yes","2017","higher education","West Germany","984","0.206563058536292","0.19545660780697","0.217669509265614"
"Yes","2017","higher education","East Germany","481","0.336302177582562","0.311984946268089","0.360619408897035"
"No","2017","in school","West Germany","342","0.998513390844465","0.994447891533487","1.00257889015544"
"No","2017","in school","East Germany","67","1","1","1"
