"ple0018","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","no migration background","93","0.0356822853623287","0.0292452017101887","0.0421193690144686"
"Yes","2009","16-34 y.","direct migration background","4","","",""
"Yes","2009","16-34 y.","indirect migration background","13","","",""
"Yes","2009","35-65 y.","no migration background","1958","0.227643323076178","0.218822692693144","0.236463953459211"
"Yes","2009","35-65 y.","direct migration background","187","0.1921793497512","0.16810518441521","0.216253515087191"
"Yes","2009","35-65 y.","indirect migration background","17","","",""
"Yes","2009","66 and older","no migration background","1815","0.466762475582174","0.451048403689187","0.48247654747516"
"Yes","2009","66 and older","direct migration background","164","0.513354299108271","0.460304230638039","0.566404367578503"
"Yes","2009","66 and older","indirect migration background","3","","",""
"No","2009","16-34 y.","no migration background","3097","0.964317714637671","0.957880630985531","0.970754798289811"
"No","2009","16-34 y.","direct migration background","294","0.991984388772497","0.981860189138174","1.00210858840682"
"No","2009","16-34 y.","indirect migration background","505","0.97047563537324","0.955898714057411","0.98505255668907"
"No","2009","35-65 y.","no migration background","6723","0.772356676923822","0.763536046540789","0.781177307306856"
"No","2009","35-65 y.","direct migration background","842","0.807820650248799","0.783746484912809","0.83189481558479"
"No","2009","35-65 y.","indirect migration background","174","0.899010933141891","0.856279144293811","0.941742721989971"
"No","2009","66 and older","no migration background","2057","0.533237524417826","0.51752345252484","0.548951596310813"
"No","2009","66 and older","direct migration background","177","0.486645700891729","0.433595632421497","0.539695769361961"
"No","2009","66 and older","indirect migration background","3","","",""
"Yes","2010","16-34 y.","no migration background","","","",""
"Yes","2010","16-34 y.","direct migration background","","","",""
"Yes","2010","16-34 y.","indirect migration background","","","",""
"Yes","2010","35-65 y.","no migration background","","","",""
"Yes","2010","35-65 y.","direct migration background","","","",""
"Yes","2010","35-65 y.","indirect migration background","","","",""
"Yes","2010","66 and older","no migration background","","","",""
"Yes","2010","66 and older","direct migration background","","","",""
"Yes","2010","66 and older","indirect migration background","","","",""
"No","2010","16-34 y.","no migration background","","","",""
"No","2010","16-34 y.","direct migration background","","","",""
"No","2010","16-34 y.","indirect migration background","","","",""
"No","2010","35-65 y.","no migration background","","","",""
"No","2010","35-65 y.","direct migration background","","","",""
"No","2010","35-65 y.","indirect migration background","","","",""
"No","2010","66 and older","no migration background","","","",""
"No","2010","66 and older","direct migration background","","","",""
"No","2010","66 and older","indirect migration background","","","",""
"Yes","2011","16-34 y.","no migration background","103","0.0280701015676016","0.022531136539883","0.0336090665953202"
"Yes","2011","16-34 y.","direct migration background","10","","",""
"Yes","2011","16-34 y.","indirect migration background","19","","",""
"Yes","2011","35-65 y.","no migration background","2364","0.249256120528356","0.240718980788188","0.257793260268524"
"Yes","2011","35-65 y.","direct migration background","240","0.212664842491959","0.189787803028532","0.235541881955385"
"Yes","2011","35-65 y.","indirect migration background","25","","",""
"Yes","2011","66 and older","no migration background","2234","0.477270783343213","0.463084317803097","0.49145724888333"
"Yes","2011","66 and older","direct migration background","212","0.497056370733964","0.449352420478931","0.544760320988996"
"Yes","2011","66 and older","indirect migration background","2","","",""
"No","2011","16-34 y.","no migration background","3313","0.971929898432398","0.96639093340468","0.977468863460117"
"No","2011","16-34 y.","direct migration background","359","0.966555429079604","0.948210708357902","0.984900149801306"
"No","2011","16-34 y.","indirect migration background","503","0.966913842018439","0.951570149111533","0.982257534925344"
"No","2011","35-65 y.","no migration background","7499","0.750743879471644","0.742206739731476","0.759281019211812"
"No","2011","35-65 y.","direct migration background","989","0.787335157508041","0.764458118044615","0.810212196971468"
"No","2011","35-65 y.","indirect migration background","246","0.89824923819838","0.862255188739232","0.934243287657528"
"No","2011","66 and older","no migration background","2528","0.522729216656787","0.50854275111667","0.536915682196903"
"No","2011","66 and older","direct migration background","210","0.502943629266036","0.455239679011004","0.550647579521069"
"No","2011","66 and older","indirect migration background","4","","",""
"Yes","2012","16-34 y.","no migration background","","","",""
"Yes","2012","16-34 y.","direct migration background","","","",""
"Yes","2012","16-34 y.","indirect migration background","","","",""
"Yes","2012","35-65 y.","no migration background","","","",""
"Yes","2012","35-65 y.","direct migration background","","","",""
"Yes","2012","35-65 y.","indirect migration background","","","",""
"Yes","2012","66 and older","no migration background","","","",""
"Yes","2012","66 and older","direct migration background","","","",""
"Yes","2012","66 and older","indirect migration background","","","",""
"No","2012","16-34 y.","no migration background","","","",""
"No","2012","16-34 y.","direct migration background","","","",""
"No","2012","16-34 y.","indirect migration background","","","",""
"No","2012","35-65 y.","no migration background","","","",""
"No","2012","35-65 y.","direct migration background","","","",""
"No","2012","35-65 y.","indirect migration background","","","",""
"No","2012","66 and older","no migration background","","","",""
"No","2012","66 and older","direct migration background","","","",""
"No","2012","66 and older","indirect migration background","","","",""
"Yes","2013","16-34 y.","no migration background","126","0.0447241803524982","0.0373252683144764","0.05212309239052"
"Yes","2013","16-34 y.","direct migration background","15","","",""
"Yes","2013","16-34 y.","indirect migration background","17","","",""
"Yes","2013","35-65 y.","no migration background","2472","0.288740599102382","0.279346670218594","0.29813452798617"
"Yes","2013","35-65 y.","direct migration background","214","0.212370023273585","0.187441557686879","0.237298488860292"
"Yes","2013","35-65 y.","indirect migration background","45","0.195589488881474","0.149619256539396","0.241559721223552"
"Yes","2013","66 and older","no migration background","2376","0.514906389103175","0.500496619915906","0.529316158290444"
"Yes","2013","66 and older","direct migration background","182","0.474539085774453","0.424065940182053","0.525012231366852"
"Yes","2013","66 and older","indirect migration background","","","",""
"No","2013","16-34 y.","no migration background","2872","0.955275819647502","0.94787690760948","0.962674731685524"
"No","2013","16-34 y.","direct migration background","271","0.961154996789506","0.938761115620937","0.983548877958075"
"No","2013","16-34 y.","indirect migration background","408","0.941421853530167","0.919095716983701","0.963747990076634"
"No","2013","35-65 y.","no migration background","6468","0.711259400897618","0.70186547201383","0.720653329781406"
"No","2013","35-65 y.","direct migration background","820","0.787629976726415","0.762701511139708","0.812558442313121"
"No","2013","35-65 y.","indirect migration background","241","0.804410511118526","0.758440278776448","0.850380743460604"
"No","2013","66 and older","no migration background","2245","0.485093610896825","0.470683841709556","0.499503380084094"
"No","2013","66 and older","direct migration background","194","0.525460914225547","0.474987768633148","0.575934059817947"
"No","2013","66 and older","indirect migration background","5","","",""
"Yes","2014","16-34 y.","no migration background","","","",""
"Yes","2014","16-34 y.","direct migration background","","","",""
"Yes","2014","16-34 y.","indirect migration background","","","",""
"Yes","2014","35-65 y.","no migration background","","","",""
"Yes","2014","35-65 y.","direct migration background","","","",""
"Yes","2014","35-65 y.","indirect migration background","","","",""
"Yes","2014","66 and older","no migration background","","","",""
"Yes","2014","66 and older","direct migration background","","","",""
"Yes","2014","66 and older","indirect migration background","","","",""
"No","2014","16-34 y.","no migration background","","","",""
"No","2014","16-34 y.","direct migration background","","","",""
"No","2014","16-34 y.","indirect migration background","","","",""
"No","2014","35-65 y.","no migration background","","","",""
