"ple0018","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","general elemantary","Male","465","0.814933338589623","0.782797340117407","0.847069337061839","2"
"No","2009","vocational + Abi","Male","324","0.832923633526993","0.796041849596006","0.869805417457979","2"
"No","2009","higher education","Male","1581","0.763062793209912","0.745262605290103","0.780862981129721","2"
"No","2009","in school","Male","167","0.973567921775502","0.949382507989849","0.997753335561156","2"
"No","2009","in school","Female","144","1","1","1","2"
"No","2009","general elemantary","Female","858","0.656854650393594","0.63054632925968","0.683162971527508","2"
"No","2009","vocational + Abi","Female","528","0.868111788855375","0.841259952648886","0.894963625061865","2"
"No","2009","higher education","Female","1522","0.825433380055597","0.808168492492008","0.842698267619186","2"
"No","2009","inadequately","Male","55","0.869316574907722","0.790358181080055","0.94827496873539","2"
"No","2009","inadequately","Female","72","0.684053535176459","0.592477404461162","0.775629665891756","2"
"No","2009","middle vocational","Male","3228","0.754155485147111","0.741278113924848","0.767032856369374","2"
"No","2009","middle vocational","Female","3618","0.74151209747879","0.729147383248215","0.753876811709366","2"
"No","2009","higher vocational","Male","556","0.714613459453314","0.683062464135865","0.746164454770764","2"
"No","2009","higher vocational","Female","429","0.781293120798531","0.746777911317395","0.815808330279667","2"
"Yes","2009","in school","Male","2","","","","1"
"Yes","2009","in school","Female","","","","","1"
"Yes","2009","inadequately","Male","15","","","","1"
"Yes","2009","inadequately","Female","27","","","","1"
"Yes","2009","general elemantary","Male","96","0.185066661410377","0.152930662938161","0.217202659882593","1"
"Yes","2009","general elemantary","Female","393","0.343145349606406","0.316837028472492","0.36945367074032","1"
"Yes","2009","middle vocational","Male","1067","0.245844514852889","0.232967143630625","0.258721886075152","1"
"Yes","2009","middle vocational","Female","1198","0.25848790252121","0.246123188290635","0.270852616751785","1"
"Yes","2009","vocational + Abi","Male","69","0.167076366473007","0.130194582542021","0.203958150403994","1"
"Yes","2009","vocational + Abi","Female","82","0.131888211144625","0.105036374938135","0.158740047351114","1"
"Yes","2009","higher vocational","Male","231","0.285386540546686","0.253835545229236","0.316937535864135","1"
"Yes","2009","higher vocational","Female","122","0.218706879201469","0.184191669720333","0.253222088682605","1"
"Yes","2009","higher education","Male","611","0.236937206790088","0.219137018870279","0.254737394709897","1"
"Yes","2009","higher education","Female","335","0.174566619944403","0.157301732380814","0.191831507507992","1"
"No","2010","in school","Male","","","","","2"
"No","2010","in school","Female","","","","","2"
"No","2010","general elemantary","Male","","","","","2"
"No","2010","general elemantary","Female","","","","","2"
"No","2010","vocational + Abi","Male","","","","","2"
"No","2010","vocational + Abi","Female","","","","","2"
"No","2010","higher education","Male","","","","","2"
"No","2010","higher education","Female","","","","","2"
"No","2010","inadequately","Male","","","","","2"
"No","2010","inadequately","Female","","","","","2"
"No","2010","middle vocational","Male","","","","","2"
"No","2010","middle vocational","Female","","","","","2"
"No","2010","higher vocational","Male","","","","","2"
