"ple0018","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Couple + C. GT 16 ","Female","1216","0.837505869202962","0.818621874278161","0.856389864127763","2"
"No","2009","(Married) couple without C. ","Male","2113","0.652119255906661","0.63589075460174","0.668347757211583","2"
"No","2009","(Married) couple without C. ","Female","2346","0.704173222023138","0.688768183003416","0.71957826104286","2"
"No","2009","1-pers.-HH","Female","1087","0.640472083615171","0.617573587470508","0.663370579759833","2"
"No","2009","Couple + C. GT 16 ","Male","1372","0.839536901911899","0.822084352219975","0.856989451603824","2"
"No","2009","Couple + C. LE and GT 16","Male","522","0.87653765774452","0.850104919604418","0.902970395884623","2"
"No","2009","Couple + C. LE and GT 16","Female","523","0.911421472121691","0.888416424315325","0.934426519928058","2"
"No","2009","1-pers.-HH","Male","950","0.779625122961433","0.756394609087888","0.802855636834977","2"
"No","2009","Single parent ","Male","262","0.919766569735166","0.888501055043391","0.951032084426942","2"
"No","2009","Single parent ","Female","616","0.869099794850134","0.8442197746976","0.893979815002667","2"
"No","2009","Couple + C. LE 16 ","Male","1221","0.885984119669071","0.869251570219402","0.902716669118739","2"
"No","2009","Couple + C. LE 16 ","Female","1395","0.928776657312771","0.91564661361807","0.941906701007472","2"
"Yes","2009","1-pers.-HH","Male","273","0.220374877038567","0.197144363165023","0.243605390912112","1"
"Yes","2009","1-pers.-HH","Female","600","0.359527916384829","0.336629420240167","0.382426412529492","1"
"Yes","2009","(Married) couple without C. ","Male","1196","0.347880744093339","0.331652242788417","0.36410924539826","1"
"Yes","2009","(Married) couple without C. ","Female","1026","0.295826777976862","0.28042173895714","0.311231816996584","1"
"Yes","2009","Single parent ","Male","28","","","","1"
"Yes","2009","Single parent ","Female","90","0.130900205149866","0.106020184997333","0.1557802253024","1"
"Yes","2009","Couple + C. LE 16 ","Male","165","0.114015880330929","0.0972833308812609","0.130748429780598","1"
"Yes","2009","Couple + C. LE 16 ","Female","79","0.0712233426872292","0.0580932989925285","0.0843533863819299","1"
"Yes","2009","Couple + C. GT 16 ","Male","327","0.160463098088101","0.143010548396176","0.177915647780025","1"
"Yes","2009","Couple + C. GT 16 ","Female","250","0.162494130797038","0.143610135872237","0.18137812572184","1"
"Yes","2009","Couple + C. LE and GT 16","Male","73","0.12346234225548","0.0970296041153768","0.149895080395582","1"
"Yes","2009","Couple + C. LE and GT 16","Female","63","0.0885785278783085","0.0655734800719424","0.111583575684675","1"
"No","2010","Couple + C. GT 16 ","Female","","","","","2"
"No","2010","Couple + C. LE and GT 16","Female","","","","","2"
"No","2010","1-pers.-HH","Female","","","","","2"
"No","2010","(Married) couple without C. ","Female","","","","","2"
