"ple0018","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2013","Employed","Rural Area","3093","0.758999604280019","0.745822768258976","0.772176440301062","2"
"No","2013","Not Employed","Urban Area","2803","0.564093687681934","0.549972585435296","0.578214789928571","2"
"No","2013","Employed","Urban Area","6189","0.817166611817686","0.808446637499394","0.825886586135979","2"
"Yes","2013","Not Employed","Rural Area","1200","0.458480520559422","0.439469918021021","0.477491123097823","1"
"Yes","2013","Not Employed","Urban Area","1934","0.435906312318066","0.421785210071428","0.450027414564704","1"
"Yes","2013","Employed","Urban Area","1359","0.182833388182314","0.174113413864021","0.191553362500606","1"
"Yes","2013","Employed","Rural Area","954","0.241000395719981","0.227823559698938","0.254177231741024","1"
"No","2014","Not Employed","Rural Area","","","","","2"
"No","2014","Employed","Rural Area","","","","","2"
"No","2014","Not Employed","Urban Area","","","","","2"
"No","2014","Employed","Urban Area","","","","","2"
"Yes","2014","Not Employed","Rural Area","","","","","1"
"Yes","2014","Employed","Rural Area","","","","","1"
"Yes","2014","Not Employed","Urban Area","","","","","1"
"Yes","2014","Employed","Urban Area","","","","","1"
"No","2015","Not Employed","Urban Area","3542","0.581692033077487","0.568667357413106","0.594716708741869","2"
"No","2015","Not Employed","Rural Area","1803","0.569827173783418","0.552101702789685","0.58755264477715","2"
"No","2015","Employed","Rural Area","4610","0.778899518671545","0.768165754267986","0.789633283075104","2"
"No","2015","Employed","Urban Area","9239","0.826650451668664","0.819550764738517","0.833750138598811","2"
"Yes","2015","Not Employed","Rural Area","1194","0.430172826216583","0.41244735522285","0.447898297210316","1"
"Yes","2015","Employed","Rural Area","1132","0.221100481328455","0.210366716924896","0.231834245732014","1"
"Yes","2015","Not Employed","Urban Area","1968","0.418307966922513","0.405283291258131","0.431332642586894","1"
"Yes","2015","Employed","Urban Area","1682","0.173349548331336","0.166249861401189","0.180449235261483","1"
"No","2016","Employed","Rural Area","","","","","2"
"No","2016","Not Employed","Urban Area","","","","","2"
"No","2016","Not Employed","Rural Area","","","","","2"
"No","2016","Employed","Urban Area","","","","","2"
"Yes","2016","Not Employed","Rural Area","","","","","1"
"Yes","2016","Employed","Rural Area","","","","","1"
"Yes","2016","Not Employed","Urban Area","","","","","1"
"Yes","2016","Employed","Urban Area","","","","","1"
"No","2017","Employed","Rural Area","5051","0.768485257405398","0.758112363347099","0.778858151463697","2"
"No","2017","Not Employed","Urban Area","3590","0.600471566270752","0.587566846336786","0.613376286204719","2"
"No","2017","Not Employed","Rural Area","1849","0.548723706041973","0.531206478726602","0.566240933357343","2"
"No","2017","Employed","Urban Area","9763","0.822587234389097","0.815676042450048","0.829498426328146","2"
"Yes","2017","Not Employed","Rural Area","1251","0.451276293958027","0.433759066642657","0.468793521273398","1"
"Yes","2017","Employed","Rural Area","1301","0.231514742594602","0.221141848536304","0.241887636652901","1"
"Yes","2017","Not Employed","Urban Area","1944","0.399528433729248","0.386623713795281","0.412433153663214","1"
"Yes","2017","Employed","Urban Area","1974","0.177412765610903","0.170501573671854","0.184323957549952","1"
"No","2018","Not Employed","Urban Area","","","","","2"
"No","2018","Not Employed","Rural Area","","","","","2"
"No","2018","Employed","Urban Area","","","","","2"
"No","2018","Employed","Rural Area","","","","","2"
"Yes","2018","Not Employed","Urban Area","","","","","1"
"Yes","2018","Not Employed","Rural Area","","","","","1"
"Yes","2018","Employed","Rural Area","","","","","1"
"Yes","2018","Employed","Urban Area","","","","","1"
"No","2019","Not Employed","Urban Area","3002","0.590173910948143","0.576250867417012","0.604096954479274","2"
"No","2019","Not Employed","Rural Area","1639","0.549164975089821","0.53093552717902","0.567394423000622","2"
"No","2019","Employed","Urban Area","8675","0.812785307226153","0.8053882434399","0.820182371012405","2"
"No","2019","Employed","Rural Area","4721","0.767005801551653","0.756326132432954","0.777685470670352","2"
"Yes","2019","Employed","Rural Area","1298","0.232994198448347","0.222314529329648","0.243673867567046","1"
"Yes","2019","Employed","Urban Area","2008","0.187214692773847","0.179817628987595","0.1946117565601","1"
"Yes","2019","Not Employed","Urban Area","1791","0.409826089051857","0.395903045520726","0.423749132582988","1"
"Yes","2019","Not Employed","Rural Area","1223","0.450835024910179","0.432605576999378","0.46906447282098","1"
