"ple0018","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","Male","4769","0.836989103351933","0.827455018952789","0.846523187751076","2"
"No","2009","Employed","Female","4704","0.859312013270093","0.850106208491476","0.868517818048709","2"
"No","2009","Not Employed","Female","2618","0.632597585329566","0.617661240998954","0.647533929660177","2"
"No","2009","Not Employed","Male","1781","0.633580817600393","0.615977569624894","0.651184065575893","2"
"Yes","2009","Not Employed","Male","1097","0.366419182399607","0.348815934424107","0.384022430375106","1"
"Yes","2009","Not Employed","Female","1384","0.367402414670434","0.352466070339823","0.382338759001046","1"
"Yes","2009","Employed","Male","997","0.163010896648067","0.153476812248924","0.172544981047211","1"
"Yes","2009","Employed","Female","776","0.140687986729908","0.131482181951291","0.149893791508524","1"
"No","2010","Not Employed","Female","","","","","2"
"No","2010","Not Employed","Male","","","","","2"
"No","2010","Employed","Male","","","","","2"
"No","2010","Employed","Female","","","","","2"
"Yes","2010","Not Employed","Male","","","","","1"
"Yes","2010","Not Employed","Female","","","","","1"
"Yes","2010","Employed","Male","","","","","1"
"Yes","2010","Employed","Female","","","","","1"
"No","2011","Not Employed","Female","3036","0.601697723808938","0.587731703471124","0.615663744146751","2"
"No","2011","Employed","Female","5369","0.857148102856775","0.848508091933671","0.86578811377988","2"
"No","2011","Not Employed","Male","2076","0.603888723506904","0.58751145479709","0.620265992216717","2"
"No","2011","Employed","Male","5170","0.808451458228867","0.798820181296926","0.818082735160807","2"
"Yes","2011","Not Employed","Female","1684","0.398302276191062","0.384336255853249","0.412268296528876","1"
"Yes","2011","Employed","Male","1243","0.191548541771133","0.181917264839193","0.201179818703073","1"
"Yes","2011","Employed","Female","932","0.142851897143225","0.13421188622012","0.151491908066329","1"
"Yes","2011","Not Employed","Male","1350","0.396111276493096","0.379734007783283","0.41248854520291","1"
"No","2012","Not Employed","Female","","","","","2"
"No","2012","Employed","Female","","","","","2"
"No","2012","Not Employed","Male","","","","","2"
"No","2012","Employed","Male","","","","","2"
"Yes","2012","Not Employed","Female","","","","","1"
"Yes","2012","Employed","Male","","","","","1"
"Yes","2012","Employed","Female","","","","","1"
"Yes","2012","Not Employed","Male","","","","","1"
"No","2013","Not Employed","Female","2465","0.554034318589951","0.538976310284661","0.569092326895241","2"
"No","2013","Employed","Female","4861","0.824348737840326","0.81464813470428","0.834049340976371","2"
"No","2013","Not Employed","Male","1777","0.560299970817939","0.543075682099787","0.577524259536092","2"
"No","2013","Employed","Male","4421","0.774047342582238","0.763175239909384","0.784919445255092","2"
"Yes","2013","Not Employed","Female","1721","0.445965681410049","0.430907673104759","0.461023689715339","1"
"Yes","2013","Not Employed","Male","1413","0.439700029182061","0.422475740463908","0.456924317900213","1"
"Yes","2013","Employed","Male","1263","0.225952657417762","0.215080554744908","0.236824760090616","1"
"Yes","2013","Employed","Female","1050","0.175651262159674","0.165950659023629","0.18535186529572","1"
"No","2014","Not Employed","Female","","","","","2"
"No","2014","Employed","Female","","","","","2"
"No","2014","Not Employed","Male","","","","","2"
"No","2014","Employed","Male","","","","","2"
"Yes","2014","Not Employed","Female","","","","","1"
"Yes","2014","Employed","Female","","","","","1"
"Yes","2014","Not Employed","Male","","","","","1"
"Yes","2014","Employed","Male","","","","","1"
"No","2015","Not Employed","Male","2033","0.563148496104197","0.546576144585458","0.579720847622936","2"
"No","2015","Not Employed","Female","3312","0.58893072655741","0.575381793008445","0.602479660106375","2"
