"pli0082","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","in school","Male","1","","","","1"
"Daily","1990","in school","Female","","","","","1"
"Daily","1990","inadequately","Male","1","","","","1"
"Daily","1990","inadequately","Female","2","","","","1"
"Daily","1990","general elemantary","Male","7","","","","1"
"Daily","1990","general elemantary","Female","7","","","","1"
"Daily","1990","middle vocational","Male","6","","","","1"
"Daily","1990","middle vocational","Female","4","","","","1"
"Daily","1990","vocational + Abi","Male","","","","","1"
"Daily","1990","vocational + Abi","Female","","","","","1"
"Daily","1990","higher vocational","Male","2","","","","1"
"Daily","1990","higher vocational","Female","1","","","","1"
"Daily","1990","higher education","Male","2","","","","1"
"Daily","1990","higher education","Female","1","","","","1"
"Min 1x per month","1990","in school","Male","24","","","","3"
"Min 1x per month","1990","in school","Female","18","","","","3"
"Min 1x per month","1990","inadequately","Male","42","0.228130937493286","0.176927142779384","0.279334732207188","3"
"Min 1x per month","1990","inadequately","Female","53","0.180196305949234","0.14124337265127","0.219149239247198","3"
"Min 1x per month","1990","general elemantary","Male","224","0.267648399731076","0.238110144679336","0.297186654782817","3"
"Min 1x per month","1990","general elemantary","Female","397","0.244844188305535","0.223820769731658","0.265867606879411","3"
"Min 1x per month","1990","middle vocational","Male","819","0.34095025706838","0.322225824079296","0.359674690057464","3"
"Min 1x per month","1990","middle vocational","Female","669","0.31777137832913","0.297780973447669","0.337761783210591","3"
"Min 1x per month","1990","vocational + Abi","Male","63","0.404456538554552","0.330020626135224","0.478892450973881","3"
"Min 1x per month","1990","vocational + Abi","Female","53","0.478793644944903","0.391568468157342","0.566018821732464","3"
"Min 1x per month","1990","higher vocational","Male","117","0.407700076358753","0.350345936426266","0.465054216291241","3"
"Min 1x per month","1990","higher vocational","Female","89","0.359590459493293","0.297706929638368","0.421473989348219","3"
"Min 1x per month","1990","higher education","Male","225","0.455820690031132","0.410794293471883","0.50084708659038","3"
"Min 1x per month","1990","higher education","Female","109","0.480856269862859","0.415860272761048","0.545852266964671","3"
"Min 1x per week","1990","inadequately","Male","15","","","","2"
"Min 1x per week","1990","in school","Male","6","","","","2"
"Min 1x per week","1990","in school","Female","2","","","","2"
"Min 1x per week","1990","inadequately","Female","17","","","","2"
"Min 1x per week","1990","general elemantary","Male","58","0.0697737955880091","0.0527763698602554","0.0867712213157629","2"
"Min 1x per week","1990","general elemantary","Female","86","0.0512745845895487","0.0404910410683782","0.0620581281107191","2"
"Min 1x per week","1990","middle vocational","Male","192","0.084931281721945","0.073919318292959","0.0959432451509309","2"
"Min 1x per week","1990","middle vocational","Female","175","0.0919896585964881","0.0795813057515374","0.104398011441439","2"
"Min 1x per week","1990","vocational + Abi","Male","14","","","","2"
"Min 1x per week","1990","vocational + Abi","Female","12","","","","2"
"Min 1x per week","1990","higher vocational","Male","25","","","","2"
"Min 1x per week","1990","higher vocational","Female","19","","","","2"
"Min 1x per week","1990","higher education","Male","62","0.150389932454122","0.118073875178653","0.18270598972959","2"
"Min 1x per week","1990","higher education","Female","22","","","","2"
"Never","1990","in school","Male","7","","","","5"
"Never","1990","vocational + Abi","Female","10","","","","5"
"Never","1990","higher vocational","Male","14","","","","5"
"Never","1990","higher vocational","Female","7","","","","5"
"Never","1990","higher education","Male","7","","","","5"
"Never","1990","higher education","Female","8","","","","5"
"Never","1990","in school","Female","4","","","","5"
"Never","1990","inadequately","Male","72","0.227015353834046","0.175900009897926","0.278130697770166","5"
"Never","1990","inadequately","Female","126","0.343169665009684","0.295053241775851","0.391286088243516","5"
"Never","1990","general elemantary","Male","149","0.137701192114688","0.114711114574475","0.160691269654901","5"
"Never","1990","general elemantary","Female","317","0.204139888827352","0.184432800699068","0.223846976955637","5"
"Never","1990","middle vocational","Male","229","0.0800355836792758","0.0693171545758597","0.0907540127826919","5"
"Never","1990","middle vocational","Female","168","0.0902192126227968","0.0779188722144347","0.102519553031159","5"
"Never","1990","vocational + Abi","Male","16","","","","5"
"Rarely","1990","in school","Male","54","0.585267484579167","0.484593926348056","0.685941042810278","4"
"Rarely","1990","general elemantary","Female","800","0.495923188058017","0.471477868426172","0.520368507689862","4"
"Rarely","1990","middle vocational","Male","1216","0.492348183897961","0.472600179786461","0.512096188009462","4"
"Rarely","1990","in school","Female","46","0.65671164131566","0.545483170478266","0.767940112153053","4"
"Rarely","1990","inadequately","Male","128","0.470025450339287","0.40912416868208","0.530926731996494","4"
"Rarely","1990","inadequately","Female","176","0.435470188207557","0.385220317919567","0.485720058495546","4"
"Rarely","1990","general elemantary","Male","425","0.516105450515881","0.482763785707617","0.549447115324145","4"
"Rarely","1990","middle vocational","Female","1068","0.498046727936616","0.476579996445228","0.519513459428003","4"
"Rarely","1990","vocational + Abi","Male","74","0.459494825902419","0.383910786848234","0.535078864956604","4"
"Rarely","1990","vocational + Abi","Female","51","0.355723907957751","0.272133709999286","0.439314105916217","4"
"Rarely","1990","higher vocational","Male","124","0.442937536449827","0.384961739468491","0.500913333431162","4"
"Rarely","1990","higher vocational","Female","115","0.475772858295936","0.411370512877548","0.540175203714324","4"
"Rarely","1990","higher education","Male","174","0.376591333920371","0.332786630876023","0.420396036964718","4"
"Rarely","1990","higher education","Female","87","0.398843346557111","0.335144705489456","0.462541987624766","4"
"Daily","1991","in school","Male","","","","","1"
"Daily","1991","in school","Female","","","","","1"
"Daily","1991","inadequately","Male","","","","","1"
"Daily","1991","inadequately","Female","","","","","1"
"Daily","1991","general elemantary","Male","","","","","1"
"Daily","1991","general elemantary","Female","","","","","1"
"Daily","1991","middle vocational","Male","","","","","1"
"Daily","1991","middle vocational","Female","","","","","1"
"Daily","1991","vocational + Abi","Male","","","","","1"
"Daily","1991","vocational + Abi","Female","","","","","1"
"Daily","1991","higher vocational","Male","","","","","1"
"Daily","1991","higher vocational","Female","","","","","1"
"Daily","1991","higher education","Male","","","","","1"
"Daily","1991","higher education","Female","","","","","1"
"Min 1x per month","1991","in school","Male","","","","","3"
"Min 1x per month","1991","in school","Female","","","","","3"
"Min 1x per month","1991","inadequately","Male","","","","","3"
"Min 1x per month","1991","inadequately","Female","","","","","3"
"Min 1x per month","1991","general elemantary","Male","","","","","3"
"Min 1x per month","1991","general elemantary","Female","","","","","3"
"Min 1x per month","1991","middle vocational","Male","","","","","3"
"Min 1x per month","1991","middle vocational","Female","","","","","3"
"Min 1x per month","1991","vocational + Abi","Male","","","","","3"
"Min 1x per month","1991","vocational + Abi","Female","","","","","3"
"Min 1x per month","1991","higher vocational","Male","","","","","3"
"Min 1x per month","1991","higher vocational","Female","","","","","3"
"Min 1x per month","1991","higher education","Male","","","","","3"
"Min 1x per month","1991","higher education","Female","","","","","3"
"Min 1x per week","1991","in school","Male","","","","","2"
"Min 1x per week","1991","in school","Female","","","","","2"
"Min 1x per week","1991","inadequately","Male","","","","","2"
"Min 1x per week","1991","inadequately","Female","","","","","2"
"Min 1x per week","1991","general elemantary","Male","","","","","2"
"Min 1x per week","1991","general elemantary","Female","","","","","2"
"Min 1x per week","1991","middle vocational","Male","","","","","2"
"Min 1x per week","1991","middle vocational","Female","","","","","2"
"Min 1x per week","1991","vocational + Abi","Male","","","","","2"
"Min 1x per week","1991","vocational + Abi","Female","","","","","2"
"Min 1x per week","1991","higher vocational","Male","","","","","2"
"Min 1x per week","1991","higher vocational","Female","","","","","2"
"Min 1x per week","1991","higher education","Male","","","","","2"
"Min 1x per week","1991","higher education","Female","","","","","2"
"Never","1991","in school","Male","","","","","5"
"Never","1991","in school","Female","","","","","5"
"Never","1991","inadequately","Male","","","","","5"
"Never","1991","inadequately","Female","","","","","5"
