"pli0082","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1990","no migration background","Male","12","","",""
"Daily","1990","no migration background","Female","10","","",""
"Daily","1990","direct migration background","Male","7","","",""
"Daily","1990","direct migration background","Female","5","","",""
"Daily","1990","indirect migration background","Male","1","","",""
"Daily","1990","indirect migration background","Female","","","",""
"Min 1x per week","1990","no migration background","Male","274","0.0916847384138961","0.0816767345147557","0.101692742313036"
"Min 1x per week","1990","no migration background","Female","273","0.0797958686561085","0.0707576655901896","0.0888340717220274"
"Min 1x per week","1990","direct migration background","Male","91","0.0783946981986052","0.0639598637588244","0.092829532638386"
"Min 1x per week","1990","direct migration background","Female","56","0.0541429292076468","0.0413123054570638","0.0669735529582298"
"Min 1x per week","1990","indirect migration background","Male","11","","",""
"Min 1x per week","1990","indirect migration background","Female","8","","",""
"Min 1x per month","1990","no migration background","Male","1150","0.354549972135369","0.337959808301838","0.3711401359689"
"Min 1x per month","1990","no migration background","Female","1112","0.312094477081836","0.296639895849364","0.327549058314309"
"Min 1x per month","1990","direct migration background","Male","337","0.307888365863449","0.283098128065787","0.332678603661112"
"Min 1x per month","1990","direct migration background","Female","258","0.24946153910049","0.224928439993365","0.273994638207616"
"Min 1x per month","1990","indirect migration background","Male","49","0.311120226042859","0.235767333234448","0.38647311885127"
"Min 1x per month","1990","indirect migration background","Female","44","0.345490645335623","0.269391717689422","0.421589572981825"
"Rarely","1990","no migration background","Male","1555","0.483929279404786","0.466598176747907","0.501260382061664"
"Rarely","1990","no migration background","Female","1723","0.483988779394098","0.467320260134884","0.500657298653312"
"Rarely","1990","direct migration background","Male","614","0.439183338143394","0.412531365408764","0.465835310878025"
"Rarely","1990","direct migration background","Female","572","0.50502551877977","0.476678185831525","0.533372851728015"
"Rarely","1990","indirect migration background","Male","63","0.4727336029877","0.391471627827546","0.553995578147854"
"Rarely","1990","indirect migration background","Female","84","0.531204450406686","0.451345232252518","0.611063668560855"
"Never","1990","no migration background","Male","203","0.0666852956474381","0.0580334307389195","0.0753371605559567"
"Never","1990","no migration background","Female","335","0.121164128782932","0.11028007394255","0.132048183623313"
"Never","1990","direct migration background","Male","283","0.170256614550751","0.150072027218176","0.190441201883326"
"Never","1990","direct migration background","Female","304","0.186655948514549","0.164564601217873","0.208747295811225"
"Never","1990","indirect migration background","Male","21","","",""
"Never","1990","indirect migration background","Female","14","","",""
"Daily","1991","no migration background","Male","","","",""
"Daily","1991","no migration background","Female","","","",""
"Daily","1991","direct migration background","Male","","","",""
"Daily","1991","direct migration background","Female","","","",""
"Daily","1991","indirect migration background","Male","","","",""
"Daily","1991","indirect migration background","Female","","","",""
"Min 1x per week","1991","no migration background","Male","","","",""
"Min 1x per week","1991","no migration background","Female","","","",""
"Min 1x per week","1991","direct migration background","Male","","","",""
"Min 1x per week","1991","direct migration background","Female","","","",""
"Min 1x per week","1991","indirect migration background","Male","","","",""
"Min 1x per week","1991","indirect migration background","Female","","","",""
"Min 1x per month","1991","no migration background","Male","","","",""
"Min 1x per month","1991","no migration background","Female","","","",""
"Min 1x per month","1991","direct migration background","Male","","","",""
"Min 1x per month","1991","direct migration background","Female","","","",""
"Min 1x per month","1991","indirect migration background","Male","","","",""
"Min 1x per month","1991","indirect migration background","Female","","","",""
"Rarely","1991","no migration background","Male","","","",""
"Rarely","1991","no migration background","Female","","","",""
"Rarely","1991","direct migration background","Male","","","",""
"Rarely","1991","direct migration background","Female","","","",""
"Rarely","1991","indirect migration background","Male","","","",""
"Rarely","1991","indirect migration background","Female","","","",""
"Never","1991","no migration background","Male","","","",""
"Never","1991","no migration background","Female","","","",""
"Never","1991","direct migration background","Male","","","",""
"Never","1991","direct migration background","Female","","","",""
"Never","1991","indirect migration background","Male","","","",""
"Never","1991","indirect migration background","Female","","","",""
"Daily","1992","no migration background","Male","","","",""
"Daily","1992","no migration background","Female","","","",""
"Daily","1992","direct migration background","Male","","","",""
"Daily","1992","direct migration background","Female","","","",""
"Daily","1992","indirect migration background","Male","","","",""
"Daily","1992","indirect migration background","Female","","","",""
"Min 1x per week","1992","no migration background","Male","","","",""
"Min 1x per week","1992","no migration background","Female","","","",""
"Min 1x per week","1992","direct migration background","Male","","","",""
"Min 1x per week","1992","direct migration background","Female","","","",""
"Min 1x per week","1992","indirect migration background","Male","","","",""
"Min 1x per week","1992","indirect migration background","Female","","","",""
"Min 1x per month","1992","no migration background","Male","","","",""
"Min 1x per month","1992","no migration background","Female","","","",""
"Min 1x per month","1992","direct migration background","Male","","","",""
"Min 1x per month","1992","direct migration background","Female","","","",""
"Min 1x per month","1992","indirect migration background","Male","","","",""
"Min 1x per month","1992","indirect migration background","Female","","","",""
"Rarely","1992","no migration background","Male","","","",""
"Rarely","1992","no migration background","Female","","","",""
"Rarely","1992","direct migration background","Male","","","",""
"Rarely","1992","direct migration background","Female","","","",""
"Rarely","1992","indirect migration background","Male","","","",""
"Rarely","1992","indirect migration background","Female","","","",""
"Never","1992","no migration background","Male","","","",""
"Never","1992","no migration background","Female","","","",""
"Never","1992","direct migration background","Male","","","",""
"Never","1992","direct migration background","Female","","","",""
"Never","1992","indirect migration background","Male","","","",""
"Never","1992","indirect migration background","Female","","","",""
"Daily","1993","no migration background","Male","","","",""
"Daily","1993","no migration background","Female","","","",""
"Daily","1993","direct migration background","Male","","","",""
"Daily","1993","direct migration background","Female","","","",""
"Daily","1993","indirect migration background","Male","","","",""
"Daily","1993","indirect migration background","Female","","","",""
"Min 1x per week","1993","no migration background","Male","","","",""
"Min 1x per week","1993","no migration background","Female","","","",""
"Min 1x per week","1993","direct migration background","Male","","","",""
"Min 1x per week","1993","direct migration background","Female","","","",""
"Min 1x per week","1993","indirect migration background","Male","","","",""
"Min 1x per week","1993","indirect migration background","Female","","","",""
"Min 1x per month","1993","no migration background","Male","","","",""
"Min 1x per month","1993","no migration background","Female","","","",""
"Min 1x per month","1993","direct migration background","Male","","","",""
"Min 1x per month","1993","direct migration background","Female","","","",""
"Min 1x per month","1993","indirect migration background","Male","","","",""
"Min 1x per month","1993","indirect migration background","Female","","","",""
"Rarely","1993","no migration background","Male","","","",""
"Rarely","1993","no migration background","Female","","","",""
"Rarely","1993","direct migration background","Male","","","",""
"Rarely","1993","direct migration background","Female","","","",""
"Rarely","1993","indirect migration background","Male","","","",""
"Rarely","1993","indirect migration background","Female","","","",""
"Never","1993","no migration background","Male","","","",""
"Never","1993","no migration background","Female","","","",""
"Never","1993","direct migration background","Male","","","",""
"Never","1993","direct migration background","Female","","","",""
"Never","1993","indirect migration background","Male","","","",""
"Never","1993","indirect migration background","Female","","","",""
"Daily","1994","no migration background","Male","","","",""
"Daily","1994","no migration background","Female","","","",""
"Daily","1994","direct migration background","Male","","","",""
"Daily","1994","direct migration background","Female","","","",""
"Daily","1994","indirect migration background","Male","","","",""
"Daily","1994","indirect migration background","Female","","","",""
"Min 1x per week","1994","no migration background","Male","","","",""
"Min 1x per week","1994","no migration background","Female","","","",""
"Min 1x per week","1994","direct migration background","Male","","","",""
"Min 1x per week","1994","direct migration background","Female","","","",""
"Min 1x per week","1994","indirect migration background","Male","","","",""
"Min 1x per week","1994","indirect migration background","Female","","","",""
"Min 1x per month","1994","no migration background","Male","","","",""
"Min 1x per month","1994","no migration background","Female","","","",""
"Min 1x per month","1994","direct migration background","Male","","","",""
"Min 1x per month","1994","direct migration background","Female","","","",""
"Min 1x per month","1994","indirect migration background","Male","","","",""
"Min 1x per month","1994","indirect migration background","Female","","","",""
"Rarely","1994","no migration background","Male","","","",""
"Rarely","1994","no migration background","Female","","","",""
"Rarely","1994","direct migration background","Male","","","",""
"Rarely","1994","direct migration background","Female","","","",""
"Rarely","1994","indirect migration background","Male","","","",""
"Rarely","1994","indirect migration background","Female","","","",""
"Never","1994","no migration background","Male","","","",""
"Never","1994","no migration background","Female","","","",""
"Never","1994","direct migration background","Male","","","",""
"Never","1994","direct migration background","Female","","","",""
"Never","1994","indirect migration background","Male","","","",""
"Never","1994","indirect migration background","Female","","","",""
"Daily","1995","no migration background","Male","6","","",""
"Daily","1995","no migration background","Female","6","","",""
"Daily","1995","direct migration background","Male","4","","",""
"Daily","1995","direct migration background","Female","2","","",""
"Daily","1995","indirect migration background","Male","","","",""
"Daily","1995","indirect migration background","Female","2","","",""
"Min 1x per week","1995","no migration background","Male","305","0.0740883632724994","0.0666297829662636","0.0815469435787352"
"Min 1x per week","1995","no migration background","Female","285","0.0556571496550655","0.0494545106372729","0.061859788672858"
"Min 1x per week","1995","direct migration background","Male","57","0.0508236653188148","0.0393634962110176","0.062283834426612"
"Min 1x per week","1995","direct migration background","Female","48","0.0338802197626682","0.0243243611095941","0.0434360784157423"
"Min 1x per week","1995","indirect migration background","Male","13","","",""
"Min 1x per week","1995","indirect migration background","Female","9","","",""
"Min 1x per month","1995","no migration background","Male","1488","0.310186779326641","0.297014109776905","0.323359448876378"
"Min 1x per month","1995","no migration background","Female","1500","0.273851105035682","0.261786273361848","0.285915936709517"
"Min 1x per month","1995","direct migration background","Male","281","0.230190485546935","0.20822605713939","0.25215491395448"
"Min 1x per month","1995","direct migration background","Female","244","0.207466058549462","0.186048814557352","0.228883302541572"
"Min 1x per month","1995","indirect migration background","Male","58","0.188100619716727","0.140041318611375","0.236159920822079"
"Min 1x per month","1995","indirect migration background","Female","47","0.234820015978306","0.182894901164059","0.286745130792554"
"Rarely","1995","no migration background","Male","2556","0.523088096702269","0.508864713905533","0.537311479499005"
"Rarely","1995","no migration background","Female","2884","0.527965599062648","0.514459161479302","0.541472036645994"
"Rarely","1995","direct migration background","Male","766","0.52135812827966","0.495293111873027","0.547423144686294"
"Rarely","1995","direct migration background","Female","770","0.554344871597654","0.528092376127121","0.580597367068187"
"Rarely","1995","indirect migration background","Male","150","0.648273715148911","0.58955009082721","0.706997339470612"
"Rarely","1995","indirect migration background","Female","148","0.529022017409286","0.467876407039998","0.590167627778574"
"Never","1995","no migration background","Male","382","0.0912388165577522","0.0830388684387109","0.0994387646767934"
"Never","1995","no migration background","Female","573","0.141000866006988","0.131585039866092","0.150416692147885"
"Never","1995","direct migration background","Male","303","0.19253743572199","0.171964163426868","0.213110708017112"
"Never","1995","direct migration background","Female","313","0.203289231010546","0.182032883029676","0.224545578991415"
"Never","1995","indirect migration background","Male","33","0.114234736110929","0.0751155647670133","0.153353907454844"
"Never","1995","indirect migration background","Female","50","0.182085919651882","0.13481216110959","0.229359678194174"
"Daily","1996","no migration background","Male","","","",""
"Daily","1996","no migration background","Female","","","",""
"Daily","1996","direct migration background","Male","","","",""
"Daily","1996","direct migration background","Female","","","",""
"Daily","1996","indirect migration background","Male","","","",""
"Daily","1996","indirect migration background","Female","","","",""
"Min 1x per week","1996","no migration background","Male","","","",""
"Min 1x per week","1996","no migration background","Female","","","",""
"Min 1x per week","1996","direct migration background","Male","","","",""
"Min 1x per week","1996","direct migration background","Female","","","",""
"Min 1x per week","1996","indirect migration background","Male","","","",""
"Min 1x per week","1996","indirect migration background","Female","","","",""
"Min 1x per month","1996","no migration background","Male","","","",""
"Min 1x per month","1996","no migration background","Female","","","",""
"Min 1x per month","1996","direct migration background","Male","","","",""
"Min 1x per month","1996","direct migration background","Female","","","",""
"Min 1x per month","1996","indirect migration background","Male","","","",""
"Min 1x per month","1996","indirect migration background","Female","","","",""
"Rarely","1996","no migration background","Male","","","",""
"Rarely","1996","no migration background","Female","","","",""
"Rarely","1996","direct migration background","Male","","","",""
"Rarely","1996","direct migration background","Female","","","",""
"Rarely","1996","indirect migration background","Male","","","",""
"Rarely","1996","indirect migration background","Female","","","",""
"Never","1996","no migration background","Male","","","",""
"Never","1996","no migration background","Female","","","",""
"Never","1996","direct migration background","Male","","","",""
"Never","1996","direct migration background","Female","","","",""
"Never","1996","indirect migration background","Male","","","",""
"Never","1996","indirect migration background","Female","","","",""
"Daily","1997","no migration background","Male","","","",""
"Daily","1997","no migration background","Female","","","",""
"Daily","1997","direct migration background","Male","","","",""
"Daily","1997","direct migration background","Female","","","",""
"Daily","1997","indirect migration background","Male","","","",""
"Daily","1997","indirect migration background","Female","","","",""
"Min 1x per week","1997","no migration background","Male","","","",""
"Min 1x per week","1997","no migration background","Female","","","",""
"Min 1x per week","1997","direct migration background","Male","","","",""
"Min 1x per week","1997","direct migration background","Female","","","",""
"Min 1x per week","1997","indirect migration background","Male","","","",""
"Min 1x per week","1997","indirect migration background","Female","","","",""
"Min 1x per month","1997","no migration background","Male","","","",""
"Min 1x per month","1997","no migration background","Female","","","",""
"Min 1x per month","1997","direct migration background","Male","","","",""
"Min 1x per month","1997","direct migration background","Female","","","",""
"Min 1x per month","1997","indirect migration background","Male","","","",""
"Min 1x per month","1997","indirect migration background","Female","","","",""
"Rarely","1997","no migration background","Male","","","",""
"Rarely","1997","no migration background","Female","","","",""
"Rarely","1997","direct migration background","Male","","","",""
"Rarely","1997","direct migration background","Female","","","",""
"Rarely","1997","indirect migration background","Male","","","",""
"Rarely","1997","indirect migration background","Female","","","",""
"Never","1997","no migration background","Male","","","",""
"Never","1997","no migration background","Female","","","",""
"Never","1997","direct migration background","Male","","","",""
"Never","1997","direct migration background","Female","","","",""
"Never","1997","indirect migration background","Male","","","",""
"Never","1997","indirect migration background","Female","","","",""
"Daily","1998","no migration background","Male","5","","",""
"Daily","1998","no migration background","Female","2","","",""
"Daily","1998","direct migration background","Male","4","","",""
"Daily","1998","direct migration background","Female","1","","",""
"Daily","1998","indirect migration background","Male","1","","",""
"Daily","1998","indirect migration background","Female","1","","",""
"Min 1x per week","1998","no migration background","Male","299","0.0588411289657424","0.0525364640830485","0.0651457938484363"
"Min 1x per week","1998","no migration background","Female","277","0.0478713934925562","0.0424112515577565","0.0533315354273558"
"Min 1x per week","1998","direct migration background","Male","34","0.0305573697860898","0.0208515177678676","0.0402632218043121"
"Min 1x per week","1998","direct migration background","Female","35","0.0285642798751519","0.0190958964203264","0.0380326633299774"
"Min 1x per week","1998","indirect migration background","Male","18","","",""
"Min 1x per week","1998","indirect migration background","Female","12","","",""
"Min 1x per month","1998","no migration background","Male","1451","0.27418588394276","0.262234304851533","0.286137463033987"
"Min 1x per month","1998","no migration background","Female","1469","0.2492268402839","0.238163917900985","0.260289762666816"
"Min 1x per month","1998","direct migration background","Male","225","0.218140274333886","0.194851481760916","0.241429066906856"
"Min 1x per month","1998","direct migration background","Female","203","0.204091864446113","0.181183109730681","0.227000619161544"
"Min 1x per month","1998","indirect migration background","Male","70","0.203157059707758","0.158295829867895","0.248018289547621"
"Min 1x per month","1998","indirect migration background","Female","64","0.208414434734401","0.161585745677567","0.255243123791234"
"Rarely","1998","no migration background","Male","3196","0.58372758318087","0.570521197882063","0.596933968479678"
"Rarely","1998","no migration background","Female","3541","0.585894344616794","0.573296874859905","0.598491814373684"
"Rarely","1998","direct migration background","Male","723","0.577701848158735","0.549848584338739","0.605555111978732"
"Rarely","1998","direct migration background","Female","718","0.57681453513177","0.548731720530786","0.604897349732754"
"Rarely","1998","indirect migration background","Male","186","0.593598010786069","0.538834285619755","0.648361735952382"
"Rarely","1998","indirect migration background","Female","179","0.660264036043652","0.605659496110216","0.714868575977088"
"Never","1998","no migration background","Male","401","0.0824969765812863","0.0751262074748804","0.0898677456876923"
"Never","1998","no migration background","Female","584","0.116544883052782","0.108338402568251","0.124751363537313"
"Never","1998","direct migration background","Male","222","0.170475245266027","0.149269186467576","0.191681304064478"
"Never","1998","direct migration background","Female","232","0.190371916345765","0.168056685358003","0.212687147333527"
"Never","1998","indirect migration background","Male","34","0.105704672035577","0.0714234398321057","0.139985904239049"
"Never","1998","indirect migration background","Female","33","0.0916745941125819","0.0584052377990148","0.124943950426149"
"Daily","1999","no migration background","Male","","","",""
"Daily","1999","no migration background","Female","","","",""
"Daily","1999","direct migration background","Male","","","",""
"Daily","1999","direct migration background","Female","","","",""
"Daily","1999","indirect migration background","Male","","","",""
"Daily","1999","indirect migration background","Female","","","",""
"Min 1x per week","1999","no migration background","Male","","","",""
"Min 1x per week","1999","no migration background","Female","","","",""
"Min 1x per week","1999","direct migration background","Male","","","",""
"Min 1x per week","1999","direct migration background","Female","","","",""
"Min 1x per week","1999","indirect migration background","Male","","","",""
"Min 1x per week","1999","indirect migration background","Female","","","",""
"Min 1x per month","1999","no migration background","Male","","","",""
"Min 1x per month","1999","no migration background","Female","","","",""
