"pli0082","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","1990","general elemantary","466","0.186412968941196","0.171054791368292","0.2017711465141"
"Never","1990","middle vocational","397","0.0848219703994036","0.0767228035376703","0.0929211372611369"
"Never","1990","vocational + Abi","26","","",""
"Never","1990","higher vocational","21","","",""
"Never","1990","higher education","15","","",""
"Daily","1991","in school","","","",""
"Daily","1991","inadequately","","","",""
"Daily","1991","general elemantary","","","",""
"Daily","1991","middle vocational","","","",""
"Daily","1991","vocational + Abi","","","",""
"Daily","1991","higher vocational","","","",""
"Daily","1991","higher education","","","",""
"Min 1x per week","1991","in school","","","",""
"Min 1x per week","1991","inadequately","","","",""
"Min 1x per week","1991","general elemantary","","","",""
"Min 1x per week","1991","middle vocational","","","",""
"Min 1x per week","1991","vocational + Abi","","","",""
"Min 1x per week","1991","higher vocational","","","",""
"Min 1x per week","1991","higher education","","","",""
"Min 1x per month","1991","in school","","","",""
"Min 1x per month","1991","inadequately","","","",""
"Min 1x per month","1991","general elemantary","","","",""
"Min 1x per month","1991","middle vocational","","","",""
"Min 1x per month","1991","vocational + Abi","","","",""
"Min 1x per month","1991","higher vocational","","","",""
"Min 1x per month","1991","higher education","","","",""
"Rarely","1991","in school","","","",""
"Rarely","1991","inadequately","","","",""
"Rarely","1991","general elemantary","","","",""
"Rarely","1991","middle vocational","","","",""
"Rarely","1991","vocational + Abi","","","",""
"Rarely","1991","higher vocational","","","",""
"Rarely","1991","higher education","","","",""
"Never","1991","in school","","","",""
"Never","1991","inadequately","","","",""
"Never","1991","general elemantary","","","",""
"Never","1991","middle vocational","","","",""
"Never","1991","vocational + Abi","","","",""
"Never","1991","higher vocational","","","",""
"Never","1991","higher education","","","",""
"Daily","1992","in school","","","",""
"Daily","1992","inadequately","","","",""
"Daily","1992","general elemantary","","","",""
"Daily","1992","middle vocational","","","",""
"Daily","1992","vocational + Abi","","","",""
"Daily","1992","higher vocational","","","",""
"Daily","1992","higher education","","","",""
"Min 1x per week","1992","in school","","","",""
"Min 1x per week","1992","inadequately","","","",""
"Min 1x per week","1992","general elemantary","","","",""
"Min 1x per week","1992","middle vocational","","","",""
"Min 1x per week","1992","vocational + Abi","","","",""
"Min 1x per week","1992","higher vocational","","","",""
"Min 1x per week","1992","higher education","","","",""
"Min 1x per month","1992","in school","","","",""
"Min 1x per month","1992","inadequately","","","",""
"Min 1x per month","1992","general elemantary","","","",""
"Min 1x per month","1992","middle vocational","","","",""
"Min 1x per month","1992","vocational + Abi","","","",""
"Min 1x per month","1992","higher vocational","","","",""
"Min 1x per month","1992","higher education","","","",""
"Rarely","1992","in school","","","",""
"Rarely","1992","inadequately","","","",""
"Rarely","1992","general elemantary","","","",""
"Rarely","1992","middle vocational","","","",""
"Rarely","1992","vocational + Abi","","","",""
"Rarely","1992","higher vocational","","","",""
"Rarely","1992","higher education","","","",""
"Never","1992","in school","","","",""
"Never","1992","inadequately","","","",""
"Never","1992","general elemantary","","","",""
"Never","1992","middle vocational","","","",""
"Never","1992","vocational + Abi","","","",""
"Never","1992","higher vocational","","","",""
"Never","1992","higher education","","","",""
"Daily","1993","in school","","","",""
"Daily","1993","inadequately","","","",""
"Daily","1993","general elemantary","","","",""
"Daily","1993","middle vocational","","","",""
"Daily","1993","vocational + Abi","","","",""
"Daily","1993","higher vocational","","","",""
"Daily","1993","higher education","","","",""
"Min 1x per week","1993","in school","","","",""
"Min 1x per week","1993","inadequately","","","",""
"Min 1x per week","1993","general elemantary","","","",""
"Min 1x per week","1993","middle vocational","","","",""
"Min 1x per week","1993","vocational + Abi","","","",""
"Min 1x per week","1993","higher vocational","","","",""
"Min 1x per week","1993","higher education","","","",""
"Min 1x per month","1993","in school","","","",""
"Min 1x per month","1993","inadequately","","","",""
"Min 1x per month","1993","general elemantary","","","",""
"Min 1x per month","1993","middle vocational","","","",""
"Min 1x per month","1993","vocational + Abi","","","",""
"Min 1x per month","1993","higher vocational","","","",""
"Min 1x per month","1993","higher education","","","",""
"Rarely","1993","in school","","","",""
"Rarely","1993","inadequately","","","",""
"Rarely","1993","general elemantary","","","",""
"Rarely","1993","middle vocational","","","",""
"Rarely","1993","vocational + Abi","","","",""
"Rarely","1993","higher vocational","","","",""
"Rarely","1993","higher education","","","",""
"Never","1993","in school","","","",""
"Never","1993","inadequately","","","",""
"Never","1993","general elemantary","","","",""
"Never","1993","middle vocational","","","",""
"Never","1993","vocational + Abi","","","",""
"Never","1993","higher vocational","","","",""
"Never","1993","higher education","","","",""
"Daily","1994","in school","","","",""
"Daily","1994","inadequately","","","",""
"Daily","1994","general elemantary","","","",""
"Daily","1994","middle vocational","","","",""
"Daily","1994","vocational + Abi","","","",""
"Daily","1994","higher vocational","","","",""
"Daily","1994","higher education","","","",""
"Min 1x per week","1994","in school","","","",""
"Min 1x per week","1994","inadequately","","","",""
"Min 1x per week","1994","general elemantary","","","",""
"Min 1x per week","1994","middle vocational","","","",""
"Min 1x per week","1994","vocational + Abi","","","",""
"Min 1x per week","1994","higher vocational","","","",""
"Min 1x per week","1994","higher education","","","",""
"Min 1x per month","1994","in school","","","",""
"Min 1x per month","1994","inadequately","","","",""
"Min 1x per month","1994","general elemantary","","","",""
"Min 1x per month","1994","middle vocational","","","",""
"Min 1x per month","1994","vocational + Abi","","","",""
"Min 1x per month","1994","higher vocational","","","",""
"Min 1x per month","1994","higher education","","","",""
"Rarely","1994","in school","","","",""
"Rarely","1994","inadequately","","","",""
"Rarely","1994","general elemantary","","","",""
"Rarely","1994","middle vocational","","","",""
"Rarely","1994","vocational + Abi","","","",""
"Rarely","1994","higher vocational","","","",""
"Rarely","1994","higher education","","","",""
"Never","1994","in school","","","",""
"Never","1994","inadequately","","","",""
"Never","1994","general elemantary","","","",""
"Never","1994","middle vocational","","","",""
"Never","1994","vocational + Abi","","","",""
"Never","1994","higher vocational","","","",""
"Never","1994","higher education","","","",""
"Daily","1995","in school","","","",""
"Daily","1995","inadequately","1","","",""
"Daily","1995","general elemantary","4","","",""
"Daily","1995","middle vocational","13","","",""
"Daily","1995","vocational + Abi","","","",""
"Daily","1995","higher vocational","1","","",""
"Daily","1995","higher education","1","","",""
"Min 1x per week","1995","in school","14","","",""
"Min 1x per week","1995","inadequately","10","","",""
"Min 1x per week","1995","general elemantary","106","0.039158982458381","0.0315477623339578","0.0467702025828043"
"Min 1x per week","1995","middle vocational","360","0.0600184237532667","0.0543373942331589","0.0656994532733745"
"Min 1x per week","1995","vocational + Abi","26","","",""
"Min 1x per week","1995","higher vocational","47","0.0827665047362768","0.0632033961362309","0.102329613336323"
"Min 1x per week","1995","higher education","138","0.0934839041842226","0.0798797560603242","0.107088052308121"
"Min 1x per month","1995","in school","67","0.22319700937413","0.174854934013269","0.271539084734991"
"Min 1x per month","1995","inadequately","61","0.118335310138007","0.0907841411621282","0.145886479113886"
"Min 1x per month","1995","general elemantary","483","0.196604983518594","0.181010369005443","0.212199598031746"
"Min 1x per month","1995","middle vocational","1842","0.272006386430289","0.261363034621518","0.28264973823906"
"Min 1x per month","1995","vocational + Abi","167","0.355952686267518","0.312984806367331","0.398920566167704"
"Min 1x per month","1995","higher vocational","243","0.324173080630868","0.290939523921388","0.357406637340347"
"Min 1x per month","1995","higher education","699","0.417029196484011","0.393987109892363","0.44007128307566"
"Rarely","1995","in school","185","0.654934715086444","0.599742820648539","0.710126609524348"
"Rarely","1995","inadequately","288","0.517442101331011","0.474819816691883","0.56006438597014"
"Rarely","1995","general elemantary","1379","0.538653174739047","0.519092618698314","0.558213730779779"
"Rarely","1995","middle vocational","3763","0.546576024546617","0.534669017477685","0.55848303161555"
"Rarely","1995","vocational + Abi","245","0.512025397052082","0.467168083291824","0.556882710812341"
"Rarely","1995","higher vocational","417","0.493058642483591","0.457561061805644","0.528556223161538"
"Rarely","1995","higher education","859","0.44944944065856","0.42620312142438","0.47269575989274"
"Never","1995","in school","19","","",""
"Never","1995","inadequately","168","0.336335178007943","0.296036418699481","0.376633937316405"
"Never","1995","general elemantary","523","0.224708665219559","0.208330879259709","0.241086451179408"
"Never","1995","middle vocational","737","0.118792635949003","0.111054098278812","0.126531173619194"
"Never","1995","vocational + Abi","39","0.0826756969458084","0.0579619108385411","0.107389483053076"
"Never","1995","higher vocational","54","0.0967630127528244","0.0757723499068875","0.117753675598761"
"Never","1995","higher education","62","0.0395021867762525","0.0303994092090144","0.0486049643434907"
"Daily","1996","in school","","","",""
"Daily","1996","inadequately","","","",""
"Daily","1996","general elemantary","","","",""
"Daily","1996","middle vocational","","","",""
"Daily","1996","vocational + Abi","","","",""
"Daily","1996","higher vocational","","","",""
"Daily","1996","higher education","","","",""
"Min 1x per week","1996","in school","","","",""
"Min 1x per week","1996","inadequately","","","",""
"Min 1x per week","1996","general elemantary","","","",""
"Min 1x per week","1996","middle vocational","","","",""
"Min 1x per week","1996","vocational + Abi","","","",""
"Min 1x per week","1996","higher vocational","","","",""
"Min 1x per week","1996","higher education","","","",""
"Min 1x per month","1996","in school","","","",""
"Min 1x per month","1996","inadequately","","","",""
"Min 1x per month","1996","general elemantary","","","",""
"Min 1x per month","1996","middle vocational","","","",""
"Min 1x per month","1996","vocational + Abi","","","",""
"Min 1x per month","1996","higher vocational","","","",""
"Min 1x per month","1996","higher education","","","",""
"Rarely","1996","in school","","","",""
"Rarely","1996","inadequately","","","",""
"Rarely","1996","general elemantary","","","",""
"Rarely","1996","middle vocational","","","",""
"Rarely","1996","vocational + Abi","","","",""
"Rarely","1996","higher vocational","","","",""
"Rarely","1996","higher education","","","",""
"Never","1996","in school","","","",""
"Never","1996","inadequately","","","",""
"Never","1996","general elemantary","","","",""
"Never","1996","middle vocational","","","",""
"Never","1996","vocational + Abi","","","",""
"Never","1996","higher vocational","","","",""
"Never","1996","higher education","","","",""
"Daily","1997","in school","","","",""
"Daily","1997","inadequately","","","",""
"Daily","1997","general elemantary","","","",""
"Daily","1997","middle vocational","","","",""
"Daily","1997","vocational + Abi","","","",""
"Daily","1997","higher vocational","","","",""
"Daily","1997","higher education","","","",""
"Min 1x per week","1997","in school","","","",""
"Min 1x per week","1997","inadequately","","","",""
"Min 1x per week","1997","general elemantary","","","",""
"Min 1x per week","1997","middle vocational","","","",""
"Min 1x per week","1997","vocational + Abi","","","",""
"Min 1x per week","1997","higher vocational","","","",""
"Min 1x per week","1997","higher education","","","",""
"Min 1x per month","1997","in school","","","",""
"Min 1x per month","1997","inadequately","","","",""
"Min 1x per month","1997","general elemantary","","","",""
"Min 1x per month","1997","middle vocational","","","",""
"Min 1x per month","1997","vocational + Abi","","","",""
"Min 1x per month","1997","higher vocational","","","",""
"Min 1x per month","1997","higher education","","","",""
"Rarely","1997","in school","","","",""
"Rarely","1997","inadequately","","","",""
"Rarely","1997","general elemantary","","","",""
"Rarely","1997","middle vocational","","","",""
"Rarely","1997","vocational + Abi","","","",""
"Rarely","1997","higher vocational","","","",""
"Rarely","1997","higher education","","","",""
"Never","1997","in school","","","",""
"Never","1997","inadequately","","","",""
"Never","1997","general elemantary","","","",""
"Never","1997","middle vocational","","","",""
"Never","1997","vocational + Abi","","","",""
"Never","1997","higher vocational","","","",""
"Never","1997","higher education","","","",""
"Daily","1998","in school","","","",""
"Daily","1998","inadequately","","","",""
"Daily","1998","general elemantary","5","","",""
"Daily","1998","middle vocational","3","","",""
"Daily","1998","vocational + Abi","1","","",""
"Daily","1998","higher vocational","","","",""
"Daily","1998","higher education","3","","",""
"Min 1x per week","1998","in school","10","","",""
"Min 1x per week","1998","inadequately","11","","",""
"Min 1x per week","1998","general elemantary","110","0.0415537925205024","0.0337957970261948","0.04931178801481"
"Min 1x per week","1998","middle vocational","349","0.0515710180376864","0.0463923474677612","0.0567496886076115"
"Min 1x per week","1998","vocational + Abi","22","","",""
"Min 1x per week","1998","higher vocational","36","0.0538328914327996","0.0384045245027882","0.069261258362811"
"Min 1x per week","1998","higher education","108","0.0572337522721884","0.0469710042351143","0.0674965003092626"
"Min 1x per month","1998","in school","81","0.264650029139681","0.217197205263942","0.312102853015421"
"Min 1x per month","1998","inadequately","43","0.110829859069952","0.0815310733216204","0.140128644818284"
"Min 1x per month","1998","general elemantary","484","0.197832249262332","0.182346170584347","0.213318327940318"
"Min 1x per month","1998","middle vocational","1668","0.240168613111733","0.230165624732607","0.25017160149086"
"Min 1x per month","1998","vocational + Abi","140","0.290706114067732","0.251257714276764","0.330154513858699"
"Min 1x per month","1998","higher vocational","212","0.265775157133295","0.2355767586512","0.295973555615389"
"Min 1x per month","1998","higher education","702","0.37441409514576","0.353031760788083","0.395796429503437"
"Rarely","1998","in school","221","0.641662278246722","0.590082607239384","0.69324194925406"
"Rarely","1998","inadequately","257","0.545020245862158","0.498543988303197","0.591496503421118"
"Rarely","1998","general elemantary","1485","0.559077701187429","0.539776806778729","0.578378595596128"
"Rarely","1998","middle vocational","4324","0.608205691876462","0.596775136662348","0.619636247090577"
"Rarely","1998","vocational + Abi","321","0.605801146233797","0.563347800378221","0.648254492089373"
"Rarely","1998","higher vocational","527","0.60871431952616","0.575351256279885","0.642077382772435"
"Rarely","1998","higher education","1092","0.531449599286234","0.50940284089352","0.553496357678947"
"Never","1998","in school","20","","",""
"Never","1998","inadequately","130","0.307102907129371","0.264049737557484","0.350156076701257"
"Never","1998","general elemantary","458","0.200867585220216","0.185292708392921","0.216442462047512"
"Never","1998","middle vocational","662","0.0995809901498486","0.0925692861772351","0.106592694122462"
"Never","1998","vocational + Abi","25","","",""
"Never","1998","higher vocational","47","0.0716776319077461","0.0540435272471297","0.0893117365683626"
"Never","1998","higher education","63","0.0351374206870222","0.0270025020281642","0.0432723393458801"
"Daily","1999","in school","","","",""
"Daily","1999","inadequately","","","",""
"Daily","1999","general elemantary","","","",""
"Daily","1999","middle vocational","","","",""
"Daily","1999","vocational + Abi","","","",""
"Daily","1999","higher vocational","","","",""
"Daily","1999","higher education","","","",""
"Min 1x per week","1999","in school","","","",""
"Min 1x per week","1999","inadequately","","","",""
"Min 1x per week","1999","general elemantary","","","",""
"Min 1x per week","1999","middle vocational","","","",""
"Min 1x per week","1999","vocational + Abi","","","",""
"Min 1x per week","1999","higher vocational","","","",""
"Min 1x per week","1999","higher education","","","",""
"Min 1x per month","1999","in school","","","",""
"Min 1x per month","1999","inadequately","","","",""
"Min 1x per month","1999","general elemantary","","","",""
"Min 1x per month","1999","middle vocational","","","",""
"Min 1x per month","1999","vocational + Abi","","","",""
"Min 1x per month","1999","higher vocational","","","",""
"Min 1x per month","1999","higher education","","","",""
"Rarely","1999","in school","","","",""
"Rarely","1999","inadequately","","","",""
"Rarely","1999","general elemantary","","","",""
"Rarely","1999","middle vocational","","","",""
"Rarely","1999","vocational + Abi","","","",""
"Rarely","1999","higher vocational","","","",""
"Rarely","1999","higher education","","","",""
"Never","1999","in school","","","",""
"Never","1999","inadequately","","","",""
"Never","1999","general elemantary","","","",""
"Never","1999","middle vocational","","","",""
"Never","1999","vocational + Abi","","","",""
"Never","1999","higher vocational","","","",""
"Never","1999","higher education","","","",""
"Daily","2000","in school","","","",""
"Daily","2000","inadequately","","","",""
"Daily","2000","general elemantary","","","",""
"Daily","2000","middle vocational","","","",""
"Daily","2000","vocational + Abi","","","",""
"Daily","2000","higher vocational","","","",""
"Daily","2000","higher education","","","",""
"Min 1x per week","2000","in school","","","",""
"Min 1x per week","2000","inadequately","","","",""
"Min 1x per week","2000","general elemantary","","","",""
"Min 1x per week","2000","middle vocational","","","",""
"Min 1x per week","2000","vocational + Abi","","","",""
"Min 1x per week","2000","higher vocational","","","",""
"Min 1x per week","2000","higher education","","","",""
"Min 1x per month","2000","in school","","","",""
"Min 1x per month","2000","inadequately","","","",""
"Min 1x per month","2000","general elemantary","","","",""
"Min 1x per month","2000","middle vocational","","","",""
"Min 1x per month","2000","vocational + Abi","","","",""
"Min 1x per month","2000","higher vocational","","","",""
"Min 1x per month","2000","higher education","","","",""
"Rarely","2000","in school","","","",""
"Rarely","2000","inadequately","","","",""
"Rarely","2000","general elemantary","","","",""
"Rarely","2000","middle vocational","","","",""
"Rarely","2000","vocational + Abi","","","",""
"Rarely","2000","higher vocational","","","",""
"Rarely","2000","higher education","","","",""
"Never","2000","in school","","","",""
"Never","2000","inadequately","","","",""
"Never","2000","general elemantary","","","",""
"Never","2000","middle vocational","","","",""
"Never","2000","vocational + Abi","","","",""
"Never","2000","higher vocational","","","",""
"Never","2000","higher education","","","",""
"Daily","2001","in school","","","",""
"Daily","2001","inadequately","","","",""
"Daily","2001","general elemantary","","","",""
"Daily","2001","middle vocational","","","",""
"Daily","2001","vocational + Abi","","","",""
"Daily","2001","higher vocational","","","",""
"Daily","2001","higher education","","","",""
"Min 1x per week","2001","in school","","","",""
"Min 1x per week","2001","inadequately","","","",""
"Min 1x per week","2001","general elemantary","","","",""
"Min 1x per week","2001","middle vocational","","","",""
"Min 1x per week","2001","vocational + Abi","","","",""
"Min 1x per week","2001","higher vocational","","","",""
"Min 1x per week","2001","higher education","","","",""
"Min 1x per month","2001","in school","","","",""
"Min 1x per month","2001","inadequately","","","",""
"Min 1x per month","2001","general elemantary","","","",""
"Min 1x per month","2001","middle vocational","","","",""
"Min 1x per month","2001","vocational + Abi","","","",""
"Min 1x per month","2001","higher vocational","","","",""
"Min 1x per month","2001","higher education","","","",""
"Rarely","2001","in school","","","",""
"Rarely","2001","inadequately","","","",""
"Rarely","2001","general elemantary","","","",""
"Rarely","2001","middle vocational","","","",""
"Rarely","2001","vocational + Abi","","","",""
"Rarely","2001","higher vocational","","","",""
"Rarely","2001","higher education","","","",""
"Never","2001","in school","","","",""
"Never","2001","inadequately","","","",""
"Never","2001","general elemantary","","","",""
"Never","2001","middle vocational","","","",""
"Never","2001","vocational + Abi","","","",""
"Never","2001","higher vocational","","","",""
"Never","2001","higher education","","","",""
"Daily","2002","in school","","","",""
"Daily","2002","inadequately","","","",""
"Daily","2002","general elemantary","","","",""
"Daily","2002","middle vocational","","","",""
"Daily","2002","vocational + Abi","","","",""
"Daily","2002","higher vocational","","","",""
"Daily","2002","higher education","","","",""
"Min 1x per week","2002","in school","","","",""
"Min 1x per week","2002","inadequately","","","",""
"Min 1x per week","2002","general elemantary","","","",""
"Min 1x per week","2002","middle vocational","","","",""
"Min 1x per week","2002","vocational + Abi","","","",""
"Min 1x per week","2002","higher vocational","","","",""
"Min 1x per week","2002","higher education","","","",""
"Min 1x per month","2002","in school","","","",""
"Min 1x per month","2002","inadequately","","","",""
"Min 1x per month","2002","general elemantary","","","",""
"Min 1x per month","2002","middle vocational","","","",""
"Min 1x per month","2002","vocational + Abi","","","",""
"Min 1x per month","2002","higher vocational","","","",""
"Min 1x per month","2002","higher education","","","",""
"Rarely","2002","in school","","","",""
"Rarely","2002","inadequately","","","",""
"Rarely","2002","general elemantary","","","",""
"Rarely","2002","middle vocational","","","",""
"Rarely","2002","vocational + Abi","","","",""
"Rarely","2002","higher vocational","","","",""
"Rarely","2002","higher education","","","",""
"Never","2002","in school","","","",""
"Never","2002","inadequately","","","",""
"Never","2002","general elemantary","","","",""
"Never","2002","middle vocational","","","",""
"Never","2002","vocational + Abi","","","",""
"Never","2002","higher vocational","","","",""
"Never","2002","higher education","","","",""
"Daily","2003","in school","1","","",""
"Daily","2003","inadequately","2","","",""
"Daily","2003","general elemantary","2","","",""
"Daily","2003","middle vocational","9","","",""
"Daily","2003","vocational + Abi","","","",""
"Daily","2003","higher vocational","2","","",""
"Daily","2003","higher education","3","","",""
"Min 1x per week","2003","in school","28","","",""
"Min 1x per week","2003","inadequately","7","","",""
"Min 1x per week","2003","general elemantary","90","0.0321057223907336","0.025518414239468","0.0386930305419992"
"Min 1x per week","2003","middle vocational","487","0.0428690195021752","0.0391051372790257","0.0466329017253247"
"Min 1x per week","2003","vocational + Abi","64","0.0652353140180144","0.0510186107077318","0.079452017328297"
"Min 1x per week","2003","higher vocational","80","0.0467905526528537","0.0367038247901364","0.056877280515571"
"Min 1x per week","2003","higher education","315","0.0667586819529559","0.0593301287869404","0.0741872351189715"
"Min 1x per month","2003","in school","142","0.194973766410797","0.163585633197973","0.226361899623622"
"Min 1x per month","2003","inadequately","26","","",""
"Min 1x per month","2003","general elemantary","454","0.162159391988315","0.148385567258983","0.175933216717648"
"Min 1x per month","2003","middle vocational","2575","0.225929965232876","0.218159346355423","0.233700584110328"
"Min 1x per month","2003","vocational + Abi","330","0.27093072560376","0.245343694265396","0.296517756942125"
"Min 1x per month","2003","higher vocational","453","0.267816161017241","0.246666397925033","0.288965924109449"
"Min 1x per month","2003","higher education","1628","0.355972093404898","0.341722131628561","0.370222055181236"
"Rarely","2003","in school","377","0.638476923447578","0.600413048789123","0.676540798106034"
"Rarely","2003","inadequately","127","0.451678117831475","0.391984929670508","0.511371305992443"
"Rarely","2003","general elemantary","1554","0.545694324766669","0.527088385652558","0.564300263880779"
"Rarely","2003","middle vocational","6656","0.587391601070971","0.578243910590895","0.596539291551047"
"Rarely","2003","vocational + Abi","668","0.569291756988502","0.540783844789855","0.597799669187149"
"Rarely","2003","higher vocational","1027","0.602359916667649","0.57898499534411","0.625734837991187"
"Rarely","2003","higher education","2227","0.52847382715719","0.51361727528206","0.54333037903232"
"Never","2003","in school","64","0.121126395203969","0.0952767261704818","0.146976064237456"
"Never","2003","inadequately","105","0.417191041325251","0.358045357580554","0.476336725069948"
"Never","2003","general elemantary","651","0.258802659036343","0.242436224067041","0.275169094005645"
"Never","2003","middle vocational","1399","0.143003260930094","0.136498353533449","0.149508168326739"
"Never","2003","vocational + Abi","97","0.0945422033897231","0.0776978889794797","0.111386517799966"
"Never","2003","higher vocational","122","0.0815093613651428","0.068441089528226","0.0945776332020596"
"Never","2003","higher education","164","0.0474777515197968","0.0411487381110874","0.0538067649285062"
"Daily","2004","in school","","","",""
"Daily","2004","inadequately","","","",""
"Daily","2004","general elemantary","","","",""
"Daily","2004","middle vocational","","","",""
"Daily","2004","vocational + Abi","","","",""
"Daily","2004","higher vocational","","","",""
"Daily","2004","higher education","","","",""
"Min 1x per week","2004","in school","","","",""
"Min 1x per week","2004","inadequately","","","",""
"Min 1x per week","2004","general elemantary","","","",""
"Min 1x per week","2004","middle vocational","","","",""
"Min 1x per week","2004","vocational + Abi","","","",""
"Min 1x per week","2004","higher vocational","","","",""
"Min 1x per week","2004","higher education","","","",""
"Min 1x per month","2004","in school","","","",""
"Min 1x per month","2004","inadequately","","","",""
"Min 1x per month","2004","general elemantary","","","",""
"Min 1x per month","2004","middle vocational","","","",""
"Min 1x per month","2004","vocational + Abi","","","",""
"Min 1x per month","2004","higher vocational","","","",""
"Min 1x per month","2004","higher education","","","",""
"Rarely","2004","in school","","","",""
"Rarely","2004","inadequately","","","",""
"Rarely","2004","general elemantary","","","",""
"Rarely","2004","middle vocational","","","",""
"Rarely","2004","vocational + Abi","","","",""
"Rarely","2004","higher vocational","","","",""
"Rarely","2004","higher education","","","",""
"Never","2004","in school","","","",""
"Never","2004","inadequately","","","",""
"Never","2004","general elemantary","","","",""
"Never","2004","middle vocational","","","",""
"Never","2004","vocational + Abi","","","",""
"Never","2004","higher vocational","","","",""
"Never","2004","higher education","","","",""
"Daily","2005","in school","","","",""
"Daily","2005","inadequately","","","",""
"Daily","2005","general elemantary","","","",""
"Daily","2005","middle vocational","","","",""
"Daily","2005","vocational + Abi","","","",""
"Daily","2005","higher vocational","","","",""
"Daily","2005","higher education","","","",""
"Min 1x per week","2005","in school","","","",""
"Min 1x per week","2005","inadequately","","","",""
"Min 1x per week","2005","general elemantary","","","",""
"Min 1x per week","2005","middle vocational","","","",""
"Min 1x per week","2005","vocational + Abi","","","",""
"Min 1x per week","2005","higher vocational","","","",""
"Min 1x per week","2005","higher education","","","",""
"Min 1x per month","2005","in school","","","",""
"Min 1x per month","2005","inadequately","","","",""
"Min 1x per month","2005","general elemantary","","","",""
"Min 1x per month","2005","middle vocational","","","",""
"Min 1x per month","2005","vocational + Abi","","","",""
"Min 1x per month","2005","higher vocational","","","",""
"Min 1x per month","2005","higher education","","","",""
"Rarely","2005","in school","","","",""
"Rarely","2005","inadequately","","","",""
"Rarely","2005","general elemantary","","","",""
"Rarely","2005","middle vocational","","","",""
"Rarely","2005","vocational + Abi","","","",""
"Rarely","2005","higher vocational","","","",""
"Rarely","2005","higher education","","","",""
"Never","2005","in school","","","",""
"Never","2005","inadequately","","","",""
"Never","2005","general elemantary","","","",""
"Never","2005","middle vocational","","","",""
"Never","2005","vocational + Abi","","","",""
"Never","2005","higher vocational","","","",""
"Never","2005","higher education","","","",""
"Daily","2006","in school","","","",""
"Daily","2006","inadequately","","","",""
"Daily","2006","general elemantary","","","",""
"Daily","2006","middle vocational","","","",""
"Daily","2006","vocational + Abi","","","",""
"Daily","2006","higher vocational","","","",""
"Daily","2006","higher education","","","",""
"Min 1x per week","2006","in school","","","",""
"Min 1x per week","2006","inadequately","","","",""
"Min 1x per week","2006","general elemantary","","","",""
"Min 1x per week","2006","middle vocational","","","",""
"Min 1x per week","2006","vocational + Abi","","","",""
"Min 1x per week","2006","higher vocational","","","",""
"Min 1x per week","2006","higher education","","","",""
"Min 1x per month","2006","in school","","","",""
"Min 1x per month","2006","inadequately","","","",""
"Min 1x per month","2006","general elemantary","","","",""
"Min 1x per month","2006","middle vocational","","","",""
"Min 1x per month","2006","vocational + Abi","","","",""
"Min 1x per month","2006","higher vocational","","","",""
"Min 1x per month","2006","higher education","","","",""
"Rarely","2006","in school","","","",""
"Rarely","2006","inadequately","","","",""
"Rarely","2006","general elemantary","","","",""
"Rarely","2006","middle vocational","","","",""
