"pli0082","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","1-pers.-HH","in school","","","","","1"
"Daily","1990","1-pers.-HH","inadequately","","","","","1"
"Daily","1990","1-pers.-HH","general elemantary","2","","","","1"
"Daily","1990","1-pers.-HH","middle vocational","","","","","1"
"Daily","1990","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1990","1-pers.-HH","higher vocational","","","","","1"
"Daily","1990","1-pers.-HH","higher education","","","","","1"
"Daily","1990","(Married) couple without C. ","in school","","","","","1"
"Daily","1990","(Married) couple without C. ","inadequately","1","","","","1"
"Daily","1990","(Married) couple without C. ","general elemantary","5","","","","1"
"Daily","1990","(Married) couple without C. ","middle vocational","4","","","","1"
"Daily","1990","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1990","(Married) couple without C. ","higher vocational","1","","","","1"
"Daily","1990","(Married) couple without C. ","higher education","1","","","","1"
"Daily","1990","Single parent ","in school","","","","","1"
"Daily","1990","Single parent ","inadequately","","","","","1"
"Daily","1990","Single parent ","general elemantary","","","","","1"
"Daily","1990","Single parent ","middle vocational","","","","","1"
"Daily","1990","Single parent ","vocational + Abi","","","","","1"
"Daily","1990","Single parent ","higher vocational","","","","","1"
"Daily","1990","Single parent ","higher education","","","","","1"
"Daily","1990","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1990","Couple + C. LE 16 ","inadequately","1","","","","1"
"Daily","1990","Couple + C. LE 16 ","general elemantary","3","","","","1"
"Daily","1990","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1990","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1990","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1990","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1990","Couple + C. GT 16 ","in school","1","","","","1"
"Daily","1990","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1990","Couple + C. GT 16 ","general elemantary","3","","","","1"
"Daily","1990","Couple + C. GT 16 ","middle vocational","5","","","","1"
"Daily","1990","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1990","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1990","Couple + C. GT 16 ","higher education","2","","","","1"
"Daily","1990","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","general elemantary","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","higher vocational","1","","","","1"
"Daily","1990","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1990","Couple + C. LE and GT 16","vocational + Abi","3","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","middle vocational","81","0.251119191372935","0.203229822141518","0.299008560604351","3"
"Min 1x per month","1990","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1990","1-pers.-HH","inadequately","8","","","","3"
"Min 1x per month","1990","1-pers.-HH","general elemantary","67","0.20022235739383","0.155238963987219","0.24520575080044","3"
"Min 1x per month","1990","1-pers.-HH","middle vocational","161","0.316635376016813","0.274978538334924","0.358292213698701","3"
"Min 1x per month","1990","1-pers.-HH","vocational + Abi","22","","","","3"
"Min 1x per month","1990","1-pers.-HH","higher vocational","21","","","","3"
"Min 1x per month","1990","1-pers.-HH","higher education","45","0.370763035352242","0.280500593831154","0.461025476873329","3"
"Min 1x per month","1990","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","inadequately","12","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","general elemantary","158","0.288422600402349","0.25014165363489","0.326703547169809","3"
"Min 1x per month","1990","(Married) couple without C. ","middle vocational","417","0.332843563536616","0.306646871878056","0.359040255195175","3"
"Min 1x per month","1990","Single parent ","in school","4","","","","3"
"Min 1x per month","1990","Single parent ","inadequately","3","","","","3"
"Min 1x per month","1990","Single parent ","general elemantary","29","","","","3"
"Min 1x per month","1990","Single parent ","middle vocational","74","0.351847408663714","0.286476131521644","0.417218685805784","3"
"Min 1x per month","1990","Single parent ","vocational + Abi","1","","","","3"
"Min 1x per month","1990","Single parent ","higher vocational","11","","","","3"
"Min 1x per month","1990","Single parent ","higher education","9","","","","3"
"Min 1x per month","1990","Couple + C. LE 16 ","in school","1","","","","3"
"Min 1x per month","1990","Couple + C. LE 16 ","inadequately","24","","","","3"
"Min 1x per month","1990","Couple + C. LE 16 ","general elemantary","84","0.234913751333843","0.193263658554815","0.27656384411287","3"
"Min 1x per month","1990","Couple + C. LE 16 ","middle vocational","383","0.364157191559393","0.335511930980786","0.392802452138001","3"
"Min 1x per month","1990","Couple + C. LE 16 ","vocational + Abi","27","","","","3"
"Min 1x per month","1990","Couple + C. LE 16 ","higher vocational","57","0.349772397466981","0.273198557813085","0.426346237120876","3"
"Min 1x per month","1990","Couple + C. LE 16 ","higher education","95","0.48583916818413","0.415508785084305","0.556169551283955","3"
"Min 1x per month","1990","Couple + C. GT 16 ","in school","20","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","inadequately","20","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","general elemantary","154","0.27876606787008","0.241760542944105","0.315771592796055","3"
"Min 1x per month","1990","Couple + C. GT 16 ","middle vocational","296","0.317715533088487","0.288520916557238","0.346910149619736","3"
"Min 1x per month","1990","Couple + C. GT 16 ","vocational + Abi","24","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","higher vocational","29","","","","3"
