"pli0082","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Not Employed","lower secondary degree","6","","",""
"Daily","1990","Not Employed","secondary school degree","2","","",""
"Daily","1990","Not Employed","college entrance qualification","1","","",""
"Daily","1990","Not Employed","Other degree","4","","",""
"Daily","1990","Not Employed","no degree/no degree yet","2","","",""
"Daily","1990","Employed","lower secondary degree","10","","",""
"Daily","1990","Employed","secondary school degree","1","","",""
"Daily","1990","Employed","college entrance qualification","3","","",""
"Daily","1990","Employed","Other degree","3","","",""
"Daily","1990","Employed","no degree/no degree yet","2","","",""
"Min 1x per week","1990","Not Employed","lower secondary degree","118","0.0661552741860444","0.0546824642296484","0.0776280841424404"
"Min 1x per week","1990","Not Employed","secondary school degree","44","0.107264557378603","0.0790471820890572","0.135481932668148"
"Min 1x per week","1990","Not Employed","college entrance qualification","39","0.146472891181263","0.107488403042287","0.18545737932024"
"Min 1x per week","1990","Not Employed","Other degree","13","","",""
"Min 1x per week","1990","Not Employed","no degree/no degree yet","14","","",""
"Min 1x per week","1990","Employed","lower secondary degree","221","0.0810818681736788","0.0708482653176804","0.0913154710296771"
"Min 1x per week","1990","Employed","secondary school degree","102","0.0884238347810669","0.0724860707836375","0.104361598778496"
"Min 1x per week","1990","Employed","college entrance qualification","84","0.10449590242081","0.0843533431985386","0.124638461643081"
"Min 1x per week","1990","Employed","Other degree","41","0.0681795079596212","0.0501405885159923","0.0862184274032501"
"Min 1x per week","1990","Employed","no degree/no degree yet","25","","",""
"Min 1x per month","1990","Not Employed","lower secondary degree","493","0.258103615667346","0.237905125876704","0.278302105457987"
"Min 1x per month","1990","Not Employed","secondary school degree","159","0.324448336346607","0.281758040651859","0.367138632041355"
"Min 1x per month","1990","Not Employed","college entrance qualification","114","0.344968708639166","0.292557349175625","0.397380068102707"
"Min 1x per month","1990","Not Employed","Other degree","46","0.196262965788648","0.147322961948885","0.245202969628411"
"Min 1x per month","1990","Not Employed","no degree/no degree yet","77","0.245196135396152","0.204534229474592","0.285858041317712"
"Min 1x per month","1990","Employed","lower secondary degree","889","0.334313837444508","0.316627405950439","0.352000268938577"
"Min 1x per month","1990","Employed","secondary school degree","443","0.366033512380972","0.338991449808272","0.393075574953672"
"Min 1x per month","1990","Employed","college entrance qualification","418","0.46804230867442","0.435186486994259","0.500898130354581"
"Min 1x per month","1990","Employed","Other degree","181","0.251131461841838","0.220095099446347","0.28216782423733"
"Min 1x per month","1990","Employed","no degree/no degree yet","69","0.215907427429336","0.175983296530976","0.255831558327695"
"Rarely","1990","Not Employed","lower secondary degree","865","0.467430586933794","0.444400429780779","0.490460744086808"
"Rarely","1990","Not Employed","secondary school degree","219","0.453481145067398","0.408086011800365","0.498876278334431"
"Rarely","1990","Not Employed","college entrance qualification","145","0.434585154378767","0.379930695779656","0.489239612977877"
"Rarely","1990","Not Employed","Other degree","112","0.434735594916744","0.373651766301196","0.495819423532293"
"Rarely","1990","Not Employed","no degree/no degree yet","231","0.563127271336663","0.516246514870704","0.610008027802621"
"Rarely","1990","Employed","lower secondary degree","1400","0.514121589372686","0.495383513333008","0.532859665412365"
"Rarely","1990","Employed","secondary school degree","638","0.525775301776079","0.497744313271823","0.553806290280335"
"Rarely","1990","Employed","college entrance qualification","361","0.405685607071409","0.373353489148264","0.438017724994555"
"Rarely","1990","Employed","Other degree","338","0.417097151754243","0.38180857360132","0.452385729907166"
"Rarely","1990","Employed","no degree/no degree yet","200","0.477820998667301","0.429352415238784","0.526289582095817"
"Never","1990","Not Employed","lower secondary degree","321","0.205092951271471","0.186455618099797","0.223730284443146"
"Never","1990","Not Employed","secondary school degree","38","0.108588613205332","0.0802186785602933","0.136958547850371"
"Never","1990","Not Employed","college entrance qualification","17","","",""
"Never","1990","Not Employed","Other degree","78","0.271525918101792","0.216723398226668","0.326328437976917"
"Never","1990","Not Employed","no degree/no degree yet","106","0.16316292983455","0.128237234120722","0.198088625548378"
"Never","1990","Employed","lower secondary degree","213","0.0675063980959874","0.0580999930980021","0.0769128030939727"
"Never","1990","Employed","secondary school degree","35","0.0193550473302801","0.0116211348036399","0.0270889598569202"
"Never","1990","Employed","college entrance qualification","20","","",""
"Never","1990","Employed","Other degree","187","0.258374733367407","0.227046584142443","0.28970288259237"
"Never","1990","Employed","no degree/no degree yet","112","0.227339355466003","0.186671645492191","0.268007065439815"
"Daily","1991","Not Employed","lower secondary degree","","","",""
"Daily","1991","Not Employed","secondary school degree","","","",""
"Daily","1991","Not Employed","college entrance qualification","","","",""
"Daily","1991","Not Employed","Other degree","","","",""
"Daily","1991","Not Employed","no degree/no degree yet","","","",""
"Daily","1991","Employed","lower secondary degree","","","",""
"Daily","1991","Employed","secondary school degree","","","",""
"Daily","1991","Employed","college entrance qualification","","","",""
"Daily","1991","Employed","Other degree","","","",""
"Daily","1991","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1991","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1991","Not Employed","secondary school degree","","","",""
"Min 1x per week","1991","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1991","Not Employed","Other degree","","","",""
"Min 1x per week","1991","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1991","Employed","lower secondary degree","","","",""
"Min 1x per week","1991","Employed","secondary school degree","","","",""
"Min 1x per week","1991","Employed","college entrance qualification","","","",""
"Min 1x per week","1991","Employed","Other degree","","","",""
"Min 1x per week","1991","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1991","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1991","Not Employed","secondary school degree","","","",""
"Min 1x per month","1991","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1991","Not Employed","Other degree","","","",""
"Min 1x per month","1991","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1991","Employed","lower secondary degree","","","",""
"Min 1x per month","1991","Employed","secondary school degree","","","",""
"Min 1x per month","1991","Employed","college entrance qualification","","","",""
"Min 1x per month","1991","Employed","Other degree","","","",""
"Min 1x per month","1991","Employed","no degree/no degree yet","","","",""
"Rarely","1991","Not Employed","lower secondary degree","","","",""
"Rarely","1991","Not Employed","secondary school degree","","","",""
"Rarely","1991","Not Employed","college entrance qualification","","","",""
"Rarely","1991","Not Employed","Other degree","","","",""
"Rarely","1991","Not Employed","no degree/no degree yet","","","",""
"Rarely","1991","Employed","lower secondary degree","","","",""
"Rarely","1991","Employed","secondary school degree","","","",""
"Rarely","1991","Employed","college entrance qualification","","","",""
"Rarely","1991","Employed","Other degree","","","",""
"Rarely","1991","Employed","no degree/no degree yet","","","",""
"Never","1991","Not Employed","lower secondary degree","","","",""
"Never","1991","Not Employed","secondary school degree","","","",""
"Never","1991","Not Employed","college entrance qualification","","","",""
"Never","1991","Not Employed","Other degree","","","",""
"Never","1991","Not Employed","no degree/no degree yet","","","",""
"Never","1991","Employed","lower secondary degree","","","",""
"Never","1991","Employed","secondary school degree","","","",""
"Never","1991","Employed","college entrance qualification","","","",""
"Never","1991","Employed","Other degree","","","",""
"Never","1991","Employed","no degree/no degree yet","","","",""
"Daily","1992","Not Employed","lower secondary degree","","","",""
"Daily","1992","Not Employed","secondary school degree","","","",""
"Daily","1992","Not Employed","college entrance qualification","","","",""
"Daily","1992","Not Employed","Other degree","","","",""
"Daily","1992","Not Employed","no degree/no degree yet","","","",""
"Daily","1992","Employed","lower secondary degree","","","",""
"Daily","1992","Employed","secondary school degree","","","",""
"Daily","1992","Employed","college entrance qualification","","","",""
"Daily","1992","Employed","Other degree","","","",""
"Daily","1992","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1992","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1992","Not Employed","secondary school degree","","","",""
"Min 1x per week","1992","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1992","Not Employed","Other degree","","","",""
"Min 1x per week","1992","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1992","Employed","lower secondary degree","","","",""
"Min 1x per week","1992","Employed","secondary school degree","","","",""
"Min 1x per week","1992","Employed","college entrance qualification","","","",""
"Min 1x per week","1992","Employed","Other degree","","","",""
"Min 1x per week","1992","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1992","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1992","Not Employed","secondary school degree","","","",""
"Min 1x per month","1992","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1992","Not Employed","Other degree","","","",""
"Min 1x per month","1992","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1992","Employed","lower secondary degree","","","",""
"Min 1x per month","1992","Employed","secondary school degree","","","",""
"Min 1x per month","1992","Employed","college entrance qualification","","","",""
"Min 1x per month","1992","Employed","Other degree","","","",""
"Min 1x per month","1992","Employed","no degree/no degree yet","","","",""
"Rarely","1992","Not Employed","lower secondary degree","","","",""
"Rarely","1992","Not Employed","secondary school degree","","","",""
"Rarely","1992","Not Employed","college entrance qualification","","","",""
"Rarely","1992","Not Employed","Other degree","","","",""
"Rarely","1992","Not Employed","no degree/no degree yet","","","",""
"Rarely","1992","Employed","lower secondary degree","","","",""
"Rarely","1992","Employed","secondary school degree","","","",""
"Rarely","1992","Employed","college entrance qualification","","","",""
"Rarely","1992","Employed","Other degree","","","",""
"Rarely","1992","Employed","no degree/no degree yet","","","",""
"Never","1992","Not Employed","lower secondary degree","","","",""
"Never","1992","Not Employed","secondary school degree","","","",""
"Never","1992","Not Employed","college entrance qualification","","","",""
"Never","1992","Not Employed","Other degree","","","",""
"Never","1992","Not Employed","no degree/no degree yet","","","",""
"Never","1992","Employed","lower secondary degree","","","",""
"Never","1992","Employed","secondary school degree","","","",""
"Never","1992","Employed","college entrance qualification","","","",""
"Never","1992","Employed","Other degree","","","",""
"Never","1992","Employed","no degree/no degree yet","","","",""
"Daily","1993","Not Employed","lower secondary degree","","","",""
"Daily","1993","Not Employed","secondary school degree","","","",""
"Daily","1993","Not Employed","college entrance qualification","","","",""
"Daily","1993","Not Employed","Other degree","","","",""
"Daily","1993","Not Employed","no degree/no degree yet","","","",""
"Daily","1993","Employed","lower secondary degree","","","",""
"Daily","1993","Employed","secondary school degree","","","",""
"Daily","1993","Employed","college entrance qualification","","","",""
"Daily","1993","Employed","Other degree","","","",""
"Daily","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Not Employed","secondary school degree","","","",""
"Min 1x per week","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Not Employed","Other degree","","","",""
"Min 1x per week","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1993","Employed","lower secondary degree","","","",""
"Min 1x per week","1993","Employed","secondary school degree","","","",""
"Min 1x per week","1993","Employed","college entrance qualification","","","",""
"Min 1x per week","1993","Employed","Other degree","","","",""
"Min 1x per week","1993","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Not Employed","secondary school degree","","","",""
"Min 1x per month","1993","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Not Employed","Other degree","","","",""
"Min 1x per month","1993","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1993","Employed","lower secondary degree","","","",""
"Min 1x per month","1993","Employed","secondary school degree","","","",""
"Min 1x per month","1993","Employed","college entrance qualification","","","",""
"Min 1x per month","1993","Employed","Other degree","","","",""
"Min 1x per month","1993","Employed","no degree/no degree yet","","","",""
"Rarely","1993","Not Employed","lower secondary degree","","","",""
"Rarely","1993","Not Employed","secondary school degree","","","",""
"Rarely","1993","Not Employed","college entrance qualification","","","",""
"Rarely","1993","Not Employed","Other degree","","","",""
"Rarely","1993","Not Employed","no degree/no degree yet","","","",""
"Rarely","1993","Employed","lower secondary degree","","","",""
"Rarely","1993","Employed","secondary school degree","","","",""
"Rarely","1993","Employed","college entrance qualification","","","",""
"Rarely","1993","Employed","Other degree","","","",""
"Rarely","1993","Employed","no degree/no degree yet","","","",""
"Never","1993","Not Employed","lower secondary degree","","","",""
"Never","1993","Not Employed","secondary school degree","","","",""
"Never","1993","Not Employed","college entrance qualification","","","",""
"Never","1993","Not Employed","Other degree","","","",""
"Never","1993","Not Employed","no degree/no degree yet","","","",""
"Never","1993","Employed","lower secondary degree","","","",""
"Never","1993","Employed","secondary school degree","","","",""
"Never","1993","Employed","college entrance qualification","","","",""
"Never","1993","Employed","Other degree","","","",""
"Never","1993","Employed","no degree/no degree yet","","","",""
"Daily","1994","Not Employed","lower secondary degree","","","",""
"Daily","1994","Not Employed","secondary school degree","","","",""
"Daily","1994","Not Employed","college entrance qualification","","","",""
"Daily","1994","Not Employed","Other degree","","","",""
"Daily","1994","Not Employed","no degree/no degree yet","","","",""
"Daily","1994","Employed","lower secondary degree","","","",""
"Daily","1994","Employed","secondary school degree","","","",""
"Daily","1994","Employed","college entrance qualification","","","",""
"Daily","1994","Employed","Other degree","","","",""
"Daily","1994","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1994","Not Employed","lower secondary degree","","","",""
"Min 1x per week","1994","Not Employed","secondary school degree","","","",""
"Min 1x per week","1994","Not Employed","college entrance qualification","","","",""
"Min 1x per week","1994","Not Employed","Other degree","","","",""
"Min 1x per week","1994","Not Employed","no degree/no degree yet","","","",""
"Min 1x per week","1994","Employed","lower secondary degree","","","",""
"Min 1x per week","1994","Employed","secondary school degree","","","",""
"Min 1x per week","1994","Employed","college entrance qualification","","","",""
"Min 1x per week","1994","Employed","Other degree","","","",""
"Min 1x per week","1994","Employed","no degree/no degree yet","","","",""
"Min 1x per month","1994","Not Employed","lower secondary degree","","","",""
"Min 1x per month","1994","Not Employed","secondary school degree","","","",""
"Min 1x per month","1994","Not Employed","college entrance qualification","","","",""
"Min 1x per month","1994","Not Employed","Other degree","","","",""
"Min 1x per month","1994","Not Employed","no degree/no degree yet","","","",""
"Min 1x per month","1994","Employed","lower secondary degree","","","",""
"Min 1x per month","1994","Employed","secondary school degree","","","",""
"Min 1x per month","1994","Employed","college entrance qualification","","","",""
"Min 1x per month","1994","Employed","Other degree","","","",""
"Min 1x per month","1994","Employed","no degree/no degree yet","","","",""
"Rarely","1994","Not Employed","lower secondary degree","","","",""
"Rarely","1994","Not Employed","secondary school degree","","","",""
"Rarely","1994","Not Employed","college entrance qualification","","","",""
"Rarely","1994","Not Employed","Other degree","","","",""
"Rarely","1994","Not Employed","no degree/no degree yet","","","",""
"Rarely","1994","Employed","lower secondary degree","","","",""
"Rarely","1994","Employed","secondary school degree","","","",""
"Rarely","1994","Employed","college entrance qualification","","","",""
"Rarely","1994","Employed","Other degree","","","",""
"Rarely","1994","Employed","no degree/no degree yet","","","",""
"Never","1994","Not Employed","lower secondary degree","","","",""
"Never","1994","Not Employed","secondary school degree","","","",""
"Never","1994","Not Employed","college entrance qualification","","","",""
"Never","1994","Not Employed","Other degree","","","",""
"Never","1994","Not Employed","no degree/no degree yet","","","",""
"Never","1994","Employed","lower secondary degree","","","",""
"Never","1994","Employed","secondary school degree","","","",""
"Never","1994","Employed","college entrance qualification","","","",""
"Never","1994","Employed","Other degree","","","",""
"Never","1994","Employed","no degree/no degree yet","","","",""
"Daily","1995","Not Employed","lower secondary degree","7","","",""
"Daily","1995","Not Employed","secondary school degree","2","","",""
"Daily","1995","Not Employed","college entrance qualification","","","",""
"Daily","1995","Not Employed","Other degree","2","","",""
"Daily","1995","Not Employed","no degree/no degree yet","2","","",""
"Daily","1995","Employed","lower secondary degree","5","","",""
"Daily","1995","Employed","secondary school degree","1","","",""
"Daily","1995","Employed","college entrance qualification","1","","",""
"Daily","1995","Employed","Other degree","","","",""
"Daily","1995","Employed","no degree/no degree yet","","","",""
"Min 1x per week","1995","Not Employed","lower secondary degree","119","0.0492317315579272","0.0406525422232994","0.057810920892555"
"Min 1x per week","1995","Not Employed","secondary school degree","56","0.0793471251836606","0.0608478496951467","0.0978464006721745"
"Min 1x per week","1995","Not Employed","college entrance qualification","40","0.0808133096443659","0.056607092732466","0.105019526556266"
"Min 1x per week","1995","Not Employed","Other degree","10","","",""
"Min 1x per week","1995","Not Employed","no degree/no degree yet","16","","",""
"Min 1x per week","1995","Employed","lower secondary degree","164","0.0629394449056954","0.0541743628254172","0.0717045269859735"
"Min 1x per week","1995","Employed","secondary school degree","154","0.0618225623329071","0.0528312211596085","0.0708139035062057"
"Min 1x per week","1995","Employed","college entrance qualification","91","0.0761054846792344","0.0623330009206929","0.089877968437776"
"Min 1x per week","1995","Employed","Other degree","37","0.0561385786903475","0.0400869402199055","0.0721902171607895"
"Min 1x per week","1995","Employed","no degree/no degree yet","6","","",""
"Min 1x per month","1995","Not Employed","lower secondary degree","539","0.212476929965633","0.196256069389071","0.228697790542194"
"Min 1x per month","1995","Not Employed","secondary school degree","242","0.300306617394528","0.268932067850937","0.33168116693812"
"Min 1x per month","1995","Not Employed","college entrance qualification","176","0.375911306362772","0.332893380981174","0.418929231744371"
"Min 1x per month","1995","Not Employed","Other degree","62","0.188397693990305","0.149185076129132","0.227610311851478"
