"pli0082","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","lower secondary degree","5","","",""
"Daily","1990","16-34 y.","secondary school degree","1","","",""
"Daily","1990","16-34 y.","college entrance qualification","","","",""
"Daily","1990","16-34 y.","Other degree","2","","",""
"Daily","1990","16-34 y.","no degree/no degree yet","2","","",""
"Daily","1990","35-65 y.","lower secondary degree","8","","",""
"Daily","1990","35-65 y.","secondary school degree","2","","",""
"Daily","1990","35-65 y.","college entrance qualification","4","","",""
"Daily","1990","35-65 y.","Other degree","5","","",""
"Daily","1990","35-65 y.","no degree/no degree yet","2","","",""
"Daily","1990","66 and older","lower secondary degree","3","","",""
"Daily","1990","66 and older","secondary school degree","","","",""
"Daily","1990","66 and older","college entrance qualification","","","",""
"Daily","1990","66 and older","Other degree","","","",""
"Daily","1990","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1990","16-34 y.","lower secondary degree","115","0.0794211718103793","0.0653919125506432","0.0934504310701155"
"Min 1x per week","1990","16-34 y.","secondary school degree","63","0.0735931862942412","0.0564677345970727","0.0907186379914098"
"Min 1x per week","1990","16-34 y.","college entrance qualification","48","0.0850520413372864","0.0631117263633124","0.10699235631126"
"Min 1x per week","1990","16-34 y.","Other degree","13","","",""
"Min 1x per week","1990","16-34 y.","no degree/no degree yet","19","","",""
"Min 1x per week","1990","35-65 y.","lower secondary degree","184","0.0824950921530487","0.0713623451111123","0.0936278391949851"
"Min 1x per week","1990","35-65 y.","secondary school degree","64","0.107259124105205","0.08288199262722","0.131636255583191"
"Min 1x per week","1990","35-65 y.","college entrance qualification","59","0.136273600550519","0.105771909438851","0.166775291662187"
"Min 1x per week","1990","35-65 y.","Other degree","41","0.0712089948063265","0.0528768355537268","0.0895411540589263"
"Min 1x per week","1990","35-65 y.","no degree/no degree yet","20","","",""
"Min 1x per week","1990","66 and older","lower secondary degree","40","0.0498580135708656","0.0344144484864545","0.0653015786552767"
"Min 1x per week","1990","66 and older","secondary school degree","19","","",""
"Min 1x per week","1990","66 and older","college entrance qualification","16","","",""
"Min 1x per week","1990","66 and older","Other degree","","","",""
"Min 1x per week","1990","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1990","16-34 y.","lower secondary degree","446","0.319870999824393","0.29567078701879","0.344071212629997"
"Min 1x per month","1990","16-34 y.","secondary school degree","310","0.365887089106868","0.334294937711289","0.397479240502447"
"Min 1x per month","1990","16-34 y.","college entrance qualification","260","0.420992874696104","0.382161602627656","0.459824146764552"
"Min 1x per month","1990","16-34 y.","Other degree","54","0.22557345487422","0.172584756489719","0.278562153258721"
"Min 1x per month","1990","16-34 y.","no degree/no degree yet","66","0.279592185822492","0.229632584247105","0.32955178739788"
"Min 1x per month","1990","35-65 y.","lower secondary degree","744","0.318147827945691","0.299300764933076","0.336994890958306"
"Min 1x per month","1990","35-65 y.","secondary school degree","235","0.365273636386874","0.327341683783593","0.403205588990155"
"Min 1x per month","1990","35-65 y.","college entrance qualification","241","0.488177177092031","0.443736720109853","0.532617634074209"
"Min 1x per month","1990","35-65 y.","Other degree","170","0.230030816248125","0.200031118755273","0.260030513740977"
"Min 1x per month","1990","35-65 y.","no degree/no degree yet","79","0.177990071345274","0.1446949554056","0.211285187284948"
"Min 1x per month","1990","66 and older","lower secondary degree","192","0.236059058459606","0.205927190883045","0.266190926036168"
"Min 1x per month","1990","66 and older","secondary school degree","57","0.28377260477352","0.215802891752516","0.351742317794523"
"Min 1x per month","1990","66 and older","college entrance qualification","31","0.273619607881051","0.18397132972357","0.363267886038532"
"Min 1x per month","1990","66 and older","Other degree","3","","",""
"Min 1x per month","1990","66 and older","no degree/no degree yet","1","","",""
"Rarely","1990","16-34 y.","lower secondary degree","708","0.514749930464279","0.488819062374683","0.540680798553876"
"Rarely","1990","16-34 y.","secondary school degree","482","0.531911210209958","0.499184220989555","0.564638199430361"
"Rarely","1990","16-34 y.","college entrance qualification","293","0.465558358267497","0.426326443981203","0.504790272553792"
"Rarely","1990","16-34 y.","Other degree","110","0.430583328539884","0.367807444836281","0.493359212243488"
"Rarely","1990","16-34 y.","no degree/no degree yet","177","0.596080224287751","0.54145827945622","0.650702169119283"
"Rarely","1990","35-65 y.","lower secondary degree","1236","0.517063393459887","0.496842467162277","0.537284319757497"
"Rarely","1990","35-65 y.","secondary school degree","310","0.50993187206049","0.470550841723997","0.549312902396982"
"Rarely","1990","35-65 y.","college entrance qualification","175","0.353819684864166","0.311309028163753","0.396330341564579"
"Rarely","1990","35-65 y.","Other degree","336","0.423821973319229","0.388596464599932","0.459047482038525"
"Rarely","1990","35-65 y.","no degree/no degree yet","240","0.45595022577674","0.412596927266883","0.499303524286598"
"Rarely","1990","66 and older","lower secondary degree","321","0.414544178807503","0.379588455195056","0.44949990241995"
"Rarely","1990","66 and older","secondary school degree","65","0.402426486739077","0.328492574587623","0.476360398890531"
"Rarely","1990","66 and older","college entrance qualification","38","0.414879537851164","0.31580320141863","0.513955874283698"
"Rarely","1990","66 and older","Other degree","4","","",""
"Rarely","1990","66 and older","no degree/no degree yet","14","","",""
"Never","1990","16-34 y.","lower secondary degree","153","0.0836990698109805","0.0693304357639186","0.0980677038580423"
"Never","1990","16-34 y.","secondary school degree","37","0.02797004779516","0.0171554894111754","0.0387846061791447"
"Never","1990","16-34 y.","college entrance qualification","20","","",""
"Never","1990","16-34 y.","Other degree","60","0.261886987634328","0.20614691484898","0.317627060419677"
"Never","1990","16-34 y.","no degree/no degree yet","46","0.0774006680500641","0.0476534630362794","0.107147873063849"
"Never","1990","35-65 y.","lower secondary degree","174","0.0790239079038614","0.06810730490684","0.0899405109008827"
"Never","1990","35-65 y.","secondary school degree","8","","",""
"Never","1990","35-65 y.","college entrance qualification","7","","",""
"Never","1990","35-65 y.","Other degree","204","0.266102040180051","0.2346006923861","0.297603387974003"
"Never","1990","35-65 y.","no degree/no degree yet","166","0.313939225386326","0.273542310694571","0.354336140078082"
"Never","1990","66 and older","lower secondary degree","207","0.296116608709148","0.26372238594098","0.328510831477317"
"Never","1990","66 and older","secondary school degree","28","","",""
"Never","1990","66 and older","college entrance qualification","10","","",""
"Never","1990","66 and older","Other degree","1","","",""
"Never","1990","66 and older","no degree/no degree yet","6","","",""
"Daily","1991","16-34 y.","lower secondary degree","","","",""
"Daily","1991","16-34 y.","secondary school degree","","","",""
"Daily","1991","16-34 y.","college entrance qualification","","","",""
"Daily","1991","16-34 y.","Other degree","","","",""
"Daily","1991","16-34 y.","no degree/no degree yet","","","",""
"Daily","1991","35-65 y.","lower secondary degree","","","",""
"Daily","1991","35-65 y.","secondary school degree","","","",""
"Daily","1991","35-65 y.","college entrance qualification","","","",""
"Daily","1991","35-65 y.","Other degree","","","",""
"Daily","1991","35-65 y.","no degree/no degree yet","","","",""
"Daily","1991","66 and older","lower secondary degree","","","",""
"Daily","1991","66 and older","secondary school degree","","","",""
"Daily","1991","66 and older","college entrance qualification","","","",""
"Daily","1991","66 and older","Other degree","","","",""
"Daily","1991","66 and older","no degree/no degree yet","","","",""
"Min 1x per week","1991","16-34 y.","lower secondary degree","","","",""
"Min 1x per week","1991","16-34 y.","secondary school degree","","","",""
"Min 1x per week","1991","16-34 y.","college entrance qualification","","","",""
"Min 1x per week","1991","16-34 y.","Other degree","","","",""
"Min 1x per week","1991","16-34 y.","no degree/no degree yet","","","",""
"Min 1x per week","1991","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","1991","35-65 y.","secondary school degree","","","",""
"Min 1x per week","1991","35-65 y.","college entrance qualification","","","",""
