"pli0082","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Daily","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Daily","1990","Saxony","(0) in school","","","",""
"Daily","1990","Saxony","(1a) inadequately completed","","","",""
"Daily","1990","Saxony","(1b) general elementary school","","","",""
"Daily","1990","Saxony","(1c) basic vocational qualification","","","",""
"Daily","1990","Saxony","(2b) intermediate general qualification","","","",""
"Daily","1990","Saxony","(2a) intermediate vocational","","","",""
"Daily","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Saxony","(3a) lower tertiary education","","","",""
"Daily","1990","Saxony","(3b) higher tertiary education","","","",""
"Daily","1990","Saxony-Anhalt","(0) in school","","","",""
"Daily","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Daily","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Daily","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Daily","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Daily","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Daily","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Daily","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Daily","1990","Thuringia","(0) in school","","","",""
"Daily","1990","Thuringia","(1a) inadequately completed","","","",""
"Daily","1990","Thuringia","(1b) general elementary school","","","",""
"Daily","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Daily","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Daily","1990","Thuringia","(2a) intermediate vocational","","","",""
"Daily","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Thuringia","(3a) lower tertiary education","","","",""
"Daily","1990","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(0) in school","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1b) general elementary school","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1c) basic vocational qualification","7","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2a) intermediate vocational","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","Schleswig-Holstein","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Hamburg","(0) in school","1","","",""
"Min 1x per week","1990","Hamburg","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Hamburg","(1b) general elementary school","2","","",""
"Min 1x per week","1990","Hamburg","(1c) basic vocational qualification","4","","",""
"Min 1x per week","1990","Hamburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Hamburg","(2a) intermediate vocational","5","","",""
"Min 1x per week","1990","Hamburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Hamburg","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Hamburg","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Lower Saxony","(0) in school","","","",""
"Min 1x per week","1990","Lower Saxony","(1a) inadequately completed","2","","",""
"Min 1x per week","1990","Lower Saxony","(1b) general elementary school","6","","",""
"Min 1x per week","1990","Lower Saxony","(1c) basic vocational qualification","19","","",""
"Min 1x per week","1990","Lower Saxony","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Lower Saxony","(2a) intermediate vocational","17","","",""
"Min 1x per week","1990","Lower Saxony","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1990","Lower Saxony","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Lower Saxony","(3a) lower tertiary education","3","","",""
"Min 1x per week","1990","Lower Saxony","(3b) higher tertiary education","7","","",""
"Min 1x per week","1990","Bremen","(0) in school","","","",""
"Min 1x per week","1990","Bremen","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Bremen","(1b) general elementary school","1","","",""
"Min 1x per week","1990","Bremen","(1c) basic vocational qualification","5","","",""
"Min 1x per week","1990","Bremen","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Bremen","(2a) intermediate vocational","2","","",""
"Min 1x per week","1990","Bremen","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Bremen","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Bremen","(3b) higher tertiary education","1","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(0) in school","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1a) inadequately completed","8","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1b) general elementary school","27","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1c) basic vocational qualification","59","0.0751317346985287","0.0571767694160737","0.0930866999809836"
"Min 1x per week","1990","North Rhine-Westphalia","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2a) intermediate vocational","23","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(3a) lower tertiary education","8","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(3b) higher tertiary education","7","","",""
"Min 1x per week","1990","Hesse","(0) in school","3","","",""
"Min 1x per week","1990","Hesse","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","Hesse","(1b) general elementary school","12","","",""
"Min 1x per week","1990","Hesse","(1c) basic vocational qualification","20","","",""
"Min 1x per week","1990","Hesse","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1990","Hesse","(2a) intermediate vocational","15","","",""
"Min 1x per week","1990","Hesse","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1990","Hesse","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","Hesse","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","Hesse","(3b) higher tertiary education","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","2","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","15","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","28","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","2","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","2","","",""
"Min 1x per week","1990","Baden-Württemberg","(0) in school","","","",""
"Min 1x per week","1990","Baden-Württemberg","(1a) inadequately completed","11","","",""
"Min 1x per week","1990","Baden-Württemberg","(1b) general elementary school","29","","",""
"Min 1x per week","1990","Baden-Württemberg","(1c) basic vocational qualification","44","0.0792476348381802","0.057705229263768","0.100790040412592"
"Min 1x per week","1990","Baden-Württemberg","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Baden-Württemberg","(2a) intermediate vocational","17","","",""
"Min 1x per week","1990","Baden-Württemberg","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","Baden-Württemberg","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","Baden-Württemberg","(3b) higher tertiary education","10","","",""
"Min 1x per week","1990","Bavaria","(0) in school","1","","",""
"Min 1x per week","1990","Bavaria","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","Bavaria","(1b) general elementary school","27","","",""
"Min 1x per week","1990","Bavaria","(1c) basic vocational qualification","56","0.108785121113746","0.0838500481221627","0.133720194105329"
"Min 1x per week","1990","Bavaria","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1990","Bavaria","(2a) intermediate vocational","19","","",""
"Min 1x per week","1990","Bavaria","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1990","Bavaria","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per week","1990","Bavaria","(3a) lower tertiary education","10","","",""
"Min 1x per week","1990","Bavaria","(3b) higher tertiary education","10","","",""
"Min 1x per week","1990","Berlin","(0) in school","","","",""
"Min 1x per week","1990","Berlin","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Berlin","(1b) general elementary school","5","","",""
"Min 1x per week","1990","Berlin","(1c) basic vocational qualification","9","","",""
"Min 1x per week","1990","Berlin","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1990","Berlin","(2a) intermediate vocational","4","","",""
"Min 1x per week","1990","Berlin","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1990","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1990","Berlin","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Berlin","(3b) higher tertiary education","3","","",""
"Min 1x per week","1990","Brandenburg","(0) in school","","","",""
"Min 1x per week","1990","Brandenburg","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Brandenburg","(1b) general elementary school","","","",""
"Min 1x per week","1990","Brandenburg","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Brandenburg","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Saxony","(0) in school","","","",""
"Min 1x per week","1990","Saxony","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Saxony","(1b) general elementary school","","","",""
"Min 1x per week","1990","Saxony","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Saxony","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Saxony","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Saxony","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Saxony","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(0) in school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Thuringia","(0) in school","","","",""
"Min 1x per week","1990","Thuringia","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Thuringia","(1b) general elementary school","","","",""
"Min 1x per week","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Thuringia","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Thuringia","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(0) in school","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1b) general elementary school","12","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1c) basic vocational qualification","39","0.355664607832729","0.266608662002702","0.444720553662755"
"Min 1x per month","1990","Schleswig-Holstein","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2a) intermediate vocational","20","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1990","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","(3b) higher tertiary education","4","","",""
"Min 1x per month","1990","Hamburg","(0) in school","","","",""
"Min 1x per month","1990","Hamburg","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Hamburg","(1b) general elementary school","9","","",""
"Min 1x per month","1990","Hamburg","(1c) basic vocational qualification","25","","",""
"Min 1x per month","1990","Hamburg","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Hamburg","(2a) intermediate vocational","11","","",""
"Min 1x per month","1990","Hamburg","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1990","Hamburg","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per month","1990","Hamburg","(3a) lower tertiary education","4","","",""
"Min 1x per month","1990","Hamburg","(3b) higher tertiary education","7","","",""
"Min 1x per month","1990","Lower Saxony","(0) in school","4","","",""
"Min 1x per month","1990","Lower Saxony","(1a) inadequately completed","8","","",""
"Min 1x per month","1990","Lower Saxony","(1b) general elementary school","55","0.269150590005229","0.208584979503634","0.329716200506823"
"Min 1x per month","1990","Lower Saxony","(1c) basic vocational qualification","111","0.328247010909667","0.278625033861337","0.377868987957997"
"Min 1x per month","1990","Lower Saxony","(2b) intermediate general qualification","22","","",""
"Min 1x per month","1990","Lower Saxony","(2a) intermediate vocational","62","0.401323789611143","0.326305074800692","0.476342504421593"
"Min 1x per month","1990","Lower Saxony","(2c_gen) general maturity certificate","12","","",""
"Min 1x per month","1990","Lower Saxony","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per month","1990","Lower Saxony","(3a) lower tertiary education","8","","",""
"Min 1x per month","1990","Lower Saxony","(3b) higher tertiary education","30","0.452805598153639","0.323583324021769","0.582027872285508"
"Min 1x per month","1990","Bremen","(0) in school","","","",""
"Min 1x per month","1990","Bremen","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Bremen","(1b) general elementary school","7","","",""
"Min 1x per month","1990","Bremen","(1c) basic vocational qualification","15","","",""
"Min 1x per month","1990","Bremen","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1990","Bremen","(2a) intermediate vocational","4","","",""
"Min 1x per month","1990","Bremen","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1990","Bremen","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1990","Bremen","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Bremen","(3b) higher tertiary education","1","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(0) in school","12","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1a) inadequately completed","23","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1b) general elementary school","115","0.199081164449462","0.165149777279508","0.233012551619416"
"Min 1x per month","1990","North Rhine-Westphalia","(1c) basic vocational qualification","262","0.315218100870443","0.283572406256261","0.346863795484626"
"Min 1x per month","1990","North Rhine-Westphalia","(2b) intermediate general qualification","31","0.391798736998008","0.293637174423028","0.489960299572988"
"Min 1x per month","1990","North Rhine-Westphalia","(2a) intermediate vocational","107","0.284988163758577","0.237006129154248","0.332970198362905"
"Min 1x per month","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","29","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","44","0.405593929845551","0.319171874712209","0.492015984978892"
"Min 1x per month","1990","North Rhine-Westphalia","(3a) lower tertiary education","25","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(3b) higher tertiary education","58","0.414543499732174","0.332049914576741","0.497037084887607"
"Min 1x per month","1990","Hesse","(0) in school","2","","",""
"Min 1x per month","1990","Hesse","(1a) inadequately completed","11","","",""
"Min 1x per month","1990","Hesse","(1b) general elementary school","49","0.211874917775802","0.15962910280843","0.264120732743174"
"Min 1x per month","1990","Hesse","(1c) basic vocational qualification","92","0.351067211266943","0.295942434845195","0.40619198768869"
"Min 1x per month","1990","Hesse","(2b) intermediate general qualification","15","","",""
"Min 1x per month","1990","Hesse","(2a) intermediate vocational","49","0.363185144181402","0.281452998298355","0.444917290064449"
"Min 1x per month","1990","Hesse","(2c_gen) general maturity certificate","13","","",""
"Min 1x per month","1990","Hesse","(2c_voc) vocational maturity certificate","18","","",""
"Min 1x per month","1990","Hesse","(3a) lower tertiary education","11","","",""
"Min 1x per month","1990","Hesse","(3b) higher tertiary education","29","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(0) in school","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","8","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","46","0.256150361465702","0.194567551537686","0.317733171393717"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","75","0.301973772295998","0.245512362825822","0.358435181766174"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","17","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","10","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","10","","",""
