"pli0082","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","16-34 y.","in school","1","","","","1"
"Daily","1990","16-34 y.","inadequately","1","","","","1"
"Daily","1990","16-34 y.","general elemantary","4","","","","1"
"Daily","1990","16-34 y.","middle vocational","4","","","","1"
"Daily","1990","16-34 y.","vocational + Abi","","","","","1"
"Daily","1990","16-34 y.","higher vocational","","","","","1"
"Daily","1990","16-34 y.","higher education","","","","","1"
"Daily","1990","35-65 y.","in school","","","","","1"
"Daily","1990","35-65 y.","inadequately","2","","","","1"
"Daily","1990","35-65 y.","general elemantary","9","","","","1"
"Daily","1990","35-65 y.","middle vocational","4","","","","1"
"Daily","1990","35-65 y.","vocational + Abi","","","","","1"
"Daily","1990","35-65 y.","higher vocational","3","","","","1"
"Daily","1990","35-65 y.","higher education","3","","","","1"
"Daily","1990","66 and older","in school","","","","","1"
"Daily","1990","66 and older","inadequately","","","","","1"
"Daily","1990","66 and older","general elemantary","1","","","","1"
"Daily","1990","66 and older","middle vocational","2","","","","1"
"Daily","1990","66 and older","vocational + Abi","","","","","1"
"Daily","1990","66 and older","higher vocational","","","","","1"
"Daily","1990","66 and older","higher education","","","","","1"
"Min 1x per month","1990","66 and older","vocational + Abi","10","","","","3"
"Min 1x per month","1990","35-65 y.","in school","","","","","3"
"Min 1x per month","1990","35-65 y.","inadequately","66","0.164311971522706","0.130263385087833","0.198360557957579","3"
"Min 1x per month","1990","35-65 y.","vocational + Abi","38","0.414159118619256","0.320388105222507","0.507930132016004","3"
"Min 1x per month","1990","66 and older","general elemantary","74","0.172715620504157","0.134957449679062","0.210473791329252","3"
"Min 1x per month","1990","66 and older","middle vocational","156","0.288547311128777","0.248793447227374","0.32830117503018","3"
"Min 1x per month","1990","35-65 y.","general elemantary","281","0.262968145897328","0.237501494218651","0.288434797576004","3"
"Min 1x per month","1990","35-65 y.","middle vocational","759","0.339794812962016","0.320446492587651","0.359143133336382","3"
"Min 1x per month","1990","35-65 y.","higher vocational","112","0.387489198510938","0.330221151953952","0.444757245067923","3"
"Min 1x per month","1990","35-65 y.","higher education","216","0.48994289400114","0.443073481977666","0.536812306024614","3"
"Min 1x per month","1990","66 and older","in school","","","","","3"
"Min 1x per month","1990","66 and older","inadequately","2","","","","3"
"Min 1x per month","1990","66 and older","higher vocational","19","","","","3"
"Min 1x per month","1990","66 and older","higher education","23","","","","3"
"Min 1x per month","1990","16-34 y.","in school","42","0.310037636028388","0.238816238231921","0.381259033824855","3"
"Min 1x per month","1990","16-34 y.","inadequately","27","","","","3"
"Min 1x per month","1990","16-34 y.","general elemantary","266","0.306633863966015","0.277110239886145","0.336157488045885","3"
"Min 1x per month","1990","16-34 y.","middle vocational","573","0.336230684851203","0.314065179668963","0.358396190033443","3"
"Min 1x per month","1990","16-34 y.","vocational + Abi","68","0.47416997474704","0.397748417583824","0.550591531910256","3"
"Min 1x per month","1990","16-34 y.","higher vocational","75","0.469782160357104","0.393630119431755","0.545934201282453","3"
"Min 1x per month","1990","16-34 y.","higher education","95","0.454755305412735","0.385396739109953","0.524113871715517","3"
"Min 1x per week","1990","66 and older","in school","","","","","2"
"Min 1x per week","1990","66 and older","inadequately","","","","","2"
"Min 1x per week","1990","66 and older","general elemantary","14","","","","2"
"Min 1x per week","1990","66 and older","middle vocational","38","0.0800778624395434","0.0562640137879722","0.103891711091115","2"
"Min 1x per week","1990","66 and older","vocational + Abi","1","","","","2"
"Min 1x per week","1990","66 and older","higher vocational","10","","","","2"
"Min 1x per week","1990","66 and older","higher education","12","","","","2"
"Min 1x per week","1990","16-34 y.","in school","8","","","","2"
"Min 1x per week","1990","16-34 y.","inadequately","14","","","","2"
"Min 1x per week","1990","16-34 y.","general elemantary","72","0.074763928023245","0.0579235968050233","0.0916042592414666","2"
"Min 1x per week","1990","16-34 y.","middle vocational","126","0.0787999763343442","0.066158715597193","0.0914412370714954","2"
"Min 1x per week","1990","16-34 y.","vocational + Abi","11","","","","2"
"Min 1x per week","1990","16-34 y.","higher vocational","9","","","","2"
"Min 1x per week","1990","16-34 y.","higher education","22","","","","2"
"Min 1x per week","1990","35-65 y.","in school","","","","","2"
"Min 1x per week","1990","35-65 y.","inadequately","18","","","","2"
"Min 1x per week","1990","35-65 y.","general elemantary","58","0.0578954161621674","0.044385620028477","0.0714052122958577","2"
"Min 1x per week","1990","35-65 y.","middle vocational","203","0.0968761760734299","0.0847930981916487","0.108959253955211","2"
"Min 1x per week","1990","35-65 y.","vocational + Abi","14","","","","2"
"Min 1x per week","1990","35-65 y.","higher vocational","25","","","","2"
"Min 1x per week","1990","35-65 y.","higher education","50","0.124124203164797","0.0932100843265601","0.155038322003034","2"
"Never","1990","66 and older","in school","","","","","5"
"Never","1990","66 and older","vocational + Abi","2","","","","5"
"Never","1990","66 and older","inadequately","5","","","","5"
"Never","1990","66 and older","general elemantary","126","0.348214490645951","0.30062692414878","0.395802057143122","5"
"Never","1990","66 and older","middle vocational","104","0.241296101333378","0.203754816802827","0.278837385863929","5"
"Never","1990","35-65 y.","in school","","","","","5"
"Never","1990","35-65 y.","inadequately","154","0.332137409856462","0.288861635400116","0.375413184312807","5"
"Never","1990","35-65 y.","general elemantary","202","0.135712081786569","0.115900660910089","0.155523502663049","5"
"Never","1990","66 and older","higher vocational","12","","","","5"
"Never","1990","66 and older","higher education","3","","","","5"
"Never","1990","35-65 y.","middle vocational","181","0.0583768670132789","0.0487993180090494","0.0679544160175084","5"
"Never","1990","35-65 y.","vocational + Abi","14","","","","5"
"Never","1990","35-65 y.","higher vocational","6","","","","5"
"Never","1990","35-65 y.","higher education","5","","","","5"
"Never","1990","16-34 y.","in school","11","","","","5"
"Never","1990","16-34 y.","inadequately","39","0.203149947666735","0.140611630745465","0.265688264588005","5"
"Never","1990","16-34 y.","general elemantary","138","0.11371096253709","0.0933842496791725","0.134037675395008","5"
"Never","1990","16-34 y.","middle vocational","112","0.0452287457562522","0.0354786851538917","0.0549788063586127","5"
"Never","1990","16-34 y.","vocational + Abi","10","","","","5"
"Never","1990","16-34 y.","higher vocational","3","","","","5"
"Never","1990","16-34 y.","higher education","7","","","","5"
"Rarely","1990","16-34 y.","general elemantary","457","0.502008646457464","0.469994288582768","0.534023004332161","4"
"Rarely","1990","16-34 y.","middle vocational","930","0.538666923121619","0.515277590686504","0.562056255556734","4"
"Rarely","1990","16-34 y.","vocational + Abi","75","0.427178125231466","0.351470353000122","0.50288589746281","4"
"Rarely","1990","16-34 y.","higher vocational","78","0.449451310102015","0.373550692280238","0.525351927923793","4"
"Rarely","1990","16-34 y.","higher education","74","0.397817834649217","0.329643396888657","0.465992272409776","4"
"Rarely","1990","35-65 y.","in school","","","","","4"
"Rarely","1990","35-65 y.","inadequately","215","0.445118295394328","0.399453625966662","0.490782964821993","4"
"Rarely","1990","35-65 y.","general elemantary","598","0.53527269100435","0.506421497252555","0.564123884756145","4"
"Rarely","1990","35-65 y.","middle vocational","1155","0.503103169066872","0.482678403928783","0.52352793420496","4"
"Rarely","1990","35-65 y.","vocational + Abi","40","0.343718253909167","0.253303018103145","0.434133489715188","4"
"Rarely","1990","35-65 y.","higher vocational","132","0.469937609365282","0.411268527726363","0.5286066910042","4"
"Rarely","1990","35-65 y.","higher education","163","0.373247544938054","0.327899990132963","0.418595099743145","4"
"Rarely","1990","66 and older","in school","","","","","4"
"Rarely","1990","66 and older","inadequately","11","","","","4"
"Rarely","1990","16-34 y.","in school","100","0.615792722871134","0.540891199067248","0.69069424667502","4"
"Rarely","1990","16-34 y.","inadequately","78","0.501300219704925","0.42358285518525","0.579017584224601","4"
"Rarely","1990","66 and older","general elemantary","170","0.44260610764375","0.392991732013507","0.492220483273992","4"
"Rarely","1990","66 and older","middle vocational","199","0.386756927112448","0.344026897450808","0.429486956774087","4"
"Rarely","1990","66 and older","vocational + Abi","10","","","","4"
"Rarely","1990","66 and older","higher vocational","29","","","","4"
"Rarely","1990","66 and older","higher education","24","","","","4"
"Daily","1991","16-34 y.","in school","","","","","1"
"Daily","1991","16-34 y.","inadequately","","","","","1"
"Daily","1991","16-34 y.","general elemantary","","","","","1"
"Daily","1991","16-34 y.","middle vocational","","","","","1"
"Daily","1991","16-34 y.","vocational + Abi","","","","","1"
"Daily","1991","16-34 y.","higher vocational","","","","","1"
"Daily","1991","16-34 y.","higher education","","","","","1"
"Daily","1991","35-65 y.","in school","","","","","1"
"Daily","1991","35-65 y.","inadequately","","","","","1"
"Daily","1991","35-65 y.","general elemantary","","","","","1"
"Daily","1991","35-65 y.","middle vocational","","","","","1"
"Daily","1991","35-65 y.","vocational + Abi","","","","","1"
"Daily","1991","35-65 y.","higher vocational","","","","","1"
"Daily","1991","35-65 y.","higher education","","","","","1"
"Daily","1991","66 and older","in school","","","","","1"
"Daily","1991","66 and older","inadequately","","","","","1"
"Daily","1991","66 and older","general elemantary","","","","","1"
"Daily","1991","66 and older","middle vocational","","","","","1"
"Daily","1991","66 and older","vocational + Abi","","","","","1"
"Daily","1991","66 and older","higher vocational","","","","","1"
"Daily","1991","66 and older","higher education","","","","","1"
"Min 1x per month","1991","66 and older","middle vocational","","","","","3"
"Min 1x per month","1991","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1991","35-65 y.","in school","","","","","3"
"Min 1x per month","1991","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1991","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1991","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1991","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1991","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1991","35-65 y.","higher education","","","","","3"
"Min 1x per month","1991","66 and older","in school","","","","","3"
"Min 1x per month","1991","66 and older","inadequately","","","","","3"
"Min 1x per month","1991","66 and older","general elemantary","","","","","3"
"Min 1x per month","1991","66 and older","higher vocational","","","","","3"
"Min 1x per month","1991","66 and older","higher education","","","","","3"
"Min 1x per month","1991","16-34 y.","in school","","","","","3"
"Min 1x per month","1991","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1991","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1991","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1991","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1991","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1991","16-34 y.","higher education","","","","","3"
"Min 1x per week","1991","66 and older","in school","","","","","2"
"Min 1x per week","1991","66 and older","inadequately","","","","","2"
"Min 1x per week","1991","66 and older","general elemantary","","","","","2"
"Min 1x per week","1991","66 and older","middle vocational","","","","","2"
"Min 1x per week","1991","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1991","66 and older","higher vocational","","","","","2"
"Min 1x per week","1991","66 and older","higher education","","","","","2"
"Min 1x per week","1991","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1991","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1991","35-65 y.","higher education","","","","","2"
"Min 1x per week","1991","16-34 y.","in school","","","","","2"
"Min 1x per week","1991","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1991","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1991","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1991","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1991","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1991","16-34 y.","higher education","","","","","2"
"Min 1x per week","1991","35-65 y.","in school","","","","","2"
"Min 1x per week","1991","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1991","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1991","35-65 y.","middle vocational","","","","","2"
"Never","1991","66 and older","vocational + Abi","","","","","5"
