"pli0082","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1993","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Rarely","1993","1-pers.-HH","West Germany","","","",""
"Rarely","1993","1-pers.-HH","East Germany","","","",""
"Rarely","1993","(Married) couple without C. ","West Germany","","","",""
"Rarely","1993","(Married) couple without C. ","East Germany","","","",""
"Rarely","1993","Single parent ","West Germany","","","",""
"Rarely","1993","Single parent ","East Germany","","","",""
"Rarely","1993","Couple + C. LE 16 ","West Germany","","","",""
"Rarely","1993","Couple + C. LE 16 ","East Germany","","","",""
"Rarely","1993","Couple + C. GT 16 ","West Germany","","","",""
"Rarely","1993","Couple + C. GT 16 ","East Germany","","","",""
"Rarely","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Rarely","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Never","1993","1-pers.-HH","West Germany","","","",""
"Never","1993","1-pers.-HH","East Germany","","","",""
"Never","1993","(Married) couple without C. ","West Germany","","","",""
"Never","1993","(Married) couple without C. ","East Germany","","","",""
"Never","1993","Single parent ","West Germany","","","",""
"Never","1993","Single parent ","East Germany","","","",""
"Never","1993","Couple + C. LE 16 ","West Germany","","","",""
"Never","1993","Couple + C. LE 16 ","East Germany","","","",""
"Never","1993","Couple + C. GT 16 ","West Germany","","","",""
"Never","1993","Couple + C. GT 16 ","East Germany","","","",""
"Never","1993","Couple + C. LE and GT 16","West Germany","","","",""
"Never","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Daily","1994","1-pers.-HH","West Germany","","","",""
"Daily","1994","1-pers.-HH","East Germany","","","",""
"Daily","1994","(Married) couple without C. ","West Germany","","","",""
"Daily","1994","(Married) couple without C. ","East Germany","","","",""
"Daily","1994","Single parent ","West Germany","","","",""
"Daily","1994","Single parent ","East Germany","","","",""
"Daily","1994","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1994","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1994","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1994","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1994","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1994","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1994","1-pers.-HH","West Germany","","","",""
"Min 1x per week","1994","1-pers.-HH","East Germany","","","",""
"Min 1x per week","1994","(Married) couple without C. ","West Germany","","","",""
"Min 1x per week","1994","(Married) couple without C. ","East Germany","","","",""
"Min 1x per week","1994","Single parent ","West Germany","","","",""
"Min 1x per week","1994","Single parent ","East Germany","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per month","1994","1-pers.-HH","West Germany","","","",""
"Min 1x per month","1994","1-pers.-HH","East Germany","","","",""
"Min 1x per month","1994","(Married) couple without C. ","West Germany","","","",""
"Min 1x per month","1994","(Married) couple without C. ","East Germany","","","",""
"Min 1x per month","1994","Single parent ","West Germany","","","",""
"Min 1x per month","1994","Single parent ","East Germany","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","East Germany","","","",""
"Rarely","1994","1-pers.-HH","West Germany","","","",""
"Rarely","1994","1-pers.-HH","East Germany","","","",""
"Rarely","1994","(Married) couple without C. ","West Germany","","","",""
"Rarely","1994","(Married) couple without C. ","East Germany","","","",""
"Rarely","1994","Single parent ","West Germany","","","",""
"Rarely","1994","Single parent ","East Germany","","","",""
"Rarely","1994","Couple + C. LE 16 ","West Germany","","","",""
"Rarely","1994","Couple + C. LE 16 ","East Germany","","","",""
"Rarely","1994","Couple + C. GT 16 ","West Germany","","","",""
"Rarely","1994","Couple + C. GT 16 ","East Germany","","","",""
"Rarely","1994","Couple + C. LE and GT 16","West Germany","","","",""
"Rarely","1994","Couple + C. LE and GT 16","East Germany","","","",""
"Never","1994","1-pers.-HH","West Germany","","","",""
"Never","1994","1-pers.-HH","East Germany","","","",""
"Never","1994","(Married) couple without C. ","West Germany","","","",""
"Never","1994","(Married) couple without C. ","East Germany","","","",""
"Never","1994","Single parent ","West Germany","","","",""
"Never","1994","Single parent ","East Germany","","","",""
"Never","1994","Couple + C. LE 16 ","West Germany","","","",""
"Never","1994","Couple + C. LE 16 ","East Germany","","","",""
"Never","1994","Couple + C. GT 16 ","West Germany","","","",""
"Never","1994","Couple + C. GT 16 ","East Germany","","","",""
"Never","1994","Couple + C. LE and GT 16","West Germany","","","",""
"Never","1994","Couple + C. LE and GT 16","East Germany","","","",""
"Daily","1995","1-pers.-HH","West Germany","4","","",""
"Daily","1995","1-pers.-HH","East Germany","","","",""
"Daily","1995","(Married) couple without C. ","West Germany","4","","",""
"Daily","1995","(Married) couple without C. ","East Germany","7","","",""
"Daily","1995","Single parent ","West Germany","","","",""
"Daily","1995","Single parent ","East Germany","","","",""
"Daily","1995","Couple + C. LE 16 ","West Germany","1","","",""
"Daily","1995","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1995","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1995","Couple + C. GT 16 ","East Germany","1","","",""
"Daily","1995","Couple + C. LE and GT 16","West Germany","1","","",""
"Daily","1995","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1995","1-pers.-HH","West Germany","61","0.0582695937347166","0.0445505648259756","0.0719886226434577"
"Min 1x per week","1995","1-pers.-HH","East Germany","14","","",""
"Min 1x per week","1995","(Married) couple without C. ","West Germany","159","0.0699131508634716","0.0599708555285393","0.0798554461984039"
"Min 1x per week","1995","(Married) couple without C. ","East Germany","54","0.0633547776517767","0.0480877001495337","0.0786218551540197"
"Min 1x per week","1995","Single parent ","West Germany","24","","",""
"Min 1x per week","1995","Single parent ","East Germany","14","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","West Germany","137","0.0743037265938604","0.0634477263992711","0.0851597267884498"
"Min 1x per week","1995","Couple + C. LE 16 ","East Germany","64","0.0833124450347513","0.06523756054769","0.101387329521813"
"Min 1x per week","1995","Couple + C. GT 16 ","West Germany","73","0.0419842044872295","0.0326490174802458","0.0513193914942132"
"Min 1x per week","1995","Couple + C. GT 16 ","East Germany","28","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","West Germany","25","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","East Germany","24","","",""
"Min 1x per month","1995","1-pers.-HH","West Germany","299","0.276327641730211","0.250138441431483","0.30251684202894"
"Min 1x per month","1995","1-pers.-HH","East Germany","74","0.202777015904288","0.159527792008933","0.246026239799643"
"Min 1x per month","1995","(Married) couple without C. ","West Germany","740","0.301640214539919","0.283745296978917","0.319535132100922"
"Min 1x per month","1995","(Married) couple without C. ","East Germany","271","0.263244465469695","0.235643772137808","0.290845158801581"
"Min 1x per month","1995","Single parent ","West Germany","108","0.263620706816283","0.222684402784202","0.304557010848365"
"Min 1x per month","1995","Single parent ","East Germany","48","0.306831622480091","0.236249356607208","0.377413888352973"
"Min 1x per month","1995","Couple + C. LE 16 ","West Germany","584","0.291647833850922","0.272833697912333","0.310461969789511"
"Min 1x per month","1995","Couple + C. LE 16 ","East Germany","319","0.329388869053493","0.29864915940479","0.360128578702196"
"Min 1x per month","1995","Couple + C. GT 16 ","West Germany","460","0.272101473247175","0.251386012842569","0.292816933651782"
"Min 1x per month","1995","Couple + C. GT 16 ","East Germany","248","0.346740512507747","0.311879761720108","0.381601263295386"
"Min 1x per month","1995","Couple + C. LE and GT 16","West Germany","185","0.233580550241235","0.205285979707252","0.261875120775218"
"Min 1x per month","1995","Couple + C. LE and GT 16","East Germany","101","0.270521584477297","0.225974058079372","0.315069110875223"
"Rarely","1995","1-pers.-HH","West Germany","533","0.438051295754588","0.408994354095264","0.467108237413911"
"Rarely","1995","1-pers.-HH","East Germany","164","0.466797929368952","0.413133140722802","0.520462718015102"
"Rarely","1995","(Married) couple without C. ","West Germany","1337","0.517034575180354","0.497551240819414","0.536517909541295"
"Rarely","1995","(Married) couple without C. ","East Germany","546","0.543030115691044","0.511810006957877","0.574250224424212"
"Rarely","1995","Single parent ","West Germany","228","0.493756063888602","0.447304084595149","0.540208043182055"
"Rarely","1995","Single parent ","East Germany","77","0.478903424908334","0.402447834241255","0.555359015575412"
"Rarely","1995","Couple + C. LE 16 ","West Germany","1273","0.553473962640653","0.532896004549229","0.574051920732076"
"Rarely","1995","Couple + C. LE 16 ","East Germany","449","0.521017652589664","0.488344134769352","0.553691170409976"
"Rarely","1995","Couple + C. GT 16 ","West Germany","1007","0.590133864400695","0.567241533742403","0.613026195058987"
"Rarely","1995","Couple + C. GT 16 ","East Germany","406","0.551534442595824","0.515105845497937","0.587963039693711"
"Rarely","1995","Couple + C. LE and GT 16","West Germany","525","0.631750764009359","0.599495891900432","0.664005636118285"
"Rarely","1995","Couple + C. LE and GT 16","East Germany","232","0.612258323149332","0.563398150133428","0.661118496165236"
"Never","1995","1-pers.-HH","West Germany","223","0.224365375278292","0.199934130680435","0.248796619876149"
"Never","1995","1-pers.-HH","East Germany","80","0.285817152607058","0.237218089044626","0.33441621616949"
"Never","1995","(Married) couple without C. ","West Germany","287","0.109964165140335","0.0977665533500847","0.122161776930586"
"Never","1995","(Married) couple without C. ","East Germany","100","0.116504547772089","0.0963973170171364","0.136611778527042"
"Never","1995","Single parent ","West Germany","85","0.191978810128154","0.155385128243639","0.228572492012669"
"Never","1995","Single parent ","East Germany","25","","",""
"Never","1995","Couple + C. LE 16 ","West Germany","247","0.0803908476141588","0.0691361136634522","0.0916455815648655"
"Never","1995","Couple + C. LE 16 ","East Germany","66","0.066281033322091","0.0500100931464057","0.0825519734977762"
"Never","1995","Couple + C. GT 16 ","West Germany","233","0.0957804578649005","0.082082080626458","0.109478835103343"
"Never","1995","Couple + C. GT 16 ","East Germany","33","0.0609139349312339","0.0433952054886006","0.0784326643738672"
"Never","1995","Couple + C. LE and GT 16","West Germany","123","0.0974135029003216","0.0775842886443427","0.1172427171563"
"Never","1995","Couple + C. LE and GT 16","East Germany","25","","",""
"Daily","1996","1-pers.-HH","West Germany","","","",""
"Daily","1996","1-pers.-HH","East Germany","","","",""
"Daily","1996","(Married) couple without C. ","West Germany","","","",""
"Daily","1996","(Married) couple without C. ","East Germany","","","",""
"Daily","1996","Single parent ","West Germany","","","",""
"Daily","1996","Single parent ","East Germany","","","",""
"Daily","1996","Couple + C. LE 16 ","West Germany","","","",""
"Daily","1996","Couple + C. LE 16 ","East Germany","","","",""
"Daily","1996","Couple + C. GT 16 ","West Germany","","","",""
"Daily","1996","Couple + C. GT 16 ","East Germany","","","",""
"Daily","1996","Couple + C. LE and GT 16","West Germany","","","",""
"Daily","1996","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per week","1996","1-pers.-HH","West Germany","","","",""
"Min 1x per week","1996","1-pers.-HH","East Germany","","","",""
"Min 1x per week","1996","(Married) couple without C. ","West Germany","","","",""
"Min 1x per week","1996","(Married) couple without C. ","East Germany","","","",""
"Min 1x per week","1996","Single parent ","West Germany","","","",""
"Min 1x per week","1996","Single parent ","East Germany","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","East Germany","","","",""
"Min 1x per month","1996","1-pers.-HH","West Germany","","","",""
"Min 1x per month","1996","1-pers.-HH","East Germany","","","",""
"Min 1x per month","1996","(Married) couple without C. ","West Germany","","","",""
"Min 1x per month","1996","(Married) couple without C. ","East Germany","","","",""
"Min 1x per month","1996","Single parent ","West Germany","","","",""
"Min 1x per month","1996","Single parent ","East Germany","","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","West Germany","","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","East Germany","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","West Germany","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","East Germany","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","West Germany","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","East Germany","","","",""
"Rarely","1996","1-pers.-HH","West Germany","","","",""
"Rarely","1996","1-pers.-HH","East Germany","","","",""
"Rarely","1996","(Married) couple without C. ","West Germany","","","",""
"Rarely","1996","(Married) couple without C. ","East Germany","","","",""
"Rarely","1996","Single parent ","West Germany","","","",""
"Rarely","1996","Single parent ","East Germany","","","",""
"Rarely","1996","Couple + C. LE 16 ","West Germany","","","",""
"Rarely","1996","Couple + C. LE 16 ","East Germany","","","",""
"Rarely","1996","Couple + C. GT 16 ","West Germany","","","",""
