"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","(Married) couple without C.","2.45","2","632","2","2","3","4","4","2.39","2.51","1","5","2","2"
"1990","16-34 y.","1-pers.-HH","2.18","2","265","1","2","2","3","4","2.08","2.28","1","5","2","2"
"1990","16-34 y.","Couple + C. GT 16 ","2.35","2","846","1","2","3","4","4","2.29","2.41","1","5","2","2"
"1990","16-34 y.","Couple + C. LE 16","2.64","3","1042","2","2","3","4","5","2.59","2.69","1","5","2","2"
"1990","16-34 y.","Couple + C. LE and GT 16","2.22","2","356","1","2","3","4","5","2.12","2.32","1","5","2","2"
"1990","16-34 y.","Single parent","2.4","2","222","1","2","3","4","5","2.27","2.53","1","5","2","2"
"1990","35-65 y.","(Married) couple without C.","2.96","3","1176","2","2","4","4","5","2.91","3.01","1","5","3","3"
"1990","35-65 y.","1-pers.-HH","2.78","3","397","2","2","3","4","5","2.68","2.88","1","5","2","3"
"1990","35-65 y.","Couple + C. GT 16 ","3.11","3","1141","2","2","4","4","5","3.06","3.16","1","5","3","3"
"1990","35-65 y.","Couple + C. LE 16","2.87","3","1044","2","2","3","4","5","2.82","2.92","1","5","3","3"
"1990","35-65 y.","Couple + C. LE and GT 16","2.94","3","531","2","2","4","4","5","2.86","3.02","1","5","3","3"
"1990","35-65 y.","Single parent","2.88","3","213","2","2","4","4","5","2.74","3.02","1","5","2","3"
"1990","66 and older","(Married) couple without C.","3.16","3","500","2","2","4","4","5","3.08","3.24","1","5","3","3"
"1990","66 and older","1-pers.-HH","2.87","3","375","2","2","4","5","5","2.76","2.98","1","5","2","3"
"1990","66 and older","Couple + C. GT 16 ","3.36","3","67","2","3","4","5","5","3.13","3.59","2","5","3","4"
"1990","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1990","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1990","66 and older","Single parent","","","","","","","","","","","","","",""
"1991","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1991","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1991","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1991","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1991","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1991","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","66 and older","Single parent","","","","","","","","","","","","","",""
"1992","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1992","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1992","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1992","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1992","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1992","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","66 and older","Single parent","","","","","","","","","","","","","",""
"1993","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1993","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1993","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1993","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1993","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1993","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","66 and older","Single parent","","","","","","","","","","","","","",""
"1994","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1994","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1994","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1994","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1994","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1994","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","66 and older","Single parent","","","","","","","","","","","","","",""
"1995","16-34 y.","(Married) couple without C.","2.47","2","914","2","2","3","4","4","2.42","2.52","1","5","2","2"
"1995","16-34 y.","1-pers.-HH","2.26","2","410","1","2","3","4","5","2.18","2.34","1","5","2","2"
"1995","16-34 y.","Couple + C. GT 16 ","2.2","2","944","1","2","3","4","5","2.14","2.26","1","5","2","2"
"1995","16-34 y.","Couple + C. LE 16","2.66","3","1546","2","2","3","4","5","2.62","2.7","1","5","2","3"
"1995","16-34 y.","Couple + C. LE and GT 16","1.99","2","489","1","1","2","3","4","1.91","2.07","1","5","2","2"
"1995","16-34 y.","Single parent","2.18","2","299","1","2","3","3","4","2.08","2.28","1","5","2","2"
"1995","35-65 y.","(Married) couple without C.","2.96","3","1851","2","2","4","4","5","2.92","3","1","5","3","3"
"1995","35-65 y.","1-pers.-HH","2.74","2","503","2","2","4","4","5","2.65","2.83","1","5","2","3"
"1995","35-65 y.","Couple + C. GT 16 ","3.01","3","1449","2","2","4","4","5","2.96","3.06","1","5","3","3"
"1995","35-65 y.","Couple + C. LE 16","2.87","3","1596","2","2","3","4","5","2.83","2.91","1","5","3","3"
"1995","35-65 y.","Couple + C. LE and GT 16","2.89","3","754","2","2","4","4","5","2.82","2.96","1","5","3","3"
"1995","35-65 y.","Single parent","2.76","3","274","2","2","4","4","5","2.64","2.88","1","5","2","3"
"1995","66 and older","(Married) couple without C.","3.14","3","751","2","2","4","4","5","3.07","3.21","1","5","3","3"
"1995","66 and older","1-pers.-HH","2.78","3","536","2","2","4","4","5","2.69","2.87","1","5","2","3"
"1995","66 and older","Couple + C. GT 16 ","3.09","3","98","2","2","4","4","5","2.91","3.27","1","5","3","3"
"1995","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1995","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1995","66 and older","Single parent","2.91","3","39","2","2","4","5","5","2.57","3.25","1","5","2","3"
"1996","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1996","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1996","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1996","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1996","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1996","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1996","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1996","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1996","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1996","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1996","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1996","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1996","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1996","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1996","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1996","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1996","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1996","66 and older","Single parent","","","","","","","","","","","","","",""
"1997","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1997","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1997","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1997","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1997","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1997","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1997","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1997","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1997","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1997","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1997","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1997","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1997","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1997","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1997","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1997","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1997","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1997","66 and older","Single parent","","","","","","","","","","","","","",""
"1998","16-34 y.","(Married) couple without C.","2.47","2","914","2","2","3","4","4","2.42","2.52","1","5","2","2"
"1998","16-34 y.","1-pers.-HH","2.18","2","502","1","2","2","3","5","2.11","2.25","1","5","2","2"
"1998","16-34 y.","Couple + C. GT 16 ","2.11","2","971","1","2","2","3","4","2.06","2.16","1","5","2","2"
"1998","16-34 y.","Couple + C. LE 16","2.54","2","1464","2","2","3","4","4","2.5","2.58","1","5","2","2"
"1998","16-34 y.","Couple + C. LE and GT 16","1.97","2","465","1","2","2","3","4","1.9","2.04","1","4","2","2"
"1998","16-34 y.","Single parent","2.08","2","303","1","2","2","3","4","1.98","2.18","1","5","2","2"
