"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","general elemantary","2.32","2","937","1","2","3","4","5","2.26","2.38","1","5","2","2"
"1990","16-34 y.","higher education","2.29","2","199","2","2","3","3","4","2.19","2.39","1","4","2","2"
"1990","16-34 y.","higher vocational","2.6","2","165","2","2","3","4","5","2.47","2.73","1","5","2","3"
"1990","16-34 y.","in school","2.19","2","161","1","2","3","4","4","2.05","2.33","1","5","2","2"
"1990","16-34 y.","inadequately","2.47","2","159","2","2","3","4","5","2.32","2.62","1","5","2","2"
"1990","16-34 y.","middle vocational","2.48","2","1747","2","2","3","4","4","2.44","2.52","1","5","2","2"
"1990","16-34 y.","vocational + Abi","2.41","2","165","2","2","3","4","4","2.28","2.54","1","5","2","2"
"1990","35-65 y.","general elemantary","3.02","3","1153","2","2","4","4","5","2.96","3.08","1","5","3","3"
"1990","35-65 y.","higher education","2.82","3","438","2","2","3","4","5","2.74","2.9","1","5","3","3"
"1990","35-65 y.","higher vocational","2.96","3","278","2","2","4","4","5","2.86","3.06","1","5","3","3"
"1990","35-65 y.","in school","","","","","","","","","","","","","",""
"1990","35-65 y.","inadequately","2.52","2","460","1","2","3","4","5","2.43","2.61","1","5","2","2"
"1990","35-65 y.","middle vocational","2.96","3","2305","2","2","4","4","5","2.92","3","1","5","3","3"
"1990","35-65 y.","vocational + Abi","2.77","3","106","2","2","3","4","5","2.6","2.94","1","5","2","3"
"1990","66 and older","general elemantary","3.01","3","384","2","2","4","5","5","2.9","3.12","1","5","3","3"
"1990","66 and older","higher education","2.84","3","62","2","2","4","4","5","2.61","3.07","1","5","2","3"
"1990","66 and older","higher vocational","3.13","3","70","2","2","4","4","5","2.89","3.37","1","5","3","4"
"1990","66 and older","in school","","","","","","","","","","","","","",""
"1990","66 and older","inadequately","","","","","","","","","","","","","",""
"1990","66 and older","middle vocational","3.04","3","500","2","2","4","4","5","2.95","3.13","1","5","3","3"
"1990","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1991","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1991","16-34 y.","higher education","","","","","","","","","","","","","",""
