"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","(Married) couple without C.","2.78","3","1357","2","2","3","4","5","2.73","2.83","1","5","2","3"
"1990","Employed","1-pers.-HH","2.51","2","536","2","2","3","4","5","2.43","2.59","1","5","2","2"
"1990","Employed","Couple + C. GT 16 ","2.83","3","1394","2","2","4","4","5","2.78","2.88","1","5","2","3"
"1990","Employed","Couple + C. LE 16","2.78","3","1567","2","2","3","4","4","2.74","2.82","1","5","3","3"
"1990","Employed","Couple + C. LE and GT 16","2.78","3","597","2","2","4","4","5","2.7","2.86","1","5","2","3"
"1990","Employed","Single parent","2.64","2","307","2","2","3","4","5","2.53","2.75","1","5","2","2"
"1990","Not Employed","(Married) couple without C.","3.05","3","951","2","2","4","4","5","2.99","3.11","1","5","3","3"
"1990","Not Employed","1-pers.-HH","2.83","3","501","2","2","4","4","5","2.73","2.93","1","5","2","3"
"1990","Not Employed","Couple + C. GT 16 ","2.82","3","660","2","2","4","4","5","2.74","2.9","1","5","2","3"
"1990","Not Employed","Couple + C. LE 16","2.7","3","519","2","2","3","4","5","2.62","2.78","1","5","2","3"
"1990","Not Employed","Couple + C. LE and GT 16","2.44","2","291","1","2","3","4","5","2.33","2.55","1","5","2","2"
"1990","Not Employed","Single parent","2.75","2","155","2","2","4","4","5","2.58","2.92","1","5","2","3"
"1991","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Employed","Single parent","","","","","","","","","","","","","",""
"1991","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Not Employed","Single parent","","","","","","","","","","","","","",""
"1992","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Employed","Single parent","","","","","","","","","","","","","",""
"1992","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Not Employed","Single parent","","","","","","","","","","","","","",""
"1993","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1993","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","Employed","Single parent","","","","","","","","","","","","","",""
"1993","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1993","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","Not Employed","Single parent","","","","","","","","","","","","","",""
"1994","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1994","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","Employed","Single parent","","","","","","","","","","","","","",""
"1994","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"1994","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","Not Employed","Single parent","","","","","","","","","","","","","",""
"1995","Employed","(Married) couple without C.","2.81","3","1968","2","2","3","4","5","2.77","2.85","1","5","3","3"
"1995","Employed","1-pers.-HH","2.59","2","710","2","2","3","4","5","2.52","2.66","1","5","2","2"
"1995","Employed","Couple + C. GT 16 ","2.77","3","1670","2","2","4","4","5","2.72","2.82","1","5","3","3"
"1995","Employed","Couple + C. LE 16","2.81","3","2417","2","2","3","4","5","2.78","2.84","1","5","3","3"
"1995","Employed","Couple + C. LE and GT 16","2.66","3","849","2","2","3","4","5","2.59","2.73","1","5","2","3"
"1995","Employed","Single parent","2.55","2","389","1","2","3","4","5","2.45","2.65","1","5","2","2"
"1995","Not Employed","(Married) couple without C.","3.02","3","1548","2","2","4","4","5","2.97","3.07","1","5","3","3"
"1995","Not Employed","1-pers.-HH","2.7","2","739","2","2","3","4","5","2.62","2.78","1","5","2","2"
"1995","Not Employed","Couple + C. GT 16 ","2.67","2","821","1","2","3","4","5","2.6","2.74","1","5","2","2"
"1995","Not Employed","Couple + C. LE 16","2.67","3","726","2","2","3","4","5","2.6","2.74","1","5","2","2"
"1995","Not Employed","Couple + C. LE and GT 16","2.31","2","394","1","2","3","4","4","2.21","2.41","1","5","2","2"
