"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","direct migration background","2.72","3","119","2","2","3","4","4","2.57","2.87","1","4","2","3"
"1990","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1990","college entrance qualification","no migration background","2.58","2","1059","2","2","3","4","5","2.53","2.63","1","5","2","2"
"1990","lower secondary degree","direct migration background","2.86","3","588","2","2","4","4","5","2.78","2.94","1","5","2","2"
"1990","lower secondary degree","indirect migration background","2.6","2","136","1","2","3","4","5","2.42","2.78","1","5","2","2"
"1990","lower secondary degree","no migration background","2.91","3","3816","2","2","4","4","5","2.88","2.94","1","5","3","3"
"1990","no degree/no degree yet","direct migration background","2.37","2","637","1","2","3","4","5","2.3","2.44","1","5","2","2"
"1990","no degree/no degree yet","indirect migration background","2.65","2","48","1","2","4","4","5","2.31","2.99","1","5","2","2"
"1990","no degree/no degree yet","no migration background","2.41","2","157","1","2","3","4","5","2.25","2.57","1","5","2","2"
"1990","Other degree","direct migration background","2.42","2","957","2","2","3","4","5","2.36","2.48","1","5","2","2"
"1990","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1990","Other degree","no migration background","2.87","3","40","2","2","4","4","5","2.53","3.21","1","5","2","4"
"1990","secondary school degree","direct migration background","2.9","3","149","2","2","4","4","5","2.74","3.06","1","5","2","3"
"1990","secondary school degree","indirect migration background","1.96","2","53","1","2","2","2","4","1.76","2.16","1","4","2","2"
"1990","secondary school degree","no migration background","2.75","3","1480","2","2","3","4","5","2.71","2.79","1","5","2","3"
"1991","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1991","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1991","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1991","Other degree","direct migration background","","","","","","","","","","","","","",""
"1991","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1991","Other degree","no migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1992","Other degree","direct migration background","","","","","","","","","","","","","",""
"1992","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1992","Other degree","no migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1993","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1993","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1993","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1993","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1993","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1993","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1993","Other degree","direct migration background","","","","","","","","","","","","","",""
"1993","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1993","Other degree","no migration background","","","","","","","","","","","","","",""
"1993","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1993","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1993","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1994","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1994","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1994","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1994","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1994","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1994","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1994","Other degree","direct migration background","","","","","","","","","","","","","",""
"1994","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1994","Other degree","no migration background","","","","","","","","","","","","","",""
"1994","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1994","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1994","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1995","college entrance qualification","direct migration background","2.66","3","195","2","2","3","4","5","2.54","2.78","1","5","2","3"
"1995","college entrance qualification","indirect migration background","2.17","2","61","1","2","2","4","4","1.99","2.35","1","4","2","2"
"1995","college entrance qualification","no migration background","2.62","2","1656","2","2","3","4","5","2.58","2.66","1","5","2","3"
"1995","lower secondary degree","direct migration background","2.75","3","632","2","2","3","4","5","2.68","2.82","1","5","2","2"
"1995","lower secondary degree","indirect migration background","2.28","2","189","1","2","3","4","4","2.15","2.41","1","5","2","2"
"1995","lower secondary degree","no migration background","2.91","3","4585","2","2","4","4","5","2.88","2.94","1","5","3","3"
"1995","no degree/no degree yet","direct migration background","2.43","2","550","1","2","3","4","5","2.35","2.51","1","5","2","2"
"1995","no degree/no degree yet","indirect migration background","1.92","2","66","1","1","2","4","5","1.7","2.14","1","5","2","2"
"1995","no degree/no degree yet","no migration background","2.26","2","242","1","2","3","4","5","2.14","2.38","1","5","2","2"
"1995","Other degree","direct migration background","2.49","2","1095","2","2","3","4","5","2.44","2.54","1","5","2","2"
"1995","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1995","Other degree","no migration background","2.59","3","69","1","2","3","4","5","2.32","2.86","1","5","2","3"
"1995","secondary school degree","direct migration background","2.88","3","189","2","2","4","4","5","2.73","3.03","1","5","2","3"
"1995","secondary school degree","indirect migration background","2.07","2","118","1","2","2","3","4","1.93","2.21","1","5","2","2"
"1995","secondary school degree","no migration background","2.77","3","3265","2","2","3","4","5","2.74","2.8","1","5","3","3"
"1996","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1996","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1996","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1996","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1996","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1996","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1996","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1996","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1996","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1996","Other degree","direct migration background","","","","","","","","","","","","","",""
"1996","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1996","Other degree","no migration background","","","","","","","","","","","","","",""
"1996","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1996","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1996","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1997","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1997","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1997","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1997","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1997","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1997","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1997","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1997","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1997","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1997","Other degree","direct migration background","","","","","","","","","","","","","",""
"1997","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1997","Other degree","no migration background","","","","","","","","","","","","","",""
"1997","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1997","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1997","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1998","college entrance qualification","direct migration background","2.71","2","183","2","2","3","4","4","2.58","2.84","1","5","2","3"
