"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","general elemantary","Rural Area","2.92","3","529","2","2","4","4","5","2.84","3","1","5","3","3"
"1990","general elemantary","Urban Area","2.79","3","1945","2","2","4","4","5","2.74","2.84","1","5","2","2"
"1990","higher education","Rural Area","2.82","3","102","2","2","3","4","5","2.65","2.99","1","5","2","3"
"1990","higher education","Urban Area","2.66","3","597","2","2","3","4","4","2.59","2.73","1","5","2","3"
"1990","higher vocational","Rural Area","2.97","3","111","2","2","4","4","5","2.8","3.14","1","5","3","3"
"1990","higher vocational","Urban Area","2.87","3","402","2","2","4","4","5","2.78","2.96","1","5","3","3"
"1990","in school","Rural Area","","","","","","","","","","","","","",""
"1990","in school","Urban Area","2.17","2","133","1","2","3","3","5","2.01","2.33","1","5","2","2"
"1990","inadequately","Rural Area","2.64","2.28","83","1","2","3","4","5","2.41","2.87","1","5","2","3"
"1990","inadequately","Urban Area","2.48","2","554","1","2","3","4","5","2.4","2.56","1","5","2","2"
"1990","middle vocational","Rural Area","2.9","3","992","2","2","4","4","5","2.84","2.96","1","5","3","3"
"1990","middle vocational","Urban Area","2.8","3","3560","2","2","4","4","5","2.77","2.83","1","5","3","3"
"1990","vocational + Abi","Rural Area","2.88","3","41","2","2","4","4","5","2.6","3.16","1","5","2","3"
"1990","vocational + Abi","Urban Area","2.54","2","253","2","2","3","4","5","2.43","2.65","1","5","2","2"
"1991","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1991","general elemantary","Urban Area","","","","","","","","","","","","","",""
"1991","higher education","Rural Area","","","","","","","","","","","","","",""
"1991","higher education","Urban Area","","","","","","","","","","","","","",""
"1991","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1991","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1991","in school","Rural Area","","","","","","","","","","","","","",""
"1991","in school","Urban Area","","","","","","","","","","","","","",""
"1991","inadequately","Rural Area","","","","","","","","","","","","","",""
"1991","inadequately","Urban Area","","","","","","","","","","","","","",""
"1991","middle vocational","Rural Area","","","","","","","","","","","","","",""
"1991","middle vocational","Urban Area","","","","","","","","","","","","","",""
"1991","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1991","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1992","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1992","general elemantary","Urban Area","","","","","","","","","","","","","",""
"1992","higher education","Rural Area","","","","","","","","","","","","","",""
"1992","higher education","Urban Area","","","","","","","","","","","","","",""
"1992","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1992","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1992","in school","Rural Area","","","","","","","","","","","","","",""
"1992","in school","Urban Area","","","","","","","","","","","","","",""
"1992","inadequately","Rural Area","","","","","","","","","","","","","",""
"1992","inadequately","Urban Area","","","","","","","","","","","","","",""
"1992","middle vocational","Rural Area","","","","","","","","","","","","","",""
