"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-Württemberg","Rural Area","2.93","3","237","2","2","4","4","5","2.8","3.06","1","5","2","3"
"1990","Baden-Württemberg","Urban Area","2.78","3","1559","2","2","3","4","5","2.73","2.83","1","5","2","3"
"1990","Bavaria","Rural Area","2.92","3","768","2","2","4","4","5","2.86","2.98","1","5","3","3"
"1990","Bavaria","Urban Area","2.79","3","834","2","2","4","4","5","2.73","2.85","1","5","2","3"
"1990","Berlin","Rural Area","","","","","","","","","","","","","",""
"1990","Berlin","Urban Area","2.79","3","329","2","2","4","4","5","2.68","2.9","1","5","2","3"
"1990","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1990","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1990","Bremen","Rural Area","","","","","","","","","","","","","",""
"1990","Bremen","Urban Area","2.56","2","103","1","2","3","4","5","2.37","2.75","1","5","2","3"
"1990","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1990","Hamburg","Urban Area","2.7","2","168","2","2","3","4","5","2.57","2.83","1","5","2","3"
"1990","Hesse","Rural Area","2.87","3","133","2","2","4","4","5","2.71","3.03","1","5","2","3"
"1990","Hesse","Urban Area","2.85","3","849","2","2","4","4","5","2.78","2.92","1","5","2","3"
"1990","Lower Saxony","Rural Area","2.87","3","445","2","2","4","4","5","2.78","2.96","1","5","3","3"
"1990","Lower Saxony","Urban Area","2.78","3","533","2","2","4","4","5","2.7","2.86","1","5","2","3"
"1990","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","Rural Area","2.7","3","71","2","2","3","4","4","2.54","2.86","1","4","2","3"
"1990","North Rhine-Westphalia","Urban Area","2.69","3","2503","2","2","3","4","5","2.65","2.73","1","5","2","2"
"1990","Rhineland-Palatinate,Saarland","Rural Area","2.93","3","111","2","2","3","4","5","2.77","3.09","1","5","3","3"
"1990","Rhineland-Palatinate,Saarland","Urban Area","2.86","3","560","2","2","4","4","5","2.77","2.95","1","5","2","3"
"1990","Saxony","Rural Area","","","","","","","","","","","","","",""
"1990","Saxony","Urban Area","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","Rural Area","2.79","3","145","2","2","3","4","5","2.63","2.95","1","5","2","3"
"1990","Schleswig-Holstein","Urban Area","2.87","3","138","2","2","3","4","5","2.72","3.02","1","5","3","3"
"1990","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1990","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1991","Baden-Württemberg","Rural Area","","","","","","","","","","","","","",""
"1991","Baden-Württemberg","Urban Area","","","","","","","","","","","","","",""
"1991","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1991","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1991","Berlin","Rural Area","","","","","","","","","","","","","",""
"1991","Berlin","Urban Area","","","","","","","","","","","","","",""
"1991","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1991","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1991","Bremen","Rural Area","","","","","","","","","","","","","",""
"1991","Bremen","Urban Area","","","","","","","","","","","","","",""
"1991","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1991","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1991","Hesse","Rural Area","","","","","","","","","","","","","",""
"1991","Hesse","Urban Area","","","","","","","","","","","","","",""
"1991","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1991","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1991","Saxony","Rural Area","","","","","","","","","","","","","",""
"1991","Saxony","Urban Area","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1991","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1991","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1992","Baden-Württemberg","Rural Area","","","","","","","","","","","","","",""
"1992","Baden-Württemberg","Urban Area","","","","","","","","","","","","","",""
"1992","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1992","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1992","Berlin","Rural Area","","","","","","","","","","","","","",""
"1992","Berlin","Urban Area","","","","","","","","","","","","","",""
"1992","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1992","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1992","Bremen","Rural Area","","","","","","","","","","","","","",""
"1992","Bremen","Urban Area","","","","","","","","","","","","","",""
"1992","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1992","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1992","Hesse","Rural Area","","","","","","","","","","","","","",""
"1992","Hesse","Urban Area","","","","","","","","","","","","","",""
"1992","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1992","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1992","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1992","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1992","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1992","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1992","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1992","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1992","Saxony","Rural Area","","","","","","","","","","","","","",""
"1992","Saxony","Urban Area","","","","","","","","","","","","","",""
"1992","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1992","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1992","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1992","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1992","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1992","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1993","Baden-Württemberg","Rural Area","","","","","","","","","","","","","",""
"1993","Baden-Württemberg","Urban Area","","","","","","","","","","","","","",""
"1993","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1993","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1993","Berlin","Rural Area","","","","","","","","","","","","","",""
"1993","Berlin","Urban Area","","","","","","","","","","","","","",""
"1993","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1993","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1993","Bremen","Rural Area","","","","","","","","","","","","","",""
"1993","Bremen","Urban Area","","","","","","","","","","","","","",""
"1993","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1993","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1993","Hesse","Rural Area","","","","","","","","","","","","","",""
"1993","Hesse","Urban Area","","","","","","","","","","","","","",""
"1993","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1993","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1993","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1993","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1993","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1993","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1993","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1993","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1993","Saxony","Rural Area","","","","","","","","","","","","","",""
"1993","Saxony","Urban Area","","","","","","","","","","","","","",""
"1993","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1993","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1993","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1993","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1993","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1993","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1994","Baden-Württemberg","Rural Area","","","","","","","","","","","","","",""
