"plh0186","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","no migration background","(0) in school","","","",""
"Very rare","2007","no migration background","(1a) inadequately completed","4","","",""
"Very rare","2007","no migration background","(1b) general elementary school","61","0.0531100211042974","0.0403954376838734","0.0658246045247214"
"Very rare","2007","no migration background","(1c) basic vocational qualification","164","0.0350143452506142","0.0298707385599791","0.0401579519412494"
"Very rare","2007","no migration background","(2b) intermediate general qualification","5","","",""
"Very rare","2007","no migration background","(2a) intermediate vocational","93","0.0241154616771203","0.0196846806977677","0.0285462426564729"
"Very rare","2007","no migration background","(2c_gen) general maturity certificate","4","","",""
"Very rare","2007","no migration background","(2c_voc) vocational maturity certificate","28","","",""
"Very rare","2007","no migration background","(3a) lower tertiary education","24","","",""
"Very rare","2007","no migration background","(3b) higher tertiary education","37","0.0225402987539893","0.0165479433342893","0.0285326541736892"
"Very rare","2007","direct migration background","(0) in school","","","",""
"Very rare","2007","direct migration background","(1a) inadequately completed","5","","",""
"Very rare","2007","direct migration background","(1b) general elementary school","20","","",""
"Very rare","2007","direct migration background","(1c) basic vocational qualification","28","","",""
"Very rare","2007","direct migration background","(2b) intermediate general qualification","1","","",""
"Very rare","2007","direct migration background","(2a) intermediate vocational","5","","",""
"Very rare","2007","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Very rare","2007","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Very rare","2007","direct migration background","(3a) lower tertiary education","2","","",""
"Very rare","2007","direct migration background","(3b) higher tertiary education","11","","",""
"Very rare","2007","indirect migration background","(0) in school","","","",""
"Very rare","2007","indirect migration background","(1a) inadequately completed","","","",""
"Very rare","2007","indirect migration background","(1b) general elementary school","4","","",""
"Very rare","2007","indirect migration background","(1c) basic vocational qualification","4","","",""
"Very rare","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Very rare","2007","indirect migration background","(2a) intermediate vocational","3","","",""
"Very rare","2007","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Very rare","2007","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very rare","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Very rare","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","no migration background","(0) in school","8","","",""
"Rarely","2007","no migration background","(1a) inadequately completed","17","","",""
"Rarely","2007","no migration background","(1b) general elementary school","205","0.177065860708993","0.15542302835151","0.198708693066476"
"Rarely","2007","no migration background","(1c) basic vocational qualification","558","0.123680268862243","0.114468016542752","0.132892521181735"
"Rarely","2007","no migration background","(2b) intermediate general qualification","32","0.0583820581262294","0.0361692600065939","0.0805948562458648"
"Rarely","2007","no migration background","(2a) intermediate vocational","388","0.0917211212412182","0.0833847401683853","0.100057502314051"
"Rarely","2007","no migration background","(2c_gen) general maturity certificate","23","","",""
"Rarely","2007","no migration background","(2c_voc) vocational maturity certificate","93","0.0773282622466354","0.0624430176470465","0.0922135068462242"
"Rarely","2007","no migration background","(3a) lower tertiary education","124","0.0897718822765208","0.0757827364230005","0.103761028130041"
"Rarely","2007","no migration background","(3b) higher tertiary education","159","0.0774670254222156","0.0666746339763202","0.088259416868111"
"Rarely","2007","direct migration background","(0) in school","","","",""
"Rarely","2007","direct migration background","(1a) inadequately completed","21","","",""
"Rarely","2007","direct migration background","(1b) general elementary school","70","0.194607878627005","0.157531702764243","0.231684054489767"
"Rarely","2007","direct migration background","(1c) basic vocational qualification","75","0.120301490243204","0.0939847876722613","0.146618192814146"
"Rarely","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","direct migration background","(2a) intermediate vocational","7","","",""
"Rarely","2007","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Rarely","2007","direct migration background","(2c_voc) vocational maturity certificate","28","","",""
"Rarely","2007","direct migration background","(3a) lower tertiary education","11","","",""
"Rarely","2007","direct migration background","(3b) higher tertiary education","18","","",""
"Rarely","2007","indirect migration background","(0) in school","4","","",""
"Rarely","2007","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2007","indirect migration background","(1b) general elementary school","11","","",""
"Rarely","2007","indirect migration background","(1c) basic vocational qualification","15","","",""
"Rarely","2007","indirect migration background","(2b) intermediate general qualification","1","","",""
"Rarely","2007","indirect migration background","(2a) intermediate vocational","13","","",""
"Rarely","2007","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Rarely","2007","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","indirect migration background","(3b) higher tertiary education","1","","",""
"Sometimes","2007","no migration background","(0) in school","61","0.245719153691742","0.194836730069376","0.296601577314109"
"Sometimes","2007","no migration background","(1a) inadequately completed","33","0.345346087694571","0.24243212077207","0.448260054617073"
"Sometimes","2007","no migration background","(1b) general elementary school","473","0.398693690340537","0.370932908051753","0.426454472629321"
"Sometimes","2007","no migration background","(1c) basic vocational qualification","1874","0.381080574193084","0.367490876947664","0.394670271438504"
"Sometimes","2007","no migration background","(2b) intermediate general qualification","132","0.344503965000044","0.299483668242349","0.389524261757739"
"Sometimes","2007","no migration background","(2a) intermediate vocational","1511","0.33696602025129","0.323314084958666","0.350617955543914"
"Sometimes","2007","no migration background","(2c_gen) general maturity certificate","160","0.271594493287019","0.236583910786893","0.306605075787145"
"Sometimes","2007","no migration background","(2c_voc) vocational maturity certificate","389","0.312546433675541","0.286715375368564","0.338377491982517"
"Sometimes","2007","no migration background","(3a) lower tertiary education","524","0.310550736505843","0.287906204642323","0.333195268369364"
"Sometimes","2007","no migration background","(3b) higher tertiary education","784","0.356451497242616","0.337115829998019","0.375787164487213"
"Sometimes","2007","direct migration background","(0) in school","5","","",""
"Sometimes","2007","direct migration background","(1a) inadequately completed","58","0.476660823189086","0.390136251327792","0.56318539505038"
