"plh0186","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","lower secondary degree","(0) in school","","","",""
"Very rare","2007","lower secondary degree","(1a) inadequately completed","","","",""
"Very rare","2007","lower secondary degree","(1b) general elementary school","70","0.0511555065052459","0.03963547559891","0.0626755374115818"
"Very rare","2007","lower secondary degree","(1c) basic vocational qualification","183","0.0348355787830544","0.0298939118025498","0.0397772457635589"
"Very rare","2007","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very rare","2007","lower secondary degree","(2a) intermediate vocational","","","",""
"Very rare","2007","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very rare","2007","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Very rare","2007","lower secondary degree","(3a) lower tertiary education","1","","",""
"Very rare","2007","lower secondary degree","(3b) higher tertiary education","2","","",""
"Very rare","2007","secondary school degree","(0) in school","","","",""
"Very rare","2007","secondary school degree","(1a) inadequately completed","","","",""
"Very rare","2007","secondary school degree","(1b) general elementary school","","","",""
"Very rare","2007","secondary school degree","(1c) basic vocational qualification","","","",""
"Very rare","2007","secondary school degree","(2b) intermediate general qualification","6","","",""
"Very rare","2007","secondary school degree","(2a) intermediate vocational","101","0.0255146002484434","0.0210823663977045","0.0299468340991824"
"Very rare","2007","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very rare","2007","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Very rare","2007","secondary school degree","(3a) lower tertiary education","8","","",""
"Very rare","2007","secondary school degree","(3b) higher tertiary education","1","","",""
"Very rare","2007","college entrance qualification","(0) in school","","","",""
"Very rare","2007","college entrance qualification","(1a) inadequately completed","","","",""
"Very rare","2007","college entrance qualification","(1b) general elementary school","","","",""
"Very rare","2007","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very rare","2007","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very rare","2007","college entrance qualification","(2a) intermediate vocational","","","",""
"Very rare","2007","college entrance qualification","(2c_gen) general maturity certificate","6","","",""
