"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","16-34 y.","college entrance qualification","23.31","23","1754","19","21","25","28","35","23.14","23.48","15","52","22","23"
"2002","16-34 y.","lower secondary degree","24.26","24","1230","19","21","26","30","37","24.02","24.5","12","44","24","24"
"2002","16-34 y.","no degree/no degree yet","22.03","22","658","19","20","24","26","32","21.8","22.26","13","36","21","21"
"2002","16-34 y.","Other degree","24.18","24","221","19","21","27","30","38","23.63","24.73","16","39","23","24"
"2002","16-34 y.","secondary school degree","23.57","23","2104","19","21","26","29","36","23.39","23.75","15","61","23","23"
"2002","35-65 y.","college entrance qualification","25.04","25","3345","21","22","27","30","37","24.91","25.17","15","60","25","25"
"2002","35-65 y.","lower secondary degree","26.46","26","4684","22","24","29","32","40","26.33","26.59","13","53","26","26"
"2002","35-65 y.","no degree/no degree yet","27.63","28","179","22","25","31","33","38","26.95","28.31","17","52","26","28"
"2002","35-65 y.","Other degree","26.61","26","945","21","24","29","32","40","26.31","26.91","16","59","26","27"
"2002","35-65 y.","secondary school degree","25.62","25","4032","21","23","28","31","39","25.49","25.75","15","66","25","25"
"2002","66 and older","college entrance qualification","25.59","25","481","21","23","28","30","35","25.28","25.9","14","38","25","26"
"2002","66 and older","lower secondary degree","26.6","26","2383","22","24","29","32","38","26.44","26.76","15","57","26","27"
"2002","66 and older","no degree/no degree yet","26.19","26","67","20","24","29","31","36","25.23","27.15","17","36","26","28"
"2002","66 and older","Other degree","26.7","26","156","23","24","29","31","39","26.03","27.37","16","48","26","28"
"2002","66 and older","secondary school degree","25.63","25","511","21","23","28","31","34","25.3","25.96","16","37","25","26"
"2003","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2003","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2003","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2003","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2003","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2003","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2003","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2003","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2003","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2003","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2003","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","66 and older","Other degree","","","","","","","","","","","","","",""
"2003","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2004","16-34 y.","college entrance qualification","23.35","23","1652","19","21","25","28","35","23.16","23.54","15","67","22","23"
"2004","16-34 y.","lower secondary degree","24.55","24","1027","20","22","27","31","39","24.27","24.83","13","51","24","24"
"2004","16-34 y.","no degree/no degree yet","21.8","21","678","18","20","24","26","32","21.56","22.04","14","35","21","21"
"2004","16-34 y.","Other degree","23.91","23","187","20","21","26","28","39","23.34","24.48","16","44","23","24"
"2004","16-34 y.","secondary school degree","23.89","23","1751","19","21","26","29","37","23.69","24.09","16","57","23","23"
"2004","35-65 y.","college entrance qualification","25.21","25","3155","21","22","27","30","39","25.07","25.35","16","69","25","25"
"2004","35-65 y.","lower secondary degree","26.66","26","4031","22","24","29","32","41","26.52","26.8","15","65","26","26"
"2004","35-65 y.","no degree/no degree yet","27.53","27","157","21","24","31","34","38","26.74","28.32","18","49","27","29"
