"year","e11103","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Full Time","(Married) couple without C.","25.65","25","2666","21","23","28","31","37","25.49","25.81","13","66","25","25"
"2002","Full Time","1-pers.-HH","24.55","24","1120","20","22","26","29","37","24.32","24.78","15","61","24","24"
"2002","Full Time","Couple + C. GT 16 ","25.27","25","1777","20","22","28","31","37","25.08","25.46","15","56","25","25"
"2002","Full Time","Couple + C. LE 16","26.01","26","2429","22","24","28","31","38","25.85","26.17","17","55","25","26"
"2002","Full Time","Couple + C. LE and GT 16","25.49","25","849","21","23","28","30","36","25.22","25.76","16","45","25","25"
"2002","Full Time","Single parent","24.18","23","432","20","21","27","29","35","23.78","24.58","16","43","23","24"
"2002","Not Working","(Married) couple without C.","26.44","26","3544","22","24","29","31","38","26.31","26.57","14","59","26","26"
"2002","Not Working","1-pers.-HH","25.97","25","1430","21","23","29","32","38","25.73","26.21","13","57","25","26"
"2002","Not Working","Couple + C. GT 16 ","25.08","25","1159","19","22","28","32","38","24.8","25.36","13","53","24","24"
"2002","Not Working","Couple + C. LE 16","24.62","24","878","19","21","27","31","41","24.3","24.94","16","54","23","24"
"2002","Not Working","Couple + C. LE and GT 16","23.66","23","494","19","20","25","30","41","23.27","24.05","15","42","22","23"
"2002","Not Working","Single parent","24.61","23","361","19","21","27","32","48","24.05","25.17","15","48","23","24"
"2002","Part Time","(Married) couple without C.","25.85","25","1226","21","23","28","31","38","25.61","26.09","16","60","25","25"
"2002","Part Time","1-pers.-HH","24.6","24","448","20","22","27","30","37","24.21","24.99","16","52","23","24"
"2002","Part Time","Couple + C. GT 16 ","24.9","24","1040","20","21","27","31","41","24.63","25.17","12","46","23","24"
"2002","Part Time","Couple + C. LE 16","24.57","24","1404","20","21","27","30","38","24.35","24.79","16","44","23","24"
"2002","Part Time","Couple + C. LE and GT 16","24.38","24","592","19","21","26","30","41","24.03","24.73","16","44","23","24"
"2002","Part Time","Single parent","23.31","22","331","19","21","26","29","34","22.86","23.76","16","44","22","23"
"2003","Full Time","(Married) couple without C.","","","","","","","","","","","","","",""
"2003","Full Time","1-pers.-HH","","","","","","","","","","","","","",""
"2003","Full Time","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2003","Full Time","Couple + C. LE 16","","","","","","","","","","","","","",""
"2003","Full Time","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2003","Full Time","Single parent","","","","","","","","","","","","","",""
"2003","Not Working","(Married) couple without C.","","","","","","","","","","","","","",""
"2003","Not Working","1-pers.-HH","","","","","","","","","","","","","",""
"2003","Not Working","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2003","Not Working","Couple + C. LE 16","","","","","","","","","","","","","",""
