"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","Female","25.44","25","1439","20","22","28","32","39","25.18","25.7","15","52","25","25"
"2002","direct migration background","Male","26.08","26","1365","22","24","28","31","37","25.88","26.28","15","59","26","26"
"2002","indirect migration background","Female","23.01","22","406","18","20","25","29","37","22.56","23.46","13","61","22","23"
"2002","indirect migration background","Male","24.15","24","371","21","22","26","28","33","23.78","24.52","16","43","23","24"
"2002","no migration background","Female","24.86","24","9974","20","22","27","31","38","24.77","24.95","14","66","24","24"
"2002","no migration background","Male","26.05","26","9394","22","24","28","31","38","25.97","26.13","12","57","26","26"
"2003","direct migration background","Female","","","","","","","","","","","","","",""
"2003","direct migration background","Male","","","","","","","","","","","","","",""
"2003","indirect migration background","Female","","","","","","","","","","","","","",""
"2003","indirect migration background","Male","","","","","","","","","","","","","",""
"2003","no migration background","Female","","","","","","","","","","","","","",""
"2003","no migration background","Male","","","","","","","","","","","","","",""
"2004","direct migration background","Female","25.81","25","1310","20","22","29","33","42","25.53","26.09","14","69","25","25"
"2004","direct migration background","Male","26.2","26","1214","22","24","28","31","36","25.98","26.42","16","62","26","26"
"2004","indirect migration background","Female","23.72","23","410","19","21","26","30","39","23.3","24.14","13","40","22","23"
"2004","indirect migration background","Male","24.09","24","384","20","22","26","28","32","23.76","24.42","16","34","24","25"
"2004","no migration background","Female","25.1","24","9405","20","22","28","31","40","25.01","25.19","12","73","24","24"
"2004","no migration background","Male","26.17","26","8766","22","23","28","31","38","26.08","26.26","14","67","26","26"
"2005","direct migration background","Female","","","","","","","","","","","","","",""
"2005","direct migration background","Male","","","","","","","","","","","","","",""
"2005","indirect migration background","Female","","","","","","","","","","","","","",""
"2005","indirect migration background","Male","","","","","","","","","","","","","",""
"2005","no migration background","Female","","","","","","","","","","","","","",""
"2005","no migration background","Male","","","","","","","","","","","","","",""
"2006","direct migration background","Female","25.88","25","1279","20","22","29","33","41","25.6","26.16","15","50","25","25"
"2006","direct migration background","Male","26.57","26","1102","22","24","29","32","37","26.33","26.81","17","57","26","27"
"2006","indirect migration background","Female","24.06","23","424","19","21","26","31","39","23.62","24.5","13","45","22","23"
"2006","indirect migration background","Male","24.8","24","392","20","22","27","29","36","24.39","25.21","16","58","24","25"
"2006","no migration background","Female","25.33","24","9695","20","22","28","32","41","25.23","25.43","12","76","24","24"
"2006","no migration background","Male","26.41","26","8965","22","24","29","32","38","26.32","26.5","15","67","26","26"
"2007","direct migration background","Female","","","","","","","","","","","","","",""
