"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","college entrance qualification","East Germany","24.53","24","1116","20","22","27","30","36","24.3","24.76","14","46","24","25"
"2002","college entrance qualification","West Germany","24.48","24","4464","20","22","27","29","36","24.37","24.59","14","60","24","24"
"2002","lower secondary degree","East Germany","26.99","27","1616","22","24","30","32","40","26.77","27.21","16","53","26","27"
"2002","lower secondary degree","West Germany","26.08","26","6681","21","23","28","31","39","25.98","26.18","12","57","26","26"
"2002","no degree/no degree yet","East Germany","21.69","21","173","19","19","23","26","31","21.22","22.16","16","32","21","21"
"2002","no degree/no degree yet","West Germany","24.14","23","731","19","21","27","31","36","23.82","24.46","13","52","22","23"
"2002","Other degree","East Germany","25.76","23.96","47","20","23","30","32","46","24.07","27.45","18","46","23","28"
"2002","Other degree","West Germany","26.18","26","1275","21","23","29","31","39","25.93","26.43","16","59","26","26"
"2002","secondary school degree","East Germany","25.37","25","2421","20","22","28","31","37","25.2","25.54","15","55","25","25"
"2002","secondary school degree","West Germany","24.82","24","4226","20","22","27","30","38","24.69","24.95","15","66","24","24"
"2003","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2003","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2003","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2003","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2003","Other degree","East Germany","","","","","","","","","","","","","",""
"2003","Other degree","West Germany","","","","","","","","","","","","","",""
"2003","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2003","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2004","college entrance qualification","East Germany","24.58","24","1130","20","22","27","30","37","24.34","24.82","16","57","24","24"
"2004","college entrance qualification","West Germany","24.73","24","4216","20","22","27","29","37","24.61","24.85","15","69","24","24"
"2004","lower secondary degree","East Germany","27.09","27","1474","22","24","30","33","40","26.86","27.32","13","54","27","27"
"2004","lower secondary degree","West Germany","26.31","26","6025","21","23","29","32","40","26.2","26.42","12","73","26","26"
"2004","no degree/no degree yet","East Germany","21.7","21","186","18","19","23","26","32","21.2","22.2","16","38","21","22"
"2004","no degree/no degree yet","West Germany","23.97","23","713","19","20","27","31","35","23.63","24.31","14","49","22","23"
"2004","Other degree","East Germany","27.11","26.35","52","22","25","29","33","44","25.53","28.69","16","44","25","28"
"2004","Other degree","West Germany","26.33","26","1133","21","23","29","32","39","26.06","26.6","14","62","26","26"
"2004","secondary school degree","East Germany","25.68","25","2305","21","22","28","31","38","25.5","25.86","16","62","25","25"
"2004","secondary school degree","West Germany","25.13","24","3931","20","22","27","30","39","24.99","25.27","16","63","24","25"
"2005","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2005","Other degree","East Germany","","","","","","","","","","","","","",""
"2005","Other degree","West Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","East Germany","24.65","24","1185","20","22","27","30","37","24.42","24.88","17","45","24","25"
"2006","college entrance qualification","West Germany","24.76","24","4408","20","22","27","30","37","24.64","24.88","14","61","24","24"
"2006","lower secondary degree","East Germany","27.33","27","1473","22","24","30","33","41","27.08","27.58","14","76","27","27"
"2006","lower secondary degree","West Germany","26.63","26","6075","21","24","29","33","41","26.51","26.75","13","64","26","26"
"2006","no degree/no degree yet","East Germany","23.54","23","99","18","20","26","29","35","22.77","24.31","16","35","22","23"
"2006","no degree/no degree yet","West Germany","25.06","24","553","19","21","28","33","39","24.63","25.49","16","58","23","24"
"2006","Other degree","East Germany","25.92","24","70","21","22","30","34","41","24.37","27.47","17","56","23","26"
"2006","Other degree","West Germany","26.41","26","1127","21","23","29","32","41","26.13","26.69","15","56","26","26"
"2006","secondary school degree","East Germany","26.03","25","2341","21","23","29","32","39","25.84","26.22","16","67","25","26"
"2006","secondary school degree","West Germany","25.45","25","4077","20","22","28","31","39","25.31","25.59","12","65","25","25"
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","24.99","24","1112","20","22","27","30","37","24.69","25.29","17","137","24","25"
"2008","college entrance qualification","West Germany","24.97","24","3992","20","22","27","30","38","24.84","25.1","16","67","24","25"
"2008","lower secondary degree","East Germany","27.51","27","1282","22","24","30","33","44","27.25","27.77","16","58","27","27"
"2008","lower secondary degree","West Germany","27.02","26","5147","22","24","29","33","42","26.87","27.17","13","197","26","27"
"2008","no degree/no degree yet","East Germany","22.77","22","102","19","21","24","27","33","22.13","23.41","17","33","21","23"
"2008","no degree/no degree yet","West Germany","25.11","24","444","19","21","29","32","40","24.61","25.61","15","59","23","24"
"2008","Other degree","East Germany","26.15","25","53","20","21","29","36","38","24.51","27.79","18","42","23","27"
"2008","Other degree","West Germany","26.49","26","891","22","24","29","32","40","26.19","26.79","16","66","26","26"
"2008","secondary school degree","East Germany","26.22","25","2094","21","23","29","32","39","26.02","26.42","13","99","25","26"
"2008","secondary school degree","West Germany","25.75","25","3597","21","23","28","32","41","25.6","25.9","16","63","25","25"
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2009","Other degree","East Germany","","","","","","","","","","","","","",""
"2009","Other degree","West Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","East Germany","25.13","25","1018","20","22","28","31","37","24.89","25.37","16","45","24","25"
"2010","college entrance qualification","West Germany","25.27","25","3626","20","22","27","31","39","25.13","25.41","15","73","25","25"
"2010","lower secondary degree","East Germany","27.47","27","1055","22","24","30","33","40","27.19","27.75","17","49","27","28"
"2010","lower secondary degree","West Germany","27.27","26","4256","22","24","30","33","43","27.11","27.43","13","164","26","27"
"2010","no degree/no degree yet","East Germany","24.57","24.08","46","19","21","27","30","32","23.31","25.83","18","40","22","26"
"2010","no degree/no degree yet","West Germany","24.73","24","373","19","21","28","32","40","24.24","25.22","17","59","22","23"
"2010","Other degree","East Germany","27.07","25","38","20","21","31","36","42","25.31","28.83","18","42","23","28"
"2010","Other degree","West Germany","26.61","26","681","21","23","29","33","39","26.24","26.98","16","59","26","27"
"2010","secondary school degree","East Germany","26.57","26","1849","21","23","29","33","41","26.36","26.78","15","53","26","26"
"2010","secondary school degree","West Germany","26.08","25","3151","21","23","28","32","45","25.91","26.25","14","65","25","25"
"2011","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2011","Other degree","East Germany","","","","","","","","","","","","","",""
"2011","Other degree","West Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","East Germany","25.29","25","1172","20","22","27","31","39","24.93","25.65","15","177","25","25"
"2012","college entrance qualification","West Germany","25.1","25","4455","20","22","27","31","40","24.97","25.23","13","91","25","25"
"2012","lower secondary degree","East Germany","27.85","27","1261","22","25","31","34","43","27.57","28.13","13","65","27","28"
"2012","lower secondary degree","West Germany","27.19","27","5183","22","24","30","33","41","27.06","27.32","15","74","26","27"
"2012","no degree/no degree yet","East Germany","24.67","23.35","69","19","20","27","30","41","23.23","26.11","17","44","23","25"
"2012","no degree/no degree yet","West Germany","25.09","24","477","19","21","28","33","43","24.6","25.58","15","64","23","24"
"2012","Other degree","East Germany","27.55","26","83","21","22","32","38","43","26.24","28.86","16","43","24","27"
"2012","Other degree","West Germany","26.56","26","1080","21","23","29","32","40","26.28","26.84","15","59","26","27"
"2012","secondary school degree","East Germany","26.8","26","2137","21","23","30","33","41","26.6","27","14","62","26","26"
"2012","secondary school degree","West Germany","26.04","25","3866","21","23","28","32","42","25.89","26.19","12","61","25","25"
"2013","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2013","Other degree","East Germany","","","","","","","","","","","","","",""
"2013","Other degree","West Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","East Germany","25.31","25","1351","20","22","28","31","41","25.07","25.55","17","46","25","25"
"2014","college entrance qualification","West Germany","25.16","25","6004","20","22","27","31","41","25.05","25.27","14","59","24","25"
"2014","lower secondary degree","East Germany","27.98","27","1205","22","25","31","35","44","27.68","28.28","13","61","27","28"
"2014","lower secondary degree","West Germany","27.36","27","5637","22","24","30","34","43","27.22","27.5","13","75","26","27"
"2014","no degree/no degree yet","East Germany","24.89","23","113","20","21","27","32","41","23.81","25.97","15","44","22","24"
"2014","no degree/no degree yet","West Germany","25.84","25","879","19","22","29","33","45","25.47","26.21","16","59","24","25"
"2014","Other degree","East Germany","25.87","25","292","20","22","29","33","42","25.21","26.53","16","52","25","27"
"2014","Other degree","West Germany","26.37","26","2989","21","23","29","32","39","26.2","26.54","15","62","26","26"
"2014","secondary school degree","East Germany","26.85","26","2441","22","23","29","33","41","26.65","27.05","14","57","26","26"
"2014","secondary school degree","West Germany","26.21","25","4992","21","23","29","33","43","26.07","26.35","15","57","25","25"
"2015","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2015","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2015","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2015","Other degree","East Germany","","","","","","","","","","","","","",""
"2015","Other degree","West Germany","","","","","","","","","","","","","",""
"2015","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2015","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","East Germany","24.98","24","1269","20","22","27","30","39","24.74","25.22","15","46","25","25"
"2016","college entrance qualification","West Germany","25.39","25","5441","20","22","28","31","41","25.27","25.51","14","65","24","25"
"2016","lower secondary degree","East Germany","28.23","28","1003","22","25","32","35","44","27.89","28.57","16","60","27","28"
"2016","lower secondary degree","West Germany","27.45","27","4747","22","24","30","34","44","27.3","27.6","15","67","27","27"
"2016","no degree/no degree yet","East Germany","25.18","24","95","20","21","28","32","43","23.86","26.5","18","44","23","26"
"2016","no degree/no degree yet","West Germany","26.06","25","708","20","22","29","33","50","25.63","26.49","16","69","24","25"
"2016","Other degree","East Germany","25.98","25","300","20","21","30","34","46","25.33","26.63","16","52","25","27"
"2016","Other degree","West Germany","26.44","26","2917","21","23","29","32","40","26.26","26.62","16","59","26","26"
"2016","secondary school degree","East Germany","27.07","26","2193","22","24","30","34","43","26.85","27.29","14","66","26","27"
"2016","secondary school degree","West Germany","26.68","26","4316","21","23","29","33","44","26.52","26.84","16","68","26","26"
"2017","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2017","Other degree","East Germany","","","","","","","","","","","","","",""
"2017","Other degree","West Germany","","","","","","","","","","","","","",""
"2017","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2017","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2018","college entrance qualification","East Germany","25.28","25","1406","20","22","28","31","39","25.05","25.51","16","48","25","25"
"2018","college entrance qualification","West Germany","25.51","25","6169","20","22","28","31","42","25.39","25.63","14","64","25","25"
"2018","lower secondary degree","East Germany","28.35","27","973","22","24","31","35","48","27.96","28.74","16","72","27","28"
"2018","lower secondary degree","West Germany","27.6","27","4689","22","24","30","34","44","27.44","27.76","14","61","27","27"
"2018","no degree/no degree yet","East Germany","25.11","23.6","321","20","21","28","30","42","24.47","25.75","15","59","24","25"
