"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Baden-Württemberg","Female","24.64","24","1428","20","21","27","31","38","24.4","24.88","15","53","23","24"
"2002","Baden-Württemberg","Male","25.87","25","1378","22","23","28","31","37","25.67","26.07","15","51","25","26"
"2002","Bavaria","Female","24.76","24","1691","20","21","27","31","38","24.55","24.97","14","50","23","24"
"2002","Bavaria","Male","25.83","25","1556","22","23","28","30","35","25.65","26.01","12","43","25","26"
"2002","Berlin","Female","24.01","23","425","19","21","26","30","37","23.57","24.45","17","46","23","24"
"2002","Berlin","Male","25.58","25","405","21","23","28","31","39","25.16","26","18","46","25","25"
"2002","Brandenburg","Female","25.74","25","489","20","22","29","32","42","25.29","26.19","16","47","24","25"
"2002","Brandenburg","Male","26.32","26","468","21","23","29","32","37","25.96","26.68","17","47","26","27"
"2002","Bremen","Female","24.36","24","91","20","21","27","30","33","23.46","25.26","16","44","22","25"
"2002","Bremen","Male","26.74","25.86","80","22","25","28","31","57","25.68","27.8","19","57","25","26"
"2002","Hamburg","Female","24.01","23","178","19","21","26","29","37","23.36","24.66","16","48","22","24"
"2002","Hamburg","Male","25.69","24","146","21","22","26","30","56","24.83","26.55","18","56","24","25"
"2002","Hesse","Female","24.84","24","843","20","22","27","31","39","24.52","25.16","16","47","24","24"
"2002","Hesse","Male","26.45","26","787","22","24","29","32","38","26.17","26.73","17","56","26","26"
"2002","Lower Saxony","Female","24.83","24","995","20","21","27","30","40","24.54","25.12","16","60","24","24"
"2002","Lower Saxony","Male","26.11","26","968","22","24","28","31","39","25.85","26.37","16","52","25","26"
"2002","Mecklenburg-Western Pomerania","Female","25.13","25","281","19","22","29","32","35","24.61","25.65","17","42","23","25"
"2002","Mecklenburg-Western Pomerania","Male","26.42","26","233","23","24","28","30","36","25.98","26.86","17","37","26","26"
"2002","North Rhine-Westphalia","Female","24.9","24","2470","20","22","28","31","38","24.72","25.08","13","66","24","24"
"2002","North Rhine-Westphalia","Male","26.11","26","2363","22","24","28","31","38","25.95","26.27","15","59","26","26"
"2002","Rhineland-Palatinate,Saarland","Female","25.78","25","723","20","22","29","32","44","25.41","26.15","13","48","24","25"
"2002","Rhineland-Palatinate,Saarland","Male","25.79","26","649","21","24","28","30","37","25.51","26.07","17","42","25","26"
"2002","Saxony","Female","25.19","24","841","20","22","28","32","38","24.89","25.49","14","44","24","24"
"2002","Saxony","Male","25.83","25.17","812","21","23","28","31","34","25.56","26.1","16","55","25","26"
