"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","(Married) couple without C.","general elemantary","26.87","26","800","22","24","29","33","39","26.54","27.2","13","59","26","27"
"2002","(Married) couple without C.","higher education","25.62","25","1684","21","23","28","30","37","25.45","25.79","14","40","25","25"
"2002","(Married) couple without C.","higher vocational","26.38","26","570","22","24","29","31","36","26.06","26.7","15","42","26","26"
"2002","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2002","(Married) couple without C.","inadequately","26.88","26","79","22","24","29","33","38","25.99","27.77","20","38","26","28"
"2002","(Married) couple without C.","middle vocational","26.14","26","3930","21","23","28","31","37","26.01","26.27","15","66","26","26"
"2002","(Married) couple without C.","vocational + Abi","24.94","24","345","20","22","27","30","38","24.44","25.44","17","60","24","25"
"2002","1-pers.-HH","general elemantary","26.38","26","440","21","23","29","33","39","25.92","26.84","13","50","26","27"
"2002","1-pers.-HH","higher education","24.58","24","526","20","22","26","29","35","24.26","24.9","14","38","24","24"
"2002","1-pers.-HH","higher vocational","25.03","25","217","20","23","27","30","36","24.52","25.54","15","37","24","25"
"2002","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2002","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2002","1-pers.-HH","middle vocational","25.32","25","1591","20","22","28","31","39","25.1","25.54","16","61","24","25"
"2002","1-pers.-HH","vocational + Abi","24.05","24","190","20","21","26","29","36","23.48","24.62","18","46","23","24"
"2002","Couple + C. GT 16 ","general elemantary","24.58","24","572","19","21","27","32","40","24.16","25","12","56","23","24"
"2002","Couple + C. GT 16 ","higher education","25.68","25","686","21","23","28","30","40","25.39","25.97","17","43","25","25"
"2002","Couple + C. GT 16 ","higher vocational","26.31","26","234","22","24","29","31","38","25.78","26.84","16","42","25","27"
"2002","Couple + C. GT 16 ","in school","22","21","267","19","20","24","27","33","21.66","22.34","13","33","20","21"
"2002","Couple + C. GT 16 ","inadequately","26.51","26","64","21","23","30","33","39","25.33","27.69","17","39","25","29"
"2002","Couple + C. GT 16 ","middle vocational","25.39","25","1939","20","22","28","31","37","25.19","25.59","15","53","24","25"
"2002","Couple + C. GT 16 ","vocational + Abi","24.81","24","158","20","21","27","31","41","24.11","25.51","17","41","23","24"
"2002","Couple + C. LE 16","general elemantary","25.76","25","330","21","23","28","31","40","25.28","26.24","16","43","24","25"
"2002","Couple + C. LE 16","higher education","24.71","24","1123","20","22","27","29","38","24.49","24.93","17","46","24","25"
"2002","Couple + C. LE 16","higher vocational","25.65","25","482","21","23","28","31","39","25.28","26.02","16","42","25","26"
"2002","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"2002","Couple + C. LE 16","inadequately","27.52","26","42","22","25","31","32","36","26.22","28.82","20","39","25","28"
"2002","Couple + C. LE 16","middle vocational","25.51","25","2383","21","23","28","31","40","25.33","25.69","16","55","25","25"
"2002","Couple + C. LE 16","vocational + Abi","24.28","24","343","20","22","26","29","37","23.87","24.69","17","41","23","24"
"2002","Couple + C. LE and GT 16","general elemantary","24.18","23","321","19","21","26","30","38","23.72","24.64","15","42","23","24"
"2002","Couple + C. LE and GT 16","higher education","25.71","25","307","21","23","28","30","41","25.28","26.14","16","41","24","25"
"2002","Couple + C. LE and GT 16","higher vocational","25.79","25","134","22","24","27","30","34","25.1","26.48","18","45","25","26"
"2002","Couple + C. LE and GT 16","in school","21.52","21","249","18","20","23","25","29","21.16","21.88","16","36","20","21"
"2002","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"2002","Couple + C. LE and GT 16","middle vocational","25.37","25","793","20","22","28","31","39","25.06","25.68","16","44","24","25"
"2002","Couple + C. LE and GT 16","vocational + Abi","25.99","25.94","64","20","24","28","31","42","24.85","27.13","17","42","24","27"
"2002","Single parent","general elemantary","23.97","23","238","19","21","27","30","37","23.36","24.58","15","47","22","24"
"2002","Single parent","higher education","23.93","23","125","20","21","26","29","35","23.22","24.64","17","37","23","25"
"2002","Single parent","higher vocational","25.62","24","57","19","21","27","33","48","24.1","27.14","18","48","22","25"
"2002","Single parent","in school","22.04","22","61","19","20","24","25","32","21.34","22.74","18","32","21","22"
"2002","Single parent","inadequately","","","","","","","","","","","","","",""
"2002","Single parent","middle vocational","24.34","23","552","19","21","27","31","39","23.94","24.74","16","47","23","24"
"2002","Single parent","vocational + Abi","23.44","23","45","20","22","25","27","33","22.42","24.46","18","33","22","25"
"2003","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"2003","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"2003","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"2003","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"2003","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2003","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2003","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"2003","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
