"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","college entrance qualification","(Married) couple without C.","25.05","25","1720","21","22","27","30","36","24.87","25.23","14","60","25","25"
"2002","college entrance qualification","1-pers.-HH","24.14","24","765","20","22","26","29","35","23.87","24.41","14","52","23","24"
"2002","college entrance qualification","Couple + C. GT 16 ","24.23","24","1000","20","21","26","29","40","23.99","24.47","15","43","23","24"
"2002","college entrance qualification","Couple + C. LE 16","24.55","24","1362","20","22","27","29","38","24.35","24.75","16","46","24","24"
"2002","college entrance qualification","Couple + C. LE and GT 16","24.86","25","402","20","22","27","30","40","24.48","25.24","17","41","24","25"
"2002","college entrance qualification","Single parent","22.93","22","189","19","21","24","28","34","22.38","23.48","18","37","22","23"
"2002","lower secondary degree","(Married) couple without C.","26.66","26","3364","22","24","29","32","38","26.52","26.8","13","50","26","27"
"2002","lower secondary degree","1-pers.-HH","26.08","26","1311","21","23","28","32","39","25.84","26.32","13","57","25","26"
"2002","lower secondary degree","Couple + C. GT 16 ","26.26","26","1156","21","23","29","32","38","26","26.52","12","53","25","26"
"2002","lower secondary degree","Couple + C. LE 16","25.92","25","1275","21","23","28","31","40","25.68","26.16","16","48","25","26"
"2002","lower secondary degree","Couple + C. LE and GT 16","25.38","25","471","20","22","28","31","42","24.95","25.81","15","45","24","25"
"2002","lower secondary degree","Single parent","24.87","24","379","20","22","27","31","39","24.39","25.35","15","47","24","25"
"2002","no degree/no degree yet","(Married) couple without C.","25.99","25","100","21","23","28","32","38","25.22","26.76","19","38","25","27"
"2002","no degree/no degree yet","1-pers.-HH","26.52","25.88","33","20","23","30","36","36","24.99","28.05","17","36","25","28"
"2002","no degree/no degree yet","Couple + C. GT 16 ","23.09","22","324","19","20","25","29","34","22.64","23.54","13","39","21","22"
"2002","no degree/no degree yet","Couple + C. LE 16","27.28","27","48","21","25","31","32","36","26.09","28.47","19","39","26","29"
"2002","no degree/no degree yet","Couple + C. LE and GT 16","21.9","21.79","270","18","20","23","26","33","21.52","22.28","16","36","21","22"
"2002","no degree/no degree yet","Single parent","22.33","22","78","19","20","24","26","32","21.62","23.04","17","32","21","23"
"2002","Other degree","(Married) couple without C.","26.67","26","387","21","24","29","31","40","26.21","27.13","16","59","26","26"
"2002","Other degree","1-pers.-HH","25.96","26","99","21","23","29","31","37","25.13","26.79","18","39","25","27"
"2002","Other degree","Couple + C. GT 16 ","27.1","26.39","237","22","24","29","32","46","26.45","27.75","17","56","26","27"
"2002","Other degree","Couple + C. LE 16","25.39","25","324","20","22","28","30","38","24.93","25.85","16","44","24","25"
"2002","Other degree","Couple + C. LE and GT 16","26.88","27","137","21","24","30","33","38","26.14","27.62","16","41","25","27"
"2002","Other degree","Single parent","24.67","24","69","19","22","27","29","34","23.47","25.87","17","47","23","27"
"2002","secondary school degree","(Married) couple without C.","25.51","25","1832","21","23","28","31","36","25.32","25.7","15","66","25","25"
