"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","(Married) couple without C.","direct migration background","26.38","26","780","21","24","29","31","39","26.08","26.68","16","59","26","26"
"2002","(Married) couple without C.","indirect migration background","24.19","23.02","101","20","21","26","29","36","23.31","25.07","17","37","23","25"
"2002","(Married) couple without C.","no migration background","26.09","26","6555","21","23","28","31","37","25.99","26.19","13","66","25","26"
"2002","1-pers.-HH","direct migration background","26","26","241","21","23","28","31","39","25.45","26.55","17","50","25","26"
"2002","1-pers.-HH","indirect migration background","23.85","23","93","18","21","26","30","35","22.73","24.97","13","61","22","25"
"2002","1-pers.-HH","no migration background","25.24","25","2664","20","22","27","31","38","25.08","25.4","14","57","24","25"
"2002","Couple + C. GT 16 ","direct migration background","26.12","26","446","21","23","29","32","42","25.67","26.57","15","56","26","27"
"2002","Couple + C. GT 16 ","indirect migration background","22.8","22","202","19","21","25","27","36","22.28","23.32","13","43","21","23"
"2002","Couple + C. GT 16 ","no migration background","25.09","25","3328","20","22","28","31","38","24.94","25.24","12","53","24","25"
"2002","Couple + C. LE 16","direct migration background","25.14","25","747","20","22","28","30","38","24.84","25.44","16","44","24","25"
"2002","Couple + C. LE 16","indirect migration background","24.78","25","166","20","22","26","28","37","24.17","25.39","18","41","24","26"
"2002","Couple + C. LE 16","no migration background","25.39","25","3798","21","22","28","31","39","25.25","25.53","16","55","25","25"
"2002","Couple + C. LE and GT 16","direct migration background","25.9","25","297","21","23","29","32","39","25.39","26.41","17","42","24","26"
"2002","Couple + C. LE and GT 16","indirect migration background","22.45","22","129","19","20","25","26","30","21.86","23.04","16","34","21","23"
"2002","Couple + C. LE and GT 16","no migration background","24.56","24","1509","20","21","27","30","39","24.34","24.78","15","45","24","24"
"2002","Single parent","direct migration background","24.15","24","140","20","21","27","29","33","23.42","24.88","17","47","23","25"
"2002","Single parent","indirect migration background","23.43","22.07","55","19","21","24","29","38","22.3","24.56","18","38","22","24"
"2002","Single parent","no migration background","24.06","23","929","19","21","26","30","39","23.76","24.36","15","48","23","24"
"2003","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2003","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2003","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2003","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2003","Single parent","direct migration background","","","","","","","","","","","","","",""
"2003","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2003","Single parent","no migration background","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","direct migration background","26.69","26","728","21","24","29","32","38","26.37","27.01","18","62","26","27"
"2004","(Married) couple without C.","indirect migration background","24.42","24","111","20","22","26","28","36","23.75","25.09","17","36","23","25"
"2004","(Married) couple without C.","no migration background","26.21","26","6377","21","23","29","31","38","26.11","26.31","13","65","26","26"
"2004","1-pers.-HH","direct migration background","26.11","26","218","21","23","29","31","40","25.51","26.71","14","45","25","26"
"2004","1-pers.-HH","indirect migration background","23.44","23","84","18","20","27","28","35","22.53","24.35","13","39","23","25"
"2004","1-pers.-HH","no migration background","25.47","25","2598","21","22","28","31","38","25.3","25.64","12","65","25","25"
"2004","Couple + C. GT 16 ","direct migration background","26.26","26","426","21","23","28","33","37","25.82","26.7","16","44","26","27"
